simplified	TH	example_TH
夕阳	อาทิตย์ยามเย็น	อาทิตย์ยามเย็นย้อมท้องฟ้าเป็นสีทอง
昔日	ในอดีต	หมู่บ้านเล็กในอดีตกลายเป็นเมืองแล้ว
溪	ลำธาร	ลำธารเล็กไหลผ่านระหว่างภูเขา
熄灭	ดับ	กรุณาดับเทียน
牺牲	การเสียสละ	พวกเขาเสียสละเพื่อช่วยคน
膝盖	เข่า	เข่าของเขาบาดเจ็บ
习俗	ขนบธรรมเนียม	ตรุษจีนมีขนบธรรมเนียมดั้งเดิมมากมาย
媳妇	ภรรยา	ภรรยาของเขาทำงานที่โรงพยาบาล
袭击	โจมตี	พายุฝนโจมตีเมืองชายฝั่ง
喜闻乐见	เป็นที่ชื่นชอบ	รายการแบบนี้เป็นที่ชื่นชอบของผู้ชม
喜悦	ความยินดี	ใบหน้าของเธอเผยรอยยิ้มแห่งความยินดี
系列	ชุด	บริษัทเปิดตัวผลิตภัณฑ์ใหม่เป็นชุด
细菌	แบคทีเรีย	อุณหภูมิสูงสามารถฆ่าแบคทีเรียได้
细胞	เซลล์	ร่างกายมนุษย์ประกอบด้วยเซลล์นับไม่ถ้วน
细致	ละเอียด	การสังเกตของเธอละเอียดมาก
峡谷	หุบเขา	น้ำในแม่น้ำไหลผ่านหุบเขาลึก
狭隘	คับแคบ	มุมมองคับแคบแบบนี้ต้องเปลี่ยน
狭窄	แคบ	ทางเล็กเส้นนี้แคบมาก
霞	แสงเมฆยามเย็น	แสงเมฆยามเย็นย้อมท้องฟ้าเป็นสีแดง
下属	ผู้ใต้บังคับบัญชา	ผู้จัดการรับฟังความเห็นของผู้ใต้บังคับบัญชาอย่างจริงจัง
先进	ก้าวหน้า	โรงงานใช้อุปกรณ์ที่ก้าวหน้า
先前	ก่อนหน้านี้	แผนก่อนหน้านี้เปลี่ยนไปแล้ว
掀起	ก่อให้เกิด	หนังสือเล่มนี้ก่อให้เกิดกระแสถกเถียง
纤维	เส้นใย	ผ้าชนิดนี้มีเส้นใยธรรมชาติ
鲜明	ชัดเจน	จุดยืนของเขาชัดเจนมาก
嫌	รังเกียจว่า	เธอรังเกียจว่าห้องเล็กเกินไป
嫌疑	ข้อสงสัย	ชายคนนี้มีข้อสงสัยสำคัญ
弦	สาย	สายกีตาร์ขาดไปหนึ่งเส้น
衔接	เชื่อมต่อ	เนื้อหาของสองวิชาเชื่อมต่อกันดีมาก
贤惠	ดีงามและเก่งงาน	เธอถูกมองว่าเป็นคนดีงามและเก่งงาน
闲话	คำนินทา	อย่าพูดคำนินทาคนอื่นลับหลัง
显著	เด่นชัด	ผลการรักษาเด่นชัดมาก
宪法	รัฐธรรมนูญ	รัฐธรรมนูญคุ้มครองสิทธิพื้นฐานของพลเมือง
现场	ที่เกิดเหตุ	ผู้สื่อข่าวมาถึงที่เกิดเหตุแล้ว
现成	สำเร็จรูปพร้อมใช้	ในครัวมีอาหารสำเร็จรูปพร้อมใช้
现状	สภาพปัจจุบัน	เราต้องเข้าใจสภาพปัจจุบันของอุตสาหกรรม
线索	เบาะแส	ตำรวจพบเบาะแสใหม่
陷害	ใส่ร้ายทำร้าย	เขาอ้างว่ามีคนใส่ร้ายทำร้ายตนเอง
陷阱	กับดัก	นายพรานวางกับดักไว้หนึ่งอัน
陷入	ตกอยู่ใน	บริษัทตกอยู่ในภาวะขาดแคลนเงินทุน
馅儿	ไส้	ไส้ของซาลาเปานี้หอมมาก
乡镇	ตำบลชนบท	สภาพโรงเรียนในตำบลชนบทกำลังดีขึ้น
相差	แตกต่างกัน	อุณหภูมิของสองพื้นที่แตกต่างกันสิบองศา
相等	เท่ากัน	พื้นที่ของสามเหลี่ยมสองรูปเท่ากัน
相辅相成	ส่งเสริมซึ่งกันและกัน	ทฤษฎีและการปฏิบัติส่งเสริมซึ่งกันและกัน
相应	ที่สอดคล้องกัน	บริษัทจะใช้มาตรการที่สอดคล้องกัน
镶嵌	ฝังประดับ	บนแหวนฝังประดับอัญมณีหนึ่งเม็ด
响亮	ดังชัด	เสียงตอบของเขาดังชัดมาก
响应	ตอบสนอง	หลายคนตอบสนองต่อข้อริเริ่มด้านสิ่งแวดล้อม
想方设法	หาวิธีทุกทาง	พวกเขาหาวิธีทุกทางเพื่อลดต้นทุน
向导	ไกด์นำทาง	ไกด์นำทางท้องถิ่นพาพวกเราเข้าภูเขา
向来	มาโดยตลอด	เขาให้ความสำคัญกับความน่าเชื่อถือมาโดยตลอด
向往	ใฝ่ฝัน	เธอใฝ่ฝันถึงชีวิตที่เงียบสงบ
巷	ตรอก	ในตรอกเก่าเปิดร้านเล็กๆ มากมาย
相声	การแสดงพูดตลกคู่	คุณปู่ชอบฟังการแสดงพูดตลกคู่แบบดั้งเดิม
消除	ขจัด	การสื่อสารสามารถขจัดความเข้าใจผิดได้
消毒	ฆ่าเชื้อ	หมอฆ่าเชื้อแผล
消防	ดับเพลิง	เจ้าหน้าที่ดับเพลิงรีบมาถึงที่เกิดเหตุ
消耗	ใช้สิ้นเปลือง	การเดินทางไกลใช้พละกำลังสิ้นเปลืองมาก
消灭	กำจัด	เจ้าหน้าที่กำลังกำจัดแมลงศัตรูพืช
潇洒	สง่างามสบายๆ	ท่าทางการเดินของเขาสง่างามสบายๆ
销毁	ทำลาย	ศุลกากรทำลายสินค้าปลอม
小心翼翼	ระมัดระวังอย่างยิ่ง	เธอเปิดกล่องอย่างระมัดระวังอย่างยิ่ง
效益	ประสิทธิผล	อุปกรณ์ใหม่เพิ่มประสิทธิผลการผลิต
肖像	ภาพเหมือน	บนผนังแขวนภาพเหมือนของเขา
协会	สมาคม	สมาคมนี้ช่วยผู้ประกอบการรุ่นใหม่
协商	เจรจาหารือ	ทั้งสองฝ่ายยินดีเจรจาหารือต่อ
协调	ประสานงาน	ผู้จัดการโครงการรับผิดชอบประสานงานทรัพยากร
协议	ข้อตกลง	ทั้งสองฝ่ายลงนามข้อตกลงความร่วมมือ
协助	ช่วยเหลือ	อาสาสมัครช่วยเหลือผู้สูงอายุข้ามถนน
携带	พกพา	ผู้โดยสารห้ามพกพาวัตถุอันตราย
屑	เศษ	บนโต๊ะมีเศษไม้จำนวนมาก
泄露	รั่วไหลเปิดเผย	พนักงานห้ามเปิดเผยข้อมูลลูกค้า
泄气	ท้อใจ	หลังล้มเหลวอย่าท้อใจ
谢绝	ปฏิเสธอย่างสุภาพ	โรงแรมปฏิเสธอาหารจากภายนอกอย่างสุภาพ
心得	ข้อคิดประสบการณ์	เธอแบ่งปันข้อคิดประสบการณ์ในการเรียน
心甘情愿	เต็มใจอย่างแท้จริง	เขาเต็มใจอย่างแท้จริงที่จะอยู่ช่วย
心灵	จิตใจ	ดนตรีปลอบประโลมจิตใจของเธอ
心态	ทัศนคติ	การรักษาทัศนคติเชิงบวกสำคัญมาก
心疼	สงสารจับใจ	แม่สงสารจับใจลูกที่บาดเจ็บ
心血	หยาดเหงื่อแรงใจ	หนังสือเล่มนี้รวมหยาดเหงื่อแรงใจของผู้เขียน
心眼儿	ใจแคบ	เขาใจแคบเล็กน้อย
新陈代谢	การเผาผลาญ	การออกกำลังกายช่วยส่งเสริมการเผาผลาญ
新郎	เจ้าบ่าว	เจ้าบ่าวต้อนรับแขกที่หน้าประตู
新娘	เจ้าสาว	เจ้าสาวสวมชุดแต่งงานสีขาว
新颖	แปลกใหม่	การออกแบบนี้แปลกใหม่มาก
欣慰	ปลื้มใจ	เมื่อเห็นลูกก้าวหน้า เธอปลื้มใจมาก
欣欣向荣	เจริญรุ่งเรือง	การท่องเที่ยวของเมืองเล็กเจริญรุ่งเรือง
薪水	เงินเดือน	เงินเดือนของเขาเพียงพอเลี้ยงครอบครัว
辛勤	ขยันเหน็ดเหนื่อย	ชาวนาขยันเหน็ดเหนื่อยปลูกพืชไร่
信赖	ไว้วางใจ	ลูกค้าไว้วางใจบริษัทนี้มาก
信念	ความเชื่อมั่น	ความเชื่อมั่นอันมั่นคงค้ำจุนเขาไว้
信仰	ความเชื่อทางศาสนา	เธอเคารพความเชื่อทางศาสนาที่แตกต่างกัน
信誉	ชื่อเสียงความน่าเชื่อถือ	ธุรกิจต้องรักษาชื่อเสียงความน่าเชื่อถือ
兴高采烈	ร่าเริงเบิกบาน	เด็กๆ วิ่งเข้าห้องเรียนอย่างร่าเริงเบิกบาน
兴隆	ค้าขายรุ่งเรือง	ร้านเก่าแห่งนี้ค้าขายรุ่งเรือง
兴旺	เฟื่องฟู	เศรษฐกิจตลาดยิ่งเฟื่องฟูขึ้นเรื่อยๆ
腥	คาว	ปลาตัวนี้คาวเล็กน้อย
刑事	อาญา	ตำรวจกำลังสอบสวนคดีอาญา
形态	รูปร่างลักษณะ	รูปร่างลักษณะของพืชเปลี่ยนตามสภาพแวดล้อม
行政	ฝ่ายบริหาร	ฝ่ายบริหารจัดการคำขอ
兴致勃勃	สนอกสนใจอย่างมาก	ทุกคนสนอกสนใจอย่างมากในการอภิปรายแผน
性感	เซ็กซี่	ชุดราตรีตัวนี้ดูเซ็กซี่มาก
性命	ชีวิต	แพทย์ช่วยชีวิตของเขาไว้
性能	สมรรถนะ	คอมพิวเตอร์เครื่องนี้มีสมรรถนะดีมาก
凶恶	ดุร้าย	สุนัขตัวนี้ดูดุร้ายมาก
凶手	ฆาตกร	ในที่สุดตำรวจก็จับฆาตกรได้
汹涌	โหมกระหน่ำ	คลื่นทะเลโหมกระหน่ำซัดฝั่ง
胸怀	ใจกว้าง	เขามีใจกว้างมาก
胸膛	หน้าอก	ทหารยืดหน้าอกขึ้น
雄厚	แข็งแกร่งหนาแน่น	บริษัทมีเงินทุนแข็งแกร่งหนาแน่น
雄伟	ยิ่งใหญ่โอ่อ่า	สะพานใหญ่แห่งนี้ยิ่งใหญ่โอ่อ่ามาก
修复	ซ่อมแซมฟื้นฟู	วิศวกรกำลังซ่อมแซมฟื้นฟูระบบ
修建	ก่อสร้าง	รัฐบาลวางแผนก่อสร้างสนามบินใหม่
修养	การอบรมบ่มนิสัย	การอบรมบ่มนิสัยที่ดีปรากฏในรายละเอียด
羞耻	อับอาย	หลังจากโกหกเขารู้สึกอับอาย
嗅觉	การรับกลิ่น	การรับกลิ่นของสุนัขไวมาก
绣	ปัก	คุณย่าปักดอกไม้เป็น
虚假	เท็จ	เว็บไซต์เผยแพร่ข่าวเท็จ
虚荣	ความหลงชื่อเสียง	ความหลงชื่อเสียงทำให้เขาใช้เงินเกินตัว
虚伪	เสแสร้ง	เธอไม่ชอบมารยาทที่เสแสร้ง
需求	ความต้องการ	ความต้องการของตลาดกำลังเพิ่มขึ้น
须知	ข้อควรรู้	กรุณาอ่านข้อควรรู้ในการสมัครก่อน
许可	อนุญาต	หากไม่มีอนุญาตจะเข้าไปไม่ได้
序言	คำนำ	ผู้เขียนอธิบายภูมิหลังในคำนำ
畜牧	ปศุสัตว์	ทุ่งหญ้าเหมาะสำหรับพัฒนาปศุสัตว์
酗酒	ดื่มสุราหนัก	การดื่มสุราหนักระยะยาวทำลายสุขภาพ
喧哗	ส่งเสียงดัง	ในห้องสมุดห้ามส่งเสียงดัง
宣誓	สาบานตน	สมาชิกใหม่สาบานตนในที่ประชุม
宣扬	เผยแพร่ส่งเสริม	โรงเรียนเผยแพร่ส่งเสริมความซื่อสัตย์
悬挂	แขวน	บนผนังแขวนภาพวาดหนึ่งภาพ
悬念	ปมค้างคา	ตอนจบของภาพยนตร์ทิ้งปมค้างคาไว้
悬殊	แตกต่างกันมาก	ช่องว่างด้านศักยภาพของสองทีมแตกต่างกันมาก
悬崖峭壁	หน้าผาสูงชัน	ข้างทางภูเขาเป็นหน้าผาสูงชัน
旋律	ทำนอง	เพลงนี้มีทำนองไพเราะ
旋转	หมุน	กังหันลมหมุนอยู่ในสายลม
选拔	คัดเลือก	โรงเรียนกำลังคัดเลือกนักกีฬา
选举	การเลือกตั้ง	ในหมู่บ้านจัดการเลือกตั้ง
选手	ผู้เข้าแข่งขัน	ผู้เข้าแข่งขันคนนี้ทำผลงานได้มั่นคง
炫耀	โอ้อวด	เขาชอบโอ้อวดความมั่งคั่งเสมอ
削	ตัดลด	บริษัทตัดลดค่าใช้จ่ายบางส่วน
削弱	ทำให้อ่อนลง	ความเหนื่อยล้าทำให้ความสามารถตัดสินใจอ่อนลง
学说	ทฤษฎีสำนักคิด	ทฤษฎีสำนักคิดนี้มีอิทธิพลมาก
学位	ปริญญา	เธอได้รับปริญญาโท
雪上加霜	ซ้ำเติมให้แย่ลง	ตกงานแล้วยังป่วยอีก ช่างซ้ำเติมให้แย่ลงจริงๆ
血压	ความดันโลหิต	แพทย์เตือนให้เขาควบคุมความดันโลหิต
熏陶	อบรมกล่อมเกลา	เธอได้รับการอบรมกล่อมเกลาด้านดนตรีตั้งแต่เด็ก
寻觅	เสาะหา	พวกเขาเสาะหาที่อยู่อาศัยเหมาะสมไปทั่ว
巡逻	ลาดตระเวน	ตำรวจลาดตระเวนบนถนนตอนกลางคืน
循环	หมุนเวียน	น้ำหมุนเวียนอยู่ในระบบ
循序渐进	ค่อยเป็นค่อยไป	การเรียนภาษาต้องค่อยเป็นค่อยไป
压迫	กดขี่	ระบบเก่ากดขี่ประชาชนทั่วไป
压岁钱	เงินอั่งเปา	เด็กได้รับเงินอั่งเปา
压缩	บีบอัด	ซอฟต์แวร์สามารถบีบอัดขนาดรูปภาพ
压抑	กดข่ม	เขาพยายามกดข่มความโกรธในใจ
压榨	คั้น	เครื่องจักรกำลังคั้นน้ำอ้อย
压制	ระงับ	ยาสามารถระงับความเจ็บปวด
鸦雀无声	เงียบสนิท	หลังครูเข้ามา ห้องเรียนก็เงียบสนิท
亚军	รองชนะเลิศ	เธอได้รองชนะเลิศในการแข่งขัน
淹没	ท่วมจม	น้ำท่วมท่วมจมหมู่บ้านพื้นที่ต่ำ
烟花爆竹	ดอกไม้ไฟและประทัด	ช่วงเทศกาลห้ามจุดดอกไม้ไฟและประทัด
严峻	รุนแรงตึงเครียด	สถานการณ์การจ้างงานยังคงรุนแรงตึงเครียด
严寒	หนาวจัด	อากาศหนาวจัดส่งผลต่อการจราจร
严禁	ห้ามเด็ดขาด	ที่นี่ห้ามสูบบุหรี่เด็ดขาด
严厉	เข้มงวดรุนแรง	ครูวิจารณ์เขาอย่างเข้มงวดรุนแรง
严密	รัดกุม	โกดังมีการเฝ้าระวังรัดกุม
岩石	หิน	หินริมทะเลแข็งมาก
延期	เลื่อนเวลา	การประชุมเลื่อนไปสัปดาห์หน้า
延伸	ทอดยาว	ถนนทอดยาวไปทางเหนือ
延续	สืบต่อ	ประเพณีนี้สืบต่อมาเป็นร้อยปี
沿海	ชายฝั่ง	เมืองชายฝั่งมีการค้าพัฒนา
炎热	ร้อนจัด	อากาศร้อนจัดทำให้คนเหนื่อยล้า
言论	คำพูดความคิดเห็น	สาธารณชนสนใจคำพูดความคิดเห็นของเขา
掩盖	ปกปิด	เขาพยายามปกปิดความผิดพลาด
掩护	คุ้มกัน	เพื่อนร่วมทีมรับผิดชอบคุ้มกันการถอนตัว
掩饰	ปกปิดกลบเกลื่อน	เธอพยายามปกปิดกลบเกลื่อนความตื่นเต้น
演变	วิวัฒนาการเปลี่ยนแปลง	รูปแบบเมืองวิวัฒนาการเปลี่ยนแปลงไม่หยุด
演习	การซ้อม	โรงเรียนจัดการซ้อมดับเพลิง
演绎	อธิบายแสดงให้เห็น	ครูอธิบายแสดงทฤษฎีบทนี้ให้เห็น
演奏	บรรเลง	วงดนตรีกำลังบรรเลงดนตรีคลาสสิก
眼光	สายตาวิสัยทัศน์	สายตาการลงทุนของเขาดีมาก
眼色	สัญญาณทางสายตา	เธอส่งสัญญาณทางสายตาให้เพื่อนร่วมงาน
眼神	แววตา	แววตาของเขามั่นคงมาก
厌恶	รังเกียจ	เขารังเกียจพฤติกรรมหลอกลวง
验收	ตรวจรับ	หลังโครงการเสร็จต้องตรวจรับ
验证	พิสูจน์ยืนยัน	การทดลองพิสูจน์ยืนยันสมมติฐาน
氧气	ออกซิเจน	ผู้ป่วยต้องสูดออกซิเจน
样品	ตัวอย่างสินค้า	ลูกค้าได้รับตัวอย่างสินค้า
摇摆	แกว่งไกว	เรือเล็กแกว่งไกวในลมและคลื่น
摇滚	ร็อก	คนหนุ่มสาวชอบดนตรีร็อก
谣言	ข่าวลือ	อย่าเผยแพร่ข่าวลือที่ยังไม่ได้ยืนยัน
遥控	ควบคุมระยะไกล	เขาใช้โทรศัพท์ควบคุมเครื่องปรับอากาศระยะไกล
遥远	ห่างไกล	หมู่บ้านนั้นอยู่ห่างไกลจากเมืองมาก
耀眼	แสบตาเจิดจ้า	แสงแดดส่องจนแสบตาเจิดจ้ามาก
要点	ประเด็นสำคัญ	กรุณาบันทึกประเด็นสำคัญของการประชุม
要命	อย่างถึงตาย	ทางภูเขาเส้นนี้อันตรายอย่างถึงตาย
要素	องค์ประกอบ	ความไว้วางใจเป็นองค์ประกอบสำคัญของความร่วมมือ
野蛮	ป่าเถื่อน	เขาคัดค้านการบังคับใช้กฎหมายอย่างป่าเถื่อน
野心	ความทะเยอทะยาน	ความทะเยอทะยานทางการเมืองของเขาชัดเจนมาก
液体	ของเหลว	ของเหลวชนิดนี้ไม่มีสี
一流	ชั้นหนึ่ง	โรงพยาบาลนี้มีอุปกรณ์ชั้นหนึ่ง
一如既往	เหมือนเดิมเสมอ	เขาสนับสนุนพวกเราเหมือนเดิมเสมอ
依旧	ยังคง	ฝนหยุดแล้ว ถนนยังคงเปียกชื้น
依据	อ้างอิงตาม	คำพิพากษาต้องอ้างอิงตามกฎหมาย
依靠	พึ่งพา	พวกเขาพึ่งพาการเกษตรดำรงชีวิต
依赖	พึ่งพิง	เด็กไม่ควรพึ่งพิงพ่อแม่มากเกินไป
依托	อาศัยเป็นฐาน	โครงการอาศัยทรัพยากรท้องถิ่นเป็นฐานในการพัฒนา
衣裳	เสื้อผ้า	เธอเปลี่ยนเป็นเสื้อผ้าที่สะอาด
一度	ครั้งหนึ่ง	บริษัทครั้งหนึ่งเคยเผชิญภาวะล้มละลาย
一贯	มาโดยตลอด	เขาคัดค้านความสิ้นเปลืองมาโดยตลอด
一目了然	เห็นชัดในทันที	เนื้อหาในตารางเห็นชัดในทันที
一向	เสมอมา	เธอตรงต่อเวลาเสมอมา
仪器	อุปกรณ์เครื่องมือ	ห้องทดลองซื้ออุปกรณ์เครื่องมือใหม่
仪式	พิธี	พิธีจบการศึกษาจัดขึ้นพรุ่งนี้
疑惑	สงสัย	นักเรียนรู้สึกสงสัยต่อคำตอบ
遗产	มรดก	เมืองโบราณแห่งนี้เป็นมรดกทางวัฒนธรรม
遗传	ถ่ายทอดทางพันธุกรรม	โรคชนิดนี้อาจถ่ายทอดทางพันธุกรรม
遗留	ตกค้างจากอดีต	ปัญหาตกค้างจากอดีตต้องได้รับการแก้ไข
遗失	ทำหาย	ผู้โดยสารทำหนังสือเดินทางหาย
以便	เพื่อสะดวกต่อ	กรุณาทิ้งเบอร์โทรไว้เพื่อสะดวกต่อการติดต่อ
以免	เพื่อหลีกเลี่ยง	ออกเดินทางเร็วหน่อยเพื่อหลีกเลี่ยงการมาสาย
以往	ที่ผ่านมา	ประสบการณ์ที่ผ่านมาควรค่าแก่การอ้างอิง
以至	จนถึง	ขอบเขตขยายไปถึงชุมชนจนถึงทั้งเมือง
以致	จนทำให้	ฝนตกหนักต่อเนื่องจนทำให้ถนนขาด
一帆风顺	ราบรื่นไร้อุปสรรค	การเริ่มธุรกิจไม่อาจราบรื่นไร้อุปสรรคเสมอไป
一举两得	ได้ประโยชน์สองทาง	ปั่นจักรยานไปทำงานได้ประโยชน์สองทาง
一丝不苟	พิถีพิถันไม่ประมาท	วิศวกรตรวจสายไฟอย่างพิถีพิถันไม่ประมาท
亦	ก็เช่นกัน	เขาก็เช่นกันเห็นด้วยกับแผนนี้
异常	ผิดปกติ	ระบบเกิดสถานการณ์ผิดปกติ
意料	คาดหมาย	ผลลัพธ์เหนือความคาดหมายโดยสิ้นเชิง
意识	ตระหนัก	เขาค่อยๆ ตระหนักว่าปัญหาร้ายแรง
意图	เจตนา	ตำรวจมองออกถึงเจตนาของเขา
意味着	หมายความว่า	ความเงียบไม่ได้หมายความว่าเห็นด้วย
意向	ความตั้งใจ	ทั้งสองฝ่ายแสดงความตั้งใจที่จะร่วมมือ
意志	เจตจำนง	ความยากลำบากทดสอบเจตจำนงของคน
毅力	ความเพียร	ความสำเร็จต้องใช้ความเพียรระยะยาว
毅然	อย่างเด็ดเดี่ยว	เธอออกจากบริษัทอย่างเด็ดเดี่ยว
翼	ปีก	ปีกของเครื่องบินได้รับการตรวจสอบ
阴谋	แผนสมคบคิด	พวกเขาเปิดโปงแผนสมคบคิดนี้
音响	เครื่องเสียง	ผลลัพธ์เครื่องเสียงในห้องรับแขกดีมาก
引导	ชี้นำ	ครูชี้นำนักเรียนให้คิด
引擎	เครื่องยนต์	เครื่องยนต์รถดับกะทันหัน
引用	อ้างอิง	วิทยานิพนธ์อ้างอิงข้อมูลจำนวนมาก
隐蔽	ซ่อนพราง	ทหารซ่อนพรางอยู่ในป่า
隐患	ความเสี่ยงแฝง	สายไฟเก่ามีความเสี่ยงแฝงด้านความปลอดภัย
隐瞒	ปิดบัง	เขาไม่ได้ปิดบังความจริง
隐私	ความเป็นส่วนตัว	บริษัทต้องปกป้องความเป็นส่วนตัวของผู้ใช้
隐约	เลือนราง	ไกลออกไปมีเสียงเพลงลอยมาเลือนราง
饮食	อาหารการกิน	อาหารการกินที่ดีต่อสุขภาพช่วยฟื้นตัว
婴儿	ทารก	ทารกกำลังนอนหลับอย่างสงบ
英明	ชาญฉลาด	ผู้นำตัดสินใจอย่างชาญฉลาด
英勇	กล้าหาญ	นักดับเพลิงช่วยเด็กออกมาอย่างกล้าหาญ
盈利	มีกำไร	บริษัทเริ่มมีกำไรในปีนี้
迎面	ปะทะหน้า	ลมหนาวพัดปะทะหน้า
应酬	งานสังคม	คืนนี้เขามีงานสังคมมากมาย
应邀	ตามคำเชิญ	ผู้เชี่ยวชาญเข้าร่วมฟอรัมตามคำเชิญ
庸俗	หยาบตลาด	เนื้อหาโฆษณานี้หยาบตลาดมาก
拥护	สนับสนุน	ทุกคนสนับสนุนนโยบายใหม่
拥有	มีครอบครอง	เขามีประสบการณ์มากมาย
勇于	กล้าที่จะ	คนหนุ่มสาวต้องกล้าที่จะลอง
永恒	นิรันดร์	ความรักไม่ได้คงที่เป็นนิรันดร์
涌现	ปรากฏขึ้นมากมาย	ทั่วทุกพื้นที่ปรากฏครูยอดเยี่ยมมากมาย
踊跃	กระตือรือร้น	ชาวบ้านสมัครเข้าร่วมกิจกรรมอย่างกระตือรือร้น
用户	ผู้ใช้	ผู้ใช้สามารถแก้ไขรหัสผ่านได้
优胜劣汰	ผู้แข็งแกร่งอยู่รอดผู้อ่อนแอถูกคัดออก	การแข่งขันในตลาดสะท้อนผู้แข็งแกร่งอยู่รอดผู้อ่อนแอถูกคัดออก
优先	ก่อนเป็นอันดับแรก	ผู้สูงอายุสามารถดำเนินการก่อนเป็นอันดับแรก
优异	ยอดเยี่ยม	เธอได้ผลการเรียนยอดเยี่ยม
优越	ได้เปรียบ	ที่นี่มีทำเลทางภูมิศาสตร์ได้เปรียบ
忧郁	เศร้าหมอง	สีหน้าของเขาดูเศร้าหมอง
油腻	มันเลี่ยน	อาหารจานนี้มันเลี่ยนเกินไป
油漆	สีทา	คนงานกำลังทาสีทาประตู
犹如	ราวกับ	ผิวน้ำทะเลสาบราวกับกระจกบานหนึ่ง
有条不紊	เป็นระเบียบไม่สับสน	การประชุมดำเนินไปอย่างเป็นระเบียบไม่สับสน
幼稚	ไร้เดียงสา	ความคิดนี้ไร้เดียงสาเล็กน้อย
诱惑	สิ่งยั่วยวน	โฆษณาเต็มไปด้วยสิ่งยั่วยวนการบริโภค
愚蠢	โง่เขลา	การตัดสินใจนี้โง่เขลามาก
愚昧	ความงมงาย	ความคิดงมงายขัดขวางความก้าวหน้า
渔民	ชาวประมง	ชาวประมงออกทะเลจับปลาแต่เช้า
舆论	กระแสสาธารณะ	กระแสสาธารณะมีผลต่อคดีมาก
与日俱增	เพิ่มขึ้นทุกวัน	จำนวนนักท่องเที่ยวเพิ่มขึ้นทุกวัน
宇宙	จักรวาล	มนุษย์สำรวจจักรวาลไม่หยุด
羽绒服	เสื้อขนเป็ด	ฤดูหนาวต้องใส่เสื้อขนเป็ด
寓言	นิทานเปรียบเทียบ	นิทานเปรียบเทียบนี้มีความหมายทางการศึกษามาก
愈	ยิ่ง	อาการป่วยยิ่งดีขึ้นเรื่อยๆ
欲望	ความปรารถนา	เขาควบคุมความปรารถนาในการซื้อของไว้ได้
熨	รีด	เธอรีดเสื้อเชิ้ตให้เรียบ
玉	หยก	หยกชิ้นนี้มีสีอบอุ่นนุ่มนวล
预料	คาดการณ์	พัฒนาการของเรื่องเกินความคาดการณ์
预期	ที่คาดไว้	ยอดขายต่ำกว่าที่คาดไว้
预算	งบประมาณ	งบประมาณโครงการต้องปรับ
预先	ล่วงหน้า	กรุณาเตรียมวัสดุล่วงหน้า
预言	คำพยากรณ์	คำพยากรณ์ของเขาไม่เป็นจริง
预兆	สัญญาณล่วงหน้า	ความเจ็บปวดอาจเป็นสัญญาณล่วงหน้าของโรค
冤枉	กล่าวหาอย่างไม่เป็นธรรม	อย่ากล่าวหาคนบริสุทธิ์อย่างไม่เป็นธรรม
元首	ประมุข	ประมุขของสองประเทศจัดการเจรจา
元素	ธาตุ	ออกซิเจนเป็นธาตุเคมีชนิดหนึ่ง
元宵节	เทศกาลหยวนเซียว	เทศกาลหยวนเซียวผู้คนชมโคมไฟ
原告	โจทก์	โจทก์ยื่นหลักฐานใหม่
原理	หลักการ	ครูอธิบายหลักการของเครื่องจักร
原始	ดั้งเดิม	พวกเขาเก็บรักษาบันทึกดั้งเดิมไว้
原先	เดิมที	แผนเดิมทีเปลี่ยนไปแล้ว
园林	สวนภูมิทัศน์	สวนภูมิทัศน์ซูโจวมีชื่อเสียงมาก
圆满	สมบูรณ์ราบรื่น	การประชุมประสบความสำเร็จอย่างสมบูรณ์ราบรื่น
源泉	แหล่งกำเนิด	การปฏิบัติเป็นแหล่งกำเนิดของความรู้
缘故	เหตุผล	เขาลาออกเพราะเหตุผลด้านสุขภาพ
约束	ข้อจำกัดควบคุม	ระบบข้อบังคับควบคุมพฤติกรรมพนักงาน
乐谱	โน้ตเพลง	เธออ่านโน้ตเพลงอย่างตั้งใจ
岳母	แม่ยาย	สุดสัปดาห์เขาไปเยี่ยมแม่ยาย
孕育	หล่อเลี้ยงให้กำเนิด	ดินหล่อเลี้ยงชีวิตใหม่
蕴藏	ซ่อนแฝง	พื้นที่ภูเขาซ่อนแฝงแร่ธาตุมากมาย
运算	การคำนวณ	นักเรียนฝึกการคำนวณคณิตศาสตร์
运行	ทำงานเดินระบบ	ระบบกำลังทำงานอย่างมั่นคง
酝酿	บ่มเพาะเตรียมการ	ทั้งสองฝ่ายกำลังบ่มเพาะแผนใหม่
杂技	กายกรรม	เด็กๆ ชอบดูการแสดงกายกรรม
杂交	ผสมข้ามพันธุ์	นักวิทยาศาสตร์วิจัยข้าวผสมข้ามพันธุ์
砸	กระแทกแตก	แก้วกระแทกพื้นจนแตก
咋	ทำไม	ทำไมคุณยังไม่กลับมา
栽培	เพาะปลูก	คนสวนเพาะปลูกดอกไม้จำนวนมาก
灾难	ภัยพิบัติ	หลังภัยพิบัติเมืองเริ่มสร้างใหม่
宰	เชือด	ช่วงเทศกาลชาวบ้านเชือดแกะ
再接再厉	พยายามต่อไป	หลังได้รับรางวัล ทีมพยายามต่อไป
在意	ใส่ใจ	เธอใส่ใจความเห็นของคนอื่นมาก
