hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
4659:清扫	清扫	清扫	झाड़ू लगाकर साफ करना	स्वयंसेवकों ने सड़क साफ की।	ঝাড়ু দিয়ে পরিষ্কার করা	স্বেচ্ছাসেবীরা রাস্তা পরিষ্কার করলেন।	magwalis; linisin	Nilinisan ng mga boluntaryo ang kalye.
4661:清洗	清洗	清洗	धोना; साफ धोना	कृपया फल अच्छी तरह धो लें।	ধুয়ে পরিষ্কার করা	অনুগ্রহ করে ফলগুলো ভালোভাবে ধুয়ে নিন।	hugasan; linisin	Pakihugas nang malinis ang prutas.
4668:求	求	求	मांगना; विनती करना	उसने शिक्षक से एक और मौका मांगा।	চাওয়া; অনুরোধ করা	সে শিক্ষকের কাছে আরেকটি সুযোগ চাইল।	humingi; makiusap	Humingi siya sa guro ng isa pang pagkakataon.
4669:求婚	求婚	求婚	विवाह प्रस्ताव देना	उसने समुद्र किनारे अपनी प्रेमिका को विवाह प्रस्ताव दिया।	বিয়ের প্রস্তাব দেওয়া	সে সমুদ্রতীরে বান্ধবীকে বিয়ের প্রস্তাব দিল।	mag-alok ng kasal; mag-propose	Nag-propose siya sa kaniyang kasintahan sa tabing-dagat.
4670:求救	求救	求救	मदद के लिए पुकारना	जहाजकर्मियों ने रेडियो से मदद मांगी।	সাহায্য চাইতে ডাকা	নাবিকেরা রেডিওতে সাহায্য চাইলেন।	humingi ng saklolo; tumawag ng tulong	Humingi ng saklolo sa radyo ang mga tripulante.
4671:求职	求职	求职	नौकरी तलाशना	वह ऑनलाइन नौकरी तलाश रही है।	চাকরি খোঁজা	সে অনলাইনে চাকরি খুঁজছে।	maghanap ng trabaho	Naghahanap siya ng trabaho online.
4672:求助	求助	求助	मदद मांगना	कठिनाई होने पर शिक्षक से मदद मांग सकते हैं।	সাহায্য চাওয়া	সমস্যায় পড়লে শিক্ষকের কাছে সাহায্য চাইতে পারো।	humingi ng tulong	Kapag may kahirapan, maaari kang humingi ng tulong sa guro.
4675:曲	曲	曲	धुन; संगीत रचना	वह एक शास्त्रीय धुन बजा सकता है।	সুর; সংগীতরচনা	সে একটি শাস্ত্রীয় সুর বাজাতে পারে।	himig; piyesa	Marunong siyang tumugtog ng isang klasikal na himig.
4677:取代	取代	取代	स्थान लेना; बदल देना	नई तकनीक पुराने तरीके की जगह ले सकती है।	প্রতিস্থাপন করা; জায়গা নেওয়া	নতুন প্রযুক্তি পুরোনো পদ্ধতির জায়গা নিতে পারে।	palitan; pumalit	Maaaring palitan ng bagong teknolohiya ang lumang paraan.
4680:全程	全程	全程	पूरी अवधि; पूरा रास्ता	पूरी प्रतियोगिता का लाइव प्रसारण होगा।	পুরো সময়; সম্পূর্ণ পথ	পুরো প্রতিযোগিতার সরাসরি সম্প্রচার থাকবে।	buong proseso; buong tagal	May live broadcast sa buong kompetisyon.
4682:券	券	券	कूपन; वाउचर	मेरे पास एक फिल्म वाउचर है।	কুপন; ভাউচার	আমার কাছে একটি সিনেমার ভাউচার আছে।	kupon; voucher	Mayroon akong voucher sa sine.
4686:燃料	燃料	燃料	ईंधन	यह वाहन स्वच्छ ईंधन का इस्तेमाल करता है।	জ্বালানি	এই গাড়ি পরিষ্কার জ্বালানি ব্যবহার করে।	gatong; fuel	Gumagamit ang sasakyang ito ng malinis na fuel.
4688:热点	热点	热点	मुख्य चर्चा विषय; चर्चित मुद्दा	पर्यावरण संरक्षण आज की चर्चा का प्रमुख विषय है।	আলোচিত বিষয়; হট টপিক	পরিবেশ সুরক্ষা আজকের আলোচনার প্রধান বিষয়।	mainit na paksa; usaping tampok	Ang pangangalaga sa kapaligiran ang mainit na paksa ng talakayan ngayon.
4689:热度	热度	热度	लोकप्रियता; चर्चा की गर्मी	इस नाटक की लोकप्रियता बहुत ऊंची है।	জনপ্রিয়তা; আলোচনার মাত্রা	এই সিরিজটির জনপ্রিয়তা খুব বেশি।	kasikatan; init ng usapan	Mataas ang kasikatan ng palabas na ito.
4691:热水器	热水器	热水器	वॉटर हीटर; पानी गरम करने वाला यंत्र	बाथरूम का वॉटर हीटर खराब है।	ওয়াটার হিটার; পানি গরম করার যন্ত্র	বাথরুমের ওয়াটার হিটার নষ্ট।	pampainit ng tubig; water heater	Sira ang pampainit ng tubig sa banyo.
4692:热线	热线	热线	हॉटलाइन; सेवा फोन लाइन	ग्राहक सेवा लाइन चौबीसों घंटे खुली रहती है।	হটলাইন; সেবা নম্বর	গ্রাহক সেবা হটলাইন চব্বিশ ঘণ্টা খোলা।	hotline; linya ng serbisyo	Bukas nang dalawampu't apat na oras ang linya ng serbisyo sa kustomer.
4693:热议	热议	热议	गरमागरम चर्चा	इस बात ने इंटरनेट पर गरमागरम चर्चा पैदा की।	তীব্র আলোচনা	এই ঘটনা অনলাইনে তীব্র আলোচনা সৃষ্টি করেছে।	mainit na talakayan	Nagdulot ng mainit na talakayan online ang bagay na ito.
4694:人工智能	人工智能	人工智能	कृत्रिम बुद्धिमत्ता	कृत्रिम बुद्धिमत्ता कई उद्योगों को बदल रही है।	কৃত্রিম বুদ্ধিমত্তা	কৃত্রিম বুদ্ধিমত্তা অনেক শিল্পকে বদলে দিচ্ছে।	artipisyal na intelihensiya	Binabago ng artipisyal na intelihensiya ang maraming industriya.
4696:人均	人均	人均	प्रति व्यक्ति	इस शहर की प्रति व्यक्ति आय बढ़ी है।	মাথাপিছু; প্রতি ব্যক্তি	এই শহরের মাথাপিছু আয় বেড়েছে।	kada tao; per capita	Tumaas ang kita kada tao sa lungsod na ito.
4697:人山人海	人山人海	人山人海	लोगों की भारी भीड़	त्योहार के चौक में लोगों की भारी भीड़ थी।	মানুষে ঠাসা; জনসমুদ্র	উৎসবের চত্বরে জনসমুদ্র ছিল।	siksikan sa tao; dagsa ng tao	Siksikan sa tao ang plaza noong pista.
4701:人行道	人行道	人行道	पैदलपथ; फुटपाथ	पैदल चलने वालों को फुटपाथ पर चलना चाहिए।	ফুটপাত; পথচারী পথ	পথচারীদের ফুটপাতে হাঁটা উচিত।	bangketa; daanan ng tao	Dapat maglakad ang mga pedestrian sa bangketa.
4703:认错	认错	认错	गलती मानना	उसने खुद गलती मानी और माफी मांगी।	ভুল স্বীকার করা	সে নিজে ভুল স্বীকার করে ক্ষমা চেয়েছে।	umamin ng pagkakamali	Inamin niya ang pagkakamali at kusang humingi ng tawad.
4706:认同	认同	认同	सहमति देना; स्वीकार करना	मैं तुम्हारे विचार से सहमत हूँ।	সমর্থন করা; একমত হওয়া	আমি তোমার মতের সঙ্গে একমত।	sumang-ayon; kilalanin	Sumasang-ayon ako sa pananaw mo.
4707:认知	认知	认知	समझ; बोध	हमें इस समस्या को फिर से समझने की जरूरत है।	উপলব্ধি; জ্ঞানগত বোঝাপড়া	আমাদের এই সমস্যাটি নতুন করে বুঝতে হবে।	pag-unawa; kognisyon	Kailangan nating unawain muli ang isyung ito.
4709:日后	日后	日后	भविष्य में; बाद में	भविष्य में मौका मिले तो फिर मिलेंगे।	পরবর্তীতে; ভবিষ্যতে	ভবিষ্যতে সুযোগ হলে আবার দেখা হবে।	sa hinaharap; balang araw	Magkikita tayong muli kung may pagkakataon sa hinaharap.
4710:日前	日前	日前	कुछ दिन पहले; हाल में	कंपनी ने कुछ दिन पहले सूचना जारी की।	কয়েক দিন আগে; সম্প্রতি	কোম্পানি কয়েক দিন আগে নোটিশ প্রকাশ করেছে।	kamakailan; ilang araw na ang nakalipas	Kamakailan ay naglabas ng abiso ang kumpanya.
4711:日夜	日夜	日夜	दिन-रात	मजदूर दिन-रात सड़क की मरम्मत करते रहे।	দিনরাত	শ্রমিকেরা দিনরাত রাস্তা মেরামত করেছে।	araw at gabi	Araw at gabing inayos ng mga manggagawa ang kalsada.
4713:融合	融合	融合	मिलना; एकीकृत होना	पारंपरिक संस्कृति और आधुनिक डिजाइन एक साथ मिल गए।	মিশে যাওয়া; সংমিশ্রণ হওয়া	ঐতিহ্যবাহী সংস্কৃতি ও আধুনিক নকশা একসঙ্গে মিশেছে।	pagsamahin; maghalo	Nagsanib ang tradisyonal na kultura at modernong disenyo.
4715:容量	容量	容量	क्षमता	इस हार्ड ड्राइव की क्षमता बहुत बड़ी है।	ধারণক্ষমতা	এই হার্ড ড্রাইভের ধারণক্ষমতা খুব বড়।	kapasidad	Malaki ang kapasidad ng hard drive na ito.
4716:融入	融入	融入	घुल-मिल जाना; शामिल होना	नया कर्मचारी जल्दी ही टीम में घुल-मिल गया।	একীভূত হওয়া; মিশে যাওয়া	নতুন কর্মী দ্রুত দলের সঙ্গে মিশে গেছে।	makisama; mapasama	Mabilis na nakasama sa koponan ang bagong empleyado.
4718:柔软	柔软	柔软	नरम; मुलायम	यह तौलिया बहुत मुलायम है।	নরম; কোমল	এই তোয়ালেটি খুব নরম।	malambot	Napakalambot ng tuwalyang ito.
4719:入境	入境	入境	देश में प्रवेश	यात्रियों को देश में प्रवेश करते समय पासपोर्ट दिखाना होता है।	দেশে প্রবেশ	দেশে প্রবেশের সময় যাত্রীদের পাসপোর্ট দেখাতে হয়।	pagpasok sa bansa	Kailangang magpakita ng pasaporte ang mga biyahero sa pagpasok sa bansa.
4720:入门	入门	入门	शुरुआती स्तर; आरंभ सीखना	यह किताब चीनी भाषा शुरू करने वालों के लिए उपयुक्त है।	প্রাথমিক পরিচয়; শুরু করা	এই বইটি চীনা শেখা শুরু করার জন্য উপযোগী।	panimula; pagsisimula	Ang aklat na ito ay bagay para sa panimulang pag-aaral ng Chinese.
4721:入选	入选	入选	चयनित होना	उसकी रचना प्रदर्शनी के लिए चयनित हुई।	নির্বাচিত হওয়া	তার কাজ প্রদর্শনীর জন্য নির্বাচিত হয়েছে।	mapili; mapasama	Napili ang kaniyang obra para sa eksibisyon.
4723:撒	撒	撒	छिड़कना; बिखेरना	रसोइए ने सूप पर कटी हरी प्याज छिड़की।	ছিটানো; ছড়ানো	রাঁধুনি স্যুপের ওপর কুচি করা পেঁয়াজপাতা ছিটালেন।	magwisik; magsaboy	Nagwisik ang chef ng tinadtad na scallion sa sopas.
4724:塞	塞	塞	ठूँसना; भरना	उसने कपड़े सूटकेस में ठूँस दिए।	গুঁজে দেওয়া; ঠেসে ঢোকানো	সে কাপড়গুলো স্যুটকেসে গুঁজে দিল।	isiksik; ipasok nang pilit	Isiniksik niya ang mga damit sa maleta.
4725:赛事	赛事	赛事	खेल आयोजन; प्रतियोगिता	इस प्रतियोगिता ने बहुत-से दर्शकों को आकर्षित किया।	ক্রীড়া আসর; প্রতিযোগিতা	এই প্রতিযোগিতা অনেক দর্শক আকর্ষণ করেছে।	paligsahan; sporting event	Maraming manonood ang naakit ng paligsahang ito.
4726:散	散	散	बिखरना; फैल जाना	कागज पूरे फर्श पर बिखर गए।	ছড়িয়ে পড়া; ছড়িয়ে থাকা	কাগজগুলো মেঝেতে ছড়িয়ে পড়েছে।	magkalat; kumalat	Nagkalat ang mga papel sa sahig.
4728:散	散	散	तितर-बितर होना; चले जाना	बैठक खत्म होने के बाद सब चले गए।	ছত্রভঙ্গ হওয়া; চলে যাওয়া	সভা শেষ হলে সবাই চলে গেল।	maghiwa-hiwalay; magsialisan	Pagkatapos ng pulong, nagsialisan ang lahat.
4732:扫描	扫描	扫描	स्कैन करना	भुगतान के लिए कृपया QR कोड स्कैन करें।	স্ক্যান করা	পেমেন্ট করতে অনুগ্রহ করে কিউআর কোড স্ক্যান করুন।	i-scan	I-scan ang QR code para magbayad.
4735:鲨鱼	鲨鱼	鲨鱼	शार्क	समुद्र में एक शार्क है।	হাঙর	সমুদ্রে একটি হাঙর আছে।	pating	May pating sa dagat.
4737:山顶	山顶	山顶	पहाड़ की चोटी	हम आखिरकार पहाड़ की चोटी तक चढ़ गए।	পাহাড়ের চূড়া	আমরা অবশেষে পাহাড়ের চূড়ায় উঠলাম।	tuktok ng bundok	Sa wakas ay nakaakyat kami sa tuktok ng bundok.
4738:山峰	山峰	山峰	पर्वत शिखर	दूर का पर्वत शिखर बर्फ से ढका है।	পর্বতশৃঙ্গ	দূরের পর্বতশৃঙ্গ বরফে ঢাকা।	taluktok ng bundok	Natatakpan ng niyebe ang malayong taluktok ng bundok.
4739:山坡	山坡	山坡	पहाड़ी ढलान	भेड़ें पहाड़ी ढलान पर घास खा रही हैं।	পাহাড়ের ঢাল	ভেড়াগুলো পাহাড়ের ঢালে ঘাস খাচ্ছে।	dalisis ng bundok; libis	Kumakain ng damo ang mga tupa sa libis ng bundok.
4740:闪	闪	闪	चमकना; कौंधना	आकाश में रोशनी की एक चमक दिखी।	ঝলকানো; বিদ্যুৎ চমকানো	আকাশে এক ঝলক আলো দেখা গেল।	kumislap; kislap	May isang kislap ng liwanag sa langit.
4742:扇	扇	扇	पट; दरवाज़े/खिड़की की गिनती	उसने एक खिड़की खोली।	পাল্লা; দরজা-জানালার পরিমাপক	সে একটি জানালা খুলল।	piraso ng pinto o bintana; pantukoy	Nagbukas siya ng isang bintana.
4744:伤口	伤口	伤口	घाव	घाव की पट्टी हर दिन बदलनी चाहिए।	ক্ষত	ক্ষতের ওষুধ-পট্টি প্রতিদিন বদলাতে হবে।	sugat	Kailangang palitan ang gamot at benda ng sugat araw-araw.
4745:伤亡	伤亡	伤亡	हताहत; घायल और मृत	दुर्घटना में कई लोग हताहत हुए।	হতাহত	দুর্ঘটনায় বহু হতাহতের ঘটনা ঘটেছে।	nasawi at nasugatan; casualty	Nagdulot ang aksidente ng maraming nasawi at nasugatan.
4746:伤员	伤员	伤员	घायल व्यक्ति	चिकित्साकर्मी घायल लोगों का इलाज कर रहे हैं।	আহত ব্যক্তি	চিকিৎসাকর্মীরা আহতদের চিকিৎসা করছেন।	nasugatan; sugatan	Ginagamot ng mga medikal na tauhan ang mga sugatan.
4750:上市	上市	上市	बाजार में आना; सूचीबद्ध होना	यह नया कार मॉडल अगले महीने बाजार में आएगा।	বাজারে আসা; তালিকাভুক্ত হওয়া	এই নতুন গাড়ির মডেলটি আগামী মাসে বাজারে আসবে।	ilabas sa merkado	Papasok sa merkado ang bagong modelong kotse sa susunod na buwan.
4751:上述	上述	上述	उपरोक्त; ऊपर बताया गया	उपरोक्त समस्याओं को जल्द हल करना होगा।	উপরোক্ত	উপরোক্ত সমস্যাগুলো দ্রুত সমাধান করতে হবে।	nabanggit sa itaas	Kailangang malutas agad ang mga nabanggit na problema.
4752:上台	上台	上台	मंच पर आना; सत्ता में आना	अभिनेता के मंच पर आते ही दर्शकों ने तालियाँ बजाईं।	মঞ্চে ওঠা	অভিনেতা মঞ্চে ওঠার পর দর্শক হাততালি দিল।	umakyat sa entablado	Pumalakpak ang mga manonood nang umakyat sa entablado ang aktor.
4753:上旬	上旬	上旬	महीने के पहले दस दिन	बैठक जून के पहले दस दिनों में रखी गई है।	মাসের প্রথম দশ দিন	সভাটি জুনের প্রথম দশ দিনে নির্ধারিত।	unang sampung araw ng buwan	Nakatakda ang pulong sa unang bahagi ng Hunyo.
4754:少儿	少儿	少儿	बच्चे; बालक	यह कार्यक्रम बच्चों के देखने के लिए उपयुक्त है।	শিশু-কিশোর	এই অনুষ্ঠান শিশু-কিশোরদের দেখার উপযোগী।	mga bata	Bagay panoorin ng mga bata ang programang ito.
4756:社	社	社	क्लब; संस्था	वह स्कूल के साहित्य क्लब में शामिल हुआ।	ক্লাব; সমিতি	সে স্কুলের সাহিত্য ক্লাবে যোগ দিয়েছে।	klub; samahan	Sumali siya sa samahang pampanitikan ng paaralan.
4757:射	射	射	चलाना; निशाना लगाना	खिलाड़ी ने निशाना मार लिया।	গুলি/তীর ছোড়া; লক্ষ্যভেদ করা	খেলোয়াড় লক্ষ্যভেদ করেছে।	tumira; tumama sa target	Tinamaan ng atleta ang target.
4760:摄像	摄像	摄像	वीडियो शूट करना	कर्मचारी वीडियो रिकॉर्ड कर रहे हैं।	ভিডিও ধারণ করা	কর্মীরা ভিডিও ধারণ করছেন।	kumuha ng video	Nagvi-video ang mga tauhan.
4762:摄像头	摄像头	摄像头	कैमरा; निगरानी कैमरा	दरवाजे पर कैमरा लगाया गया है।	ক্যামেরা; নজরদারি ক্যামেরা	দরজায় ক্যামেরা বসানো হয়েছে।	kamera; security camera	May nakakabit na kamera sa pasukan.
4763:身心	身心	身心	शरीर और मन	व्यायाम शरीर और मन के स्वास्थ्य के लिए लाभदायक है।	শরীর ও মন	ব্যায়াম শরীর ও মনের স্বাস্থ্যের জন্য উপকারী।	katawan at isip	Nakabubuti ang ehersisyo sa kalusugan ng katawan at isip.
4764:深夜	深夜	深夜	गहरी रात; देर रात	देर रात सड़क बहुत शांत होती है।	গভীর রাত	গভীর রাতে রাস্তা খুব শান্ত।	hatinggabi; malalim na gabi	Napakatahimik ng kalye sa malalim na gabi.
4765:神	神	神	देवता; आत्मा	प्राचीन लोग मानते थे कि पहाड़ों में देवता हैं।	দেবতা; আত্মা	প্রাচীন মানুষ বিশ্বাস করত পাহাড়ে দেবতা আছে।	diyos; espiritu	Naniniwala ang mga sinaunang tao na may mga espiritu sa mga bundok.
4770:生成	生成	生成	उत्पन्न करना; बनाना	सिस्टम अपने-आप रिपोर्ट बनाएगा।	উৎপন্ন করা; তৈরি করা	সিস্টেম স্বয়ংক্রিয়ভাবে প্রতিবেদন তৈরি করবে।	bumuo; awtomatikong gumawa	Awtomatikong bubuo ng ulat ang sistema.
4772:生命力	生命力	生命力	जीवन शक्ति	इस पौधे में बहुत मजबूत जीवन शक्ति है।	জীবনীশক্তি	এই গাছটির জীবনীশক্তি খুব প্রবল।	lakas ng buhay; sigla	Malakas ang sigla ng halamang ito.
4774:升学	升学	升学	ऊँची कक्षा/विद्यालय में जाना	कई छात्र आगे की पढ़ाई के लिए तैयारी करते हैं।	উচ্চতর শিক্ষায় অগ্রসর হওয়া	অনেক শিক্ষার্থী উচ্চতর শিক্ষায় যাওয়ার প্রস্তুতি নিচ্ছে।	pagpasok sa mas mataas na paaralan	Maraming estudyante ang naghahanda para pumasok sa mas mataas na paaralan.
4775:剩余	剩余	剩余	बचा हुआ; शेष	बचे हुए टिकट अब ज्यादा नहीं हैं।	অবশিষ্ট; বাকি	বাকি টিকিট আর বেশি নেই।	natitira; nalalabi	Kaunti na lang ang natitirang tiket.
4776:诗词	诗词	诗词	कविता और पद्य	दादाजी को प्राचीन कविता पढ़ना पसंद है।	কবিতা ও পদ্য	দাদু প্রাচীন কবিতা পড়তে পছন্দ করেন।	tula at panulaan	Mahilig magbasa si lolo ng klasikal na tula.
4777:湿度	湿度	湿度	नमी; आर्द्रता	आज हवा में नमी बहुत अधिक है।	আর্দ্রতা	আজ বাতাসের আর্দ্রতা খুব বেশি।	halumigmig	Mataas ang halumigmig ng hangin ngayon.
4778:师父	师父	师父	गुरु; उस्ताद	उसने गुरु से बढ़ईगिरी सीखी।	গুরু; ওস্তাদ	সে ওস্তাদের কাছ থেকে কাঠের কাজ শিখেছে।	guro; maestro	Natutunan niya ang pagkakarpintero mula sa kaniyang maestro.
4779:诗歌	诗歌	诗歌	कविता; काव्य	यह कविता घर की याद का भाव व्यक्त करती है।	কবিতা; কাব্য	এই কবিতাটি স্বদেশ-স্মৃতির অনুভূতি প্রকাশ করে।	tula; panulaan	Ipinapahayag ng tulang ito ang pangungulila sa tahanan.
4781:识	识	识	पहचानना; पढ़ना जानना	वह बहुत अधिक अक्षर नहीं पहचानता।	চেনা; পড়তে জানা	সে বেশি অক্ষর চেনে না।	makilala; marunong bumasa	Kaunti lamang ang mga titik na nakikilala niya.
4789:实时	实时	实时	वास्तविक समय में	सिस्टम वास्तविक समय में डेटा अपडेट करता है।	তাৎক্ষণিক; রিয়েল-টাইম	সিস্টেম তাৎক্ষণিকভাবে ডেটা হালনাগাদ করে।	real-time; agad-agad	Ina-update ng sistema ang datos nang real-time.
4790:时速	时速	时速	प्रति घंटे की गति	इस कार की गति प्रति घंटे सौ किलोमीटर से अधिक है।	ঘণ্টাপ্রতি গতি	এই গাড়ির ঘণ্টাপ্রতি গতি একশো কিলোমিটারের বেশি।	bilis bawat oras	Lumalampas sa isang daang kilometro bawat oras ang bilis ng kotseng ito.
4792:食欲	食欲	食欲	भूख; खाने की इच्छा	बीमार होने के बाद उसकी भूख नहीं रही।	ক্ষুধা; খাবার ইচ্ছা	অসুস্থ হওয়ার পর তার ক্ষুধা ছিল না।	gana sa pagkain	Wala siyang gana sa pagkain matapos magkasakit.
4795:使劲	使劲	使劲	जोर लगाना	कृपया जोर लगाकर दरवाजा खोलें।	জোর লাগানো	অনুগ্রহ করে জোর দিয়ে দরজাটি ঠেলে খুলুন।	gumamit ng lakas; idiin	Gumamit ng lakas para itulak na mabuksan ang pinto.
4797:适度	适度	适度	उचित मात्रा में; मध्यम	उचित मात्रा में व्यायाम स्वास्थ्य में मदद करता है।	পরিমিত; মাঝারি মাত্রায়	পরিমিত ব্যায়াম স্বাস্থ্যের জন্য সহায়ক।	katamtaman; sapat lang	Nakatutulong sa kalusugan ang katamtamang ehersisyo.
4800:事后	事后	事后	बाद में; घटना के बाद	बाद में उसने कारण समझाया।	পরে; ঘটনার পর	পরে সে কারণ ব্যাখ্যা করল।	pagkatapos; matapos ang pangyayari	Pagkatapos, ipinaliwanag niya ang dahilan.
4801:视觉	视觉	视觉	दृष्टि; दृश्य संबंधी	इस फिल्म के दृश्य प्रभाव बहुत अच्छे हैं।	দৃষ্টিগত; ভিজ্যুয়াল	এই চলচ্চিত্রের ভিজ্যুয়াল প্রভাব খুব ভালো।	biswal; paningin	Napakahusay ng biswal na epekto ng pelikulang ito.
4809:收购	收购	收购	अधिग्रहण करना; खरीद लेना	इस कंपनी ने एक छोटे व्यवसाय का अधिग्रहण किया।	অধিগ্রহণ করা; কিনে নেওয়া	এই কোম্পানি একটি ছোট ব্যবসা অধিগ্রহণ করেছে।	bilhin; mag-acquire	Binili ng kumpanyang ito ang isang maliit na negosyo.
4810:收取	收取	收取	वसूलना; शुल्क लेना	स्कूल पंजीकरण शुल्क नहीं लेता।	আদায় করা; ফি নেওয়া	বিদ্যালয় নিবন্ধন ফি নেয় না।	maningil; tumanggap ng bayad	Hindi naniningil ng registration fee ang paaralan.
4812:手臂	手臂	手臂	बाँह	उसकी बाँह घायल हो गई।	বাহু	তার বাহু আহত হয়েছে।	braso	Nasugatan ang kaniyang braso.
4817:受灾	受灾	受灾	आपदा से प्रभावित होना	आपदा प्रभावित क्षेत्र को सामग्री सहायता चाहिए।	দুর্যোগে ক্ষতিগ্রস্ত হওয়া	দুর্যোগপীড়িত এলাকায় ত্রাণসামগ্রীর সাহায্য দরকার।	maapektuhan ng sakuna	Kailangan ng materyal na tulong ang lugar na naapektuhan ng sakuna.
4818:输出	输出	输出	बाहर निकालना; आउटपुट देना	कंप्यूटर डेटा बाहर निकाल रहा है।	আউটপুট দেওয়া; বাইরে পাঠানো	কম্পিউটার ডেটা আউটপুট করছে।	ilabas; mag-output	Naglalabas ng datos ang computer.
4819:书画	书画	书画	सुलेख और चित्रकला	प्रदर्शनी कक्ष में बहुत-से सुलेख और चित्रकला कार्य हैं।	লেখাচিত্র; ক্যালিগ্রাফি ও ছবি	প্রদর্শনী হলে অনেক ক্যালিগ্রাফি ও চিত্রকর্ম আছে।	kaligrapiya at pagpipinta	Maraming likhang kaligrapiya at pagpipinta sa bulwagang eksibisyon.
4822:输送	输送	输送	पहुंचाना; परिवहन करना	पाइपलाइन पानी को गांव तक पहुंचाती है।	পরিবহন করা; পৌঁছে দেওয়া	পাইপলাইন গ্রামে পানি পৌঁছে দেয়।	ihatid; magdala	Dinadala ng pipeline ang tubig sa nayon.
4823:书写	书写	书写	लिखना; लेखन	कृपया उत्तर ध्यान से लिखें।	লেখা; লিখন	অনুগ্রহ করে উত্তরগুলো যত্ন করে লিখুন।	pagsulat; isulat	Pakisulat nang maingat ang mga sagot.
4824:属	属	属	का होना; संबंधित होना	यह किताब स्कूल की है।	অন্তর্ভুক্ত হওয়া; মালিকানা থাকা	এই বইটি বিদ্যালয়ের মালিকানাধীন।	mapabilang; pag-aari ng	Pag-aari ng paaralan ang aklat na ito.
4825:薯片	薯片	薯片	आलू चिप्स	बच्चों को आलू चिप्स खाना पसंद है।	আলুর চিপস	শিশুরা আলুর চিপস খেতে পছন্দ করে।	potato chips; tsitsirya	Gustong kumain ng mga bata ng potato chips.
4828:数目	数目	数目	संख्या; गिनती	पंजीकरण की संख्या पिछले साल से अधिक है।	সংখ্যা; পরিমাণ	নিবন্ধনের সংখ্যা গত বছরের চেয়ে বেশি।	bilang; dami	Mas marami ang bilang ng nagparehistro kaysa noong nakaraang taon.
4829:数字化	数字化	数字化	डिजिटलीकरण	अस्पताल चिकित्सा अभिलेखों के डिजिटलीकरण को आगे बढ़ा रहा है।	ডিজিটালকরণ	হাসপাতাল চিকিৎসা নথির ডিজিটালকরণ এগিয়ে নিচ্ছে।	digitalisasyon	Isinusulong ng ospital ang digitalisasyon ng medical records.
4832:率先	率先	率先	सबसे पहले करना; पहल करना	इस कंपनी ने सबसे पहले नया उत्पाद जारी किया।	সবার আগে করা; নেতৃত্ব দেওয়া	এই কোম্পানি সবার আগে নতুন পণ্য চালু করেছে।	maunang gumawa; manguna	Nanguna ang kumpanyang ito sa paglulunsad ng bagong produkto.
4833:水稻	水稻	水稻	धान; पानी वाला चावल	दक्षिण में व्यापक रूप से धान लगाया जाता है।	ধান	দক্ষিণে ব্যাপকভাবে ধান চাষ হয়।	palay	Malawak na itinatanim ang palay sa timog.
4834:水库	水库	水库	जलाशय; बाँध का पानी	जलाशय का जलस्तर बढ़ गया।	জলাধার	জলাধারের পানির স্তর বেড়েছে।	reservoir; imbakan ng tubig	Tumaas ang antas ng tubig sa reservoir.
4835:水流	水流	水流	जलधारा; पानी का बहाव	बारिश के बाद पानी का बहाव तेज हो गया।	জলের স্রোত; পানি প্রবাহ	বৃষ্টির পর পানির স্রোত দ্রুত হয়েছে।	agos ng tubig	Bumilis ang agos ng tubig pagkatapos ng ulan.
4836:水面	水面	水面	पानी की सतह	चाँदनी पानी की सतह पर चमक रही है।	জলের পৃষ্ঠ	চাঁদের আলো জলের পৃষ্ঠে পড়ছে।	ibabaw ng tubig	Sumisikat ang liwanag ng buwan sa ibabaw ng tubig.
4839:思路	思路	思路	सोच की दिशा; विचार-धारा	उसकी सोच की दिशा बहुत स्पष्ट है।	চিন্তার ধারা; যুক্তিপথ	তার চিন্তার ধারা খুব পরিষ্কার।	daloy ng pag-iisip	Malinaw ang daloy ng kaniyang pag-iisip.
4842:松	松	松	ढीला	जूते का फीता ढीला हो गया।	ঢিলা	জুতোর ফিতা ঢিলা হয়ে গেছে।	maluwag	Naluwag ang sintas ng sapatos.
4844:搜集	搜集	搜集	इकट्ठा करना; संग्रह करना	उसने बहुत-सी सामग्री इकट्ठा की।	সংগ্রহ করা	সে অনেক উপকরণ সংগ্রহ করেছে।	mangalap; kolektahin	Nangalap siya ng maraming materyal.
4847:算了	算了	算了	छोड़ो; रहने दो	बहुत देर हो गई, आज के लिए रहने दो।	থাক; আর নয়	অনেক দেরি হয়েছে, আজ থাক।	huwag na; kalimutan na	Masyado nang gabi; huwag na muna ngayon.
4848:算是	算是	算是	माना जा सकता है; गिना जा सकता है	यह अनुभव एक सबक माना जा सकता है।	ধরা যায়; বিবেচিত হওয়া	এই অভিজ্ঞতাকে একটি শিক্ষা বলা যায়।	maituturing na; masasabi na	Maituturing na aral ang karanasang ito.
4849:虽	虽	虽	हालाँकि; यद्यपि	हालाँकि बारिश हो रही थी, मैच फिर भी जारी रहा।	যদিও	যদিও বৃষ্টি হচ্ছিল, খেলা তবুও চলল।	kahit; bagaman	Bagaman umuulan, nagpatuloy pa rin ang laban.
