hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
4675:曲	曲	曲	രാഗം; സംഗീതഖണ്ഡം	അവന് ഒരു ക്ലാസിക്കൽ രാഗം വായിക്കാൻ കഴിയും.	әуен; музыка шығармасы	Ол классикалық әуен ойнай алады.
4677:取代	取代	取代	പകരം വരുക; മാറ്റിസ്ഥാപിക്കുക	പുതിയ സാങ്കേതികവിദ്യ പഴയ രീതിയെ മാറ്റിസ്ഥാപിച്ചേക്കാം.	орнын басу; алмастыру	Жаңа технология ескі әдісті алмастыруы мүмкін.
4680:全程	全程	全程	മുഴുവൻ പ്രക്രിയ; മുഴുവൻ യാത്ര	മത്സരം മുഴുവൻ തത്സമയം സംപ്രേഷണം ചെയ്യും.	толық процесс; бүкіл жол	Жарыстың бәрі тікелей эфирде көрсетіледі.
4682:券	券	券	കൂപ്പൺ; വൗച്ചർ	എന്നോട് ഒരു സിനിമാ കൂപ്പൺ ഉണ്ട്.	купон; ваучер	Менде киноға ваучер бар.
4686:燃料	燃料	燃料	ഇന്ധനം	ഈ വാഹനം ശുദ്ധ ഇന്ധനം ഉപയോഗിക്കുന്നു.	отын	Бұл көлік таза отын қолданады.
4688:热点	热点	热点	ചൂടുള്ള വിഷയം; പ്രധാന വിഷയം	പരിസ്ഥിതി സംരക്ഷണം ഇന്നത്തെ ചർച്ചയിലെ പ്രധാന വിഷയമാണ്.	өзекті тақырып; ыстық нүкте	Қоршаған ортаны қорғау бүгінгі талқылаудың өзекті тақырыбы.
4689:热度	热度	热度	ജനപ്രിയത; ചൂടിന്റെ നില	ഈ പരമ്പരയുടെ ജനപ്രിയത വളരെ ഉയർന്നതാണ്.	танымалдық; қызу деңгейі	Бұл сериалдың танымалдығы өте жоғары.
4691:热水器	热水器	热水器	വാട്ടർ ഹീറ്റർ	കുളിമുറിയിലെ വാട്ടർ ഹീറ്റർ തകരാറായി.	су жылытқыш	Жуынатын бөлмедегі су жылытқыш бұзылды.
4692:热线	热线	热线	ഹോട്ട്‌ലൈൻ	കസ്റ്റമർ സർവീസ് ഹോട്ട്‌ലൈൻ ഇരുപത്തിനാലു മണിക്കൂറും തുറന്നിരിക്കും.	жедел желі	Клиенттерге қызмет көрсету жедел желісі тәулік бойы ашық.
4693:热议	热议	热议	ചൂടോടെ ചർച്ച ചെയ്യുക	ഈ കാര്യം ഓൺലൈനിൽ ചൂടേറിയ ചർച്ചയ്ക്ക് കാരണമായി.	қызу талқылау	Бұл мәселе интернетте қызу талқылау тудырды.
4694:人工智能	人工智能	人工智能	കൃത്രിമബുദ്ധി	കൃത്രിമബുദ്ധി നിരവധി വ്യവസായങ്ങളെ മാറ്റുകയാണ്.	жасанды интеллект	Жасанды интеллект көптеген салаларды өзгертіп жатыр.
4696:人均	人均	人均	ഒരാൾക്ക് ശരാശരി; വ്യക്തി തോറും	ഈ നഗരത്തിലെ ഒരാൾക്കുള്ള ശരാശരി വരുമാനം ഉയർന്നു.	жан басына шаққанда	Бұл қалада жан басына шаққандағы табыс өсті.
4697:人山人海	人山人海	人山人海	വിപുലമായ ജനക്കൂട്ടം	ഉത്സവത്തിലെ ചത്വരത്തിൽ ആളുകൾ നിറഞ്ഞുകവിഞ്ഞിരുന്നു.	адам көп; қалың жұрт	Мерекелік алаңда адам өте көп болды.
4701:人行道	人行道	人行道	നടപ്പാത	നടക്കുന്നവർ നടപ്പാതയിൽ നടക്കണം.	жаяу жүргінші жолы	Жаяу жүргіншілер жаяу жүргінші жолымен жүруі керек.
4703:认错	认错	认错	തെറ്റ് സമ്മതിക്കുക; മാപ്പ് പറയുക	അവൻ സ്വയം തെറ്റ് സമ്മതിച്ച് മാപ്പ് പറഞ്ഞു.	қателігін мойындау; кешірім сұрау	Ол өз қателігін мойындап, кешірім сұрады.
4706:认同	认同	认同	അംഗീകരിക്കുക; ഒത്തുനിൽക്കുക	നിന്റെ അഭിപ്രായത്തോട് ഞാൻ യോജിക്കുന്നു.	келісу; мойындау	Мен сенің пікіріңмен келісемін.
4707:认知	认知	认知	മനസ്സിലാക്കുക; ബോധം	ഈ പ്രശ്നത്തെ നമുക്ക് വീണ്ടും മനസ്സിലാക്കണം.	тану; түсіну	Біз бұл мәселені қайта түсінуіміз керек.
4709:日后	日后	日后	ഭാവിയിൽ; പിന്നീട്	ഭാവിയിൽ അവസരം കിട്ടിയാൽ വീണ്ടും കാണാം.	болашақта; кейін	Болашақта мүмкіндік болса, тағы кездесеміз.
4710:日前	日前	日前	കഴിഞ്ഞ ദിവസങ്ങളിൽ; അടുത്തിടെ	കമ്പനി അടുത്തിടെ ഒരു അറിയിപ്പ് പുറത്തിറക്കി.	жуырда; бірнеше күн бұрын	Компания жуырда хабарлама шығарды.
4711:日夜	日夜	日夜	പകലും രാത്രിയും	തൊഴിലാളികൾ പകലും രാത്രിയും റോഡ് നന്നാക്കി.	күндіз-түні	Жұмысшылар жолды күндіз-түні жөндеді.
4713:融合	融合	融合	ലയിക്കുക; സംയോജിപ്പിക്കുക	പരമ്പരാഗത സംസ്കാരവും ആധുനിക ഡിസൈനും ഒന്നിച്ചുചേർന്നു.	бірігу; үйлесу	Дәстүрлі мәдениет пен заманауи дизайн үйлесіп кетті.
4715:容量	容量	容量	ശേഷി; സംഭരണശേഷി	ഈ ഹാർഡ് ഡ്രൈവിന് വലിയ ശേഷിയുണ്ട്.	сыйымдылық	Бұл қатқыл дискінің сыйымдылығы үлкен.
4716:融入	融入	融入	ഇണങ്ങിച്ചേരുക; ലയിക്കുക	പുതിയ ജീവനക്കാരൻ വേഗത്തിൽ സംഘത്തിൽ ഇണങ്ങിച്ചേർന്നു.	сіңісу; кірігу	Жаңа қызметкер командаға тез сіңісіп кетті.
4718:柔软	柔软	柔软	മൃദുവായ	ഈ തൂവാൽ വളരെ മൃദുവാണ്.	жұмсақ	Бұл сүлгі өте жұмсақ.
4719:入境	入境	入境	രാജ്യത്ത് പ്രവേശിക്കുക	രാജ്യത്ത് പ്രവേശിക്കുമ്പോൾ യാത്രക്കാർ പാസ്പോർട്ട് കാണിക്കണം.	елге кіру	Елге кіргенде жолаушылар паспорт көрсетуі керек.
4720:入门	入门	入门	ആരംഭനില; തുടങ്ങുക	ഈ പുസ്തകം ചൈനീസ് പഠനം തുടങ്ങാൻ അനുയോജ്യമാണ്.	бастапқы деңгей; бастау	Бұл кітап қытай тілін бастауға қолайлы.
4721:入选	入选	入选	തിരഞ്ഞെടുക്കപ്പെടുക	അവളുടെ കൃതി പ്രദർശനത്തിന് തിരഞ്ഞെടുക്കപ്പെട്ടു.	іріктелу; таңдалу	Оның жұмысы көрмеге таңдалды.
4723:撒	撒	撒	ചിതറിക്കുക; വിതറുക	ഷെഫ് സൂപ്പിന് മുകളിൽ അരിഞ്ഞ ഉള്ളിത്തണ്ട് വിതറി.	себу; шашу	Аспаз сорпаның үстіне туралған көк пияз септі.
4724:塞	塞	塞	തള്ളിക്കയറ്റുക; അടയ്ക്കുക	അവൻ വസ്ത്രങ്ങൾ സ്യൂട്ട്കേസിൽ തള്ളിക്കയറ്റി.	тығу; бітеп қою	Ол киімдерді чемоданға тығып салды.
4725:赛事	赛事	赛事	കായിക മത്സരം; മത്സരം	ഈ മത്സരം നിരവധി പ്രേക്ഷകരെ ആകർഷിച്ചു.	спорттық жарыс; сайыс	Бұл жарыс көп көрермен тартты.
4726:散	散	散	ചിതറുക; അഴിയുക	കടലാസുകൾ നിലമൊട്ടാകെ ചിതറി.	шашылу; босау	Қағаздар еденге шашылып қалды.
4728:散	散	散	പിരിഞ്ഞുപോകുക; ചിതറുക	യോഗം കഴിഞ്ഞ ശേഷം എല്ലാവരും പിരിഞ്ഞുപോയി.	тарау; тарқасу	Жиналыс аяқталған соң бәрі тарады.
4732:扫描	扫描	扫描	സ്കാൻ ചെയ്യുക	പണമടയ്ക്കാൻ ക്യുആർ കോഡ് സ്കാൻ ചെയ്യുക.	сканерлеу	Төлеу үшін екі өлшемді кодты сканерлеңіз.
4735:鲨鱼	鲨鱼	鲨鱼	സ്രാവ്	കടലിൽ ഒരു സ്രാവ് ഉണ്ട്.	акула	Теңізде бір акула бар.
4737:山顶	山顶	山顶	മലമുകൾ; കൊടുമുടി	ഞങ്ങൾ ഒടുവിൽ മലമുകളിൽ കയറി.	тау шыңы	Біз ақыры тау шыңына шықтық.
4738:山峰	山峰	山峰	മലശിഖരം	ദൂരെയുള്ള മലശിഖരം മഞ്ഞ് മൂടിയിരിക്കുന്നു.	тау шыңы	Алыстағы тау шыңын қар басқан.
4739:山坡	山坡	山坡	മലഞ്ചരിവ്	ആടുകൾ മലഞ്ചരിവിൽ പുല്ല് തിന്നുന്നു.	тау баурайы	Қойлар тау баурайында шөп жеп жүр.
4740:闪	闪	闪	മിന്നുക; ഒഴിഞ്ഞുമാറുക	ആകാശത്ത് ഒരു പ്രകാശം മിന്നി.	жарқ ету; жалтару	Аспанда бір жарық жарқ етті.
4742:扇	扇	扇	വാതിലിനോ ജനലിനോ ഉപയോഗിക്കുന്ന എണ്ണൽവാക്ക്	അവൻ ഒരു ജനൽ തുറന്നു.	есік пен терезеге арналған есептік сөз	Ол бір терезені ашты.
4744:伤口	伤口	伤口	മുറിവ്	മുറിവിലെ പട്ടി ദിവസവും മാറ്റണം.	жара	Жараның таңғышын күн сайын ауыстыру керек.
4745:伤亡	伤亡	伤亡	ആളപായം	അപകടത്തിൽ പലർക്കും പരിക്കേൽക്കുകയും മരിക്കുകയും ചെയ്തു.	қаза тапқандар мен жараланғандар	Апаттан бірнеше адам жараланып, қаза тапты.
4746:伤员	伤员	伤员	പരിക്കേറ്റയാൾ	മെഡിക്കൽ ജീവനക്കാർ പരിക്കേറ്റവരെ ചികിത്സിക്കുന്നു.	жаралы адам	Медицина қызметкерлері жаралыларды емдеп жатыр.
4750:上市	上市	上市	വിപണിയിലെത്തുക; ഓഹരി വിപണിയിൽ ലിസ്റ്റ് ചെയ്യപ്പെടുക	ഈ പുതിയ കാർ മോഡൽ അടുത്ത മാസം വിപണിയിലെത്തും.	нарыққа шығу; биржаға шығу	Бұл жаңа көлік моделі келесі айда нарыққа шығады.
4751:上述	上述	上述	മേൽപ്പറഞ്ഞ	മേൽപ്പറഞ്ഞ പ്രശ്നങ്ങൾ വേഗം പരിഹരിക്കണം.	жоғарыда аталған	Жоғарыда аталған мәселелерді тезірек шешу керек.
4752:上台	上台	上台	വേദിയിലേക്ക് കയറുക; അധികാരത്തിലെത്തുക	നടൻ വേദിയിലേക്ക് കയറിയപ്പോൾ പ്രേക്ഷകർ കൈയടിച്ചു.	сахнаға шығу; билікке келу	Актер сахнаға шыққаннан кейін көрермендер қол соқты.
4753:上旬	上旬	上旬	മാസത്തിലെ ആദ്യ പത്ത് ദിവസം	യോഗം ജൂൺ മാസത്തിലെ ആദ്യ പത്ത് ദിവസത്തിനുള്ളിൽ നടത്താനാണ് ക്രമീകരിച്ചത്.	айдың алғашқы он күні	Жиналыс маусым айының алғашқы он күніне жоспарланған.
4754:少儿	少儿	少儿	കുട്ടികൾ	ഈ പരിപാടി കുട്ടികൾക്ക് കാണാൻ അനുയോജ്യമാണ്.	балалар	Бұл бағдарлама балалардың көруіне қолайлы.
4756:社	社	社	സംഘം; ക്ലബ്	അവൻ സ്കൂളിലെ സാഹിത്യ സംഘത്തിൽ ചേർന്നു.	қоғам; үйірме	Ол мектептің әдебиет үйірмесіне қосылды.
4757:射	射	射	വെടിവയ്ക്കുക; അമ്പെയ്യുക	കായികതാരം ലക്ഷ്യം കൃത്യമായി തൊട്ടു.	ату	Спортшы нысанаға дәл тигізді.
4760:摄像	摄像	摄像	വീഡിയോ പകർത്തുക	പ്രവർത്തകർ വീഡിയോ പകർത്തുകയാണ്.	бейне түсіру	Қызметкерлер бейне түсіріп жатыр.
4762:摄像头	摄像头	摄像头	ക്യാമറ	വാതിൽക്കൽ ക്യാമറ സ്ഥാപിച്ചു.	камера	Кіреберіске камера орнатылды.
4763:身心	身心	身心	ശരീരവും മനസ്സും	വ്യായാമം ശരീരത്തിനും മനസ്സിനും നല്ലതാണ്.	тән мен жан	Жаттығу тән мен жан саулығына пайдалы.
4764:深夜	深夜	深夜	രാത്രി ഏറെ കഴിഞ്ഞ സമയം	രാത്രി ഏറെ കഴിഞ്ഞപ്പോൾ തെരുവ് വളരെ നിശ്ശബ്ദമാണ്.	түннің бір уағы	Түннің бір уағында көше өте тыныш.
4765:神	神	神	ദൈവം; ആത്മാവ്	പണ്ടുകാർ മലയിൽ ആത്മാക്കൾ ഉണ്ടെന്ന് വിശ്വസിച്ചിരുന്നു.	құдай; рух	Ежелгі адамдар тауда рухтар бар деп сенген.
4770:生成	生成	生成	സൃഷ്ടിക്കുക	സിസ്റ്റം റിപ്പോർട്ട് സ്വയമേ സൃഷ്ടിക്കും.	жасау; қалыптастыру	Жүйе есепті автоматты түрде жасайды.
4772:生命力	生命力	生命力	ജീവശക്തി	ഈ ചെടിക്ക് വലിയ ജീവശക്തിയുണ്ട്.	өміршеңдік	Бұл өсімдіктің өміршеңдігі өте күшті.
4774:升学	升学	升学	ഉയർന്ന പഠനത്തിലേക്ക് കടക്കുക	പല വിദ്യാർത്ഥികളും ഉയർന്ന പഠനത്തിലേക്ക് കടക്കാൻ തയ്യാറെടുക്കുന്നു.	келесі оқу сатысына өту	Көп оқушы келесі оқу сатысына өтуге дайындалады.
4775:剩余	剩余	剩余	ശേഷിക്കുന്ന	ശേഷിക്കുന്ന ടിക്കറ്റുകൾ അധികമില്ല.	қалған	Қалған билеттер көп емес.
4776:诗词	诗词	诗词	പാരമ്പര്യ കവിതകൾ	മുത്തച്ഛൻ പുരാതന കവിതകൾ വായിക്കാൻ ഇഷ്ടപ്പെടുന്നു.	классикалық өлеңдер	Атам көне классикалық өлеңдерді оқығанды жақсы көреді.
4777:湿度	湿度	湿度	ഈർപ്പം	ഇന്ന് വായുവിലെ ഈർപ്പം കൂടുതലാണ്.	ылғалдылық	Бүгін ауаның ылғалдылығы жоғары.
4778:师父	师父	师父	ഗുരു; വിദഗ്ധനായ മാർഗദർശി	അവൻ ഗുരുവിനോടൊപ്പം മരപ്പണി പഠിച്ചു.	ұстаз; шебер	Ол ұстазынан ағаш ұсталығын үйренді.
4779:诗歌	诗歌	诗歌	കവിത	ഈ കവിത നാട്ടിനെ ഓർക്കുന്ന വികാരം പ്രകടിപ്പിക്കുന്നു.	поэзия; өлең	Бұл өлең туған жерге сағынышты білдіреді.
4781:识	识	识	അറിയുക; തിരിച്ചറിയുക	അവൻ വളരെ കുറച്ച് അക്ഷരങ്ങൾ മാത്രമേ അറിയൂ.	білу; тану	Ол көп иероглиф білмейді.
4789:实时	实时	实时	തത്സമയം	സിസ്റ്റം ഡാറ്റ തത്സമയം പുതുക്കുന്നു.	нақты уақыттағы	Жүйе деректерді нақты уақытта жаңартады.
4790:时速	时速	时速	മണിക്കൂറിലെ വേഗം	ഈ വാഹനത്തിന്റെ മണിക്കൂറിലെ വേഗം നൂറ് കിലോമീറ്ററിന് മുകളിലാണ്.	сағатына жылдамдық	Бұл көліктің жылдамдығы сағатына жүз километрден асады.
4792:食欲	食欲	食欲	വിശപ്പ്	അസുഖത്തിനു ശേഷം അവന് വിശപ്പില്ലായിരുന്നു.	тәбет	Ауырғаннан кейін оның тәбеті болмады.
4795:使劲	使劲	使劲	ബലം പ്രയോഗിക്കുക	ദയവായി വാതിൽ ശക്തിയായി തള്ളി തുറക്കൂ.	күш салу	Есікті қатты итеріп ашыңыз.
4797:适度	适度	适度	മിതമായ; ഉചിതമായ അളവ്	മിതമായ വ്യായാമം ആരോഗ്യത്തിന് സഹായിക്കുന്നു.	қалыпты; шамалы	Қалыпты жаттығу денсаулыққа көмектеседі.
4800:事后	事后	事后	പിന്നീട്; സംഭവത്തിനു ശേഷം	പിന്നീട് അവൻ കാരണം വിശദീകരിച്ചു.	кейін; оқиғадан соң	Кейін ол себебін түсіндірді.
4801:视觉	视觉	视觉	ദൃശ്യബോധം; ദൃശ്യമായത്	ഈ സിനിമയിലെ ദൃശ്യപ്രഭാവങ്ങൾ വളരെ നല്ലതാണ്.	көру; көрнекілік	Бұл фильмнің көрнекі әсерлері өте жақсы.
4809:收购	收购	收购	ഏറ്റെടുക്കുക; വാങ്ങുക	ഈ കമ്പനി ഒരു ചെറിയ സ്ഥാപനത്തെ ഏറ്റെടുത്തു.	сатып алу; иелену	Бұл компания бір шағын кәсіпорынды сатып алды.
4810:收取	收取	收取	ഈടാക്കുക; ശേഖരിക്കുക	സ്കൂൾ രജിസ്ട്രേഷൻ ഫീസ് ഈടാക്കുന്നില്ല.	алу; ақы алу	Мектеп тіркеу ақысын алмайды.
4812:手臂	手臂	手臂	കൈ	അവന്റെ കൈക്ക് പരിക്കേറ്റു.	қол	Оның қолы жарақаттанды.
4817:受灾	受灾	受灾	ദുരന്തബാധിതമാകുക	ദുരന്തബാധിത പ്രദേശത്തിന് സാധനസഹായം വേണം.	апаттан зардап шегу	Апаттан зардап шеккен аймаққа материалдық көмек қажет.
4818:输出	输出	输出	പുറത്തേക്ക് നൽകുക; കയറ്റുമതി ചെയ്യുക	കമ്പ്യൂട്ടർ ഡാറ്റ പുറത്തേക്ക് നൽകുകയാണ്.	шығару; экспорттау	Компьютер деректерді шығарып жатыр.
4819:书画	书画	书画	കലിഗ്രഫിയും ചിത്രകലയും	പ്രദർശനശാലയിൽ കലിഗ്രഫിയും ചിത്രകലയും അടങ്ങിയ നിരവധി കൃതികളുണ്ട്.	каллиграфия және сурет	Көрме залында каллиграфия мен сурет туындылары көп.
4822:输送	输送	输送	കൊണ്ടുപോകുക; എത്തിക്കുക	പൈപ്പ് വെള്ളം ഗ്രാമത്തിലേക്ക് എത്തിക്കുന്നു.	тасымалдау; жеткізу	Құбыр суды ауылға жеткізеді.
4823:书写	书写	书写	എഴുതുക	ദയവായി ഉത്തരങ്ങൾ ശ്രദ്ധയോടെ എഴുതൂ.	жазу	Жауаптарды мұқият жазыңыз.
4824:属	属	属	ചേർന്നിരിക്കുക; വകയാകുക	ഈ പുസ്തകം സ്കൂളിന്റേതാണ്.	тиесілі болу	Бұл кітап мектепке тиесілі.
4825:薯片	薯片	薯片	ഉരുളക്കിഴങ്ങ് ചിപ്സ്	കുട്ടികൾ ഉരുളക്കിഴങ്ങ് ചിപ്സ് തിന്നാൻ ഇഷ്ടപ്പെടുന്നു.	картоп чипсысы	Балалар картоп чипсысын жегенді жақсы көреді.
4828:数目	数目	数目	എണ്ണം; സംഖ്യ	രജിസ്ട്രേഷനുകളുടെ എണ്ണം കഴിഞ്ഞ വർഷത്തേക്കാൾ കൂടുതലാണ്.	сан; мөлшер	Тіркелгендердің саны былтырғыдан көп.
4829:数字化	数字化	数字化	ഡിജിറ്റൽ രൂപത്തിലാക്കുക	ആശുപത്രി രോഗികളുടെ രേഖകൾ ഡിജിറ്റൽ രൂപത്തിലാക്കുന്നത് മുന്നോട്ട് കൊണ്ടുപോകുന്നു.	цифрландыру	Аурухана медициналық жазбаларды цифрландыруды алға жылжытып жатыр.
4832:率先	率先	率先	ആദ്യം മുന്നോട്ട് വരുക; മുൻകൈ എടുക്കുക	ഈ കമ്പനി ആദ്യം പുതിയ ഉൽപ്പന്നം പുറത്തിറക്കി.	бірінші болу; көш бастау	Бұл компания жаңа өнімді бірінші болып шығарды.
4833:水稻	水稻	水稻	നെല്ല്	തെക്കൻ പ്രദേശങ്ങളിൽ നെല്ല് വ്യാപകമായി കൃഷി ചെയ്യുന്നു.	күріш дақылы	Оңтүстікте күріш кеңінен өсіріледі.
4834:水库	水库	水库	ജലസംഭരണി	ജലസംഭരണിയിലെ ജലനിരപ്പ് ഉയർന്നു.	су қоймасы	Су қоймасындағы су деңгейі көтерілді.
4835:水流	水流	水流	ജലപ്രവാഹം	മഴയ്ക്കു ശേഷം ജലപ്രവാഹം വേഗമായി.	су ағысы	Жаңбырдан кейін су ағысы күшейді.
4836:水面	水面	水面	ജലോപരിതലം	ചന്ദ്രപ്രകാശം ജലോപരിതലത്തിൽ പതിക്കുന്നു.	су беті	Ай сәулесі су бетіне түсіп тұр.
4839:思路	思路	思路	ചിന്താഗതിയുടെ ദിശ	അവന്റെ ചിന്താഗതി വളരെ വ്യക്തമാണ്.	ой желісі	Оның ой желісі өте анық.
4842:松	松	松	അയഞ്ഞ; അയയുക	ചെരുപ്പിന്റെ കെട്ട് അഴിഞ്ഞു.	бос; босау	Аяқкиімнің бауы босап кетті.
4844:搜集	搜集	搜集	ശേഖരിക്കുക	അവൾ ധാരാളം വിവരങ്ങൾ ശേഖരിച്ചു.	жинау	Ол көп материал жинады.
4847:算了	算了	算了	വിടൂ; വേണ്ടെന്നുവെക്കുക	വളരെ വൈകി, ഇന്ന് ഇത്രയാക്കാം.	қоя салу; болды	Өте кеш болды, бүгінге қоя салайық.
4848:算是	算是	算是	ആയി കണക്കാക്കുക	ഈ അനുഭവം ഒരു പാഠമായി കണക്കാക്കാം.	деп санау	Бұл тәжірибені бір сабақ деп санауға болады.
4849:虽	虽	虽	എങ്കിലും; ആണെങ്കിലും	മഴ പെയ്തിരുന്നെങ്കിലും മത്സരം തുടർന്നു.	дегенмен; болса да	Жаңбыр жауып тұрса да, жарыс жалғасты.
4850:岁数	岁数	岁数	വയസ്സ്	അവന് വയസ്സായെങ്കിലും ആരോഗ്യം നല്ലതാണ്.	жас	Оның жасы ұлғайды, бірақ денсаулығы жақсы.
4853:损伤	损伤	损伤	കേടുപാടുണ്ടാക്കുക; പരിക്ക്	ദീർഘനേരം സ്ക്രീൻ നോക്കുന്നത് കണ്ണുകൾക്ക് കേടുണ്ടാക്കും.	зақымдау; жарақат	Экранға ұзақ қарау көзді зақымдауы мүмкін.
4858:台球	台球	台球	ബില്യാർഡ്സ്	അവർ വാരാന്ത്യത്തിൽ ബില്യാർഡ്സ് കളിക്കാൻ പോകുന്നു.	бильярд	Олар демалыс күндері бильярд ойнауға барады.
4860:太阳能	太阳能	太阳能	സൗരോർജം	മേൽക്കൂരയിൽ സൗരോർജ പാനലുകൾ സ്ഥാപിച്ചു.	күн энергиясы	Шатырға күн панельдері орнатылды.
4861:谈论	谈论	谈论	ചർച്ച ചെയ്യുക	എല്ലാവരും യാത്രാ പദ്ധതി ചർച്ച ചെയ്യുകയാണ്.	талқылау	Барлығы сапар жоспарын талқылап жатыр.
4866:汤圆	汤圆	汤圆	താങ്ങ്യുവാൻ; മധുരമുള്ള അരി ഉരുളകൾ	യുവാൻഷ്യാവോ ഉത്സവത്തിൽ ഞങ്ങൾ താങ്ങ്യുവാൻ കഴിക്കുന്നു.	танъюань; жабысқақ күріш шарлары	Шамдар мерекесінде біз танъюань жейміз.
4867:糖果	糖果	糖果	മിഠായി	കുട്ടി മിഠായി സുഹൃത്തുകൾക്ക് പങ്കുവെച്ചു.	кәмпит	Бала кәмпитті достарына бөліп берді.
4871:逃跑	逃跑	逃跑	ഓടി രക്ഷപ്പെടുക	കള്ളൻ പോലീസിനെ കണ്ട ഉടൻ ഓടി രക്ഷപ്പെട്ടു.	қашып кету	Ұры полицияны көре сала қашып кетті.
4874:套餐	套餐	套餐	സെറ്റ് ഭക്ഷണം	ഈ സെറ്റ് ഭക്ഷണത്തിൽ പാനീയം ഉൾപ്പെടുന്നു.	кешенді ас мәзірі	Бұл кешенді ас мәзіріне сусын кіреді.
4875:特	特	特	വളരെ; പ്രത്യേകിച്ച്	ഈ കടയിലെ നൂഡിൽസ് പ്രത്യേകിച്ച് രുചികരമാണ്.	өте; әсіресе	Бұл дүкеннің кеспесі өте дәмді.
4877:特地	特地	特地	പ്രത്യേകമായി; ഉദ്ദേശപൂർവ്വം	അവൻ എന്നെ സ്വീകരിക്കാൻ പ്രത്യേകമായി വിമാനത്താവളത്തിൽ വന്നു.	арнайы; әдейі	Ол мені күтіп алу үшін әуежайға арнайы келді.
4879:特性	特性	特性	പ്രത്യേകത; ഗുണം	ഈ വസ്തുവിന് ജലനിരോധന പ്രത്യേകതയുണ്ട്.	қасиет; ерекшелік	Бұл материалдың су өткізбейтін қасиеті бар.
4882:提取	提取	提取	എടുത്തെടുക്കുക; പിൻവലിക്കുക	അവൻ റിപ്പോർട്ടിൽ നിന്ന് പ്രധാന ഡാറ്റ എടുത്തെടുത്തു.	шығарып алу; алу	Ол есептен негізгі деректерді шығарып алды.
4884:体操	体操	体操	ജിംനാസ്റ്റിക്സ്	അവൾ ബാല്യത്തിൽ നിന്ന് ജിംനാസ്റ്റിക്സ് അഭ്യസിക്കുന്നു.	гимнастика	Ол бала кезінен гимнастикамен айналысады.
4887:添	添	添	ചേർക്കുക; കൂട്ടുക	എന്റെ ഗ്ലാസിൽ കുറച്ച് വെള്ളം കൂടി ചേർക്കൂ.	қосу	Маған аздап су қосып беріңіз.
4889:添加	添加	添加	ചേർക്കുക	സോഫ്റ്റ്‌വെയർ പുതിയ സവിശേഷതകൾ ചേർത്തു.	қосу	Бағдарлама жаңа мүмкіндіктер қосты.
4890:天然	天然	天然	പ്രകൃതിദത്തം	ഇവിടെ പ്രകൃതിദത്ത ചൂടുവെള്ള ഉറവുകളുണ്ട്.	табиғи	Мұнда табиғи ыстық бұлақтар бар.
4893:天下	天下	天下	ലോകം	ലോകത്ത് സൗജന്യ ഉച്ചഭക്ഷണം ഇല്ല.	әлем; дүние	Әлемде тегін түскі ас жоқ.
4895:田	田	田	വയൽ	മുത്തച്ഛൻ വയലിൽ പച്ചക്കറി കൃഷി ചെയ്യുന്നു.	егістік	Атам егістікте көкөніс өсіреді.
4898:跳水	跳水	跳水	ഡൈവിംഗ്; വെള്ളത്തിലേക്ക് ചാടൽ	ചൈനീസ് ടീം ഡൈവിംഗ് ഇനങ്ങളിൽ ശക്തമാണ്.	суға секіру	Қытай командасы суға секіру жарыстарында мықты.
4899:贴近	贴近	贴近	അടുത്തുനിൽക്കുക; ചേർന്നിരിക്കുക	ഈ സിനിമ ജീവിതത്തോട് വളരെ ചേർന്നുനിൽക്കുന്നു.	жақын болу	Бұл фильм өмірге өте жақын.
4900:听话	听话	听话	അനുസരണയുള്ള	ഈ കുട്ടി വളരെ അനുസരണയുള്ളവനാണ്.	тілалғыш	Бұл бала өте тілалғыш.
4901:听觉	听觉	听觉	ശ്രവണശക്തി	ശ്രവണശക്തി കുറയുന്നത് ആശയവിനിമയത്തെ ബാധിക്കും.	есту қабілеті	Есту қабілетінің зақымдануы қарым-қатынасқа әсер етеді.
4902:听取	听取	听取	ശ്രദ്ധിച്ച് കേൾക്കുക	നേതാവ് എല്ലാവരുടെയും അഭിപ്രായങ്ങൾ ശ്രദ്ധിച്ച് കേട്ടു.	тыңдау; пікірін ескеру	Басшы бәрінің пікірін мұқият тыңдады.
4903:通道	通道	通道	വഴി; പാത	സുരക്ഷാ പാത തുറന്നുവെക്കുക.	өткел; арна	Қауіпсіздік өткелін ашық ұстаңыз.
4904:通风	通风	通风	വായുസഞ്ചാരം ഉറപ്പാക്കുക	മുറിയിൽ പതിവായി വായുസഞ്ചാരം വേണം.	желдету	Бөлмені жиі желдету керек.
4905:通话	通话	通话	ഫോണിൽ സംസാരിക്കുക	അവർ എല്ലാ രാത്രി ഫോണിൽ സംസാരിക്കുന്നു.	телефонмен сөйлесу	Олар әр кеш телефонмен сөйлеседі.
4906:通信	通信	通信	ആശയവിനിമയം; ദൂരസമ്പർക്കം	ഉപഗ്രഹങ്ങൾ ആശയവിനിമയത്തിന് ഉപയോഗിക്കാം.	байланыс; телекоммуникация	Жерсеріктерді байланыс үшін қолдануға болады.
4910:同伴	同伴	同伴	കൂട്ടാളി	അവൻ കൂട്ടാളിയോടൊപ്പം ജോലി പൂർത്തിയാക്കി.	серік; жолдас	Ол тапсырманы серігімен бірге аяқтады.
