simplified	ID	example_ID
朴实	sederhana	Bahasanya sederhana dan tulus
朴素	sederhana	Dia menyukai cara hidup yang sederhana
瀑布	air terjun	Para wisatawan berdiri di samping air terjun untuk berfoto
凄凉	suram	Desa pegunungan itu tampak sangat suram pada musim dingin
期望	harapan	Orang tua memiliki harapan tinggi terhadap anak-anak
期限	batas waktu	Batas waktu pendaftaran adalah Jumat ini
欺负	menindas	Anak yang lebih besar tidak boleh menindas anak yang lebih kecil
欺骗	menipu	Iklan palsu itu menipu konsumen
奇妙	ajaib	Alam memiliki banyak fenomena yang ajaib
旗袍	qipao	Dia mengenakan qipao merah untuk menghadiri pesta malam
旗帜	bendera	Bendera-bendera cerah berkibar di alun-alun
歧视	diskriminasi	Hukum melarang segala bentuk diskriminasi
齐全	lengkap	Toko ini memiliki peralatan yang lengkap
齐心协力	bekerja sama	Semua orang bekerja sama menyelesaikan tugas
乞丐	pengemis	Seorang pengemis tua duduk di pinggir jalan
企图	berusaha	Dia berusaha menyembunyikan keadaan sebenarnya
启程	berangkat	Delegasi akan berangkat besok pagi
启蒙	pengenalan	Buku ini cocok untuk bacaan pengenalan anak-anak
启事	pengumuman	Sebuah pengumuman rekrutmen ditempel di gerbang sekolah
启示	pelajaran	Kegagalan ini memberi kami pelajaran penting
岂有此理	absurd	Biaya semacam ini benar-benar absurd
起草	menyusun	Pengacara sedang menyusun kontrak
起初	pada awalnya	Pada awalnya, dia tidak percaya kabar itu
起伏	naik turun	Jalan pegunungan naik turun mengikuti medan
起哄	membuat keributan	Siswa tidak boleh membuat keributan di kelas
起码	setidaknya	Setidaknya kamu harus memberi tahu saya lebih dulu
起源	berasal	Festival ini berasal dari zaman kuno
器材	peralatan	Laboratorium membutuhkan peralatan pengajaran baru
器官	organ	Jantung adalah organ penting tubuh manusia
气概	semangat	Puisi ini menunjukkan semangat kepahlawanan
气功	qigong	Kakek berlatih qigong setiap pagi
气魄	gaya megah	Jembatan ini memiliki gaya yang megah
气色	raut wajah	Setelah beristirahat, raut wajahnya terlihat jauh lebih baik
气势	momentum	Tim itu memiliki momentum kuat sejak awal
气味	aroma	Ada aroma roti panggang di dapur
气象	cuaca	Cuaca dataran tinggi di sini berubah cepat
气压	tekanan udara	Penurunan tekanan udara dapat membawa hujan
气质	watak	Dia memiliki watak yang tenang
迄今为止	sejauh ini	Sejauh ini, eksperimen berjalan lancar
掐	memetik	Dia memetik sekuntum bunga kecil
恰当	tepat	Jawabanmu sangat tepat
恰到好处	pas	Rasa manis hidangan ini pas
恰巧	kebetulan	Saat saya tiba di stasiun, kebetulan hujan turun
洽谈	membahas	Kedua pihak sedang membahas rincian kerja sama
千方百计	dengan segala cara	Mereka mencoba segala cara untuk menemukan solusi
牵	menggandeng	Ibu menggandeng tangan anak saat menyeberang jalan
牵扯	melibatkan	Perkara ini melibatkan banyak departemen
牵制	menahan	Pertahanan lawan menahan serangan
签署	menandatangani	Kedua perusahaan menandatangani perjanjian
谦逊	rendah hati	Dia tetap rendah hati setelah berhasil
迁就	menuruti	Orang tua tidak bisa selalu menuruti anak
迁徙	bermigrasi	Burung migran berpindah mengikuti musim setiap tahun
前景	prospek	Industri ini memiliki prospek yang baik
前提	prasyarat	Kepercayaan adalah prasyarat kerja sama
潜力	potensi	Siswa ini memiliki potensi besar
潜水	menyelam	Mereka pergi ke tepi laut untuk belajar menyelam
潜移默化	memengaruhi secara perlahan	Lingkungan keluarga dapat memengaruhi anak secara perlahan
谴责	mengecam	Komunitas internasional mengecam kekerasan itu
抢劫	merampok	Polisi menangkap tersangka yang merampok bank
强制	mewajibkan	Aturan baru mewajibkan pengemudi memakai sabuk pengaman
强迫	memaksa	Jangan memaksa anak melakukan hal yang tidak mereka sukai
抢救	menyelamatkan	Para dokter sedang menyelamatkan pekerja yang terluka
桥梁	jembatan	Bahasa adalah jembatan pertukaran budaya
窍门	trik	Ada beberapa trik dalam belajar pelafalan
翘	mengangkat	Dia mengangkat satu kaki ke kursi
切实	praktis	Kita membutuhkan rencana yang praktis dan layak
锲而不舍	gigih	Dia meneliti masalah ini dengan gigih
亲密	dekat	Mereka selalu menjaga hubungan yang dekat
亲热	hangat	Orang tua itu menyambut tamu dengan hangat
侵犯	melanggar	Perilaku ini melanggar privasi pribadi
侵略	invasi	Rakyat menentang segala bentuk invasi
钦佩	mengagumi	Saya sangat mengagumi keberaniannya
勤俭	rajin dan hemat	Nenek mengurus rumah tangga dengan rajin dan hemat sepanjang hidupnya
勤劳	rajin	Orang rajin selalu dapat menciptakan peluang
倾听	mendengarkan	Guru mendengarkan pendapat siswa dengan saksama
倾向	cenderung	Konsumen muda cenderung berbelanja daring
倾斜	miring	Setelah hujan deras, dinding mulai miring
清澈	jernih	Aliran air di pegunungan sangat jernih
清晨	pagi hari	Udara pagi hari sangat segar
清除	membersihkan	Pekerja membersihkan salju dari jalan
清洁	bersih	Rumah sakit harus menjaga lingkungan tetap bersih
清理	membereskan	Kami membereskan gudang pada akhir pekan
清晰	jelas	Foto ini sangat jelas
清醒	sadar	Setelah minum kopi, dia menjadi jauh lebih sadar
清真	halal	Di dekat sini ada restoran halal
情报	informasi intelijen	Wartawan memperoleh informasi intelijen penting
情节	plot	Plot novel ini sangat menegangkan
情理	masuk akal	Permintaannya tidak masuk akal
情形	situasi	Situasi di lokasi lebih rumit dari perkiraan
晴朗	cerah	Langit hari ini sangat cerah
请柬	undangan	Mereka mengirim undangan pernikahan kepada kerabat dan teman
请教	berkonsultasi	Saya ingin berkonsultasi dengan kamu tentang sebuah pertanyaan
请示	meminta petunjuk	Perkara ini perlu dilaporkan kepada pemimpin untuk meminta petunjuk terlebih dahulu
请帖	undangan	Sebuah undangan ulang tahun ada di atas meja
丘陵	perbukitan	Daerah ini memiliki banyak perbukitan
区分	membedakan	Anak itu sudah bisa membedakan kiri dan kanan
区域	wilayah	Parkir dilarang di wilayah ini
屈服	menyerah	Dia tidak menyerah pada tekanan
曲折	berliku	Mereka melewati perundingan yang berliku
驱逐	mengusir	Polisi mengusir para pembuat keributan
渠道	saluran	Perusahaan menjual produk melalui saluran baru
取缔	melarang	Pemerintah melarang pasar ilegal
曲子	lagu	Melodi lagu ini indah
趣味	menarik	Permainan ini sangat menarik
圈套	jebakan	Dia hampir jatuh ke jebakan penipu
全局	keseluruhan	Pemimpin harus mempertimbangkan kepentingan keseluruhan
全力以赴	berusaha sekuat tenaga	Kami akan berusaha sekuat tenaga menyelesaikan tugas
拳头	tinju	Dia mengepalkan tinju dan bersiap untuk pertandingan
权衡	mempertimbangkan	Kita perlu mempertimbangkan biaya dan hasil
权威	otoritas	Profesor ini adalah otoritas di bidang tersebut
犬	anjing	Jenis anjing ini cocok untuk menjaga rumah
缺口	celah	Ada celah kecil di dinding
缺席	absen	Dia absen dari rapat karena sakit
缺陷	cacat	Rancangan ini memiliki cacat yang jelas
瘸	pincang	Kaki kirinya agak pincang
确保	memastikan	Tolong pastikan pintu sudah terkunci
确立	menetapkan	Perusahaan menetapkan tujuan pengembangan baru
确切	tepat	Saya tidak tahu waktu yang tepat
确信	yakin	Saya yakin dia akan tiba tepat waktu
群众	massa	Massa sangat mendukung kebijakan baru
染	mewarnai	Dia mewarnai rambutnya menjadi hitam
嚷	berteriak	Jangan berteriak keras di koridor
让步	konsesi	Kedua pihak membuat beberapa konsesi
饶恕	memaafkan	Akhirnya dia memilih untuk memaafkan pihak lain
扰乱	mengganggu	Kebisingan mengganggu ketertiban kelas
惹祸	menimbulkan masalah	Bercanda sembarangan mudah menimbulkan masalah
热泪盈眶	mata berkaca-kaca	Mendengar kabar baik itu, matanya berkaca-kaca
热门	populer	Kecerdasan buatan adalah topik populer
人道	kemanusiaan	Operasi penyelamatan itu menunjukkan semangat kemanusiaan
人格	martabat pribadi	Menghina orang lain akan melukai martabat pribadi
人工	buatan	Sungai ini digali secara buatan
人家	orang lain	Jangan selalu membandingkan dirimu dengan orang lain
人间	dunia manusia	Musim semi membuat dunia manusia penuh vitalitas
人士	tokoh	Tokoh dari berbagai kalangan menghadiri forum itu
人为	faktor manusia	Kecelakaan ini disebabkan oleh faktor manusia
人性	sifat manusia	Film ini membahas sifat manusia
人质	sandera	Polisi berhasil menyelamatkan sandera
仁慈	baik hati	Dokter ini sangat baik hati kepada pasien
忍耐	kesabaran	Mengantre panjang membutuhkan sedikit kesabaran
忍受	menahan	Saya tidak bisa menahan kebisingan di sini
任命	mengangkat	Dewan mengangkatnya sebagai manajer
任性	keras kepala	Anak yang terlalu keras kepala dapat memengaruhi perkembangan
任意	sembarangan	Tolong jangan mengubah data sembarangan
任重道远	tanggung jawab berat dan jalan panjang	Reformasi pendidikan memiliki tanggung jawab berat dan jalan panjang
认定	menyimpulkan	Polisi menyimpulkan bahwa ini adalah sebuah kecelakaan
认可	persetujuan	Rencananya mendapat persetujuan semua orang
仍旧	tetap	Bertahun-tahun kemudian, dia tetap tinggal di sini
日新月异	berkembang pesat	Teknologi berkembang pesat dari hari ke hari
日益	semakin	Masalah lingkungan menjadi semakin serius
容貌	penampilan	Waktu mengubah penampilannya
容纳	menampung	Aula ini dapat menampung lima ratus orang
容器	wadah	Tolong tuangkan cairan itu ke dalam wadah kaca
容忍	menoleransi	Perusahaan tidak dapat menoleransi penipuan
溶解	larut	Garam akan larut dalam air
荣幸	terhormat	Saya merasa terhormat dapat menghadiri rapat
荣誉	kehormatan	Medali ini mewakili kehormatan tertinggi
融化	mencair	Sinar matahari membuat es dan salju perlahan mencair
融洽	harmonis	Hubungan antar rekan kerja sangat harmonis
揉	menggosok	Ibu menggosok bahuku dengan lembut
柔和	lembut	Cahayanya lembut dan tidak menyilaukan
儒家	Konfusianisme	Pemikiran Konfusianisme memengaruhi budaya Asia Timur
弱点	kelemahan	Ceroboh adalah kelemahan utamanya
若干	beberapa	Rapat itu mengajukan beberapa saran
撒谎	berbohong	Anak-anak tidak seharusnya berbohong
散文	prosa	Dia suka membaca prosa modern
散布	menyebarkan	Ada orang yang menyebarkan rumor di internet
散发	mengeluarkan	Kebun itu mengeluarkan aroma segar
丧失	kehilangan	Dia tidak kehilangan kepercayaan diri
骚扰	mengganggu	Tolong jangan mengganggu penumpang lain
嫂子	kakak ipar	Masakan kakak ipar saya sangat enak
刹车	mengerem	Sopir tiba-tiba mengerem
啥	apa	Apa yang baru saja kamu katakan
筛选	menyaring	Sistem akan otomatis menyaring resume
山脉	pegunungan	Pegunungan ini sangat panjang
闪烁	berkedip	Lampu di kejauhan terus berkedip
擅长	ahli	Dia ahli menangani masalah rumit
擅自	tanpa izin	Karyawan tidak boleh meninggalkan pos tanpa izin
伤脑筋	menyusahkan	Masalah ini benar-benar menyusahkan
商标	merek dagang	Perusahaan mendaftarkan merek dagang baru
上级	atasan	Dia melaporkan situasi itu kepada atasan
上进	termotivasi untuk maju	Dia selalu termotivasi untuk maju
上任	mulai menjabat	Manajer baru akan mulai menjabat minggu depan
上瘾	kecanduan	Banyak orang kecanduan video pendek
上游	hulu	Pencemaran berasal dari hulu sungai
尚且	bahkan	Bahkan orang dewasa pun bisa membuat kesalahan
捎	menyampaikan	Tolong sampaikan pesan untuk saya
梢	ujung dahan	Burung itu berhenti di ujung dahan
哨	penjaga	Ada seorang penjaga di pintu gerbang
奢侈	mewah	Pengeluaran seperti ini terlalu mewah
舌头	lidah	Dia melukai lidahnya karena panas
摄氏度	derajat Celsius	Suhu hari ini tiga puluh derajat Celsius
涉及	melibatkan	Laporan itu melibatkan beberapa departemen
社区	komunitas	Komunitas mengadakan kuliah kesehatan
设立	mendirikan	Sekolah mendirikan beasiswa
设想	gagasan	Gagasan ini masih perlu dibahas
设置	mengatur	Tolong atur ulang kata sandi
呻吟	mengerang	Pasien mengerang pelan
深奥	mendalam	Isi buku ini sangat mendalam
深沉	dalam	Suaranya rendah dan dalam
深情厚谊	persahabatan mendalam	Rakyat kedua negara membentuk persahabatan mendalam
申报	melaporkan	Penumpang perlu melaporkan barang dengan jujur
绅士	pria terhormat	Tingkah lakunya seperti pria terhormat
神经	saraf	Tekanan dapat memengaruhi sistem saraf
神奇	ajaib	Pemandangan di sini sangat ajaib
神气	bersemangat	Hari ini dia terlihat sangat bersemangat
神圣	suci	Ini adalah tanggung jawab yang suci
神态	ekspresi	Ekspresinya sangat tenang
神仙	dewa	Legenda mengatakan ada dewa yang tinggal di gunung
审查	memeriksa	Platform akan memeriksa konten yang diterbitkan
审理	menyidangkan	Pengadilan sedang menyidangkan kasus ini
审美	selera estetika	Selera estetikanya sangat khas
审判	persidangan	Persidangan terbuka itu menarik perhatian media
慎重	hati-hati	Keputusan ini harus dibuat dengan hati-hati
渗透	meresap	Air hujan perlahan meresap ke dalam tanah
声明	pernyataan	Perusahaan mengeluarkan pernyataan resmi
声势	gaung	Kampanye promosi ini memiliki gaung yang besar
声誉	reputasi	Kualitas produk memengaruhi reputasi merek
牲畜	ternak	Penggembala menggiring ternak kembali ke padang rumput
生存	bertahan hidup	Hewan liar membutuhkan ruang untuk bertahan hidup
生机	vitalitas	Hujan musim semi membuat tanah penuh vitalitas
生理	fisiologis	Tidur memengaruhi kondisi fisiologis seseorang
生疏	kaku	Setelah bertahun-tahun tidak berlatih, permainan pianonya agak kaku
生态	ekologi	Perlindungan hutan berkaitan dengan keseimbangan ekologi
生物	organisme	Di laut ada banyak organisme yang unik
生效	mulai berlaku	Peraturan baru mulai berlaku resmi besok
生肖	shio	Apa shio kamu
生锈	berkarat	Rantai sepeda itu sudah berkarat
生育	fertilitas	Rumah sakit menyediakan layanan konsultasi fertilitas
省会	ibu kota provinsi	Chengdu sejak lama menjadi ibu kota Provinsi Sichuan
盛产	menghasilkan banyak	Tempat ini menghasilkan banyak teh berkualitas
盛开	bermekaran	Bunga sakura di taman sedang bermekaran
盛情	keramahan hangat	Kami berterima kasih atas keramahan hangat tuan rumah
盛行	marak	Gaya ini pernah sangat marak
胜负	hasil akhir	Menit terakhir pertandingan menentukan hasil akhir
失事	mengalami kecelakaan	Penyebab pesawat mengalami kecelakaan masih diselidiki
失误	kesalahan	Satu kesalahan kecil menyebabkan proyek tertunda
失踪	hilang	Polisi sedang mencari anak yang hilang
尸体	jenazah	Tim penyelamat menemukan jenazah korban
师范	keguruan	Dia lulus dari universitas keguruan
施加	memberikan	Orang tua tidak seharusnya memberikan tekanan berlebihan
施展	menunjukkan	Akhirnya dia mendapat kesempatan menunjukkan bakatnya
十足	penuh	Dia penuh percaya diri terhadap hasilnya
实惠	terjangkau	Harga di toko ini sangat terjangkau
实力	kekuatan	Kekuatan keseluruhan tim ini sangat kuat
实施	menerapkan	Pemerintah mulai menerapkan rencana baru
实事求是	berdasarkan fakta	Penelitian harus berdasarkan fakta
实行	menjalankan	Perusahaan menjalankan sistem kerja fleksibel
实质	esensi	Esensi masalah ini belum berubah
拾	memungut	Dia membungkuk untuk memungut kunci di tanah
时常	sering	Kakek sering bercerita tentang masa mudanya
时而	kadang-kadang	Cuaca kadang cerah, kadang mendung
时光	waktu	Waktu yang indah selalu terasa singkat
时机	waktu yang tepat	Sekarang bukan waktu yang tepat untuk bernegosiasi
时事	berita terkini	Siswa membahas berita terkini internasional setiap minggu
石油	minyak bumi	Harga minyak bumi naik lagi
识别	mengenali	Sistem dapat mengenali wajah yang berbeda
使命	misi	Melindungi lingkungan adalah misi bersama
世代	turun-temurun	Kerajinan ini diwariskan turun-temurun dalam keluarga
事故	kecelakaan	Kecelakaan ini tidak menimbulkan korban jiwa
事迹	perbuatan	Kisah perbuatan heroiknya tersebar luas
事件	insiden	Insiden ini menarik perhatian masyarakat
事态	situasi	Pemerintah sedang mengendalikan perkembangan situasi
事务	urusan	Dia bertanggung jawab atas urusan harian perusahaan
事项	hal	Tolong konfirmasi hal penting dalam kontrak
事业	karier	Dia menjadikan pendidikan sebagai karier seumur hidupnya
势必	pasti akan	Kenaikan biaya pasti akan memengaruhi harga
势力	pengaruh	Pengaruh bisnis lokal sangat kuat
是非	perselisihan	Dia tidak ingin terlibat dalam perselisihan kantor
示范	demonstrasi	Guru terlebih dahulu memberikan demonstrasi
示威	demonstrasi	Demonstrasi damai terjadi di pusat kota
示意	memberi isyarat	Manajer memberi isyarat agar semua orang diam
视力	penglihatan	Melihat layar terlalu lama dapat memengaruhi penglihatan
视频	video	Tolong kirim video itu kepada saya
视线	pandangan	Kabut tebal menghalangi pandangan pengemudi
视野	wawasan	Perjalanan dapat memperluas wawasan
试图	mencoba	Dia mencoba menjelaskan keputusannya
试验	percobaan	Para ilmuwan melakukan banyak percobaan
适宜	cocok	Iklim di sini cocok untuk tinggal
逝世	wafat	Penulis ini wafat tahun lalu
释放	membebaskan	Pengadilan memutuskan untuk membebaskan terdakwa
收藏	mengoleksi	Dia mengoleksi banyak perangko lama
收缩	menyusut	Udara dingin dapat membuat logam menyusut
收益	keuntungan	Keuntungan investasi lebih tinggi dari perkiraan
收音机	radio	Nenek mendengarkan radio setiap hari
守护	menjaga	Dokter menjaga kehidupan pasien
手法	teknik	Teknik pengambilan gambar sutradara sangat khas
手势	gerakan tangan	Dia menggunakan gerakan tangan untuk menunjukkan setuju
手艺	keterampilan	Keterampilan pengrajin ini sangat baik
首饰	perhiasan	Dia memakai perhiasan perak yang sederhana
首要	utama	Keselamatan adalah tugas utama
受罪	menderita	Pasien sangat menderita setelah operasi
授予	menganugerahkan	Sekolah menganugerahkan gelar kehormatan kepadanya
书法	kaligrafi	Dia berlatih kaligrafi sejak kecil
书记	sekretaris	Sekretaris desa memimpin rapat itu
书籍	buku	Perpustakaan menyimpan banyak buku
书面	tertulis	Tolong berikan bukti tertulis
疏忽	kelalaian	Kesalahan ini berasal dari kelalaian kerja
疏远	menjauh	Kesalahpahaman membuat kedua orang itu perlahan menjauh
舒畅	lega	Setelah berjalan-jalan, hati saya terasa sangat lega
数额	jumlah	Jumlah kompensasi belum ditentukan
束	seikat	Dia membeli seikat bunga segar
束缚	membatasi	Pandangan tradisional membatasi pilihannya
树立	membangun	Perusahaan perlu membangun citra yang baik
竖	mendirikan	Tolong dirikan papan itu
耍	bermain-main	Jangan bermain-main dengan ponsel saat jam kerja
衰老	penuaan	Olahraga dapat memperlambat penuaan
衰退	resesi	Resesi ekonomi memengaruhi lapangan kerja
率领	memimpin	Kapten memimpin tim maju
涮火锅	makan hot pot	Di musim dingin semua orang suka makan hot pot
双胞胎	kembar	Mereka adalah sepasang anak kembar
爽快	terus terang	Dia menjawab dengan sangat terus terang
水利	pengairan	Daerah ini mementingkan pembangunan pengairan
水龙头	keran	Keran dapur bocor
水泥	semen	Pekerja mengangkut semen ke lokasi konstruksi
瞬间	sekejap	Semua lampu padam dalam sekejap
司法	peradilan	Kemandirian peradilan membutuhkan perlindungan sistem
司令	komandan	Komandan mengeluarkan perintah mundur
思念	merindukan	Dia sering merindukan kampung halaman
思索	merenung	Dia menunduk dan merenung lama
思维	pemikiran	Latihan ini dapat meningkatkan pemikiran logis
斯文	sopan	Cara bicaranya sangat sopan dan halus
私自	tanpa izin	Siswa tidak boleh meninggalkan sekolah tanpa izin
死亡	kematian	Kecelakaan itu menyebabkan beberapa kematian
四肢	anggota badan	Sebelum berolahraga, gerakkan anggota badan
寺庙	kuil	Di gunung ada sebuah kuil tua
肆无忌惮	tanpa rasa takut	Dia merusak aturan tanpa rasa takut
饲养	memelihara	Peternakan itu memelihara banyak sapi perah
耸	mengangkat bahu	Setelah mendengarnya, dia hanya mengangkat bahu
艘	buah kapal	Di pelabuhan bersandar tiga buah kapal barang
苏醒	sadar kembali	Pasien akhirnya sadar kembali
俗话	peribahasa	Peribahasa mengatakan, latihan membuat mahir
塑造	membentuk	Lingkungan dapat membentuk kepribadian seseorang
素食	makanan vegetarian	Restoran ini menyediakan makanan vegetarian
素质	kualitas	Kualitas staf layanan sangat tinggi
诉讼	gugatan	Kedua pihak memutuskan menyelesaikannya melalui gugatan
算数	menepati kata	Kata yang sudah kamu ucapkan harus kamu tepati
随即	segera	Setelah rapat selesai, dia segera pergi
随意	sembarangan	Tolong jangan mengubah pengaturan sembarangan
岁月	waktu berlalu	Waktu yang berlalu mengubah penampilannya
隧道	terowongan	Kereta melewati terowongan panjang
损坏	merusak	Hujan deras merusak jalan
索取	meminta	Pelanggan dapat meminta sampel gratis
索性	sekalian	Hujan terlalu deras, jadi kami sekalian tidak keluar
塌	runtuh	Atap rumah tua itu runtuh
踏实	tenang	Setelah menyelesaikan tugas, hati saya terasa tenang
塔	menara	Di pusat kota ada sebuah menara tinggi
台风	topan	Topan diperkirakan mendarat besok
太空	luar angkasa	Manusia selalu menjelajahi luar angkasa
泰斗	otoritas terkemuka	Dia adalah otoritas terkemuka di bidang linguistik
摊	kios	Dia membuka kios buah di pasar
瘫痪	lumpuh	Kecelakaan lalu lintas membuat tungkai bawahnya lumpuh
贪婪	serakah	Keserakahan dapat menghancurkan seseorang
贪污	korupsi	Pejabat itu diselidiki karena korupsi
弹性	elastisitas	Bahan ini sangat memiliki elastisitas
坦白	mengaku	Akhirnya dia mengaku kebenarannya
叹气	menghela napas	Mendengar hasilnya, dia tidak tahan untuk tidak menghela napas
探测	mendeteksi	Peralatan ini dapat mendeteksi air tanah
探索	menjelajahi	Para ilmuwan terus menjelajahi alam semesta
探讨	membahas	Para ahli membahas rencana reformasi
探望	menjenguk	Akhir pekan saya pergi ke rumah sakit menjenguk teman
倘若	jika	Jika hujan, acara akan ditunda
掏	mengeluarkan	Dia mengeluarkan kunci dari sakunya
滔滔不绝	berbicara tanpa henti	Begitu membahas sejarah, dia berbicara tanpa henti
淘汰	tersingkir	Tim ini tersingkir lebih awal
陶瓷	keramik	Jingdezhen terkenal dengan keramik
陶醉	terpesona	Penonton terpesona oleh musik
讨好	menjilat	Dia tidak mau sengaja menjilat atasan
特长	keahlian	Melukis adalah keahliannya
特定	tertentu	Tolong ajukan permohonan dalam waktu tertentu
特意	sengaja	Saya sengaja datang untuk berterima kasih kepadamu
提拔	mempromosikan	Perusahaan mempromosikannya menjadi kepala departemen
提炼	mengekstrak	Pabrik mengekstrak logam dari bijih
提示	meminta	Sistem akan meminta memasukkan kata sandi
提议	mengusulkan	Dia mengusulkan agar diskusi dilanjutkan besok
题材	tema	Tema film ini segar
体裁	genre	Novel dan puisi adalah genre yang berbeda
体积	volume	Kotak ini memiliki volume besar
体谅	memahami	Tolong pahami kesulitannya
体面	terhormat	Dia ingin mencari pekerjaan yang terhormat
体系	sistem	Perusahaan membangun sistem pelatihan yang lengkap
天才	jenius	Anak ini dianggap jenius musik
天赋	bakat	Dia memiliki bakat belajar bahasa
天伦之乐	kebahagiaan keluarga	Orang tua itu menikmati kebahagiaan keluarga
天然气	gas alam	Penduduk kota menggunakan gas alam untuk memasak
天生	alami	Dia secara alami sangat optimis
天堂	surga	Tempat ini seperti surga di dunia
天文	astronomi	Dia menyukai astronomi sejak kecil
田径	atletik	Sekolah mengadakan lomba atletik
田野	ladang	Ladang pada musim semi semuanya hijau
舔	menjilat	Anak anjing menjilat tangan pemiliknya
挑剔	pemilih	Dia sangat pemilih soal makanan
条款	klausul	Klausul kontrak perlu dibaca dengan teliti
条理	teratur	Ucapannya sangat teratur
条约	perjanjian	Kedua negara menandatangani perjanjian damai
调和	serasi	Kedua warna ini sangat serasi
调剂	menyeimbangkan	Olahraga dapat menyeimbangkan kehidupan yang tegang
调节	mengatur	AC dapat mengatur suhu dalam ruangan
调解	menengahi	Staf komunitas membantu menengahi perselisihan kedua pihak
调料	bumbu	Sup perlu ditambahkan sedikit bumbu
挑拨	mengadu domba	Jangan mengadu domba hubungan antar rekan kerja
挑衅	provokasi	Ucapan semacam ini mengandung provokasi yang jelas
跳跃	melompat	Atlet itu melompat tiga kali berturut-turut
亭子	paviliun	Di tepi danau ada sebuah paviliun kecil
停泊	berlabuh	Perahu nelayan berlabuh di teluk
停顿	jeda	Dia berhenti sejenak saat berbicara
停滞	mandek	Proyek mandek karena dana tidak cukup
挺拔	tegak	Pohon pinus tumbuh tinggi dan tegak
通货膨胀	inflasi	Inflasi mendorong naik biaya hidup
通缉	buron	Polisi sedang menetapkan tersangka ini sebagai buron
通俗	mudah dipahami	Bahasa buku ini sangat mudah dipahami
通讯	komunikasi	Teknologi komunikasi modern berkembang cepat
通用	universal	Jenis pengisi daya ini cukup universal
同胞	sesama warga	Sesama warga di luar negeri juga memperhatikan perkembangan kampung halaman
同志	kawan	Kawan senior itu membagikan pengalaman kerja
童话	dongeng	Anak itu suka mendengarkan dongeng sebelum tidur
铜	tembaga	Patung ini terbuat dari tembaga
统筹兼顾	merencanakan secara menyeluruh	Perencanaan kota harus merencanakan secara menyeluruh dan mempertimbangkan kepentingan semua pihak
统计	menghitung	Kita perlu menghitung jumlah pendaftar
统统	semua	Semua dokumen lama ini perlu diarsipkan
统治	memerintah	Dinasti ini memerintah selama tiga ratus tahun
投机	spekulasi	Dia mendapat sejumlah uang melalui spekulasi
投票	memilih	Warga akan ikut memilih besok
投诉	keluhan	Pelanggan mengajukan keluhan terhadap pedagang di platform
投降	menyerah	Pasukan musuh akhirnya memilih menyerah
投掷	melempar	Atlet berlatih melempar lembing
透露	mengungkap	Dia tidak mengungkap detail rapat
秃	botak	Dia sudah botak pada usia muda
突破	terobosan	Penelitian itu mencapai terobosan besar
图案	pola	Pola pada kain ini sangat indah
徒弟	magang	Sang guru sedang mengajari murid magang memperbaiki jam
涂抹	mengoleskan	Tolong oleskan salep di sekitar luka
途径	saluran	Internet adalah saluran penting untuk mendapatkan informasi
土壤	tanah	Tanah subur cocok untuk menanam sayuran
团结	bersatu	Tim harus bersatu dan bekerja sama
团体	kelompok	Kelompok ini rutin mengadakan kegiatan
团圆	reuni	Festival Musim Semi adalah waktu reuni keluarga
推测	menduga	Para ahli menduga harga masih akan naik
推翻	menggulingkan	Rakyat menggulingkan sistem lama
推理	penalaran	Novel ini penuh alur penalaran
推论	kesimpulan	Kesimpulan ini masih membutuhkan dukungan bukti
推销	memasarkan	Dia bertanggung jawab memasarkan produk baru
吞吞吐吐	terbata-bata	Dia terbata-bata saat menjawab pertanyaan
托运	menitipkan bagasi	Penumpang dapat menitipkan bagasi di konter
拖延	menunda	Jangan lagi menunda waktu pembayaran
脱离	terpisah	Teori tidak boleh terpisah dari kenyataan
妥当	tepat	Pengaturan ini sangat tepat
妥善	dengan baik	Tolong simpan dokumen penting dengan baik
妥协	kompromi	Kedua pihak akhirnya mencapai kompromi
椭圆	elips	Orbit bumi mendekati bentuk elips
唾弃	menolak	Masyarakat menolak tindakan penipuan seperti ini
哇	wah	Wah, jembatan ini benar-benar megah
挖掘	menggali	Tim arkeologi sedang menggali makam kuno
娃娃	boneka	Gadis kecil itu memegang sebuah boneka
瓦解	runtuh	Konflik internal membuat aliansi itu runtuh
歪曲	memutarbalikkan	Laporan tidak seharusnya memutarbalikkan fakta
外表	penampilan luar	Jangan menilai orang hanya dari penampilan luar
外行	awam	Saya benar-benar awam dalam hal hukum
外界	dunia luar	Perusahaan jarang menanggapi kritik dari dunia luar
外向	ekstrover	Dia berkepribadian ekstrover dan punya banyak teman
丸	pil	Dokter meresepkan beberapa pil untuknya
完备	lengkap	Kumpulan bahan ini sangat lengkap
完毕	selesai	Rapat sudah selesai
玩弄	mempermainkan	Jangan mempermainkan perasaan orang lain
玩意儿	benda	Benda baru apa ini
顽固	keras kepala	Sikapnya sangat keras kepala
顽强	tangguh	Orang yang terluka itu menunjukkan ketangguhan besar
惋惜	menyesal	Semua orang menyesalkan kegagalan itu
挽回	memulihkan	Dia berusaha keras memulihkan kerugian perusahaan
挽救	menyelamatkan	Dokter berhasil menyelamatkan nyawa pasien
万分	sangat	Saya sangat berterima kasih atas bantuanmu
往常	biasanya	Hari ini lebih panas daripada biasanya
往事	masa lalu	Orang tua itu sering mengenang masa lalu
