hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
3341:药物	药物	药物	lék; léčivo	Tento lék se nesmí brát nalačno.	liek; liečivo	Tento liek sa nesmie užívať nalačno.	gyógyszer	Ezt a gyógyszert nem szabad éhgyomorra bevenni.	medicament; drog	Acest medicament nu se ia pe stomacul gol.	лекарство; медикамент	Това лекарство не бива да се приема на гладно.	lijek; medikament	Ovaj se lijek ne smije uzimati natašte.
3342:夜间	夜间	夜间	noční doba; v noci	Při řízení v noci buďte zvlášť opatrní.	nočný čas; v noci	Pri jazde v noci buďte obzvlášť opatrní.	éjszaka; éjszakai idő	Éjszakai vezetéskor különösen óvatosnak kell lenni.	pe timp de noapte; noaptea	Fiți deosebit de atenți când conduceți noaptea.	нощно време	При шофиране нощем трябва да сте особено внимателни.	noću; noćno vrijeme	Pri vožnji noću treba biti posebno oprezan.
3343:夜市	夜市	夜市	noční trh	Tato ulice se večer promění v noční trh.	nočný trh	Táto ulica sa večer zmení na nočný trh.	éjszakai piac	Ez az utca este éjszakai piaccá változik.	piață de noapte	Această stradă seara se transformă într-o piață de noapte.	нощен пазар	Вечер тази улица се превръща в нощен пазар.	noćna tržnica	Ova se ulica navečer pretvara u noćnu tržnicu.
3348:医疗	医疗	医疗	zdravotní péče; léčba	Komunitní zdravotní služby jsou čím dál pohodlnější.	zdravotná starostlivosť; liečba	Komunitné zdravotné služby sú čoraz pohodlnejšie.	egészségügyi ellátás; gyógykezelés	A közösségi egészségügyi szolgáltatások egyre kényelmesebbek.	asistență medicală; tratament medical	Serviciile medicale comunitare devin tot mai convenabile.	медицинско обслужване; лечение	Общностните медицински услуги стават все по-удобни.	zdravstvena skrb; liječenje	Zdravstvene usluge u zajednici postaju sve dostupnije.
3350:医学	医学	医学	medicína; lékařská věda	Na univerzitě studovala medicínu.	medicína; lekárska veda	Na univerzite študovala medicínu.	orvostudomány	Az egyetemen orvostudományt tanult.	medicină; știință medicală	Ea a studiat medicina la universitate.	медицина; медицинска наука	В университета тя учи медицина.	medicina; medicinska znanost	Na sveučilištu je studirala medicinu.
3351:移	移	移	přesunout; posunout	Posuňte prosím stůl trochu doleva.	presunúť; posunúť	Prosím, posuňte stôl trochu doľava.	elmozdít; áthelyez	Kérem, tolja az asztalt egy kicsit balra.	a muta; a deplasa	Vă rog să mutați masa puțin spre stânga.	премествам; местя	Моля, преместете масата малко наляво.	pomaknuti; premjestiti	Molim vas, pomaknite stol malo ulijevo.
3352:一次性	一次性	一次性	jednorázový	Restaurace už neposkytuje jednorázové hůlky.	jednorazový	Reštaurácia už neposkytuje jednorazové paličky.	egyszer használatos; egyszeri	Az étterem már nem ad egyszer használatos evőpálcikákat.	de unică folosință; o singură dată	Restaurantul nu mai oferă bețișoare de unică folosință.	еднократен	Ресторантът вече не предлага клечки за еднократна употреба.	jednokratan; za jednokratnu uporabu	Restoran više ne nudi jednokratne štapiće.
3353:一代	一代	一代	generace	Tato mladá generace si více cení ochrany životního prostředí.	generácia	Táto mladá generácia si viac cení ochranu životného prostredia.	nemzedék; generáció	Ez a fiatal generáció jobban értékeli a környezetvédelmet.	generație	Această generație de tineri pune mai mult preț pe protecția mediului.	поколение	Това младо поколение цени повече опазването на околната среда.	generacija	Ova generacija mladih više cijeni zaštitu okoliša.
3357:一路	一路	一路	celou cestu; po celou dobu	Běžel celou cestu až na nádraží.	celú cestu; po celý čas	Bežal celú cestu až na stanicu.	végig; egész úton	Végig futott az állomásig.	tot drumul; pe tot parcursul	A alergat tot drumul până la gară.	през целия път; докрай	Той тича през целия път до гарата.	cijelim putem; tijekom cijelog puta	Trčao je cijelim putem do stanice.
3358:一路顺风	一路顺风	一路顺风	šťastnou cestu	Než můj přítel odjel, popřál jsem mu šťastnou cestu.	šťastnú cestu	Pred odchodom som priateľovi zaželal šťastnú cestu.	jó utat	Mielőtt a barátom elindult, jó utat kívántam neki.	drum bun	Înainte ca prietenul meu să plece, i-am urat drum bun.	на добър път	Преди приятелят ми да тръгне, му пожелах на добър път.	sretan put	Prije nego što je prijatelj krenuo, poželio sam mu sretan put.
3372:音量	音量	音量	hlasitost	Ztlumte prosím trochu televizi.	hlasitosť	Prosím, trochu stíšte televízor.	hangerő	Kérem, halkítsa le egy kicsit a tévét.	volum sonor	Vă rog să dați televizorul puțin mai încet.	сила на звука	Моля, намалете малко звука на телевизора.	glasnoća	Molim vas, malo stišajte televizor.
3374:引进	引进	引进	zavést; přivést	Škola zavedla nové výukové vybavení.	zaviesť; priviesť	Škola zaviedla nové vyučovacie vybavenie.	bevezet; behoz	Az iskola új oktatási eszközöket vezetett be.	a introduce; a aduce	Școala a introdus echipamente didactice noi.	въвеждам; внасям	Училището въведе ново учебно оборудване.	uvesti; dovesti	Škola je uvela novu nastavnu opremu.
3377:应当	应当	应当	měl by; náležet	Studenti by měli dokončit domácí úkol včas.	mal by; patrí sa	Študenti by mali dokončiť domáce úlohy načas.	kellene; köteles	A diákoknak időben el kell készíteniük a házi feladatot.	ar trebui; se cuvine	Elevii ar trebui să își termine temele la timp.	трябва; редно е	Учениците трябва да завършват домашните си навреме.	trebati; valjalo bi	Učenici trebaju završiti domaću zadaću na vrijeme.
3378:迎	迎	迎	vítat; vyjít vstříc	Všichni stáli u vchodu a vítali hosty.	vítať; ísť naproti	Všetci stáli pri vchode a vítali hostí.	fogad; üdvözöl	Mindenki a bejáratnál állt és fogadta a vendégeket.	a întâmpina; a primi	Toți stăteau la intrare ca să întâmpine oaspeții.	посрещам	Всички стояха на входа, за да посрещнат гостите.	dočekati; pozdraviti	Svi su stajali na ulazu kako bi dočekali goste.
3382:影片	影片	影片	film	Tento film získal dobré recenze.	film	Tento film získal dobré recenzie.	film	Ez a film jó kritikákat kapott.	film	Acest film a primit recenzii bune.	филм	Този филм получи добри отзиви.	film	Ovaj je film dobio dobre kritike.
3383:影视	影视	影视	film a televize	Pracuje ve filmovém a televizním průmyslu.	film a televízia	Pracuje vo filmovom a televíznom priemysle.	film és televízió	A film- és televíziós iparban dolgozik.	film și televiziune	El lucrează în industria de film și televiziune.	кино и телевизия	Той работи в кино- и телевизионната индустрия.	film i televizija	Radi u filmskoj i televizijskoj industriji.
3385:应对	应对	应对	reagovat na; vypořádat se s	Firma reaguje na nové změny na trhu.	reagovať na; vyrovnať sa s	Firma reaguje na nové zmeny na trhu.	reagál; kezel	A vállalat reagál az új piaci változásokra.	a răspunde la; a gestiona	Compania răspunde la noile schimbări ale pieței.	реагирам на; справям се с	Компанията реагира на новите промени на пазара.	odgovoriti na; nositi se s	Tvrtka odgovara na nove tržišne promjene.
3391:用法	用法	用法	použití; způsob užití	Učitel vysvětlil použití tohoto slova.	použitie; spôsob používania	Učiteľ vysvetlil použitie tohto slova.	használat; használati mód	A tanár elmagyarázta ennek a szónak a használatát.	utilizare; mod de folosire	Profesorul a explicat utilizarea acestui cuvânt.	употреба; начин на използване	Учителят обясни употребата на тази дума.	uporaba; način korištenja	Učitelj je objasnio uporabu ove riječi.
3393:用力	用力	用力	použít sílu; silou	Dveře jsou těžké a je třeba silou zatlačit.	použiť silu; silno	Dvere sú ťažké a treba ich silno potlačiť.	erőt használ; erősen	Az ajtó nehéz, erővel kell tolni.	a folosi forță	Ușa este grea și trebuie împinsă cu forță.	използвам сила	Вратата е тежка и трябва да се бутне със сила.	upotrijebiti silu	Vrata su teška i treba ih gurnuti snažno.
3394:用品	用品	用品	potřeby; předměty k použití	Cestovní potřeby už jsou v kufru.	potreby; predmety na používanie	Cestovné potreby už sú v kufri.	kellékek; használati cikkek	Az utazási kellékek már a bőröndben vannak.	articole; lucruri de folosință	Articolele de călătorie au fost deja puse în valiză.	принадлежности; вещи за употреба	Принадлежностите за пътуване вече са сложени в куфара.	potrepštine; uporabni predmeti	Putne potrepštine već su stavljene u kovčeg.
3398:优良	优良	优良	výborný; kvalitní	Tato odrůda má výborné vlastnosti.	výborný; kvalitný	Táto odroda má výborné vlastnosti.	kiváló; jó minőségű	Ennek a fajtának kiváló tulajdonságai vannak.	excelent; de calitate	Acest soi are caracteristici excelente.	отличен; висококачествен	Този сорт има отлични качества.	odličan; kvalitetan	Ova sorta ima izvrsna svojstva.
3401:优质	优质	优质	kvalitní; vysoce kvalitní	Tento obchod poskytuje kvalitní služby.	kvalitný; vysoko kvalitný	Tento obchod poskytuje kvalitné služby.	jó minőségű; kiváló minőségű	Ez az üzlet jó minőségű szolgáltatást nyújt.	de înaltă calitate	Acest magazin oferă servicii de calitate.	висококачествен	Този магазин предлага висококачествено обслужване.	visokokvalitetan	Ova trgovina pruža kvalitetnu uslugu.
3402:由此	由此	由此	z toho; proto	Z toho je vidět, že plán je třeba upravit.	z toho; preto	Z toho vidno, že plán treba upraviť.	ebből; ezért	Ebből látható, hogy a tervet módosítani kell.	de aici; prin urmare	De aici se vede că planul trebuie ajustat.	оттук; следователно	От това се вижда, че планът трябва да се коригира.	iz toga; stoga	Iz toga se vidi da plan treba prilagoditi.
3403:邮寄	邮寄	邮寄	poslat poštou	Dokumenty jsem poslal klientovi poštou.	poslať poštou	Dokumenty som poslal klientovi poštou.	postán küld	A dokumentumokat postán elküldtem az ügyfélnek.	a trimite prin poștă	Am trimis documentele clientului prin poștă.	изпращам по пощата	Изпратих документите на клиента по пощата.	poslati poštom	Dokumente sam poslao klijentu poštom.
3406:邮票	邮票	邮票	poštovní známka	Na obálce je nalepená poštovní známka.	poštová známka	Na obálke je nalepená poštová známka.	bélyeg	A borítékon van egy bélyeg.	timbru poștal	Pe plic este lipit un timbru.	пощенска марка	На плика е залепена пощенска марка.	poštanska marka	Na omotnici je nalijepljena poštanska marka.
3407:油条	油条	油条	smažená tyčinka z těsta	Smažené tyčinky z těsta v jídelně se snídaněmi jsou velmi oblíbené.	vyprážaná tyčinka z cesta	Vyprážané tyčinky z cesta v raňajkárni sú veľmi obľúbené.	olajban sült tésztarúd	A reggelizőben nagyon népszerűek az olajban sült tésztarudak.	baton de aluat prăjit	Batoanele de aluat prăjit de la localul de mic dejun sunt foarte populare.	пържена тестена пръчица	Пържените тестени пръчици в закусвалнята са много популярни.	prženi štapić od tijesta	Prženi štapići od tijesta u zalogajnici za doručak vrlo su popularni.
3409:有害	有害	有害	škodlivý	Tento plyn je škodlivý pro lidské tělo.	škodlivý	Tento plyn je škodlivý pre ľudské telo.	káros	Ez a gáz káros az emberi szervezetre.	dăunător	Acest gaz este dăunător pentru corpul uman.	вреден	Този газ е вреден за човешкото тяло.	štetan	Ovaj je plin štetan za ljudsko tijelo.
3410:有力	有力	有力	silný; účinný	Je to účinné podpůrné opatření.	silný; účinný	Je to účinné podporné opatrenie.	erős; hatékony	Ez erős támogató intézkedés.	puternic; eficient	Aceasta este o măsură puternică de sprijin.	силен; ефективен	Това е силна мярка за подкрепа.	snažan; učinkovit	Ovo je snažna mjera potpore.
3412:有限	有限	有限	omezený	Náš čas je omezený.	obmedzený	Náš čas je obmedzený.	korlátozott; véges	Az időnk korlátozott.	limitat	Timpul nostru este limitat.	ограничен	Времето ни е ограничено.	ograničen	Naše vrijeme je ograničeno.
3413:有益	有益	有益	prospěšný	Čtení je prospěšné pro učení jazyků.	prospešný	Čítanie je prospešné pri učení jazykov.	hasznos; jótékony	Az olvasás hasznos a nyelvtanuláshoz.	benefic; util	Cititul este benefic pentru învățarea limbilor.	полезен	Четенето е полезно за изучаването на езици.	koristan; blagotvoran	Čitanje je korisno za učenje jezika.
3414:有助于	有助于	有助于	pomáhat; přispívat k	Dostatek spánku pomáhá obnovit fyzickou sílu.	pomáhať; prispievať k	Dostatok spánku pomáha obnoviť fyzickú silu.	segít; hozzájárul	Az elegendő alvás segít visszanyerni a fizikai erőt.	a ajuta; a contribui la	Somnul suficient ajută la refacerea forței fizice.	помагам; допринасям за	Достатъчният сън помага за възстановяване на физическите сили.	pomoći; pridonijeti	Dovoljno sna pomaže obnoviti tjelesnu snagu.
3418:雨水	雨水	雨水	dešťová voda	Dešťová voda stékala po střeše.	dažďová voda	Dažďová voda stekala po streche.	esővíz	Az esővíz lefolyt a tetőn.	apă de ploaie	Apa de ploaie s-a scurs de-a lungul acoperișului.	дъждовна вода	Дъждовната вода се стичаше по покрива.	kišnica	Kišnica je tekla niz krov.
3419:语文	语文	语文	čínština; jazyková výchova	Jeho známky z čínštiny byly vždy dobré.	čínština; jazyková výchova	Jeho známky z čínštiny boli vždy dobré.	kínai nyelv; nyelvtan	A kínai nyelvi jegyei mindig jók voltak.	limba chineză; arte lingvistice	Notele lui la limba chineză au fost mereu bune.	китайски език; езикова грамотност	Оценките му по китайски език винаги са били добри.	kineski jezik; jezična nastava	Njegove ocjene iz kineskog uvijek su bile dobre.
3420:语音	语音	语音	řečový zvuk; hlas	Tento software dokáže rozpoznávat řeč.	rečový zvuk; hlas	Tento softvér dokáže rozpoznávať reč.	beszédhang; hang	Ez a szoftver képes felismerni a beszédet.	sunet al vorbirii; voce	Acest software poate recunoaște vorbirea.	говорен звук; глас	Този софтуер може да разпознава реч.	govorni zvuk; glas	Ovaj softver može prepoznati govor.
3422:预测	预测	预测	předpovědět; prognózovat	Odborníci předpovídají, že příští rok ceny porostou.	predpovedať; prognózovať	Odborníci predpovedajú, že ceny budú budúci rok rásť.	előre jelez; jósol	A szakértők azt jósolják, hogy jövőre emelkednek az árak.	a prezice; a prognoza	Experții prezic că prețurile vor crește anul viitor.	предвиждам; прогнозирам	Експертите прогнозират, че цените ще се повишат догодина.	predvidjeti; prognozirati	Stručnjaci predviđaju da će cijene porasti sljedeće godine.
3425:预计	预计	预计	odhadovat; očekávat	Očekává se, že projekt bude dokončen do konce roku.	odhadovať; očakávať	Očakáva sa, že projekt bude dokončený do konca roka.	becsül; várható	A projekt várhatóan az év végére készül el.	a estima; a se aștepta	Se estimează că proiectul va fi finalizat până la sfârșitul anului.	очаквам; предвиждам	Очаква се проектът да бъде завършен до края на годината.	procijeniti; očekivati	Očekuje se da će projekt biti dovršen do kraja godine.
3427:预约	预约	预约	objednat se; rezervovat termín	Před návštěvou ambulance je nejlepší se objednat.	objednať sa; rezervovať termín	Pred návštevou ambulancie je najlepšie sa objednať.	időpontot foglal	A rendelés felkeresése előtt érdemes időpontot foglalni.	a face programare	Este bine să faceți o programare înainte de a merge la ambulatoriu.	записвам час	Най-добре е да си запишете час преди преглед в поликлиниката.	naručiti se; rezervirati termin	Prije odlaska u ambulantu najbolje je naručiti se.
3428:原	原	原	původní; bývalý	Postupujte prosím podle původního plánu.	pôvodný; bývalý	Prosím, postupujte podľa pôvodného plánu.	eredeti; korábbi	Kérem, az eredeti terv szerint haladjon.	original; fost	Vă rugăm să procedați conform planului inițial.	първоначален; бивш	Моля, действайте според първоначалния план.	izvorni; bivši	Molim vas, postupite prema izvornom planu.
3430:原有	原有	原有	původní; stávající	Nový systém zachoval původní funkce.	pôvodný; existujúci	Nový systém zachoval pôvodné funkcie.	eredeti; meglévő	Az új rendszer megtartotta az eredeti funkciókat.	original; existent	Noul sistem a păstrat funcțiile originale.	първоначален; съществуващ	Новата система запази първоначалните функции.	izvorni; postojeći	Novi sustav zadržao je izvorne funkcije.
3434:愿	愿	愿	být ochoten; přát si	Rád se se všemi podělím o zkušenosti.	byť ochotný; priať si	Rád sa so všetkými podelím o skúsenosti.	hajlandó; kíván	Szívesen megosztom a tapasztalataimat mindenkivel.	a fi dispus; a dori	Sunt dispus să împărtășesc experiența mea cu toți.	желая; готов съм	Готов съм да споделя опита си с всички.	biti voljan; željeti	Spreman sam podijeliti svoje iskustvo sa svima.
3436:约定	约定	约定	dohoda; domluvit	Domluvili jsme se, že se zítra dopoledne setkáme.	dohoda; dohodnúť	Dohodli sme sa, že sa stretneme zajtra dopoludnia.	megállapodás; megbeszél	Megállapodtunk, hogy holnap délelőtt találkozunk.	acord; a stabili	Am stabilit să ne întâlnim mâine dimineață.	уговорка; договарям се	Уговорихме се да се срещнем утре сутрин.	dogovor; dogovoriti	Dogovorili smo se da se sutra prije podne nađemo.
3437:运	运	运	přepravovat; převézt	Řidič přepravil zboží do skladu.	prepravovať; odviezť	Vodič previezol tovar do skladu.	szállít; mozgat	A sofőr az árut a raktárba szállította.	a transporta; a muta	Șoferul a transportat mărfurile la depozit.	превозвам; пренасям	Шофьорът превози стоките до склада.	prevesti; transportirati	Vozač je prevezao robu u skladište.
3438:运费	运费	运费	přepravné; poštovné	Přepravné za toto zboží je deset jüanů.	prepravné; poštovné	Prepravné za tento tovar je desať jüanov.	szállítási díj	Ennek a terméknek a szállítási díja tíz jüan.	taxă de transport; cost de expediere	Taxa de transport pentru acest articol este zece yuani.	такса за доставка	Доставката на тази стока струва десет юана.	trošak dostave; poštarina	Trošak dostave za ovaj proizvod je deset juana.
3442:在场	在场	在场	být přítomen	Když se nehoda stala, byl také přítomen.	byť prítomný	Keď sa nehoda stala, bol tiež prítomný.	jelen van	Amikor a baleset történt, ő is jelen volt.	a fi prezent	Când s-a întâmplat accidentul, el era și el prezent.	присъствам	Когато стана инцидентът, той също присъстваше.	biti prisutan	Kad se nesreća dogodila, i on je bio prisutan.
3444:在内	在内	在内	včetně	Poplatek zahrnuje ubytování.	vrátane	Poplatok zahŕňa aj ubytovanie.	beleértve	A díj tartalmazza a szállást is.	inclusiv	Taxa include și cazarea.	включително	Таксата включва и настаняване.	uključujući	Naknada uključuje i smještaj.
3445:在线	在线	在线	online; na internetu	Studenti mohou odevzdávat úkoly online.	online; na internete	Študenti môžu odovzdávať úlohy online.	online; interneten	A diákok online adhatják be a házi feladatot.	pe internet; online	Elevii pot trimite temele online.	онлайн	Учениците могат да предават домашните си онлайн.	online; na internetu	Učenici mogu predati domaću zadaću online.
3448:糟	糟	糟	špatný; hrozný	Dnešní dopravní situace je hrozná.	zlý; hrozný	Dnešná dopravná situácia je hrozná.	rossz; szörnyű	A mai közlekedési helyzet nagyon rossz.	rău; groaznic	Situația traficului de astăzi este groaznică.	лош; ужасен	Днес пътната обстановка е ужасна.	loš; grozan	Današnja prometna situacija je grozna.
3450:早期	早期	早期	rané období; počáteční fáze	V počáteční fázi projekt narazil na mnoho potíží.	rané obdobie; počiatočná fáza	V počiatočnej fáze projekt narazil na veľa ťažkostí.	korai szakasz; korai időszak	A projekt korai szakaszában sok nehézség adódott.	etapă timpurie; perioadă de început	Proiectul a întâmpinat multe dificultăți în etapa de început.	ранен етап; ранен период	В ранния етап проектът срещна доста трудности.	rana faza; rano razdoblje	Projekt je u ranoj fazi naišao na mnogo poteškoća.
3451:早晚	早晚	早晚	dříve či později; ráno a večer	Pokud vytrváte, dříve či později uvidíte výsledky.	skôr či neskôr; ráno a večer	Ak vytrváte, skôr či neskôr uvidíte výsledky.	előbb-utóbb; reggel és este	Ha kitartasz, előbb-utóbb látni fogod az eredményt.	mai devreme sau mai târziu; dimineața și seara	Dacă perseverezi, mai devreme sau mai târziu vei vedea rezultate.	рано или късно; сутрин и вечер	Ако постоянстваш, рано или късно ще видиш резултат.	prije ili kasnije; ujutro i navečer	Ako ustraješ, prije ili kasnije vidjet ćeš rezultat.
3452:早已	早已	早已	už dávno	Všichni tu zprávu vědí už dávno.	už dávno	Všetci tú správu vedia už dávno.	már régóta	Ezt a hírt már régóta mindenki tudja.	de mult; deja	Toată lumea știe această veste de mult.	отдавна; вече	Всички отдавна знаят тази новина.	odavno; već	Svi već odavno znaju ovu vijest.
3453:造	造	造	vyrobit; postavit	Dělníci staví nový most.	vyrobiť; postaviť	Robotníci stavajú nový most.	készít; épít	A munkások új hidat építenek.	a face; a construi	Muncitorii construiesc un pod nou.	правя; строя	Работниците строят нов мост.	napraviti; graditi	Radnici grade novi most.
3455:增	增	增	zvýšit se; přibýt	Příjem firmy se letos výrazně zvýšil.	zvýšiť sa; pribudnúť	Príjem firmy sa tento rok výrazne zvýšil.	nő; növel	A vállalat bevétele idén jelentősen nőtt.	a crește	Veniturile companiei au crescut destul de mult anul acesta.	увеличавам се	Приходите на компанията тази година значително се увеличиха.	povećati se	Prihod tvrtke ove se godine znatno povećao.
3456:增进	增进	增进	prohloubit; zlepšit	Komunikace může prohloubit vzájemné porozumění.	prehĺbiť; zlepšiť	Komunikácia môže prehĺbiť vzájomné porozumenie.	fokoz; javít	A kommunikáció javíthatja az egymás megértését.	a spori; a îmbunătăți	Comunicarea poate spori înțelegerea reciprocă.	задълбочавам; подобрявам	Общуването може да подобри взаимното разбиране.	unaprijediti; poboljšati	Komunikacija može unaprijediti međusobno razumijevanje.
3457:增强	增强	增强	posílit; zesílit	Cvičení může posílit fyzickou sílu.	posilniť; zosilniť	Cvičenie môže posilniť fyzickú silu.	erősít; fokoz	A testmozgás erősítheti a fizikai erőt.	a întări; a spori	Exercițiile pot întări forța fizică.	засилвам; укрепвам	Упражненията могат да укрепят физическата сила.	ojačati; povećati	Vježbanje može ojačati tjelesnu snagu.
3458:赠	赠	赠	darovat	Škola darovala studentům várku knih.	darovať	Škola darovala študentom balík kníh.	ajándékba ad	Az iskola egy csomó könyvet ajándékozott a diákoknak.	a dărui; a oferi cadou	Școala le-a dăruit elevilor un lot de cărți.	подарявам	Училището подари на учениците група книги.	darovati	Škola je učenicima darovala komplet knjiga.
3460:炸	炸	炸	smažit ve velkém množství oleje; vybuchnout	Tento druh placky je třeba smažit v oleji.	vyprážať; vybuchnúť	Tento druh placky treba vyprážať v oleji.	bő olajban süt; felrobban	Ezt a fajta lepényt olajban kell kisütni.	a prăji în baie de ulei; a exploda	Acest tip de turtă trebuie prăjit în ulei.	пържа в много олио; взривявам се	Този вид питка трябва да се пържи в олио.	pržiti u dubokom ulju; eksplodirati	Ovu vrstu pogačice treba pržiti u ulju.
3463:展出	展出	展出	vystavovat; předvést	Muzeum vystavuje tradiční čínské malby.	vystavovať; ukazovať	Múzeum vystavuje tradičné čínske maľby.	kiállít; bemutat	A múzeum hagyományos kínai festményeket állít ki.	a expune; a prezenta	Muzeul expune picturi tradiționale chinezești.	излагам; показвам	Музеят излага традиционни китайски картини.	izložiti; prikazati	Muzej izlaže tradicionalne kineske slike.
3469:站台	站台	站台	nástupiště	Cestující čekají na nástupišti.	nástupište	Cestujúci čakajú na nástupišti.	peron; állomási platform	Az utasok a peronon várnak.	peron	Pasagerii așteaptă pe peron.	перон; платформа	Пътниците чакат на перона.	peron; platforma	Putnici čekaju na peronu.
3472:涨价	涨价	涨价	zdražit; zvýšení cen	Tato restaurace nedávno zdražila.	zdražieť; zvýšenie cien	Táto reštaurácia nedávno zdražela.	árat emel; drágulás	Ez az étterem mostanában árat emelt.	a scumpi; creștere de preț	Restaurantul acesta a mărit prețurile recent.	поскъпвам; вдигам цените	Този ресторант наскоро повиши цените.	poskupjeti; povećanje cijena	Ovaj je restoran nedavno povisio cijene.
3473:掌声	掌声	掌声	potlesk	Po skončení představení zazněl bouřlivý potlesk.	potlesk	Po skončení predstavenia zaznel búrlivý potlesk.	taps	Az előadás végén lelkes taps hangzott fel.	aplauze	După terminarea spectacolului, aplauzele au fost puternice.	аплодисменти	След края на представлението аплодисментите бяха бурни.	pljesak	Nakon završetka predstave čuo se snažan pljesak.
3475:账号	账号	账号	účet; číslo účtu	Neříkejte prosím svůj účet jiným lidem.	účet; číslo účtu	Prosím, nehovorte svoje konto iným ľuďom.	fiók; számlaszám	Kérjük, ne adja meg a fiókját másoknak.	cont; număr de cont	Vă rugăm să nu spuneți contul altor persoane.	акаунт; номер на сметка	Моля, не казвайте акаунта си на други хора.	račun; broj računa	Molimo nemojte govoriti svoj račun drugima.
3479:折扣	折扣	折扣	sleva	Na tento kus oblečení je dvacetiprocentní sleva.	zľava	Na tento kus oblečenia je dvadsaťpercentná zľava.	kedvezmény; árengedmény	Erre a ruhadarabra húszszázalékos kedvezmény van.	reducere	Această haină are o reducere de douăzeci la sută.	отстъпка	Тази дреха има двадесет процента отстъпка.	popust	Ovaj odjevni predmet ima popust od dvadeset posto.
3481:真诚	真诚	真诚	upřímný	Jeho omluva byla velmi upřímná.	úprimný	Jeho ospravedlnenie bolo veľmi úprimné.	őszinte	A bocsánatkérése nagyon őszinte volt.	sincer	Scuzele lui au fost foarte sincere.	искрен	Извинението му беше много искрено.	iskren	Njegova isprika bila je vrlo iskrena.
3488:争	争	争	bojovat o; soutěžit	Oba týmy bojují o titul.	bojovať o; súťažiť	Oba tímy bojujú o titul.	küzd; verseng	Mindkét csapat a bajnoki címért küzd.	a lupta pentru; a concura	Ambele echipe concurează pentru campionat.	боря се за; състезавам се	И двата отбора се борят за шампионската титла.	boriti se za; natjecati se	Obje ekipe se bore za prvenstvo.
3492:整整	整整	整整	celých; plných	Čekal celé dvě hodiny.	celých; plných	Čakal celé dve hodiny.	teljes; egész	Teljes két órát várt.	întreg; complet	A așteptat două ore întregi.	цели; пълни	Той чака цели два часа.	punih; cijelih	Čekao je puna dva sata.
3496:正如	正如	正如	právě jak; stejně jako	Přesně jak řekl učitel, cvičení je důležité.	práve ako; tak ako	Presne ako povedal učiteľ, cvičenie je dôležité.	éppen úgy, ahogy	Ahogy a tanár mondta, a gyakorlás fontos.	exact cum; la fel ca	Exact cum a spus profesorul, practica este importantă.	точно както	Точно както каза учителят, упражнението е важно.	upravo kao; baš kao	Kao što je učitelj rekao, vježba je važna.
3500:知名	知名	知名	známý; proslulý	Je to známý podnik.	známy; preslávený	Je to známy podnik.	ismert; neves	Ez egy ismert vállalat.	cunoscut; renumit	Aceasta este o companie cunoscută.	известен; познат	Това е известна компания.	poznat; ugledan	To je poznata tvrtka.
3503:职场	职场	职场	pracoviště; pracovní prostředí	Nováčci vstupující do pracovního prostředí se musí naučit mnoho věcí.	pracovisko; pracovné prostredie	Nováčikovia vstupujúci do pracovného prostredia sa musia veľa naučiť.	munkahely; munka világa	A munka világába belépő újoncoknak sok mindent kell megtanulniuk.	loc de muncă; mediul profesional	Noii veniți care intră în mediul profesional trebuie să învețe multe lucruri.	работно място; професионална среда	Новите хора, които влизат в професионалната среда, трябва да научат много неща.	radno mjesto; poslovno okruženje	Novaci koji ulaze u poslovno okruženje moraju naučiti mnogo toga.
3504:职工	职工	职工	zaměstnanec; pracovník	Továrna má tři sta zaměstnanců.	zamestnanec; pracovník	Továreň má tristo zamestnancov.	alkalmazott; dolgozó	A gyárnak háromszáz dolgozója van.	angajat; personal	Fabrica are trei sute de angajați.	служител; работник	Фабриката има триста работници.	zaposlenik; radnik	Tvornica ima tristo zaposlenika.
3506:止	止	止	zastavit; končit	Akce končí ve 21 hodin.	zastaviť; končiť	Podujatie sa končí o deviatej večer.	megáll; véget ér	A program este kilenckor ér véget.	a opri; a se încheia	Activitatea se încheie la ora nouă seara.	спирам; приключвам	Събитието приключва в девет вечерта.	zaustaviti; završiti	Aktivnost završava u devet navečer.
3508:至	至	至	do; až do	Otevírací doba je od pondělí do pátku.	do; až do	Otváracie hodiny sú od pondelka do piatka.	-ig; tól-ig	A nyitvatartás hétfőtől péntekig tart.	până la; spre	Programul este de luni până vineri.	до; към	Работното време е от понеделник до петък.	do; sve do	Radno vrijeme je od ponedjeljka do petka.
3509:治	治	治	léčit; vládnout	Lékař řekl, že tuto nemoc lze léčit.	liečiť; vládnuť	Lekár povedal, že táto choroba sa dá liečiť.	kezel; kormányoz	Az orvos azt mondta, hogy ez a betegség kezelhető.	a trata; a guverna	Medicul a spus că această boală poate fi tratată.	лекувам; управлявам	Лекарят каза, че тази болест може да се лекува.	liječiti; vladati	Liječnik je rekao da se ova bolest može liječiti.
