hsk_key	source_word	simplified	SR	example_SR	SL	example_SL	LT	example_LT	LV	example_LV	ET	example_ET	IS	example_IS
1587:青年	青年	青年	mlada osoba; omladina	Mnogi mladi vole ovaj sport.	mlad človek; mladina	Veliko mladih ima rado ta šport.	jaunuolis; jaunimas	Daug jaunuolių mėgsta šį sportą.	jaunietis; jaunatne	Daudzi jaunieši iecienījuši šo sporta veidu.	noor inimene; noorus	Paljudele noortele meeldib see spordiala.	ungmenni; ungt fólk	Mörgum ungmennum líkar þessi íþrótt.
1591:球队	球队	球队	sportska ekipa	Ova ekipa ima mnogo novih članova.	športna ekipa	Ta ekipa ima veliko novih članov.	sporto komanda	Ši komanda turi daug naujų narių.	sporta komanda	Šajā komandā ir daudz jaunu dalībnieku.	spordimeeskond	Selles meeskonnas on palju uusi liikmeid.	íþróttalið	Þetta lið hefur marga nýja liðsmenn.
1593:区	区	区	okrug; područje	U ovom okrugu ima mnogo škola.	okrožje; območje	V tem okrožju je veliko šol.	rajonas; sritis	Šiame rajone yra daug mokyklų.	rajons; zona	Šajā rajonā ir daudz skolu.	piirkond	Selles piirkonnas on palju koole.	hverfi; svæði	Það eru margir skólar í þessu hverfi.
1596:取得	取得	取得	postići; steći	Postigao je dobre rezultate.	doseči; pridobiti	Dosegel je dobre rezultate.	pasiekti; įgyti	Jis pasiekė gerų rezultatų.	sasniegt; iegūt	Viņš sasniedza labus rezultātus.	saavutama	Ta saavutas häid tulemusi.	ná; öðlast	Hann náði góðum árangri.
1598:全	全	全	ceo; sav	Ceo razred je učestvovao u takmičenju.	cel; ves	Ves razred je sodeloval na tekmovanju.	visas	Visas klasės kolektyvas dalyvavo varžybose.	viss	Visa klase piedalījās sacensībās.	kogu; kõik	Kogu klass osales võistlusel.	allur; heill	Allur bekkurinn tók þátt í keppninni.
1600:全都	全都	全都	svi; potpuno	Svi ovi problemi su rešeni.	vsi; popolnoma	Vsi ti problemi so rešeni.	visi; visiškai	Visos šios problemos išspręstos.	visi; pilnīgi	Visas šīs problēmas ir atrisinātas.	kõik; täiesti	Kõik need probleemid on lahendatud.	allir; alveg	Öll þessi vandamál hafa verið leyst.
1601:全球	全球	全球	ceo svet; svetski	Turisti iz celog sveta vole ovu atrakciju.	ves svet; svetoven	Turisti z vsega sveta imajo radi to znamenitost.	visas pasaulis; pasaulinis	Turistams iš viso pasaulio patinka ši lankytina vieta.	visa pasaule; pasaules	Tūristiem no visas pasaules patīk šī apskates vieta.	kogu maailm	Kogu maailma turistidele meeldib see vaatamisväärsus.	allur heimurinn; heimsvís	Ferðamönnum alls staðar að úr heiminum líkar þessi staður.
1602:全身	全身	全身	celo telo	Posle trčanja celo telo mu je bilo znojavo.	celo telo	Po teku je bil ves preznojen.	visas kūnas	Po bėgimo visas jo kūnas buvo suprakaitavęs.	viss ķermenis	Pēc skriešanas viss viņa ķermenis bija nosvīdis.	kogu keha	Pärast jooksmist oli kogu ta keha higine.	allur líkaminn	Eftir hlaupið var allur líkaminn hans sveittur.
1603:缺	缺	缺	nedostajati	Još nam nedostaje jedna stolica.	manjkati	Manjka nam še en stol.	trūkti	Mums dar trūksta vienos kėdės.	trūkt	Mums vēl trūkst viena krēsla.	puuduma	Meil on veel üks tool puudu.	vanta	Okkur vantar enn einn stól.
1611:人数	人数	人数	broj ljudi	Na ovoj aktivnosti nema mnogo ljudi.	število ljudi	Na tej dejavnosti ni veliko ljudi.	žmonių skaičius	Šioje veikloje nėra daug žmonių.	cilvēku skaits	Šajā pasākumā nav daudz cilvēku.	inimeste arv	Sellel üritusel pole palju inimesi.	fjöldi fólks	Það eru ekki margir á þessum viðburði.
1616:仍	仍	仍	i dalje	On i dalje uči kineski.	še vedno	Še vedno se uči kitajščino.	vis dar	Jis vis dar mokosi kinų kalbos.	joprojām	Viņš joprojām mācās ķīniešu valodu.	ikka veel	Ta õpib ikka veel hiina keelt.	enn	Hann er enn að læra kínversku.
1622:入	入	入	ući	Molim vas, uđite kroz južnu kapiju.	vstopiti	Prosimo, vstopite skozi južna vrata.	įeiti	Prašome įeiti pro pietinius vartus.	ieiet	Lūdzu, ieejiet pa dienvidu vārtiem.	sisenema	Palun sisenege lõunaväravast.	fara inn	Vinsamlegast farið inn um suðurhliðið.
1624:入学	入学	入学	krenuti u školu	Dete kreće u školu ovog septembra.	vstopiti v šolo	Otroci bodo letos septembra začeli šolo.	pradėti mokyklą	Vaikas pradės mokyklą šį rugsėjį.	uzsākt skolu	Bērns šā gada septembrī sāks skolu.	kooli astuma	Laps läheb tänavu septembris kooli.	hefja skólagöngu	Barnið byrjar í skóla í september á þessu ári.
1625:入住	入住	入住	prijaviti se u smeštaj; useliti se	Možemo se prijaviti u smeštaj u dva popodne.	prijaviti se; vseliti se	Ob dveh popoldne se lahko prijavimo.	įsiregistruoti; įsikelti	Galime įsiregistruoti antrą valandą po pietų.	reģistrēties; ievākties	Mēs varam reģistrēties pulksten divos pēcpusdienā.	sisse registreerima; sisse kolima	Me saame kell kaks pärastlõunal sisse registreerida.	skrá sig inn; flytja inn	Við getum skráð okkur inn klukkan tvö eftir hádegi.
1627:扫码	扫码	扫码	skenirati kod	Pre kupovine karte treba skenirati kod.	skenirati kodo	Pred nakupom vozovnice je treba skenirati kodo.	nuskaityti kodą	Prieš perkant bilietą reikia nuskaityti kodą.	skenēt kodu	Pirms biļetes pirkšanas jānoskenē kods.	koodi skannima	Enne pileti ostmist tuleb kood skannida.	skanna kóða	Þú þarft að skanna kóða áður en þú kaupir miða.
1632:上门	上门	上门	doći kući; usluga kod kuće	Lekar može da pruži uslugu kod kuće.	priti na dom; na domu	Zdravnik lahko opravi storitev na domu.	atvykti į namus	Gydytojas gali suteikti paslaugą namuose.	ierasties mājās; mājas pakalpojums	Ārsts var sniegt pakalpojumu mājās.	koju tulema; koduteenus	Arst saab pakkuda koduteenust.	koma heim; heimaþjónusta	Læknirinn getur veitt þjónustu heima.
1633:稍	稍	稍	malo; na trenutak	Molim vas, sačekajte trenutak.	malo; za hip	Prosimo, počakajte trenutek.	šiek tiek; truputį	Prašome truputį palaukti.	nedaudz; uz brīdi	Lūdzu, nedaudz uzgaidiet.	veidi; natuke	Palun oodake hetk.	örlítið; andartak	Vinsamlegast bíddu aðeins.
1635:少见	少见	少见	redak; retko viđen	Ovakva situacija je prilično retka.	redek; redko viden	Takšna situacija je precej redka.	retas; retai matomas	Tokia situacija gana reta.	rets; reti redzams	Šāda situācija ir diezgan reta.	haruldane	Selline olukord on üsna haruldane.	sjaldgæfur	Slík staða er frekar sjaldgæf.
1636:少量	少量	少量	mala količina	Molim vas, dodajte malu količinu soli.	majhna količina	Prosimo, dodajte majhno količino soli.	nedidelis kiekis	Prašome pridėti nedidelį kiekį druskos.	neliels daudzums	Lūdzu, pievienojiet nelielu daudzumu sāls.	väike kogus	Palun lisage väike kogus soola.	lítið magn	Vinsamlegast bættu við litlu magni af salti.
1637:少数	少数	少数	mali broj; manjina	Mali broj učenika bira da pešači do škole.	majhno število; manjšina	Majhno število učencev se odloči peš v šolo.	nedidelis skaičius; mažuma	Nedidelis mokinių skaičius renkasi eiti į mokyklą pėsčiomis.	mazs skaits; mazākums	Neliels skolēnu skaits izvēlas iet uz skolu kājām.	väike arv; vähemus	Väike hulk õpilasi valib kooli kõndimise.	lítill fjöldi; minnihluti	Lítill fjöldi nemenda velur að ganga í skólann.
1638:少年	少年	少年	tinejdžer; mladić	Ovaj tinejdžer voli da igra košarku.	najstnik; mladenič	Ta najstnik rad igra košarko.	paauglys; jaunuolis	Šis paauglys mėgsta žaisti krepšinį.	pusaudzis; jaunietis	Šim pusaudzim patīk spēlēt basketbolu.	teismeline; nooruk	See teismeline armastab korvpalli mängida.	unglingur; ungmenni	Þessum unglingi finnst gaman að spila körfubolta.
1641:身	身	身	telo; komplet odeće	Nosio je komplet crne odeće.	telo; komplet oblačil	Nosil je komplet črnih oblačil.	kūnas; drabužių komplektas	Jis vilkėjo visą juodų drabužių komplektą.	ķermenis; apģērba komplekts	Viņš bija ģērbies melnā apģērba komplektā.	keha; rõivakomplekt	Tal oli seljas must rõivakomplekt.	líkami; föt	Hann var í alsvörtum fötum.
1643:身份证	身份证	身份证	lična karta	Za izdavanje kartice potrebna je lična karta.	osebna izkaznica	Pri urejanju kartice je potrebna osebna izkaznica.	asmens tapatybės kortelė	Pildant kortelę reikia asmens tapatybės kortelės.	personas apliecība	Noformējot karti, nepieciešama personas apliecība.	isikutunnistus	Kaardi taotlemisel on vaja isikutunnistust.	skilríki	Skilríki þarf þegar sótt er um kortið.
1646:生1	生1	生	roditi; rasti	Ona je juče rodila ćerku.	roditi; rasti	Včeraj je rodila hčerko.	gimdyti; augti	Ji vakar pagimdė dukrą.	dzemdēt; augt	Viņa vakar dzemdēja meitu.	sünnitama; kasvama	Ta sünnitas eile tütre.	fæða; vaxa	Hún fæddi dóttur í gær.
1647:生2	生2	生	sirov; nekuvan	Ovaj komad mesa je još sirov.	surov; nekuhan	Ta kos mesa je še surov.	žalias; nevirtas	Šis mėsos gabalas dar žalias.	jēls; nevārīts	Šis gaļas gabals vēl ir jēls.	toores; küpsetamata	See lihatükk on veel toores.	hrár; óeldaður	Þessi kjötbiti er enn hrár.
1655:师生	师生	师生	nastavnici i učenici	Nastavnici i učenici cele škole učestvovali su u aktivnosti.	učitelji in učenci	Učitelji in učenci celotne šole so sodelovali v dejavnosti.	mokytojai ir mokiniai	Visos mokyklos mokytojai ir mokiniai dalyvavo veikloje.	skolotāji un skolēni	Visas skolas skolotāji un skolēni piedalījās pasākumā.	õpetajad ja õpilased	Kogu kooli õpetajad ja õpilased osalesid üritusel.	kennarar og nemendur	Allir kennarar og nemendur skólans tóku þátt í viðburðinum.
1659:时间表	时间表	时间表	raspored; satnica	Molim vas, pošaljite mi raspored.	urnik	Prosimo, pošljite mi urnik.	tvarkaraštis	Prašome atsiųsti man tvarkaraštį.	grafiks; laika tabula	Lūdzu, atsūtiet man grafiku.	ajakava	Palun saatke mulle ajakava.	tímaáætlun	Vinsamlegast sendu mér tímaáætlunina.
1660:实际上	实际上	实际上	zapravo; u stvari	Zapravo je odavno znao odgovor.	pravzaprav; v resnici	Pravzaprav je odgovor poznal že zdavnaj.	iš tikrųjų; faktiškai	Iš tikrųjų jis jau seniai žinojo atsakymą.	patiesībā	Patiesībā viņš atbildi zināja jau sen.	tegelikult	Tegelikult teadis ta vastust juba ammu.	í raun; reyndar	Í raun vissi hann svarið fyrir löngu.
1661:食品	食品	食品	prehrambeni proizvod	Ova prodavnica prodaje uvezene prehrambene proizvode.	živilo	Ta trgovina prodaja uvožena živila.	maisto produktas	Ši parduotuvė parduoda importuotus maisto produktus.	pārtikas produkts	Šis veikals pārdod importētus pārtikas produktus.	toidukaup	See pood müüb imporditud toidukaupu.	matvara	Þessi verslun selur innfluttar matvörur.
1662:食堂	食堂	食堂	menza; trpezarija	U podne jedemo u menzi.	menza; jedilnica	Opoldne jemo v menzi.	valgykla	Per pietus valgome valgykloje.	ēdnīca	Pusdienlaikā mēs ēdam ēdnīcā.	söökla	Me sööme lõuna ajal sööklas.	mötuneyti	Við borðum hádegismat í mötuneytinu.
1665:十字路口	十字路口	十字路口	raskrsnica	Na raskrsnici skrenite levo.	križišče	Na križišču zavijte levo.	sankryža	Sankryžoje pasukite į kairę.	krustojums	Krustojumā pagriezieties pa kreisi.	ristmik	Pöörake ristmikul vasakule.	gatnamót	Beygðu til vinstri á gatnamótunum.
1667:使馆	使馆	使馆	ambasada	Otišao je u ambasadu da završi vizu.	veleposlaništvo	Šel je na veleposlaništvo urediti vizum.	ambasada	Jis nuėjo į ambasadą tvarkyti vizos.	vēstniecība	Viņš devās uz vēstniecību kārtot vīzu.	saatkond	Ta läks saatkonda viisat vormistama.	sendiráð	Hann fór í sendiráðið til að ganga frá vegabréfsáritun.
1674:市区	市区	市区	gradsko područje; centar	Saobraćaj u gradskom području je veoma zgodan.	mestno območje; središče	Prevoz v mestnem območju je zelo priročen.	miesto zona; centras	Transportas miesto zonoje labai patogus.	pilsētas zona; centrs	Satiksme pilsētas zonā ir ļoti ērta.	linnapiirkond; kesklinn	Linnapiirkonna transport on väga mugav.	þéttbýli; miðbær	Samgöngur í borgarsvæðinu eru mjög þægilegar.
1675:试题	试题	试题	ispitno pitanje	Ovo ispitno pitanje je malo teško.	izpitno vprašanje	To izpitno vprašanje je malo težko.	egzamino klausimas	Šis egzamino klausimas šiek tiek sunkus.	eksāmena jautājums	Šis eksāmena jautājums ir mazliet grūts.	eksamiküsimus	See eksamiküsimus on veidi raske.	prófspurning	Þessi prófspurning er svolítið erfið.
1677:收费	收费	收费	naplaćivati	Ovaj parking naplaćuje po satu.	zaračunavati	To parkirišče zaračunava po uri.	imti mokestį	Ši automobilių stovėjimo aikštelė ima mokestį už valandą.	iekasēt maksu	Šī autostāvvieta iekasē maksu pa stundām.	tasu võtma	See parkla võtab tasu tunni kaupa.	taka gjald	Þetta bílastæði tekur gjald eftir klukkustund.
1680:收听	收听	收听	slušati emisiju	Dobro došli u današnju emisiju.	poslušati oddajo	Dobrodošli pri današnji oddaji.	klausytis laidos	Sveiki atvykę į šiandienos laidą.	klausīties pārraidi	Laipni lūdzam klausīties šodienas raidījumu.	saadet kuulama	Tere tulemast kuulama tänast saadet.	hlusta á útsendingu	Velkomin að hlusta á þáttinn í dag.
1685:售票员	售票员	售票员	prodavac karata	Prodavac karata nam je rekao vreme poslednjeg autobusa.	prodajalec vozovnic	Prodajalec vozovnic nam je povedal čas zadnjega avtobusa.	bilietų pardavėjas	Bilietų pardavėjas pasakė mums paskutinio autobuso laiką.	biļešu pārdevējs	Biļešu pārdevējs mums pateica pēdējā autobusa laiku.	piletimüüja	Piletimüüja ütles meile viimase bussi aja.	miðasali	Miðasalinn sagði okkur hvenær síðasti strætó færi.
1688:熟	熟	熟	poznat; kuvan	Ovaj put veoma dobro poznajem.	znan; kuhan	To cesto zelo dobro poznam.	pažįstamas; virtas	Šį kelią labai gerai pažįstu.	pazīstams; gatavs	Es šo ceļu ļoti labi pazīstu.	tuttav; küps	Ma tunnen seda teed väga hästi.	kunnugur; eldaður	Ég þekki þennan veg mjög vel.
1690:暑假	暑假	暑假	letnji raspust	Za letnji raspust želim da idem na more.	poletne počitnice	Med poletnimi počitnicami želim iti na morje.	vasaros atostogos	Per vasaros atostogas noriu važiuoti prie jūros.	vasaras brīvlaiks	Vasaras brīvlaikā es gribu doties uz jūrmalu.	suvevaheaeg	Suvevaheajal tahan mere äärde minna.	sumarfí	Í sumarfríinu vil ég fara að sjónum.
1693:树林	树林	树林	šuma; šumarak	Deca se igraju pored šumarka.	gozd; gozdiček	Otroci se igrajo ob gozdu.	miškelis	Vaikai žaidžia prie miškelio.	mežs; birzs	Bērni spēlējas pie meža.	metsatukk	Lapsed mängivad metsatuka ääres.	skógarlundur	Börnin leika sér við skógarlundinn.
1699:说法	说法	说法	način izražavanja; objašnjenje	Ovaj način izražavanja nije baš tačan.	način izražanja; razlaga	Tak način izražanja ni preveč natančen.	pasakymas; aiškinimas	Šis pasakymas nėra labai tikslus.	izteikums; skaidrojums	Šāds izteikums nav pārāk precīzs.	väljendusviis; seletus	Selline väljendusviis pole kuigi täpne.	orðalag; skýring	Þetta orðalag er ekki mjög nákvæmt.
1701:说明书	说明书	说明书	uputstvo za upotrebu	Pre upotrebe prvo pročitajte uputstvo.	navodila za uporabo	Pred uporabo najprej preberite navodila.	naudojimo instrukcija	Prieš naudodami pirmiausia perskaitykite instrukciją.	lietošanas instrukcija	Pirms lietošanas vispirms izlasiet instrukciju.	kasutusjuhend	Enne kasutamist lugege palun kasutusjuhend läbi.	leiðbeiningar	Vinsamlegast lestu leiðbeiningarnar áður en þú notar þetta.
1705:塑料	塑料	塑料	plastika	Ova kutija je napravljena od plastike.	plastika	Ta škatla je narejena iz plastike.	plastikas	Ši dėžutė pagaminta iš plastiko.	plastmasa	Šī kaste ir izgatavota no plastmasas.	plast	See karp on tehtud plastist.	plast	Þessi kassi er úr plasti.
1707:酸奶	酸奶	酸奶	jogurt	Za doručak sam popio čašu jogurta.	jogurt	Za zajtrk sem spil kozarec jogurta.	jogurtas	Pusryčiams išgėriau stiklinę jogurto.	jogurts	Brokastīs es izdzēru glāzi jogurta.	jogurt	Jõin hommikusöögiks klaasi jogurtit.	jógúrt	Ég drakk glas af jógúrt í morgunmat.
1708:算	算	算	računati; smatrati	Pogrešno sam izračunao ovaj zadatak.	računati; šteti	Ta primer sem narobe izračunal.	skaičiuoti; laikyti	Aš neteisingai apskaičiavau šį uždavinį.	rēķināt; uzskatīt	Es šo uzdevumu izrēķināju nepareizi.	arvutama; arvesse minema	Ma arvutasin selle ülesande valesti.	reikna; teljast með	Ég reiknaði þetta dæmi rangt.
1711:孙女	孙女	孙女	unuka	Baka često priča priče unuci.	vnukinja	Babica pogosto pripoveduje zgodbe vnukinji.	anūkė	Močiutė dažnai pasakoja istorijas anūkei.	mazmeita	Vecmāmiņa bieži stāsta pasakas mazmeitai.	tütretütar; pojatütar	Vanaema räägib lapselapsele sageli lugusid.	sonardóttir; dótturdóttir	Amma segir barnabarninu oft sögur.
1716:抬头	抬头	抬头	podići glavu; pogledati gore	Molim vas, podignite glavu i pogledajte tablu.	dvigniti glavo; pogledati gor	Prosimo, dvignite glavo in poglejte na tablo.	pakelti galvą; pažvelgti aukštyn	Prašome pakelti galvą ir pažiūrėti į lentą.	pacelt galvu; paskatīties augšup	Lūdzu, paceliet galvu un paskatieties uz tāfeli.	pead tõstma; üles vaatama	Palun tõstke pea ja vaadake tahvlile.	lyfta höfði; líta upp	Vinsamlegast líttu upp á töfluna.
1718:弹	弹	弹	svirati žičani ili klavirski instrument	Ona ume da svira klavir.	igrati na strunsko ali klaviaturno glasbilo	Zna igrati klavir.	groti styginiu arba klavišiniu instrumentu	Ji moka groti pianinu.	spēlēt stīgu vai taustiņinstrumentu	Viņa prot spēlēt klavieres.	pilli mängima	Ta oskab klaverit mängida.	spila á strengja- eða hljómborðshljóðfæri	Hún getur spilað á píanó.
1727:提出	提出	提出	izneti; pokrenuti	On je izneo novo pitanje.	predlagati; odpreti	Izpostavil je novo vprašanje.	pateikti; iškelti	Jis iškėlė naują klausimą.	izvirzīt; piedāvāt	Viņš izvirzīja jaunu jautājumu.	esitama; tõstatama	Ta tõstatas uue küsimuse.	setja fram; leggja fram	Hann setti fram nýja spurningu.
1728:提到	提到	提到	pomenuti	Nastavnik je pomenuo ovu knjigu na času.	omeniti	Učitelj je pri uri omenil to knjigo.	paminėti	Mokytojas pamokoje paminėjo šią knygą.	pieminēt	Skolotājs stundā pieminēja šo grāmatu.	mainima	Õpetaja mainis tunnis seda raamatut.	nefna	Kennarinn nefndi þessa bók í tíma.
1732:体检	体检	体检	lekarski pregled	Kompanija svake godine organizuje lekarski pregled.	zdravniški pregled	Podjetje vsako leto uredi zdravniški pregled.	medicininė apžiūra	Įmonė kasmet organizuoja medicininę apžiūrą.	veselības pārbaude	Uzņēmums katru gadu organizē veselības pārbaudi.	tervisekontroll	Ettevõte korraldab igal aastal tervisekontrolli.	læknisskoðun	Fyrirtækið skipuleggur læknisskoðun einu sinni á ári.
1733:体温	体温	体温	telesna temperatura	Medicinska sestra meri telesnu temperaturu.	telesna temperatura	Medicinska sestra meri telesno temperaturo.	kūno temperatūra	Slaugytoja matuoja kūno temperatūrą.	ķermeņa temperatūra	Māsa mēra ķermeņa temperatūru.	kehatemperatuur	Õde mõõdab kehatemperatuuri.	líkamshiti	Hjúkrunarfræðingurinn er að mæla líkamshita.
1734:体重	体重	体重	telesna težina	Njegova telesna težina porasla je za dva kilograma.	telesna teža	Njegova telesna teža se je povečala za dva kilograma.	kūno svoris	Jo kūno svoris padidėjo dviem kilogramais.	ķermeņa svars	Viņa ķermeņa svars pieauga par diviem kilogramiem.	kehakaal	Tema kehakaal suurenes kahe kilogrammi võrra.	líkamsþyngd	Líkamsþyngd hans jókst um tvö kílógrömm.
1735:填写	填写	填写	popuniti	Molim vas, popunite ovu prijavnu formu.	izpolniti	Prosimo, izpolnite ta prijavni obrazec.	užpildyti	Prašome užpildyti šią registracijos formą.	aizpildīt	Lūdzu, aizpildiet šo pieteikuma veidlapu.	täitma	Palun täitke see registreerimisvorm.	fylla út	Vinsamlegast fylltu út þetta skráningareyðublað.
1737:听力	听力	听力	slušanje; sposobnost slušanja	Njegovo slušanje kineskog brzo napreduje.	slušno razumevanje	Njegovo slušno razumevanje kitajščine hitro napreduje.	klausymo gebėjimas	Jo kinų kalbos klausymas greitai gerėja.	klausīšanās prasme	Viņa ķīniešu valodas klausīšanās prasme ātri uzlabojas.	kuulamisoskus	Tema hiina keele kuulamisoskus paraneb kiiresti.	hlustunarfærni	Hlustunarfærni hans í kínversku batnar hratt.
1738:听众	听众	听众	slušaoci	Danas ima naročito mnogo slušalaca.	poslušalci	Danes je posebej veliko poslušalcev.	klausytojai	Šiandien ypač daug klausytojų.	klausītāji	Šodien ir īpaši daudz klausītāju.	kuulajad	Täna on eriti palju kuulajaid.	hlustendur	Það eru sérstaklega margir hlustendur í dag.
1740:停车	停车	停车	parkirati; zaustaviti	Ovde nije dozvoljeno parkiranje.	parkirati; ustaviti	Parkiranje tukaj ni dovoljeno.	statyti automobilį; sustoti	Čia draudžiama statyti automobilį.	novietot auto; apstāties	Šeit nav atļauts novietot auto.	parkima; peatuma	Siin ei ole parkimine lubatud.	leggja bíl; stoppa	Það er ekki leyfilegt að leggja bíl hér.
1741:停车场	停车场	停车场	parkiralište	Iza tržnog centra je parkiralište.	parkirišče	Za nakupovalnim središčem je parkirišče.	automobilių stovėjimo aikštelė	Už prekybos centro yra automobilių stovėjimo aikštelė.	autostāvvieta	Aiz tirdzniecības centra ir autostāvvieta.	parkla	Kaubanduskeskuse taga on parkla.	bílastæði	Það er bílastæði fyrir aftan verslunarmiðstöðina.
1742:停止	停止	停止	prestati; zaustaviti se	Kada kiša prestane, krenućemo.	prenehati; ustaviti se	Ko dež preneha, bomo odšli.	nustoti; sustabdyti	Kai lietus liausis, išvyksime.	apstāties; pārtraukt	Kad lietus apstāsies, mēs dosimies ceļā.	lõppema; peatuma	Kui vihm lakkab, asume teele.	hætta; stöðvast	Þegar rigningin hættir leggjum við af stað.
1743:通	通	通	proći; biti otvoren	Ovaj put je već otvoren.	biti odprt; voditi skozi	Ta cesta je že odprta.	praeiti; būti atviram	Šis kelias jau atidarytas.	būt atvērtam; iziet cauri	Šis ceļš jau ir atvērts.	avatuks saama; läbi minema	See tee on juba avatud.	vera opinn; ganga í gegn	Þessi vegur er þegar opinn.
1746:童年	童年	童年	detinjstvo	Detinjstvo sam proveo na selu.	otroštvo	Otroštvo sem preživel na podeželju.	vaikystė	Vaikystę praleidau kaime.	bērnība	Es bērnību pavadīju laukos.	lapsepõlv	Veetsin lapsepõlve maal.	bernska	Ég eyddi bernsku minni í sveitinni.
1748:同样	同样	同样	isti; jednak	I on je napravio istu grešku.	enak; isti	Tudi on je naredil enako napako.	toks pat; vienodas	Jis taip pat padarė tą pačią klaidą.	tāds pats; vienāds	Viņš arī pieļāva tādu pašu kļūdu.	samasugune; sama	Ka tema tegi sama vea.	sami; eins	Hann gerði líka sömu mistök.
1749:桶	桶	桶	kanta; bure	Pored vrata stoji kanta za vodu.	vedro; sod	Pri vratih stoji vedro z vodo.	kibiras; statinė	Prie durų stovi vandens kibiras.	spainis; muca	Pie durvīm stāv ūdens spainis.	ämber; tünn	Ukse juures on veeämber.	fata; tunna	Það stendur vatnsfata við dyrnar.
1750:痛	痛	痛	boleti; bolan	Malo me boli ruka.	boleti; boleč	Roka me malo boli.	skaudėti; skausmingas	Man šiek tiek skauda ranką.	sāpēt; sāpīgs	Man mazliet sāp roka.	valutama; valus	Mu käsi valutab natuke.	verkja; sár	Höndin mín verkjar svolítið.
1751:头痛	头痛	头痛	glavobolja	Malo je spavao sinoć i danas ga boli glava.	glavobol	Včeraj je malo spal, danes ga boli glava.	galvos skausmas	Jis vakar naktį mažai miegojo, todėl šiandien jam skauda galvą.	galvassāpes	Viņš vakar naktī maz gulēja, un šodien viņam sāp galva.	peavalu	Ta magas eile öösel vähe ja tal on täna peavalu.	höfuðverkur	Hann svaf lítið í gærkvöldi og er með höfuðverk í dag.
1752:图	图	图	slika; grafikon; mapa	Molim vas, pogledajte sliku u knjizi.	slika; graf; zemljevid	Prosimo, poglejte sliko v knjigi.	paveikslas; diagrama; žemėlapis	Prašome pažiūrėti į paveikslą knygoje.	attēls; diagramma; karte	Lūdzu, paskatieties uz attēlu grāmatā.	pilt; joonis; kaart	Palun vaadake raamatus olevat pilti.	mynd; kort	Vinsamlegast líttu á myndina í bókinni.
1753:图片	图片	图片	slika	Ova slika je veoma jasna.	slika	Ta slika je zelo jasna.	paveikslėlis	Šis paveikslėlis labai aiškus.	attēls	Šis attēls ir ļoti skaidrs.	pilt	See pilt on väga selge.	mynd	Þessi mynd er mjög skýr.
1754:土	土	土	zemlja; tlo	Zemlja u saksiji je previše suva.	prst; zemlja	Prst v loncu je presuha.	žemė; dirvožemis	Vazone esanti žemė per sausa.	augsne; zeme	Puķupoda augsne ir pārāk sausa.	muld	Lillepotis olev muld on liiga kuiv.	jarðvegur	Jarðvegurinn í blómapottinum er of þurr.
1757:推出	推出	推出	predstaviti; izbaciti	Kompanija je predstavila novi proizvod.	predstaviti; lansirati	Podjetje je predstavilo nov izdelek.	pristatyti; išleisti	Įmonė pristatė naują produktą.	laist klajā; ieviest	Uzņēmums laida klajā jaunu produktu.	turule tooma; välja andma	Ettevõte tõi turule uue toote.	kynna; setja á markað	Fyrirtækið kynnti nýja vöru.
1760:外出	外出	外出	izaći napolje	Pre izlaska za vikend dobro zatvorite vrata i prozore.	iti ven	Pred odhodom ven ob koncu tedna dobro zaprite vrata in okna.	išeiti	Prieš išeidami savaitgalį uždarykite duris ir langus.	iziet ārā	Pirms došanās ārā nedēļas nogalē aizveriet durvis un logus.	välja minema	Enne nädalavahetusel väljaminekut sulgege uksed ja aknad.	fara út	Áður en þú ferð út um helgina skaltu loka hurðum og gluggum vel.
1761:外套	外套	外套	jakna; kaput	Hladno je, ne zaboravi da obučeš jaknu.	jakna; plašč	Mrzlo je, ne pozabi obleči jakne.	paltas; striukė	Šalta, nepamiršk apsivilkti striukės.	mētelis; jaka	Ir auksts, atceries uzvilkt jaku.	mantel; jope	On külm, pea meeles jope selga panna.	úlpa; kápa	Það er kalt, mundu að fara í úlpu.
1763:晚安	晚安	晚安	laku noć	Pre spavanja majka kaže detetu laku noć.	lahko noč	Pred spanjem mama otroku reče lahko noč.	labanakt	Prieš miegą mama sako vaikui labanakt.	ar labu nakti	Pirms gulētiešanas mamma bērnam saka ar labu nakti.	head ööd	Enne magamaminekut ütleb ema lapsele head ööd.	góða nótt	Fyrir svefninn segir móðirin barninu góða nótt.
1764:晚餐	晚餐	晚餐	večera	Večera večeras je veoma jednostavna.	večerja	Današnja večerja je zelo preprosta.	vakarienė	Šio vakaro vakarienė labai paprasta.	vakariņas	Šī vakara vakariņas ir ļoti vienkāršas.	õhtusöök	Tänane õhtusöök on väga lihtne.	kvöldmatur	Kvöldmaturinn í kvöld er mjög einfaldur.
1765:网购	网购	网购	kupovati preko interneta	Ona voli da kupuje odeću preko interneta.	nakupovati na spletu	Rada kupuje oblačila na spletu.	pirkti internetu	Ji mėgsta pirkti drabužius internetu.	iepirkšanās internetā	Viņai patīk pirkt drēbes internetā.	veebist ostma	Talle meeldib veebist riideid osta.	versla á netinu	Henni finnst gaman að kaupa föt á netinu.
