hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
4617:棋子	棋子	棋子	pionek; figura do gry	Na stole brakuje jednego pionka.	spelstuk; schaakstuk	Er ontbreekt één spelstuk op tafel.	spelpjäs; schackpjäs	En spelpjäs saknas på bordet.	spillebrikke; sjakkbrikke	Det mangler en spillebrikke på bordet.	spillebrik; skakbrik	Der mangler en spillebrik på bordet.	pelinappula; shakkinappula	Pöydältä puuttuu yksi pelinappula.
4619:起点	起点	起点	punkt startowy	Punkt startowy tej drogi jest przy bramie szkoły.	startpunt	Het startpunt van deze weg ligt bij de schoolpoort.	startpunkt	Startpunkten för den här vägen är vid skolporten.	startpunkt	Startpunktet for denne veien er ved skoleporten.	startpunkt	Startpunktet for denne vej er ved skoleporten.	lähtöpiste	Tämän tien lähtöpiste on koulun portilla.
4620:启动	启动	启动	uruchomić; rozpocząć	Projekt oficjalnie ruszy w przyszłym miesiącu.	starten; lanceren	Het project start volgende maand officieel.	starta; lansera	Projektet startar officiellt nästa månad.	starte; lansere	Prosjektet starter offisielt neste måned.	starte; lancere	Projektet starter officielt næste måned.	käynnistää; aloittaa	Projekti käynnistyy virallisesti ensi kuussa.
4626:气体	气体	气体	gaz; substancja gazowa	Ten gaz nie ma koloru.	gas; gasvormige stof	Dit soort gas heeft geen kleur.	gas; gasformigt ämne	Den här gasen saknar färg.	gass; gassformig stoff	Denne typen gass har ingen farge.	gas; luftart	Denne gas har ingen farve.	kaasu; kaasumainen aine	Tällä kaasulla ei ole väriä.
4630:恰好	恰好	恰好	akurat; przypadkiem	On akurat też był w biurze.	precies goed; toevallig	Hij was toevallig ook op kantoor.	precis; av en slump	Han råkade också vara på kontoret.	akkurat; tilfeldigvis	Han var tilfeldigvis også på kontoret.	netop; tilfældigvis	Han var tilfældigvis også på kontoret.	sopivasti; sattumalta	Hän sattui myös olemaan toimistossa.
4631:恰恰	恰恰	恰恰	właśnie; dokładnie	Problem leży właśnie tutaj.	precies; juist	Het probleem ligt precies hier.	just; exakt	Problemet ligger just här.	nettopp; presist	Problemet ligger nettopp her.	netop; præcis	Problemet ligger netop her.	juuri; täsmälleen	Ongelma on juuri tässä.
4633:千家万户	千家万户	千家万户	tysiące domów; każde gospodarstwo	Podczas Święta Wiosny każdy dom wiesza kuplety.	duizenden huishoudens; elk huishouden	Tijdens het Lentefestival hangt elk huishouden coupletten op.	tusentals hushåll; varje hem	Under vårfesten sätter varje hushåll upp nyårspar.	tusenvis av husstander; hvert hjem	Under vårfestivalen henger hvert hjem opp nyttårsbannere.	tusinder af husstande; hvert hjem	Under forårsfesten hænger hvert hjem nytårskupletter op.	tuhannet kodit; jokainen kotitalous	Kevätjuhlan aikaan jokainen koti ripustaa uudenvuoden säkeitä.
4637:前期	前期	前期	wczesny etap	Na wczesnym etapie projektu trzeba dużo przygotować.	vroege fase	In de vroege fase van het project is veel voorbereiding nodig.	tidigt skede	I projektets tidiga skede krävs mycket förberedelse.	tidlig fase	I prosjektets tidlige fase trengs mye forberedelse.	tidlig fase	I projektets tidlige fase kræves der meget forberedelse.	alkuvaihe	Projektin alkuvaiheessa tarvitaan paljon valmistelua.
4639:前者	前者	前者	ten pierwszy; poprzedni	Ten pierwszy jest tańszy, a ten drugi lepszej jakości.	de eerste; eerstgenoemde	De eerste is goedkoper, terwijl de tweede beter van kwaliteit is.	den förra; förstnämnda	Den förra är billigare, medan den senare har bättre kvalitet.	den første; førstnevnte	Den første er billigere, mens den andre har bedre kvalitet.	den første; førstnævnte	Den første er billigere, mens den anden har bedre kvalitet.	edellinen; ensiksi mainittu	Ensimmäinen on halvempi, kun taas jälkimmäinen on laadukkaampi.
4641:墙壁	墙壁	墙壁	ściana	Na ścianie wisi obraz.	muur; wand	Er hangt een schilderij aan de muur.	vägg	En tavla hänger på väggen.	vegg	Det henger et bilde på veggen.	væg	Der hænger et billede på væggen.	seinä	Seinällä roikkuu taulu.
4642:强化	强化	强化	wzmacniać	Firma chce wzmocnić zarządzanie bezpieczeństwem.	versterken	Het bedrijf wil het veiligheidsbeheer versterken.	stärka	Företaget ska stärka säkerhetshanteringen.	styrke	Selskapet skal styrke sikkerhetsstyringen.	styrke	Virksomheden vil styrke sikkerhedsledelsen.	vahvistaa	Yritys aikoo vahvistaa turvallisuusjohtamista.
4643:强壮	强壮	强壮	silny; mocny	Regularny ruch sprawia, że jest silniejszy.	sterk; stevig	Regelmatige beweging maakt hem sterker.	stark; robust	Regelbunden träning gör honom starkare.	sterk; robust	Regelmessig trening gjør ham sterkere.	stærk; robust	Regelmæssig motion gør ham stærkere.	vahva; roteva	Säännöllinen liikunta tekee hänestä vahvemman.
4650:亲属	亲属	亲属	krewny; członek rodziny	Wszyscy jego krewni przyszli na wesele.	familielid; verwant	Al zijn familieleden kwamen naar de bruiloft.	släkting; familjemedlem	Alla hans släktingar kom till bröllopet.	slektning; familiemedlem	Alle slektningene hans kom i bryllupet.	slægtning; familiemedlem	Alle hans slægtninge kom til brylluppet.	sukulainen; perheenjäsen	Kaikki hänen sukulaisensa tulivat häihin.
4652:清	清	清	czysty; przejrzysty	Woda w rzece jest bardzo przejrzysta.	helder; schoon	Het rivierwater is heel helder.	klar; ren	Flodvattnet är mycket klart.	klar; ren	Elvevannet er veldig klart.	klar; ren	Flodvandet er meget klart.	kirkas; puhdas	Joen vesi on hyvin kirkasta.
4655:青春期	青春期	青春期	okres dojrzewania	Dzieci w okresie dojrzewania potrzebują zrozumienia i wsparcia.	adolescentie; puberteit	Kinderen in de puberteit hebben begrip en steun nodig.	tonårstid; pubertet	Barn i puberteten behöver förståelse och stöd.	ungdomstid; pubertet	Barn i puberteten trenger forståelse og støtte.	ungdomstid; pubertet	Børn i puberteten har brug for forståelse og støtte.	nuoruusikä; murrosikä	Murrosikäiset lapset tarvitsevat ymmärrystä ja tukea.
4659:清扫	清扫	清扫	zamiatać; sprzątać	Wolontariusze posprzątali ulicę.	schoonvegen; opruimen	Vrijwilligers maakten de straat schoon.	sopa; städa	Volontärerna städade gatan.	feie; rengjøre	Frivillige ryddet gaten.	feje; gøre rent	Frivillige gjorde gaden ren.	lakaista; siivota	Vapaaehtoiset siivosivat kadun.
4661:清洗	清洗	清洗	myć; czyścić	Proszę dokładnie umyć owoce.	wassen; schoonmaken	Was het fruit goed schoon.	tvätta; rengöra	Tvätta frukten ordentligt.	vaske; rengjøre	Vask frukten ren.	vaske; rengøre	Vask frugten grundigt.	pestä; puhdistaa	Pese hedelmät puhtaiksi.
4668:求	求	求	prosić; szukać	Poprosił nauczyciela o jeszcze jedną szansę.	vragen om; zoeken	Hij vroeg de leraar om nog een kans.	be om; söka	Han bad läraren om en chans till.	be om; søke	Han ba læreren om en ny sjanse.	bede om; søge	Han bad læreren om en chance til.	pyytää; etsiä	Hän pyysi opettajalta vielä yhtä mahdollisuutta.
4669:求婚	求婚	求婚	oświadczyć się	Oświadczył się dziewczynie nad morzem.	ten huwelijk vragen	Hij vroeg zijn vriendin aan zee ten huwelijk.	fria	Han friade till sin flickvän vid havet.	fri	Han fridde til kjæresten ved sjøen.	fri	Han friede til sin kæreste ved havet.	kosia	Hän kosi tyttöystäväänsä meren rannalla.
4670:求救	求救	求救	wołać o pomoc	Załoga wezwała pomoc przez radio.	hulp vragen	De bemanning vroeg via de radio om hulp.	kalla på hjälp	Besättningen kallade på hjälp via radio.	tilkalle hjelp	Mannskapet tilkalte hjelp via radio.	kalde på hjælp	Besætningen kaldte på hjælp via radio.	pyytää apua	Miehistö pyysi apua radion kautta.
4671:求职	求职	求职	szukać pracy	Szuka pracy przez internet.	werk zoeken	Ze zoekt online naar werk.	söka jobb	Hon söker jobb på nätet.	søke jobb	Hun søker jobb på nettet.	søge job	Hun søger job på nettet.	etsiä työtä	Hän etsii työtä verkossa.
4672:求助	求助	求助	prosić o pomoc	Gdy napotkasz trudności, możesz poprosić nauczyciela o pomoc.	hulp vragen	Bij moeilijkheden kun je de leraar om hulp vragen.	be om hjälp	När du stöter på svårigheter kan du be läraren om hjälp.	be om hjelp	Når du møter vansker, kan du be læreren om hjelp.	bede om hjælp	Når du møder vanskeligheder, kan du bede læreren om hjælp.	pyytää apua	Vaikeuksissa voit pyytää opettajalta apua.
4675:曲	曲	曲	melodia; utwór muzyczny	Umie zagrać klasyczny utwór.	melodie; muziekstuk	Hij kan een klassiek muziekstuk spelen.	melodi; musikstycke	Han kan spela ett klassiskt stycke.	melodi; musikkstykke	Han kan spille et klassisk stykke.	melodi; musikstykke	Han kan spille et klassisk stykke.	sävelmä; musiikkikappale	Hän osaa soittaa klassisen sävelmän.
4677:取代	取代	取代	zastąpić	Nowa technologia może zastąpić starą metodę.	vervangen	Nieuwe technologie kan oude methoden vervangen.	ersätta	Ny teknik kan ersätta gamla metoder.	erstatte	Ny teknologi kan erstatte gamle metoder.	erstatte	Ny teknologi kan erstatte gamle metoder.	korvata	Uusi teknologia voi korvata vanhat menetelmät.
4680:全程	全程	全程	cały proces; cała trasa	Całe zawody są transmitowane na żywo.	hele proces; volledige reis	De hele wedstrijd wordt live uitgezonden.	hela processen; hela vägen	Hela tävlingen sänds live.	hele prosessen; hele reisen	Hele konkurransen sendes direkte.	hele processen; hele rejsen	Hele konkurrencen sendes live.	koko prosessi; koko matka	Koko kilpailu lähetetään suorana.
4682:券	券	券	kupon; voucher	Mam kupon do kina.	bon; voucher	Ik heb een bioscoopbon.	kupong; värdebevis	Jag har en biokupong.	kupong; verdikort	Jeg har en kinokupong.	kupon; værdibevis	Jeg har en biografkupon.	kuponki; lahjakortti	Minulla on elokuvalippukuponki.
4686:燃料	燃料	燃料	paliwo	Ten pojazd używa czystego paliwa.	brandstof	Dit voertuig gebruikt schone brandstof.	bränsle	Fordonet använder rent bränsle.	drivstoff; brensel	Dette kjøretøyet bruker rent drivstoff.	brændstof	Dette køretøj bruger rent brændstof.	polttoaine	Tämä ajoneuvo käyttää puhdasta polttoainetta.
4688:热点	热点	热点	gorący temat; punkt zainteresowania	Ochrona środowiska jest dziś gorącym tematem dyskusji.	actueel onderwerp; hotspot	Milieubescherming is het actuele onderwerp van de discussie vandaag.	hett ämne; hotspot	Miljöskydd är dagens heta diskussionsämne.	hett tema; interessepunkt	Miljøvern er dagens hete diskusjonstema.	hett emne; hotspot	Miljøbeskyttelse er dagens varme diskussionsemne.	kuuma aihe; hotspot	Ympäristönsuojelu on tämän päivän kuuma keskustelunaihe.
4689:热度	热度	热度	popularność; poziom ciepła	Ten serial jest bardzo popularny.	populariteit; warmteniveau	Deze serie is erg populair.	popularitet; värmenivå	Den här serien är mycket populär.	popularitet; varmenivå	Denne serien er veldig populær.	popularitet; varmeniveau	Denne serie er meget populær.	suosio; lämpöaste	Tämä sarja on hyvin suosittu.
4691:热水器	热水器	热水器	podgrzewacz wody	Podgrzewacz wody w łazience się zepsuł.	boiler; waterverwarmer	De boiler in de badkamer is kapot.	varmvattenberedare	Varmvattenberedaren i badrummet är trasig.	varmtvannsbereder	Varmtvannsberederen på badet er ødelagt.	vandvarmer	Vandvarmeren på badeværelset er gået i stykker.	vedenlämmitin	Kylpyhuoneen vedenlämmitin on rikki.
4692:热线	热线	热线	infolinia	Infolinia obsługi klienta działa całą dobę.	servicelijn; hulplijn	De klantenservicelijn is vierentwintig uur per dag open.	telefonlinje; kundlinje	Kundtjänstlinjen är öppen dygnet runt.	servicetelefon; hjelpelinje	Kundeservicetelefonen er åpen hele døgnet.	kundeservicelinje; hotline	Kundeservicelinjen er åben døgnet rundt.	palvelunumero; tukilinja	Asiakaspalvelun puhelinlinja on auki ympäri vuorokauden.
4693:热议	热议	热议	gorąco dyskutować	Ta sprawa wywołała gorącą dyskusję w internecie.	heftig bespreken	Deze kwestie leidde online tot een verhitte discussie.	diskutera livligt	Frågan väckte livlig diskussion på nätet.	diskutere heftig	Saken skapte heftig debatt på nettet.	diskutere heftigt	Sagen skabte heftig debat på nettet.	keskustella kiivaasti	Tämä asia herätti verkossa kiivasta keskustelua.
4694:人工智能	人工智能	人工智能	sztuczna inteligencja	Sztuczna inteligencja zmienia wiele branż.	kunstmatige intelligentie	Kunstmatige intelligentie verandert veel sectoren.	artificiell intelligens	Artificiell intelligens förändrar många branscher.	kunstig intelligens	Kunstig intelligens endrer mange bransjer.	kunstig intelligens	Kunstig intelligens ændrer mange brancher.	tekoäly	Tekoäly muuttaa monia toimialoja.
4696:人均	人均	人均	na osobę; per capita	Dochód na osobę w tym mieście wzrósł.	per hoofd; per persoon	Het inkomen per hoofd in deze stad is gestegen.	per invånare; per person	Inkomsten per person i staden har ökat.	per innbygger; per person	Inntekten per innbygger i denne byen har økt.	per indbygger; per person	Indkomsten per indbygger i denne by er steget.	henkeä kohti; per henkilö	Tämän kaupungin tulot henkeä kohti ovat nousseet.
4697:人山人海	人山人海	人山人海	tłum ludzi; morze ludzi	Na świątecznym placu były tłumy ludzi.	massa mensen; enorme drukte	Het feestplein stond vol met mensen.	enorm folkmassa	Festivalens torg var fullpackat med människor.	stor folkemengde	Festivalplassen var stappfull av folk.	enorm menneskemængde	Festpladsen var pakket med mennesker.	valtava ihmisjoukko	Juhla-aukio oli täynnä ihmisiä.
4701:人行道	人行道	人行道	chodnik	Piesi powinni chodzić chodnikiem.	stoep; voetpad	Voetgangers moeten op de stoep lopen.	trottoar	Gående bör gå på trottoaren.	fortau	Fotgjengere bør gå på fortauet.	fortov	Fodgængere bør gå på fortovet.	jalkakäytävä	Jalankulkijoiden pitäisi kulkea jalkakäytävällä.
4703:认错	认错	认错	przyznać się do błędu; przeprosić	Dobrowolnie przyznał się do błędu i przeprosił.	een fout toegeven; excuses aanbieden	Hij gaf vrijwillig zijn fout toe en bood excuses aan.	erkänna ett misstag; be om ursäkt	Han erkände frivilligt sitt misstag och bad om ursäkt.	innrømme feil; be om unnskyldning	Han innrømmet feilen sin og ba frivillig om unnskyldning.	indrømme en fejl; undskylde	Han indrømmede frivilligt sin fejl og undskyldte.	myöntää virhe; pyytää anteeksi	Hän myönsi virheensä oma-aloitteisesti ja pyysi anteeksi.
4706:认同	认同	认同	zgadzać się; utożsamiać się	Zgadzam się z twoim poglądem.	het eens zijn met; zich identificeren met	Ik ben het eens met jouw mening.	hålla med; identifiera sig med	Jag håller med om din synpunkt.	være enig med; identifisere seg med	Jeg er enig i synspunktet ditt.	være enig med; identificere sig med	Jeg er enig i dit synspunkt.	olla samaa mieltä; samastua	Olen samaa mieltä näkemyksestäsi.
4707:认知	认知	认知	rozumieć; poznanie	Musimy na nowo zrozumieć ten problem.	begrijpen; cognitie	We moeten deze kwestie opnieuw begrijpen.	förstå; kognition	Vi behöver förstå frågan på nytt.	forstå; kognisjon	Vi må forstå dette problemet på nytt.	forstå; erkendelse	Vi skal forstå dette spørgsmål på ny.	ymmärtää; kognitio	Meidän täytyy ymmärtää tämä asia uudelleen.
4709:日后	日后	日后	w przyszłości	Spotkamy się ponownie, jeśli w przyszłości będzie okazja.	in de toekomst	We kunnen elkaar weer ontmoeten als er later een kans is.	i framtiden	Vi kan ses igen om det finns möjlighet i framtiden.	i fremtiden	Vi kan møtes igjen hvis det blir anledning i fremtiden.	i fremtiden	Vi kan mødes igen, hvis der bliver mulighed i fremtiden.	tulevaisuudessa	Voimme tavata uudelleen, jos tulevaisuudessa tulee tilaisuus.
4710:日前	日前	日前	kilka dni temu; niedawno	Firma kilka dni temu opublikowała zawiadomienie.	enkele dagen geleden; onlangs	Het bedrijf gaf onlangs een kennisgeving uit.	nyligen; för några dagar sedan	Företaget publicerade nyligen ett meddelande.	nylig; for noen dager siden	Selskapet sendte nylig ut en melding.	for nylig; for få dage siden	Virksomheden udsendte for nylig en meddelelse.	äskettäin; muutama päivä sitten	Yritys julkaisi äskettäin ilmoituksen.
4711:日夜	日夜	日夜	dzień i noc; bez przerwy	Robotnicy naprawiali drogę dniem i nocą.	dag en nacht	De arbeiders repareerden de weg dag en nacht.	dag och natt	Arbetarna reparerade vägen dag och natt.	dag og natt	Arbeiderne reparerte veien dag og natt.	dag og nat	Arbejderne reparerede vejen dag og nat.	yötä päivää	Työntekijät korjasivat tietä yötä päivää.
4713:融合	融合	融合	łączyć się; zlewać się	Tradycyjna kultura łączy się tu z nowoczesnym designem.	samengaan; versmelten	Traditionele cultuur en modern ontwerp gaan hier samen.	smälta samman; förenas	Traditionell kultur och modern design smälter samman här.	smelt sammen; forenes	Tradisjonell kultur og moderne design smelter sammen her.	smelte sammen; forenes	Traditionel kultur og moderne design smelter sammen her.	sulautua yhteen	Perinteinen kulttuuri ja moderni muotoilu sulautuvat täällä yhteen.
4715:容量	容量	容量	pojemność	Ten dysk twardy ma dużą pojemność.	capaciteit	Deze harde schijf heeft veel capaciteit.	kapacitet	Den här hårddisken har stor kapacitet.	kapasitet	Denne harddisken har stor kapasitet.	kapacitet	Denne harddisk har stor kapacitet.	kapasiteetti	Tällä kiintolevyllä on suuri kapasiteetti.
4716:融入	融入	融入	włączyć się; zintegrować się	Nowy pracownik szybko włączył się w zespół.	integreren in; opgaan in	De nieuwe medewerker raakte snel geïntegreerd in het team.	integreras i; komma in i	Den nya medarbetaren kom snabbt in i teamet.	integreres i; finne seg til rette i	Den nye ansatte fant seg raskt til rette i teamet.	integreres i; falde til i	Den nye medarbejder faldt hurtigt til i teamet.	sopeutua; sulautua joukkoon	Uusi työntekijä sopeutui nopeasti tiimiin.
4718:柔软	柔软	柔软	miękki	Ten ręcznik jest bardzo miękki.	zacht	Deze handdoek is erg zacht.	mjuk	Den här handduken är mycket mjuk.	myk	Dette håndkleet er veldig mykt.	blød	Dette håndklæde er meget blødt.	pehmeä	Tämä pyyhe on todella pehmeä.
4719:入境	入境	入境	wjazd do kraju; wjechać	Podróżni muszą okazać paszport przy wjeździe do kraju.	het land binnenkomen; binnenkomst	Reizigers moeten hun paspoort tonen bij binnenkomst.	inresa; resa in i landet	Resenärer måste visa pass vid inresa.	innreise; reise inn i landet	Reisende må vise pass ved innreise.	indrejse; rejse ind i landet	Rejsende skal vise pas ved indrejse.	maahantulo	Matkustajien täytyy näyttää passi maahantulossa.
4720:入门	入门	入门	podstawy; poziom początkujący	Ta książka nadaje się do nauki podstaw chińskiego.	beginnersniveau; beginnen	Dit boek is geschikt om met Chinees te beginnen.	nybörjarnivå; komma igång	Den här boken passar för att komma igång med kinesiska.	nybegynnernivå; komme i gang	Denne boken passer for å komme i gang med kinesisk.	begynderniveau; komme i gang	Denne bog egner sig til at komme i gang med kinesisk.	alkeet; aloittelijataso	Tämä kirja sopii kiinan alkeisiin.
4721:入选	入选	入选	zostać wybranym; zakwalifikować się	Jej praca została wybrana na wystawę.	geselecteerd worden	Haar werk werd geselecteerd voor de tentoonstelling.	bli utvald	Hennes verk valdes ut till utställningen.	bli valgt ut	Verket hennes ble valgt ut til utstillingen.	blive udvalgt	Hendes værk blev udvalgt til udstillingen.	tulla valituksi	Hänen työnsä valittiin näyttelyyn.
4723:撒	撒	撒	posypać; rozsypać	Kucharz posypał zupę szczypiorkiem.	strooien	De kok strooide gehakte lente-ui over de soep.	strö	Kocken strödde hackad salladslök över soppan.	strø	Kokken strødde hakket vårløk over suppen.	drysse	Kokken dryssede hakket forårsløg over suppen.	sirotella	Kokki sirotteli keiton päälle hienonnettua kevätsipulia.
4724:塞	塞	塞	wcisnąć; zatkać	Wcisnął ubrania do walizki.	proppen; stoppen	Hij propte de kleren in de koffer.	stoppa in; trycka in	Han tryckte ner kläderna i resväskan.	stappe; putte	Han stappet klærne ned i kofferten.	stoppe; proppe	Han proppede tøjet ned i kufferten.	tunkea; tukkia	Hän tunki vaatteet matkalaukkuun.
4725:赛事	赛事	赛事	zawody; wydarzenie sportowe	Te zawody przyciągnęły wielu widzów.	wedstrijd; sportevenement	Deze wedstrijd trok veel toeschouwers.	tävling; sportevenemang	Den här tävlingen lockade många åskådare.	konkurranse; idrettsarrangement	Denne konkurransen trakk mange tilskuere.	konkurrence; sportsbegivenhed	Denne konkurrence tiltrak mange tilskuere.	kilpailutapahtuma; urheilukilpailu	Tämä kilpailu houkutteli paljon katsojia.
4726:散	散	散	rozsypać się; rozproszyć się	Papiery rozsypały się po całej podłodze.	verspreid raken; losraken	De papieren lagen over de hele vloer verspreid.	spridas; ligga utspridd	Papperen låg utspridda över hela golvet.	spre seg; ligge strødd	Papirene lå strødd utover hele gulvet.	spredes; ligge spredt	Papirerne lå spredt ud over hele gulvet.	levitä; hajota	Paperit levisivät ympäri lattiaa.
4728:散	散	散	rozejść się	Po zakończeniu spotkania wszyscy się rozeszli.	uiteengaan; vertrekken	Na afloop van de vergadering ging iedereen uit elkaar.	skingras; gå därifrån	Efter mötet skingrades alla.	gå hver til sitt; spre seg	Etter møtet gikk alle hver til sitt.	gå hver til sit; spredes	Efter mødet gik alle hver til sit.	hajaantua; lähteä	Kokouksen jälkeen kaikki hajaantuivat.
4732:扫描	扫描	扫描	skanować	Zeskanuj kod QR, żeby zapłacić.	scannen	Scan de QR-code om te betalen.	skanna	Skanna QR-koden för att betala.	skanne	Skann QR-koden for å betale.	scanne	Scan QR-koden for at betale.	skannata	Skannaa QR-koodi maksaaksesi.
4735:鲨鱼	鲨鱼	鲨鱼	rekin	W morzu pływa rekin.	haai	Er zwemt een haai in zee.	haj	Det finns en haj i havet.	hai	Det er en hai i sjøen.	haj	Der er en haj i havet.	hai	Meressä on hai.
4737:山顶	山顶	山顶	szczyt góry	W końcu weszliśmy na szczyt góry.	bergtop	We bereikten eindelijk de bergtop.	bergstopp	Vi nådde äntligen bergstoppen.	fjelltopp	Vi kom endelig opp på fjelltoppen.	bjergtop	Vi nåede endelig op på bjergtoppen.	vuorenhuippu	Pääsimme vihdoin vuorenhuipulle.
4738:山峰	山峰	山峰	szczyt górski	Odległy szczyt górski jest pokryty śniegiem.	bergtop; bergpiek	De verre bergtop is bedekt met sneeuw.	bergstopp; fjälltopp	Den avlägsna bergstoppen är täckt av snö.	fjelltopp	Den fjerne fjelltoppen er dekket av snø.	bjergtop	Den fjerne bjergtop er dækket af sne.	vuorenhuippu	Kaukainen vuorenhuippu on lumen peitossa.
4739:山坡	山坡	山坡	zbocze góry	Owce pasą się na zboczu.	helling; berghelling	De schapen grazen op de berghelling.	bergssluttning	Fåren betar på bergssluttningen.	fjellskråning; åsside	Sauene beiter i fjellskråningen.	bjergskråning	Fårene græsser på bjergskråningen.	rinne; vuorenrinne	Lampaat laiduntavat rinteellä.
4740:闪	闪	闪	błysnąć; mignąć	Na niebie błysnęło światło.	flitsen	Er flitste een licht aan de hemel.	blixtra; glimta	Ett ljussken blixtrade på himlen.	blinke; glimte	Et lysglimt blinket på himmelen.	blinke; glimte	Et lysglimt blinkede på himlen.	välähtää	Taivaalla välähti valo.
4742:扇	扇	扇	skrzydło; klasyfikator dla drzwi lub okien	Otworzył jedno okno.	maatwoord voor deuren of ramen	Hij opende een raam.	måttsord för dörrar eller fönster	Han öppnade ett fönster.	telleord for dører eller vinduer	Han åpnet et vindu.	tælleord for døre eller vinduer	Han åbnede et vindue.	luokittelusana oville tai ikkunoille	Hän avasi ikkunan.
4744:伤口	伤口	伤口	rana	Ranę trzeba codziennie opatrywać.	wond	De wond moet elke dag worden verbonden.	sår	Såret behöver läggas om varje dag.	sår	Såret må stelles hver dag.	sår	Såret skal skiftes hver dag.	haava	Haava täytyy sitoa joka päivä.
4745:伤亡	伤亡	伤亡	ofiary; ranni i zabici	W wypadku było wielu rannych i zabitych.	slachtoffers; gewonden en doden	Bij het ongeluk vielen meerdere slachtoffers.	döda och skadade	Olyckan orsakade flera döda och skadade.	skadde og døde	Ulykken førte til flere skadde og døde.	tilskadekomne og døde	Ulykken medførte flere tilskadekomne og døde.	uhrit; loukkaantuneet ja kuolleet	Onnettomuudessa tuli useita uhreja.
4746:伤员	伤员	伤员	ranny; poszkodowany	Personel medyczny udziela pomocy rannym.	gewonde	Medisch personeel behandelt de gewonden.	skadad person; sårad	Vårdpersonalen behandlar de skadade.	skadet person; såret	Helsepersonell behandler de skadde.	såret; tilskadekommen	Sundhedspersonalet behandler de sårede.	haavoittunut; loukkaantunut	Hoitohenkilökunta hoitaa loukkaantuneita.
4750:上市	上市	上市	wejść na rynek; wejść na giełdę	Ten nowy model samochodu wejdzie na rynek w przyszłym miesiącu.	op de markt komen; naar de beurs gaan	Dit nieuwe automodel komt volgende maand op de markt.	lanseras; börsnoteras	Den nya bilmodellen lanseras nästa månad.	lanseres; børsnoteres	Denne nye bilmodellen lanseres neste måned.	komme på markedet; børsnoteres	Denne nye bilmodel kommer på markedet næste måned.	tulla markkinoille; listautua pörssiin	Tämä uusi automalli tulee markkinoille ensi kuussa.
4751:上述	上述	上述	wspomniany wyżej	Wspomniane wyżej problemy trzeba szybko rozwiązać.	bovengenoemd	De bovengenoemde problemen moeten snel worden opgelost.	ovan nämnd	De ovan nämnda problemen måste lösas snarast.	ovennevnt	De ovennevnte problemene må løses raskt.	ovennævnt	De ovennævnte problemer skal løses hurtigt.	edellä mainittu	Edellä mainitut ongelmat täytyy ratkaista pian.
4752:上台	上台	上台	wejść na scenę; dojść do władzy	Publiczność klaskała, gdy aktor wszedł na scenę.	het podium opgaan; aan de macht komen	Het publiek applaudisseerde toen de acteur het podium opging.	gå upp på scen; komma till makten	Publiken applåderade när skådespelaren gick upp på scenen.	gå på scenen; komme til makten	Publikum applauderte da skuespilleren gikk på scenen.	gå på scenen; komme til magten	Publikum klappede, da skuespilleren gik på scenen.	nousta lavalle; päästä valtaan	Yleisö taputti, kun näyttelijä nousi lavalle.
4753:上旬	上旬	上旬	pierwsza dekada miesiąca	Spotkanie zaplanowano na pierwszą dekadę czerwca.	eerste tien dagen van de maand	De vergadering is gepland voor begin juni.	första tredjedelen av månaden	Mötet är planerat till början av juni.	første tidagersperiode i måneden	Møtet er lagt til begynnelsen av juni.	månedens første ti dage	Mødet er planlagt til begyndelsen af juni.	kuukauden ensimmäiset kymmenen päivää	Kokous on suunniteltu kesäkuun alkuun.
4754:少儿	少儿	少儿	dzieci; dziecięcy	Ten program jest odpowiedni dla dzieci.	kinderen; jeugd	Dit programma is geschikt voor kinderen.	barn	Det här programmet passar för barn.	barn	Dette programmet passer for barn.	børn	Dette program egner sig til børn.	lapset; lasten-	Tämä ohjelma sopii lapsille.
4756:社	社	社	stowarzyszenie; klub	Dołączył do szkolnego koła literackiego.	vereniging; club	Hij werd lid van de literatuurclub op school.	förening; klubb	Han gick med i skolans litteraturklubb.	forening; klubb	Han ble med i skolens litteraturklubb.	forening; klub	Han meldte sig ind i skolens litteraturklub.	seura; kerho	Hän liittyi koulun kirjallisuuskerhoon.
4757:射	射	射	strzelać	Zawodnik trafił w cel strzałem.	schieten	De sporter raakte het doel met een schot.	skjuta	Idrottaren träffade målet med sitt skott.	skyte	Utøveren traff målet med et skudd.	skyde	Atleten ramte målet med et skud.	ampua	Urheilija osui maaliin laukauksella.
4760:摄像	摄像	摄像	nagrywać wideo; filmować	Pracownicy właśnie nagrywają wideo.	video opnemen; filmen	De medewerkers zijn video aan het opnemen.	filma; spela in video	Personalen håller på att filma.	filme; ta opp video	De ansatte holder på å filme.	filme; optage video	Personalet er ved at filme.	kuvata videolle	Henkilökunta kuvaa videota.
4762:摄像头	摄像头	摄像头	kamera; kamera monitoringu	Przy wejściu zamontowano kamerę.	camera; bewakingscamera	Bij de ingang is een camera geplaatst.	kamera; övervakningskamera	En kamera har installerats vid ingången.	kamera; overvåkingskamera	Det er montert et kamera ved inngangen.	kamera; overvågningskamera	Der er sat et kamera op ved indgangen.	kamera; valvontakamera	Sisäänkäynnille asennettiin kamera.
