hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
3257:相册	相册	相册	फोटो एल्बम	उसने यात्रा की तस्वीरें एल्बम में रखीं।	ছবির অ্যালবাম	সে ভ্রমণের ছবিগুলো অ্যালবামে রেখেছে।	album ng larawan	Inilagay niya sa album ang mga larawan sa biyahe.
3260:向上	向上	向上	ऊपर की ओर	बच्चे ने गुब्बारे को ऊपर उठाया।	উপরের দিকে	শিশুটি বেলুনটি উপরের দিকে তুলল।	pataas	Itinaas ng bata pataas ang lobo.
3263:消费者	消费者	消费者	उपभोक्ता	उपभोक्ताओं को उत्पाद की जानकारी जानने का अधिकार है।	ভোক্তা	ভোক্তার পণ্যের তথ্য জানার অধিকার আছে।	mamimili; konsumer	May karapatang malaman ng mamimili ang impormasyon tungkol sa produkto.
3266:销量	销量	销量	बिक्री मात्रा	नए उत्पाद की बिक्री मात्रा अपेक्षा से अधिक है।	বিক্রির পরিমাণ	নতুন পণ্যের বিক্রির পরিমাণ প্রত্যাশার বেশি।	dami ng benta	Lumampas sa inaasahan ang dami ng benta ng bagong produkto.
3270:小型	小型	小型	छोटे आकार का	यह एक छोटा कैफ़े है।	ছোট আকারের	এটি একটি ছোট আকারের ক্যাফে।	maliit ang sukat	Maliit ang sukat ng kapihang ito.
3271:小于	小于	小于	से छोटा होना	दो पांच से छोटा है।	এর চেয়ে ছোট	দুই পাঁচের চেয়ে ছোট।	mas maliit kaysa	Mas maliit ang dalawa kaysa lima.
3279:新人	新人	新人	नया व्यक्ति; नवविवाहित	कंपनी ने नए कर्मचारियों के लिए प्रशिक्षण रखा।	নতুন ব্যক্তি; নবদম্পতি	কোম্পানি নতুনদের জন্য প্রশিক্ষণের ব্যবস্থা করেছে।	baguhan; bagong kasal	Nag-ayos ang kompanya ng pagsasanay para sa mga baguhan.
3282:新型	新型	新型	नए प्रकार का	यह नए प्रकार की पर्यावरण-अनुकूल सामग्री है।	নতুন ধরনের	এটি নতুন ধরনের পরিবেশবান্ধব উপাদান।	bagong uri	Ito ay bagong uri ng materyal na makakalikasan.
3285:信用	信用	信用	क्रेडिट; भरोसा	अच्छा क्रेडिट ऋण के लिए बहुत महत्वपूर्ण है।	ক্রেডিট; বিশ্বাসযোগ্যতা	ভালো ক্রেডিট ঋণের জন্য খুব গুরুত্বপূর্ণ।	kredito; tiwala	Mahalaga ang magandang kredito para sa utang.
3286:行程	行程	行程	यात्रा कार्यक्रम	गाइड ने कल का यात्रा कार्यक्रम सबको भेज दिया।	ভ্রমণসূচি	গাইড আগামীকালের ভ্রমণসূচি সবাইকে পাঠিয়েছেন।	iskedyul ng biyahe	Ipinadala ng tour guide sa lahat ang iskedyul ng biyahe bukas.
3293:行驶	行驶	行驶	चलना; वाहन चलना	वाहन राजमार्ग पर चल रहा है।	চলাচল করা; চালানো	যানবাহনটি মহাসড়কে চলাচল করছে।	tumakbo; magmaneho	Tumatakbo ang sasakyan sa highway.
3297:行走	行走	行走	पैदल चलना	बारिश में ज़मीन पर चलते समय सावधान रहना चाहिए।	হাঁটা	বৃষ্টির দিনে মাটিতে হাঁটার সময় সাবধানে থাকতে হয়।	maglakad	Mag-ingat sa paglalakad sa lupa kapag umuulan.
3303:需	需	需	ज़रूरत होना	इस मामले पर और चर्चा की ज़रूरत है।	প্রয়োজন হওয়া	এই বিষয়টি আরও আলোচনা করা প্রয়োজন।	kailangan	Kailangan pang talakayin ang bagay na ito.
3309:学分	学分	学分	शैक्षणिक क्रेडिट	इस पाठ्यक्रम के तीन क्रेडिट हैं।	একাডেমিক ক্রেডিট	এই কোর্সে তিনটি একাডেমিক ক্রেডিট আছে।	kreditong akademiko	May tatlong kreditong akademiko ang kursong ito.
3310:学科	学科	学科	विषय; अनुशासन	चिकित्सा एक महत्वपूर्ण शैक्षणिक विषय है।	শিক্ষাবিষয়; শাস্ত্র	চিকিৎসাবিজ্ঞান একটি গুরুত্বপূর্ণ শিক্ষাবিষয়।	larangan ng pag-aaral	Mahalagang larangan ng pag-aaral ang medisina.
3312:学年	学年	学年	शैक्षणिक वर्ष	नया शैक्षणिक वर्ष सितंबर में शुरू होता है।	শিক্ষাবর্ষ	নতুন শিক্ষাবর্ষ সেপ্টেম্বর থেকে শুরু হয়।	taong pampaaralan	Nagsisimula sa Setyembre ang bagong taong pampaaralan.
3314:学者	学者	学者	विद्वान	यह विद्वान चीनी इतिहास का अध्ययन करता है।	পণ্ডিত; গবেষক	এই পণ্ডিত চীনের ইতিহাস নিয়ে গবেষণা করেন।	iskolar	Pinag-aaralan ng iskolar na ito ang kasaysayan ng Tsina.
3315:雪糕	雪糕	雪糕	आइसक्रीम बार	गर्मी में बच्चों को आइसक्रीम बार खाना पसंद है।	আইসক্রিম বার	গ্রীষ্মে শিশুরা আইসক্রিম বার খেতে ভালোবাসে।	bar na sorbetes	Mahilig kumain ng bar na sorbetes ang mga bata sa tag-init.
3323:鸭子	鸭子	鸭子	बतख	झील में कुछ बतख तैर रही हैं।	হাঁস	হ্রদে কয়েকটি হাঁস সাঁতার কাটছে।	pato	May ilang patong lumalangoy sa lawa.
3325:沿	沿	沿	के किनारे-किनारे	हम नदी किनारे धीरे-धीरे चले।	ধারে ধারে	আমরা নদীর ধারে ধীরে ধীরে হাঁটলাম।	sa kahabaan ng	Naglakad kami nang dahan-dahan sa kahabaan ng ilog.
3327:研发	研发	研发	अनुसंधान और विकास करना	कंपनी नए प्रकार का रोबोट विकसित कर रही है।	গবেষণা ও উন্নয়ন করা	কোম্পানি নতুন ধরনের রোবট গবেষণা ও উন্নয়ন করছে।	magsaliksik at bumuo	Nagsasaliksik at bumubuo ang kompanya ng bagong uri ng robot.
3329:研制	研制	研制	शोध से विकसित करना	वैज्ञानिक टीम ने एक नई दवा विकसित की।	গবেষণা করে তৈরি করা	গবেষণা দল একটি নতুন ওষুধ তৈরি করেছে।	bumuo sa pamamagitan ng pananaliksik	Nakabuo ang pangkat ng pananaliksik ng bagong gamot.
3330:眼	眼	眼	आंख	हवा बहुत तेज़ थी, उसने आंखें सिकोड़ लीं।	চোখ	বাতাস খুব জোরে ছিল, সে চোখ কুঁচকে ফেলল।	mata	Malakas ang hangin, kaya pumikit nang bahagya ang kanyang mga mata.
3332:眼泪	眼泪	眼泪	आंसू	वह भावुक होकर रो पड़ी।	চোখের জল	সে আবেগে চোখের জল ফেলল।	luha	Naluha siya sa sobrang pagkaantig.
3339:要不是	要不是	要不是	अगर ऐसा न होता	अगर तुमने याद न दिलाया होता, तो मैं बैठक लगभग भूल गया था।	যদি না হতো	তুমি মনে না করালে আমি প্রায় সভাটা ভুলেই যেতাম।	kung hindi dahil sa	Kung hindi mo ako pinaalalahanan, halos nakalimutan ko ang pulong.
3340:药品	药品	药品	दवा; औषधि उत्पाद	दवाओं का उपयोग निर्देश-पत्र के अनुसार करना चाहिए।	ওষুধ; ঔষধপণ্য	ওষুধ অবশ্যই নির্দেশিকা অনুযায়ী ব্যবহার করতে হবে।	gamot; produktong panggamot	Kailangang gamitin ang gamot ayon sa tagubilin.
3341:药物	药物	药物	दवा	यह दवा खाली पेट नहीं खानी चाहिए।	ওষুধ	এই ওষুধ খালি পেটে খাওয়া যাবে না।	gamot	Hindi dapat inumin ang gamot na ito nang walang laman ang tiyan.
3342:夜间	夜间	夜间	रात के समय	रात में गाड़ी चलाते समय विशेष सावधानी चाहिए।	রাতের সময়	রাতে গাড়ি চালালে বিশেষ সাবধান থাকতে হয়।	sa gabi	Kailangang maging mas maingat sa pagmamaneho sa gabi.
3343:夜市	夜市	夜市	रात का बाज़ार	यह सड़क रात में रात के बाज़ार में बदल जाती है।	রাতের বাজার	এই রাস্তা রাতে রাতের বাজারে পরিণত হয়।	palengke sa gabi	Sa gabi, nagiging palengke sa gabi ang kalyeng ito.
3348:医疗	医疗	医疗	चिकित्सा सेवा	समुदाय की चिकित्सा सेवा दिन-ब-दिन सुविधाजनक हो रही है।	চিকিৎসা সেবা	কমিউনিটির চিকিৎসা সেবা ক্রমে আরও সুবিধাজনক হচ্ছে।	pangangalagang medikal	Mas nagiging maginhawa ang pangangalagang medikal sa komunidad.
3350:医学	医学	医学	चिकित्सा विज्ञान	उसने विश्वविद्यालय में चिकित्सा विज्ञान पढ़ा।	চিকিৎসাবিজ্ঞান	সে বিশ্ববিদ্যালয়ে চিকিৎসাবিজ্ঞান পড়েছে।	agham medikal	Ang pinag-aralan niya sa unibersidad ay agham medikal.
3351:移	移	移	हिलाना; स्थान बदलना	कृपया मेज़ को थोड़ा बाईं ओर खिसका दें।	সরানো	দয়া করে টেবিলটি একটু বামে সরিয়ে দিন।	ilipat	Pakiurong nang kaunti pakaliwa ang mesa.
3352:一次性	一次性	一次性	एक बार इस्तेमाल होने वाला	रेस्टोरेंट अब एक बार इस्तेमाल होने वाली चॉपस्टिक नहीं देता।	একবার ব্যবহারযোগ্য	রেস্তোরাঁ আর একবার ব্যবহারযোগ্য চপস্টিক দেয় না।	pang-isahang gamit	Hindi na nagbibigay ang restawran ng chopstick na pang-isahang gamit.
3353:一代	一代	一代	एक पीढ़ी	इस पीढ़ी के युवा पर्यावरण संरक्षण को अधिक महत्व देते हैं।	এক প্রজন্ম	এই প্রজন্মের তরুণরা পরিবেশ সুরক্ষাকে বেশি গুরুত্ব দেয়।	isang henerasyon	Mas pinahahalagahan ng henerasyong ito ng kabataan ang pangangalaga sa kapaligiran.
3357:一路	一路	一路	पूरे रास्ते	वह पूरे रास्ते दौड़ता हुआ स्टेशन पहुंचा।	সারা পথ	সে সারা পথ দৌড়ে স্টেশনে পৌঁছেছে।	buong daan	Tumakbo siya buong daan hanggang istasyon.
3358:一路顺风	一路顺风	一路顺风	सुखद यात्रा हो	दोस्त के निकलने से पहले मैंने उससे कहा, सुखद यात्रा हो।	ভালো যাত্রা হোক	বন্ধু রওনা হওয়ার আগে আমি তাকে বললাম, ভালো যাত্রা হোক।	maligayang paglalakbay	Bago umalis ang kaibigan ko, sinabi ko sa kanya, maligayang paglalakbay.
3372:音量	音量	音量	आवाज़ की मात्रा	कृपया टीवी की आवाज़ थोड़ी कम करें।	শব্দের মাত্রা	দয়া করে টিভির শব্দ একটু কমান।	lakas ng tunog	Pakihinaan nang kaunti ang lakas ng tunog ng TV.
3374:引进	引进	引进	लाना; परिचय कराना	स्कूल ने नए शिक्षण उपकरण लाए।	নিয়ে আসা; প্রবর্তন করা	স্কুল নতুন শিক্ষণ সরঞ্জাম নিয়ে এসেছে।	magpasok; ipakilala	Nagpasok ang paaralan ng bagong kagamitang panturo.
3377:应当	应当	应当	चाहिए	विद्यार्थियों को समय पर गृहकार्य पूरा करना चाहिए।	উচিত	ছাত্রদের সময়মতো বাড়ির কাজ শেষ করা উচিত।	dapat	Dapat tapusin ng mga estudyante ang takdang-aralin sa oras.
3378:迎	迎	迎	स्वागत करना	सब लोग दरवाज़े पर खड़े होकर मेहमानों का स्वागत कर रहे हैं।	স্বাগত জানানো	সবাই দরজায় দাঁড়িয়ে অতিথিদের স্বাগত জানাচ্ছে।	salubungin	Nakatayo ang lahat sa pinto para salubungin ang mga panauhin.
3382:影片	影片	影片	फिल्म	इस फिल्म को अच्छी समीक्षाएं मिलीं।	চলচ্চিত্র	এই চলচ্চিত্র ভালো রিভিউ পেয়েছে।	pelikula	Nakatanggap ng magagandang pagsusuri ang pelikulang ito.
3383:影视	影视	影视	फिल्म और टीवी	वह फिल्म और टीवी उद्योग में काम करता है।	চলচ্চিত্র ও টেলিভিশন	সে চলচ্চিত্র ও টেলিভিশন শিল্পে কাজ করে।	pelikula at telebisyon	Nagtatrabaho siya sa industriya ng pelikula at telebisyon.
3385:应对	应对	应对	सामना करना; निपटना	कंपनी नए बाज़ार बदलावों से निपट रही है।	মোকাবিলা করা	কোম্পানি নতুন বাজার পরিবর্তনের মোকাবিলা করছে।	tugunan; harapin	Hinahaharap ng kompanya ang bagong pagbabago sa merkado.
3391:用法	用法	用法	प्रयोग का तरीका	शिक्षक ने इस शब्द का प्रयोग समझाया।	ব্যবহারপদ্ধতি	শিক্ষক এই শব্দের ব্যবহারপদ্ধতি ব্যাখ্যা করেছেন।	paraan ng paggamit	Ipinaliwanag ng guro ang paraan ng paggamit ng salitang ito.
3393:用力	用力	用力	ज़ोर लगाना	दरवाज़ा भारी है, धक्का देने के लिए ज़ोर लगाना होगा।	জোর লাগানো	দরজা ভারী, ঠেলতে জোর লাগবে।	gumamit ng puwersa	Mabigat ang pinto, kailangang gumamit ng puwersa para itulak.
3394:用品	用品	用品	उपयोग की चीज़ें	यात्रा की चीज़ें सूटकेस में रख दी गई हैं।	ব্যবহার্য সামগ্রী	ভ্রমণের সামগ্রী স্যুটকেসে রাখা হয়েছে।	kagamitan	Nailagay na sa maleta ang mga gamit sa paglalakbay.
3398:优良	优良	优良	उत्कृष्ट	इस किस्म की विशेषताएं उत्कृष्ट हैं।	উৎকৃষ্ট	এই জাতটির উৎকৃষ্ট বৈশিষ্ট্য আছে।	mahusay	May mahuhusay na katangian ang barayting ito.
3401:优质	优质	优质	उच्च गुणवत्ता वाला	यह दुकान उच्च गुणवत्ता की सेवा देती है।	উচ্চমানের	এই দোকান উচ্চমানের সেবা দেয়।	mataas ang kalidad	Nagbibigay ng mataas na kalidad na serbisyo ang tindahang ito.
3402:由此	由此	由此	इससे; इसलिए	इससे देखा जा सकता है कि योजना में बदलाव चाहिए।	এ থেকে; তাই	এ থেকে বোঝা যায়, পরিকল্পনা বদলানো দরকার।	mula rito; kaya	Mula rito, makikitang kailangang ayusin ang plano.
3403:邮寄	邮寄	邮寄	डाक से भेजना	मैंने दस्तावेज़ ग्राहक को डाक से भेज दिए।	ডাকযোগে পাঠানো	আমি নথিগুলো গ্রাহকের কাছে ডাকযোগে পাঠিয়েছি।	ipadala sa koreo	Ipinadala ko sa kliyente ang mga dokumento sa koreo.
3406:邮票	邮票	邮票	डाक टिकट	लिफ़ाफ़े पर एक डाक टिकट चिपका है।	ডাকটিকিট	খামের ওপর একটি ডাকটিকিট লাগানো আছে।	selyo	May nakadikit na selyo sa sobre.
3407:油条	油条	油条	तली हुई आटे की लंबी पट्टी	नाश्ते की दुकान की तली हुई आटे की पट्टी बहुत लोकप्रिय है।	তেলে ভাজা লম্বা ময়দার খাবার	নাশতার দোকানের তেলে ভাজা লম্বা খাবার খুব জনপ্রিয়।	pritong pahabang tinapay	Sikat ang pritong pahabang tinapay sa tindahan ng almusal.
3409:有害	有害	有害	हानिकारक	यह गैस मानव शरीर के लिए हानिकारक है।	ক্ষতিকর	এই গ্যাস মানবদেহের জন্য ক্ষতিকর।	nakakapinsala	Nakakapinsala sa katawan ng tao ang gas na ito.
3410:有力	有力	有力	शक्तिशाली; प्रभावी	यह समर्थन का एक प्रभावी उपाय है।	শক্তিশালী; কার্যকর	এটি একটি শক্তিশালী সহায়তা ব্যবস্থা।	malakas; epektibo	Isang epektibong hakbang ng suporta ito.
3412:有限	有限	有限	सीमित	हमारा समय सीमित है।	সীমিত	আমাদের সময় সীমিত।	limitado	Limitado ang oras namin.
3413:有益	有益	有益	लाभदायक	पढ़ना भाषा सीखने के लिए लाभदायक है।	উপকারী	পড়া ভাষা শেখার জন্য উপকারী।	kapaki-pakinabang	Kapaki-pakinabang sa pag-aaral ng wika ang pagbabasa.
3414:有助于	有助于	有助于	मदद करना	पर्याप्त नींद शारीरिक शक्ति वापस लाने में मदद करती है।	সহায়ক হওয়া	পর্যাপ্ত ঘুম শারীরিক শক্তি পুনরুদ্ধারে সহায়ক।	makatulong	Nakatutulong ang sapat na tulog sa pagbawi ng lakas ng katawan.
3418:雨水	雨水	雨水	बरसाती पानी	बरसाती पानी छत के साथ बहकर नीचे आया।	বৃষ্টির পানি	বৃষ্টির পানি ছাদ বেয়ে নেমে এল।	tubig-ulan	Dumaloy pababa mula sa bubong ang tubig-ulan.
3419:语文	语文	语文	चीनी भाषा; भाषा कला	उसके चीनी भाषा के अंक हमेशा अच्छे रहे हैं।	চীনা ভাষা; ভাষাশিক্ষা	তার চীনা ভাষার ফল সবসময় ভালো।	asignaturang wika	Palaging maganda ang marka niya sa asignaturang wika.
3420:语音	语音	语音	वाणी ध्वनि; आवाज़	यह सॉफ्टवेयर आवाज़ पहचान सकता है।	বাকধ্বনি; কণ্ঠস্বর	এই সফটওয়্যার কণ্ঠস্বর শনাক্ত করতে পারে।	tunog ng pagsasalita; boses	Nakikilala ng software na ito ang boses.
3422:预测	预测	预测	पूर्वानुमान करना	विशेषज्ञों ने अनुमान लगाया कि अगले साल कीमतें बढ़ेंगी।	পূর্বাভাস দেওয়া	বিশেষজ্ঞরা পূর্বাভাস দিয়েছেন আগামী বছর দাম বাড়বে।	hulaan; magtaya	Tinataya ng mga eksperto na tataas ang presyo sa susunod na taon.
3425:预计	预计	预计	अनुमान करना; अपेक्षा करना	परियोजना साल के अंत तक पूरी होने का अनुमान है।	অনুমান করা; প্রত্যাশা করা	প্রকল্পটি বছরের শেষে শেষ হবে বলে অনুমান করা হচ্ছে।	tantiyahin; asahan	Tinatayang matatapos ang proyekto sa katapusan ng taon.
3427:预约	预约	预约	अपॉइंटमेंट लेना	बाह्य रोगी विभाग में जाने से पहले अपॉइंटमेंट लेना बेहतर है।	আগে থেকে সময় নেওয়া	বহির্বিভাগে দেখানোর আগে আগে থেকে সময় নেওয়া ভালো।	magpa-appointment	Mas mabuting magpa-appointment bago magpatingin sa outpatient clinic.
3428:原	原	原	मूल; पूर्व	कृपया मूल योजना के अनुसार आगे बढ़ें।	মূল; আগের	দয়া করে মূল পরিকল্পনা অনুযায়ী এগিয়ে যান।	oryihinal; dati	Magpatuloy ayon sa orihinal na plano.
3430:原有	原有	原有	मूल; पहले से मौजूद	नई प्रणाली ने मूल सुविधाएं बनाए रखीं।	মূল; বিদ্যমান	নতুন সিস্টেমটি মূল ফাংশনগুলো বজায় রেখেছে।	dating mayroon	Napanatili ng bagong sistema ang dating mga gamit.
3434:愿	愿	愿	इच्छुक होना; कामना करना	मैं सबके साथ अनुभव साझा करने को तैयार हूं।	রাজি হওয়া; ইচ্ছা করা	আমি সবার সঙ্গে অভিজ্ঞতা ভাগ করতে রাজি।	handang; nais	Handa akong ibahagi sa lahat ang karanasan.
3436:约定	约定	约定	तय करना; समझौता	हमने तय किया कि कल सुबह मिलेंगे।	ঠিক করা; চুক্তি	আমরা ঠিক করেছি কাল সকালে দেখা করব।	kasunduan; pag-usapan	Nagkasundo kaming magkita bukas ng umaga.
3437:运	运	运	ढोना; पहुंचाना	चालक माल को गोदाम तक ले गया।	বহন করা; পরিবহন করা	চালক পণ্যগুলো গুদামে পৌঁছে দিয়েছেন।	ihatid; dalhin	Inihatid ng drayber ang kalakal sa bodega.
3438:运费	运费	运费	शिपिंग शुल्क	इस वस्तु का शिपिंग शुल्क दस युआन है।	পরিবহন খরচ	এই পণ্যের পরিবহন খরচ দশ ইউয়ান।	bayad sa pagpapadala	Sampung yuan ang bayad sa pagpapadala ng produktong ito.
3442:在场	在场	在场	मौजूद होना	दुर्घटना के समय वह भी मौजूद था।	উপস্থিত থাকা	দুর্ঘটনার সময় সেও উপস্থিত ছিল।	naroon	Naroon din siya nang mangyari ang aksidente.
3444:在内	在内	在内	शामिल	खर्च में रहने का खर्च भी शामिल है।	সহ অন্তর্ভুক্ত	খরচের মধ্যে থাকার খরচ অন্তর্ভুক্ত।	kabilang	Kabilang sa bayarin ang tirahan.
3445:在线	在线	在线	इंटरनेट पर	विद्यार्थी इंटरनेट पर गृहकार्य जमा कर सकते हैं।	অনলাইনে	ছাত্ররা অনলাইনে বাড়ির কাজ জমা দিতে পারে।	nasa internet	Maaaring magpasa ng takdang-aralin ang mga estudyante sa internet.
3448:糟	糟	糟	खराब; बहुत बुरा	आज यातायात की स्थिति बहुत खराब है।	খারাপ; বাজে	আজকের যানজটের অবস্থা খুব খারাপ।	masama	Napakasama ng lagay ng trapiko ngayon.
3450:早期	早期	早期	आरंभिक दौर	परियोजना के शुरुआती दौर में बहुत कठिनाइयां आईं।	প্রাথমিক পর্যায়	প্রকল্পের প্রাথমিক পর্যায়ে অনেক অসুবিধা হয়েছিল।	maagang yugto	Maraming hirap ang naranasan sa maagang yugto ng proyekto.
3451:早晚	早晚	早晚	कभी न कभी; सुबह-शाम	बस डटे रहो, कभी न कभी असर दिखेगा।	কখনও না কখনও; সকাল-সন্ধ্যা	লেগে থাকলে কখনও না কখনও ফল দেখা যাবে।	di kalaunan; umaga at gabi	Basta magpatuloy, di kalaunan ay makikita ang epekto.
3452:早已	早已	早已	काफ़ी पहले से	यह खबर सबको काफ़ी पहले से पता है।	অনেক আগেই	এই খবর সবাই অনেক আগেই জানে।	matagal nang	Matagal nang alam ng lahat ang balitang ito.
3453:造	造	造	बनाना; निर्माण करना	मज़दूर एक नया पुल बना रहे हैं।	তৈরি করা; নির্মাণ করা	শ্রমিকরা একটি নতুন সেতু তৈরি করছে।	gumawa; magtayo	Gumagawa ang mga manggagawa ng bagong tulay.
3455:增	增	增	बढ़ना; बढ़ाना	इस साल कंपनी की आय काफ़ी बढ़ी है।	বাড়া; বাড়ানো	এ বছর কোম্পানির আয় অনেক বেড়েছে।	dagdagan; tumaas	Tumaas nang malaki ang kita ng kompanya ngayong taon.
3456:增进	增进	增进	बेहतर करना; बढ़ाना	संचार एक-दूसरे की समझ बढ़ा सकता है।	উন্নত করা; বাড়ানো	যোগাযোগ পারস্পরিক বোঝাপড়া বাড়াতে পারে।	pagbutihin; palalimin	Mapapalalim ng komunikasyon ang pag-unawa sa isa't isa.
3457:增强	增强	增强	मज़बूत करना	व्यायाम शारीरिक शक्ति बढ़ा सकता है।	শক্তিশালী করা	ব্যায়াম শারীরিক শক্তি বাড়াতে পারে।	palakasin	Maaaring palakasin ng ehersisyo ang lakas ng katawan.
3458:赠	赠	赠	उपहार में देना	स्कूल ने विद्यार्थियों को किताबों का एक बैच उपहार में दिया।	উপহার দেওয়া	স্কুল ছাত্রদের একগুচ্ছ বই উপহার দিয়েছে।	iregalo	Nagregalo ang paaralan ng isang pangkat ng aklat sa mga estudyante.
3460:炸	炸	炸	तलना; विस्फोट होना	इस रोटी को तेल में तलना पड़ता है।	তেলে ভাজা; বিস্ফোরিত হওয়া	এই পিঠাটি তেলে ভাজতে হয়।	iprito; sumabog	Kailangang iprito sa mantika ang tinapay na ito.
3463:展出	展出	展出	प्रदर्शित करना	संग्रहालय पारंपरिक चीनी चित्रकला प्रदर्शित कर रहा है।	প্রদর্শন করা	জাদুঘর ঐতিহ্যবাহী চীনা চিত্রকর্ম প্রদর্শন করছে।	ipakita; ilantad	Nagpapakita ang museo ng tradisyonal na pagpipintang Tsino.
3469:站台	站台	站台	प्लेटफ़ॉर्म	यात्री प्लेटफ़ॉर्म पर गाड़ी का इंतज़ार कर रहे हैं।	প্ল্যাটফর্ম	যাত্রীরা প্ল্যাটফর্মে গাড়ির জন্য অপেক্ষা করছেন।	plataporma	Naghihintay ng sasakyan ang mga pasahero sa plataporma.
3472:涨价	涨价	涨价	कीमत बढ़ना	इस रेस्टोरेंट ने हाल में कीमतें बढ़ाई हैं।	দাম বাড়া	এই রেস্তোরাঁ সম্প্রতি দাম বাড়িয়েছে।	magmahal ang presyo	Kamakailan ay nagmahal ang presyo sa restawrang ito.
3473:掌声	掌声	掌声	तालियां	प्रदर्शन समाप्त होने के बाद तालियां बहुत ज़ोरदार थीं।	তালি	প্রদর্শন শেষে তালি খুব জোরালো ছিল।	palakpakan	Pagkatapos ng pagtatanghal, masigla ang palakpakan.
3475:账号	账号	账号	खाता संख्या; अकाउंट	कृपया अपना खाता दूसरों को न बताएं।	অ্যাকাউন্ট নম্বর; অ্যাকাউন্ট	দয়া করে আপনার অ্যাকাউন্ট অন্যকে বলবেন না।	account sa sistema	Huwag sabihin sa ibang tao ang iyong account sa sistema.
3479:折扣	折扣	折扣	छूट	इस कपड़े पर बीस प्रतिशत की छूट है।	ছাড়	এই পোশাকে বিশ শতাংশ ছাড় আছে।	diskuwento	May dalawampung porsiyentong diskuwento ang damit na ito.
3481:真诚	真诚	真诚	सच्चा; ईमानदार	उसकी माफ़ी बहुत सच्ची थी।	আন্তরিক	তার ক্ষমা চাওয়া খুব আন্তরিক ছিল।	taos-puso	Taos-puso ang paghingi niya ng tawad.
3488:争	争	争	लड़ना; मुकाबला करना	दोनों टीमें चैंपियनशिप के लिए मुकाबला कर रही हैं।	লড়াই করা; প্রতিযোগিতা করা	দুটি দলই চ্যাম্পিয়নশিপের জন্য লড়ছে।	makipag-agawan; makipagkumpitensya	Naglalaban ang dalawang koponan para sa kampeonato.
3492:整整	整整	整整	पूरा	वह पूरे दो घंटे इंतज़ार करता रहा।	পুরোপুরি	সে পুরো দুই ঘণ্টা অপেক্ষা করেছে।	buong-buo	Naghintay siya nang buong dalawang oras.
3496:正如	正如	正如	ठीक जैसे	ठीक जैसे शिक्षक ने कहा, अभ्यास बहुत महत्वपूर्ण है।	যেমনটি	যেমনটি শিক্ষক বলেছেন, অনুশীলন খুব গুরুত্বপূর্ণ।	gaya mismo ng	Gaya mismo ng sinabi ng guro, mahalaga ang pagsasanay.
3500:知名	知名	知名	प्रसिद्ध	यह एक प्रसिद्ध कंपनी है।	সুপরিচিত	এটি একটি সুপরিচিত প্রতিষ্ঠান।	kilala	Isang kilalang negosyo ito.
3503:职场	职场	职场	कार्यस्थल	नए लोगों को कार्यस्थल में प्रवेश करते समय बहुत कुछ सीखना पड़ता है।	কর্মক্ষেত্র	নতুনদের কর্মক্ষেত্রে ঢুকে অনেক কিছু শিখতে হয়।	lugar ng trabaho	Maraming kailangang matutunan ang mga baguhan pagpasok sa lugar ng trabaho.
3504:职工	职工	职工	कर्मचारी	कारखाने में तीन सौ कर्मचारी हैं।	কর্মচারী	কারখানায় তিনশো কর্মচারী আছে।	kawani; empleyado	May tatlong daang empleyado ang pabrika.
3506:止	止	止	समाप्त होना; तक	गतिविधि रात नौ बजे तक है।	থামা; পর্যন্ত	কার্যক্রম রাত নয়টা পর্যন্ত।	huminto; hanggang	Hanggang alas-nuwebe ng gabi ang gawain.
3508:至	至	至	तक	खुलने का समय सोमवार से शुक्रवार तक है।	থেকে; পর্যন্ত	খোলার সময় সোমবার থেকে শুক্রবার পর্যন্ত।	hanggang	Bukas ito mula Lunes hanggang Biyernes.
3509:治	治	治	इलाज करना; शासन करना	डॉक्टर ने कहा कि इस बीमारी का इलाज हो सकता है।	চিকিৎসা করা; শাসন করা	ডাক্তার বললেন এই রোগের চিকিৎসা করা যায়।	gamutin; pamahalaan	Sabi ng doktor, magagamot ang sakit na ito.
3510:制订	制订	制订	बनाना; तैयार करना	कंपनी नई प्रशिक्षण योजना बना रही है।	প্রণয়ন করা	কোম্পানি নতুন প্রশিক্ষণ পরিকল্পনা প্রণয়ন করছে।	bumalangkas	Gumagawa ang kompanya ng bagong plano sa pagsasanay.
3520:中华	中华	中华	चीनी; चीन	चीनी संस्कृति का इतिहास बहुत पुराना है।	চীনা; চীন	চীনা সংস্কৃতির দীর্ঘ ইতিহাস আছে।	Tsino	May napakatagal na kasaysayan ang kulturang Tsino.
3521:中华民族	中华民族	中华民族	चीनी राष्ट्र	चीनी राष्ट्र की परंपराएं समृद्ध और रंग-बिरंगी हैं।	চীনা জাতি	চীনা জাতির ঐতিহ্য সমৃদ্ধ ও বৈচিত্র্যময়।	bansang Tsino	May mayaman at makulay na tradisyon ang bansang Tsino.
3522:中级	中级	中级	मध्यम स्तर	वह मध्यम स्तर की चीनी पढ़ रहा है।	মধ্যম স্তর	সে মধ্যম স্তরের চীনা শিখছে।	gitnang antas	Nag-aaral siya ng Tsino sa gitnang antas.
