simplified	LO	example_LO
确认	ຢືນຢັນ	ກະລຸນາຢືນຢັນທີ່ຢູ່ຂອງເຈົ້າ.
群	ກຸ່ມ	ເດັກນ້ອຍກຸ່ມໜຶ່ງກຳລັງຫຼິ້ນຢູ່ເດີ່ນ.
燃烧	ເຜົາໄໝ້	ໄມ້ກຳລັງເຜົາໄໝ້.
绕	ອ້ອມ	ພວກເຮົາຍ່າງອ້ອມທະເລສາບໜຶ່ງຮອບ.
热爱	ຮັກຢ່າງຫຼວງຫຼາຍ	ລາວຮັກວຽກຂອງຕົນຢ່າງຫຼວງຫຼາຍ.
热烈	ອົບອຸ່ນ	ທຸກຄົນຕ້ອນຮັບແຂກຢ່າງອົບອຸ່ນ.
热心	ມີນ້ຳໃຈ	ເພື່ອນບ້ານທຸກຄົນມີນ້ຳໃຈຫຼາຍ.
人才	ບຸກຄະລາກອນມີຄວາມສາມາດ	ບໍລິສັດຕ້ອງການບຸກຄະລາກອນມີຄວາມສາມາດເພີ່ມ.
人口	ປະຊາກອນ	ເມືອງນີ້ມີປະຊາກອນຫຼາຍ.
人类	ມະນຸດ	ມະນຸດຕ້ອງປົກປ້ອງໂລກ.
人民币	ເງິນຢວນ	ຂ້ອຍແລກເງິນຢວນຈຳນວນໜຶ່ງ.
人生	ຊີວິດຄົນ	ຊີວິດຄົນມີທາງເລືອກຫຼາຍ.
人事	ບຸກຄະລາກອນ	ນາງເຮັດວຽກຢູ່ພະແນກບຸກຄະລາກອນ.
人物	ຕົວລະຄອນ	ຕົວລະຄອນໃນນິຍາຍຮູ້ສຶກສົມຈິງຫຼາຍ.
人员	ພະນັກງານ	ພະນັກງານທຸກຄົນມາຮອດແລ້ວ.
忍不住	ອົດບໍ່ໄດ້	ຫຼັງໄດ້ຍິນມຸກຕະຫຼົກ ລາວອົດຫົວບໍ່ໄດ້.
日常	ປະຈຳວັນ	ນີ້ແມ່ນວຽກປະຈຳວັນຂອງຂ້ອຍ.
日程	ຕາຕະລາງ	ຕາຕະລາງຂອງມື້ນີ້ແນ່ນຫຼາຍ.
日历	ປະຕິທິນ	ມີປະຕິທິນແຂວນຢູ່ເທິງຝາ.
日期	ວັນທີ	ກະລຸນາຂຽນວັນທີໃຫ້ຊັດເຈນ.
日用品	ຂອງໃຊ້ປະຈຳວັນ	ຊູເປີມາເກັດຂາຍຂອງໃຊ້ປະຈຳວັນຫຼາຍ.
日子	ມື້	ຊ່ວງນີ້ລາວຫຍຸ້ງຫຼາຍ.
如何	ຢ່າງໃດ	ພວກເຮົາຄວນແກ້ບັນຫານີ້ຢ່າງໃດ?
如今	ປັດຈຸບັນນີ້	ປັດຈຸບັນນີ້ການເດີນທາງສະດວກກວ່າແຕ່ກ່ອນຫຼາຍ.
软	ນຸ່ມ	ຕຽງນີ້ນຸ່ມຫຼາຍ.
软件	ຊອບແວ	ຊອບແວນີ້ໃຊ້ງ່າຍ.
弱	ອ່ອນແອ	ຮ່າງກາຍຂອງລາວຄ່ອນຂ້າງອ່ອນແອ.
洒	ເຮັດຫົກ	ລາວເຮັດນ້ຳຫົກໂດຍບັງເອີນ.
嗓子	ຄໍ	ຄໍຂອງຂ້ອຍເຈັບນິດໜ່ອຍ.
色彩	ສີສັນ	ຮູບວາດນີ້ມີສີສັນຫຼາກຫຼາຍ.
杀	ຂ້າ	ໃນຮູບເງົານີ້ບໍ່ມີສາກຂ້າຄົນ.
沙漠	ທະເລຊາຍ	ນ້ຳໃນທະເລຊາຍມີຄ່າຫຼາຍ.
沙滩	ຫາດຊາຍ	ເດັກນ້ອຍກຳລັງຫຼິ້ນຢູ່ຫາດຊາຍ.
傻	ໂງ່	ຢ່າເຮັດເລື່ອງໂງ່ໆ.
晒	ຕາກແດດ	ເສື້ອຜ້າກຳລັງຕາກແດດຢູ່ລະບຽງ.
删除	ລຶບ	ກະລຸນາລຶບອີເມວນີ້.
闪电	ຟ້າແມບ	ຕອນກາງຄືນມີຟ້າແມບ.
善良	ໃຈດີ	ນາງເປັນຄົນໃຈດີ.
善于	ເກັ່ງໃນ	ລາວເກັ່ງໃນການແກ້ບັນຫາ.
扇子	ພັດ	ລະດູຮ້ອນຂ້ອຍມັກໃຊ້ພັດ.
伤害	ທຳຮ້າຍ	ຢ່າທຳຮ້າຍຄວາມຮູ້ສຶກຂອງຄົນອື່ນ.
商品	ສິນຄ້າ	ຮ້ານນີ້ມີສິນຄ້າຫຼາຍ.
商务	ທຸລະກິດ	ມື້ອື່ນລາວຈະເຂົ້າປະຊຸມທຸລະກິດ.
商业	ການຄ້າ	ການຄ້າໃນເຂດນີ້ພັດທະນາດີ.
上当	ຖືກຫຼອກ	ລາວເກືອບຖືກຫຼອກ.
蛇	ງູ	ໃນຫຍ້າມີງູໂຕໜຶ່ງ.
舍不得	ບໍ່ຢາກຈາກ	ຂ້ອຍບໍ່ຢາກຈາກສະຖານທີ່ນີ້.
射击	ການຍິງ	ລາວກຳລັງຝຶກການຍິງ.
摄影	ການຖ່າຍຮູບ	ນາງສົນໃຈການຖ່າຍຮູບຫຼາຍ.
设备	ອຸປະກອນ	ອຸປະກອນໃນຫ້ອງທົດລອງທັນສະໄໝຫຼາຍ.
设计	ອອກແບບ	ການອອກແບບນີ້ມີຄວາມຄິດສ້າງສັນຫຼາຍ.
设施	ສິ່ງອຳນວຍຄວາມສະດວກ	ສິ່ງອຳນວຍຄວາມສະດວກດ້ານກິລາຂອງໂຮງຮຽນດີ.
伸	ຍື່ນ	ກະລຸນາຍື່ນມືອອກມາ.
深刻	ເລິກຊຶ້ງ	ປະສົບການນີ້ຝາກຄວາມປະທັບໃຈເລິກຊຶ້ງໃຫ້ຂ້ອຍ.
身材	ຮູບຮ່າງ	ນາງມີຮູບຮ່າງແຂງແຮງ.
身份	ຕົວຕົນ	ກະລຸນາສະແດງຫຼັກຖານຕົວຕົນ.
神话	ນິທານປະລຳປະລາ	ເດັກນ້ອຍມັກຟັງນິທານປະລຳປະລາ.
神秘	ລຶກລັບ	ເມືອງເກົ່ານີ້ລຶກລັບຫຼາຍ.
升	ຂຶ້ນ	ລາຄານ້ຳມັນຕໍ່ລິດຂຶ້ນນິດໜ່ອຍ.
声调	ວັນນະຍຸດ	ພາສາຈີນມີວັນນະຍຸດພື້ນຖານສີ່ສຽງ.
生产	ຜະລິດ	ໂຮງງານນີ້ຜະລິດໂທລະສັບມືຖື.
生动	ມີຊີວິດຊີວາ	ອາຈານອະທິບາຍໄດ້ມີຊີວິດຊີວາຫຼາຍ.
生长	ເຕີບໂຕ	ພືດຊະນິດນີ້ເຕີບໂຕໄວ.
绳子	ເຊືອກ	ກະລຸນາມັດກ່ອງດ້ວຍເຊືອກ.
省略	ລະໄວ້	ຕົວອັກສອນໜຶ່ງຕົວຢູ່ບ່ອນນີ້ສາມາດລະໄວ້ໄດ້.
胜利	ໄຊຊະນະ	ສຸດທ້າຍພວກເຂົາໄດ້ຮັບໄຊຊະນະ.
失眠	ນອນບໍ່ຫຼັບ	ຊ່ວງນີ້ລາວມັກນອນບໍ່ຫຼັບ.
失去	ສູນເສຍ	ຢ່າສູນເສຍຄວາມໝັ້ນໃຈ.
失业	ຕົກວຽກ	ຫຼັງຕົກວຽກ ລາວເລີ່ມຮຽນທັກສະໃໝ່.
湿润	ຊຸ່ມຊື່ນ	ອາກາດຫຼັງຝົນຕົກຊຸ່ມຊື່ນຫຼາຍ.
狮子	ສິງໂຕ	ໃນສວນສັດມີສິງໂຕສອງໂຕ.
诗	ບົດກະວີ	ລາວຂຽນບົດກະວີໜຶ່ງບົດ.
实话	ຄວາມຈິງ	ກະລຸນາເວົ້າຄວາມຈິງ.
实践	ປະຕິບັດ	ທິດສະດີຕ້ອງຖືກທົດສອບຜ່ານການປະຕິບັດ.
实习	ຝຶກງານ	ຊ່ວງພັກຮ້ອນນາງຈະໄປຝຶກງານຢູ່ໂຮງໝໍ.
实现	ບັນລຸ	ສຸດທ້າຍລາວບັນລຸຄວາມຝັນຂອງຕົນ.
实验	ການທົດລອງ	ນັກຮຽນກຳລັງເຮັດການທົດລອງ.
实用	ໃຊ້ງານໄດ້ຈິງ	ເຄື່ອງມືນີ້ໃຊ້ງານໄດ້ຈິງຫຼາຍ.
时差	ຄວາມຕ່າງເວລາ	ລາວຍັງປັບຕົວກັບຄວາມຕ່າງເວລາບໍ່ໄດ້.
时代	ຍຸກ	ພວກເຮົາຢູ່ໃນຍຸກຂໍ້ມູນຂ່າວສານ.
时刻	ເວລາສຳຄັນ	ກະລຸນາຈື່ເວລາສຳຄັນນີ້ໄວ້.
时髦	ທັນສະໄໝ	ເສື້ອຜ້າຊິ້ນນີ້ທັນສະໄໝຫຼາຍ.
时期	ຊ່ວງເວລາ	ຊ່ວງເວລາຢູ່ມະຫາວິທະຍາໄລມີອິດທິພົນຕໍ່ລາວຫຼາຍ.
时尚	ແຟຊັນ	ນາງສົນໃຈແຟຊັນຫຼາຍ.
石头	ກ້ອນຫີນ	ຂ້າງທາງມີກ້ອນຫີນກ້ອນໜຶ່ງ.
食物	ອາຫານ	ກະລຸນາເອົາອາຫານໃສ່ຕູ້ເຢັນ.
使劲儿	ອອກແຮງ	ເຈົ້າຕ້ອງອອກແຮງນິດໜ່ອຍເພື່ອເປີດຂວດນີ້.
始终	ຕະຫຼອດມາ	ລາວເຊື່ອຕະຫຼອດມາວ່າຕົນຈະສຳເລັດ.
事实	ຂໍ້ເທັດຈິງ	ຂໍ້ເທັດຈິງພິສູດວ່າລາວຖືກ.
事物	ສິ່ງຕ່າງໆ	ເດັກນ້ອຍຢາກຮູ້ຢາກເຫັນກ່ຽວກັບສິ່ງໃໝ່ໆຫຼາຍ.
事先	ລ່ວງໜ້າ	ກະລຸນາບອກເວລາໃຫ້ຂ້ອຍລ່ວງໜ້າ.
似的	ຄືກັບ	ລາວເບິ່ງເໝືອນເມື່ອຍຈົນບໍ່ຢາກເວົ້າຄຳໃດ.
士兵	ທະຫານ	ທະຫານກຳລັງຝຶກຊ້ອມ.
市场	ຕະຫຼາດ	ຕະຫຼາດນີ້ຄຶກຄື້ນຫຼາຍ.
试卷	ໃບສອບເສັງ	ອາຈານກຳລັງກວດໃບສອບເສັງ.
收获	ຜົນໄດ້ຮັບ	ຂ້ອຍໄດ້ຜົນໄດ້ຮັບຫຼາຍຈາກການເດີນທາງຄັ້ງນີ້.
收据	ໃບຮັບເງິນ	ຫຼັງຈ່າຍເງິນແລ້ວ ກະລຸນາເກັບໃບຮັບເງິນໄວ້.
手工	ເຮັດດ້ວຍມື	ຂອງຂວັນນີ້ເຮັດດ້ວຍມື.
手术	ການຜ່າຕັດ	ມື້ອື່ນທ່ານໝໍຈະຜ່າຕັດໃຫ້ລາວ.
手套	ຖົງມື	ລະດູໜາວເວລາອອກໄປຂ້າງນອກໃຫ້ໃສ່ຖົງມື.
手续	ຂັ້ນຕອນ	ການດຳເນີນຂັ້ນຕອນຕ້ອງໃຊ້ບັດປະຈຳຕົວ.
手指	ນິ້ວມື	ນິ້ວມືຂອງລາວບາດເຈັບ.
首	ເພງ	ນາງຮ້ອງເພງໜຶ່ງເພງ.
受伤	ບາດເຈັບ	ລາວບາດເຈັບໃນການແຂ່ງຂັນ.
寿命	ອາຍຸການໃຊ້ງານ	ເຄື່ອງຈັກຊະນິດນີ້ມີອາຍຸການໃຊ້ງານຍາວ.
书架	ຊັ້ນປື້ມ	ຊັ້ນປື້ມເຕັມໄປດ້ວຍປື້ມ.
梳子	ຫວີ	ນາງໃຊ້ຫວີຫວີຜົມ.
舒适	ສະບາຍ	ຫ້ອງນີ້ສະບາຍຫຼາຍ.
蔬菜	ຜັກ	ກິນຜັກຫຼາຍຂຶ້ນດີຕໍ່ສຸຂະພາບ.
输入	ປ້ອນ	ກະລຸນາປ້ອນລະຫັດຜ່ານໃນຄອມພິວເຕີ.
熟练	ຊຳນານ	ລາວໃຊ້ຄອມພິວເຕີໄດ້ຊຳນານ.
属于	ເປັນຂອງ	ປື້ມເຫຼັ້ມນີ້ເປັນຂອງຫໍສະໝຸດ.
数	ນັບ	ກະລຸນານັບວ່າມີຄົນຈັກຄົນ.
鼠标	ເມົາສ໌	ເມົາສ໌ຄອມພິວເຕີຂອງຂ້ອຍເສຍ.
数据	ຂໍ້ມູນ	ຂໍ້ມູນເຫຼົ່ານີ້ສຳຄັນຫຼາຍ.
数码	ດິຈິຕອນ	ລາວຊື້ກ້ອງດິຈິຕອນ.
摔倒	ລົ້ມ	ນາງລົ້ມຢູ່ເທິງຖະໜົນ.
甩	ສະບັດ	ລາວສະບັດນ້ຳອອກຈາກມື.
双方	ສອງຝ່າຍ	ສອງຝ່າຍເຫັນດີກັບແຜນນີ້.
税	ພາສີ	ເມື່ອຊື້ຂອງຕ້ອງຈ່າຍພາສີ.
说不定	ອາດຈະ	ມື້ອື່ນອາດຈະມີຫິມະຕົກ.
说服	ໂນ້ມນ້າວ	ສຸດທ້າຍລາວໂນ້ມນ້າວພໍ່ແມ່ໄດ້.
丝绸	ຜ້າໄໝ	ຜ້າພັນຄໍນີ້ເຮັດຈາກຜ້າໄໝ.
丝毫	ແມ່ນແຕ່ນ້ອຍ	ລາວບໍ່ໄດ້ປ່ຽນໃຈແມ່ນແຕ່ນ້ອຍ.
思考	ຄິດພິຈາລະນາ	ກະລຸນາຄິດພິຈາລະນາບັນຫານີ້ໃຫ້ດີ.
思想	ແນວຄິດ	ແນວຄິດຂອງລາວເປີດກວ້າງຫຼາຍ.
撕	ຈີກ	ກະລຸນາຢ່າຈີກເຈ້ຍແຜ່ນນີ້.
私人	ສ່ວນຕົວ	ນີ້ແມ່ນພື້ນທີ່ສ່ວນຕົວຂອງຂ້ອຍ.
似乎	ເບິ່ງຄືວ່າ	ລາວເບິ່ງຄືວ່າບໍ່ຄ່ອຍດີໃຈ.
搜索	ຄົ້ນຫາ	ຂ້ອຍຄົ້ນຫາເອກະສານຢູ່ອິນເຕີເນັດ.
宿舍	ຫໍພັກ	ນັກຮຽນອາໄສຢູ່ຫໍພັກຂອງໂຮງຮຽນ.
随身	ຕິດຕົວ	ກະລຸນາເກັບໜັງສືຜ່ານແດນໄວ້ຕິດຕົວ.
随时	ໄດ້ທຸກເວລາ	ເຈົ້າສາມາດໂທຫາຂ້ອຍໄດ້ທຸກເວລາ.
随手	ຕິດມື	ຕອນອອກໄປ ກະລຸນາປິດປະຕູຕິດມື.
碎	ແຕກ	ຈອກຕົກລົງພື້ນແລ້ວແຕກ.
损失	ຄວາມເສຍຫາຍ	ອຸບັດເຫດນີ້ກໍ່ໃຫ້ເກີດຄວາມເສຍຫາຍໃຫຍ່.
缩短	ຫຍໍ້ລົງ	ເສັ້ນທາງໃໝ່ຫຍໍ້ເວລາເດີນທາງລົງ.
所	ແຫ່ງ	ໂຮງຮຽນແຫ່ງນີ້ມີຊື່ສຽງຫຼາຍ.
锁	ລັອກ	ກ່ອນອອກໄປ ກະລຸນາລັອກປະຕູ.
台阶	ຂັ້ນໄດ	ຜູ້ເຖົ້າຄ່ອຍໆຍ່າງຂຶ້ນຂັ້ນໄດ.
太极拳	ໄທເກັກ	ມີບາງຄົນກຳລັງຝຶກໄທເກັກຢູ່ສວນສາທາລະນະ.
太太	ພັນລະຍາ	ພັນລະຍາຂອງທ່ານຫວາງກຳລັງເຮັດອາຫານ.
谈判	ເຈລະຈາ	ສອງຝ່າຍກຳລັງເຈລະຈາກັນ.
坦率	ກົງໄປກົງມາ	ລາວສະແດງຄວາມຄິດຂອງຕົນຢ່າງກົງໄປກົງມາ.
烫	ຮ້ອນລວກ	ຊາຈອກນີ້ຮ້ອນລວກຫຼາຍ.
桃	ໝາກທໍ້	ຕົ້ນໄມ້ມີໝາກທໍ້ຫຼາຍ.
淘气	ດື້	ເດັກຄົນນີ້ດື້ນິດໜ່ອຍ.
逃	ໜີ	ໝານ້ອຍໜີອອກຈາກເດີ່ນ.
逃避	ຫຼີກເວັ້ນ	ຢ່າຫຼີກເວັ້ນຄວາມຮັບຜິດຊອບ.
讨价还价	ຕໍ່ລາຄາ	ຕອນຊື້ຂອງ ລາວມັກຕໍ່ລາຄາ.
套	ຊຸດ	ລາວຊື້ເສື້ອຜ້າຊຸດໃໝ່.
特色	ລັກສະນະພິເສດ	ຮ້ານອາຫານນີ້ມີລັກສະນະພິເສດຂອງທ້ອງຖິ່ນ.
特殊	ພິເສດ	ມື້ນີ້ແມ່ນມື້ພິເສດ.
特征	ລັກສະນະ	ສັດຊະນິດນີ້ມີລັກສະນະຊັດເຈນ.
疼爱	ຮັກແພງ	ປູ່ຍ່າຕາຍາຍຮັກແພງເດັກຄົນນີ້ຫຼາຍ.
提倡	ສົ່ງເສີມ	ໂຮງຮຽນສົ່ງເສີມການປະຢັດນ້ຳ.
提纲	ໂຄງຮ່າງ	ກ່ອນຂຽນບົດຄວາມ ໃຫ້ຂຽນໂຄງຮ່າງກ່ອນ.
提问	ຖາມຄຳຖາມ	ນັກຮຽນສາມາດຖາມຄຳຖາມໄດ້ທຸກເວລາ.
题目	ຫົວຂໍ້	ຫົວຂໍ້ນີ້ບໍ່ຍາກຫຼາຍ.
体会	ຮັບຮູ້	ຜ່ານການເດີນທາງ ຂ້ອຍໄດ້ຮັບຮູ້ໃໝ່.
体贴	ເອົາໃຈໃສ່	ລາວເອົາໃຈໃສ່ຄອບຄົວຫຼາຍ.
体现	ສະທ້ອນໃຫ້ເຫັນ	ເລື່ອງນີ້ສະທ້ອນໃຫ້ເຫັນນ້ຳໃຈທີມ.
体验	ສຳຜັດປະສົບການ	ຂ້ອຍຢາກສຳຜັດປະສົບການຊີວິດທ້ອງຖິ່ນ.
天空	ທ້ອງຟ້າ	ມື້ນີ້ທ້ອງຟ້າສີຟ້າຫຼາຍ.
天真	ບໍລິສຸດໄຮ້ດຽງສາ	ຄວາມຄິດຂອງເດັກນ້ອຍບໍລິສຸດໄຮ້ດຽງສາຫຼາຍ.
调皮	ຊຸກຊົນ	ແມວໂຕນັ້ນຊຸກຊົນຫຼາຍ.
调整	ປັບ	ພວກເຮົາຕ້ອງປັບແຜນ.
挑战	ຄວາມທ້າທາຍ	ນີ້ແມ່ນຄວາມທ້າທາຍໃຫຍ່.
通常	ໂດຍປົກກະຕິ	ໂດຍປົກກະຕິລາວຕື່ນເຈັດໂມງ.
统一	ເຮັດໃຫ້ເປັນໜຶ່ງ	ຄວາມເຫັນຂອງທຸກຄົນຕ້ອງຖືກເຮັດໃຫ້ເປັນໜຶ່ງ.
痛苦	ຄວາມເຈັບປວດ	ການສູນເສຍໝູ່ເຮັດໃຫ້ລາວເຈັບປວດຫຼາຍ.
痛快	ສະໃຈ	ມື້ນີ້ພວກເຮົາຫຼິ້ນຢ່າງສະໃຈຫຼາຍ.
偷	ລັກ	ຢ່າລັກຂອງຄົນອື່ນ.
投入	ທຸ່ມເທ	ລາວທຸ່ມເທໃຫ້ວຽກຫຼາຍ.
投资	ລົງທຶນ	ພວກເຂົາລົງທຶນໃນໂຄງການໃໝ່.
透明	ໂປ່ງໃສ	ຈອກນີ້ໂປ່ງໃສ.
突出	ໂດດເດັ່ນ	ຈຸດແຂງຂອງລາວໂດດເດັ່ນຫຼາຍ.
土地	ທີ່ດິນ	ທີ່ດິນຜືນນີ້ອຸດົມສົມບູນຫຼາຍ.
土豆	ມັນຝຣັ່ງ	ຂ້ອຍຊື້ມັນຝຣັ່ງຫຼາຍຫົວ.
兔子	ກະຕ່າຍ	ເດັກນ້ອຍລ້ຽງກະຕ່າຍໂຕໜຶ່ງ.
吐	ອາເມັນ	ລາວຮູ້ສຶກບໍ່ສະບາຍແລະຢາກອາເມັນ.
团	ຄະນະ	ພວກເຮົາເຂົ້າຮ່ວມຄະນະທ່ອງທ່ຽວ.
推辞	ປະຕິເສດ	ລາວປະຕິເສດຄຳເຊີນຂອງໝູ່.
推广	ໂຄສະນາສົ່ງເສີມ	ບໍລິສັດກຳລັງໂຄສະນາສົ່ງເສີມຜະລິດຕະພັນໃໝ່.
推荐	ແນະນຳ	ອາຈານແນະນຳປື້ມເຫຼັ້ມນີ້.
退	ຖອຍ	ກະລຸນາຖອຍຫຼັງໜຶ່ງກ້າວ.
退步	ຖອຍຫຼັງ	ຖ້າບໍ່ຝຶກ ລະດັບຂອງເຈົ້າຈະຖອຍຫຼັງ.
退休	ກະສຽນ	ລາວຈະກະສຽນປີໜ້າ.
歪	ຄົດ	ຮູບວາດນີ້ແຂວນຄົດ.
外公	ຕາ	ຕາຂອງຂ້ອຍປີນີ້ອາຍຸແປດສິບປີ.
外交	ການທູດ	ລາວຮຽນຄວາມສຳພັນສາກົນແລະການທູດ.
完美	ສົມບູນແບບ	ແຜນນີ້ຍັງບໍ່ສົມບູນແບບ.
完善	ປັບປຸງໃຫ້ດີຂຶ້ນ	ພວກເຮົາຕ້ອງປັບປຸງຂະບວນການບໍລິການໃຫ້ດີຂຶ້ນ.
完整	ຄົບຖ້ວນ	ກະລຸນາໃຫ້ລາຍງານທີ່ຄົບຖ້ວນແກ່ຂ້ອຍ.
玩具	ຂອງຫຼິ້ນ	ເດັກເອົາຂອງຫຼິ້ນໃສ່ກ່ອງ.
万一	ເຜື່ອວ່າ	ເຜື່ອວ່າຝົນຕົກ ພວກເຮົາຈະໄປມື້ອື່ນ.
王子	ເຈົ້າຊາຍ	ເຈົ້າຊາຍໃນນິທານກ້າຫານຫຼາຍ.
往返	ໄປກັບ	ປີ້ນີ້ສາມາດໄປກັບໃນມື້ດຽວ.
网络	ເຄືອຂ່າຍ	ເຄືອຂ່າຍອິນເຕີເນັດຢູ່ນີ້ສະຖຽນຫຼາຍ.
危害	ເປັນອັນຕະລາຍ	ການສູບຢາເປັນອັນຕະລາຍຕໍ່ສຸຂະພາບ.
威胁	ຄຸກຄາມ	ມົນລະພິດກຳລັງຄຸກຄາມແມ່ນ້ຳ.
微笑	ຍິ້ມ	ນາງຍິ້ມໃຫ້ຂ້ອຍ.
唯一	ພຽງແຕ່	ນີ້ແມ່ນວິທີພຽງແຕ່ວິທີດຽວ.
围巾	ຜ້າພັນຄໍ	ລະດູໜາວລາວໃສ່ຜ້າພັນຄໍ.
围绕	ອ້ອມຮອບ	ການປຶກສາຫາລືອ້ອມຮອບບັນຫານີ້.
维修	ສ້ອມແປງ	ລິຟກຳລັງສ້ອມແປງ.
违反	ຝ່າຝືນ	ເຮັດແບບນີ້ຝ່າຝືນກົດລະບຽບ.
伟大	ຍິ່ງໃຫຍ່	ນີ້ແມ່ນການຄົ້ນພົບທີ່ຍິ່ງໃຫຍ່.
委屈	ນ້ອຍໃຈ	ນາງຮູ້ສຶກນ້ອຍໃຈຫຼາຍ.
尾巴	ຫາງ	ໝານ້ອຍສ່າຍຫາງ.
位于	ຕັ້ງຢູ່	ໂຮງຮຽນຕັ້ງຢູ່ໃຈກາງເມືອງ.
位置	ຕຳແໜ່ງ	ຕຳແໜ່ງນີ້ງຽບຫຼາຍ.
未必	ບໍ່ແນ່	ສິ່ງທີ່ລາວເວົ້າບໍ່ແນ່ວ່າຈະຖືກ.
未来	ອະນາຄົດ	ພວກເຮົາຕ້ອງກຽມພ້ອມສຳລັບອະນາຄົດ.
胃	ກະເພາະອາຫານ	ກະເພາະອາຫານຂອງຂ້ອຍຮູ້ສຶກບໍ່ສະບາຍນິດໜ່ອຍ.
胃口	ຄວາມຢາກອາຫານ	ມື້ນີ້ລາວມີຄວາມຢາກອາຫານດີ.
温暖	ອົບອຸ່ນ	ແສງແດດລະດູໃບໄມ້ປົ່ງອົບອຸ່ນຫຼາຍ.
温柔	ອ່ອນໂຍນ	ນາງເວົ້າຢ່າງອ່ອນໂຍນຫຼາຍ.
文件	ເອກະສານ	ກະລຸນາສົ່ງເອກະສານໃຫ້ຂ້ອຍ.
文具	ເຄື່ອງຂຽນ	ໃນກະເປົານັກຮຽນມີເຄື່ອງຂຽນຫຼາຍ.
文明	ມີອາລະຍະທຳ	ການຕໍ່ແຖວແມ່ນພຶດຕິກຳທີ່ມີອາລະຍະທຳ.
文学	ວັນນະຄະດີ	ນາງມັກວັນນະຄະດີຈີນ.
文字	ຕົວອັກສອນ	ຕົວອັກສອນເຫຼົ່ານີ້ອ່ານຍາກ.
闻	ດົມກິ່ນ	ຂ້ອຍດົມໄດ້ກິ່ນດອກໄມ້.
吻	ຈູບ	ແມ່ຈູບແກ້ມຂອງລູກ.
稳定	ຄົງທີ່	ລາຄາຍັງຄົງທີ່.
问候	ຖາມຂ່າວ	ກະລຸນາຖາມຂ່າວຄອບຄົວຂອງເຈົ້າແທນຂ້ອຍ.
卧室	ຫ້ອງນອນ	ໃນຫ້ອງນອນມີຕຽງໃຫຍ່ໜຶ່ງຕຽງ.
握手	ຈັບມື	ເມື່ອພົບກັນ ພວກເຂົາຈັບມືກັນ.
屋子	ຫ້ອງ	ໃນຫ້ອງອົບອຸ່ນຫຼາຍ.
无奈	ຈົນໃຈ	ລາວສ່າຍຫົວຢ່າງຈົນໃຈ.
无数	ນັບບໍ່ຖ້ວນ	ໃນທ້ອງຟ້າກາງຄືນມີດາວນັບບໍ່ຖ້ວນ.
无所谓	ບໍ່ເປັນຫຍັງ	ເຈົ້າຢາກກິນຫຍັງກໍບໍ່ເປັນຫຍັງ.
武术	ສິລະປະການຕໍ່ສູ້	ລາວຮຽນສິລະປະການຕໍ່ສູ້ຕັ້ງແຕ່ນ້ອຍ.
勿	ຫ້າມ	ກະລຸນາຫ້າມສູບຢາຢູ່ທີ່ນີ້.
物理	ຟີຊິກ	ວິຊາຟີຊິກນ່າສົນໃຈຫຼາຍ.
物质	ສານ	ນ້ຳແມ່ນສານສຳຄັນຢ່າງໜຶ່ງ.
雾	ໝອກ	ຕອນເຊົ້າມີໝອກໜາ.
吸取	ຖອດບົດຮຽນ	ພວກເຮົາຄວນຖອດບົດຮຽນຈາກເລື່ອງນີ້.
吸收	ດູດຊຶມ	ພືດດູດຊຶມນ້ຳ.
戏剧	ລະຄອນ	ລາວມັກເບິ່ງລະຄອນພື້ນເມືອງ.
系	ພາກວິຊາ	ນາງຮຽນຢູ່ພາກວິຊາພາສາຈີນ.
系统	ລະບົບ	ລະບົບນີ້ເຮັດວຽກໄດ້ຢ່າງສະຖຽນ.
细节	ລາຍລະອຽດ	ກະລຸນາໃສ່ໃຈລາຍລະອຽດເຫຼົ່ານີ້.
瞎	ມົ່ວ	ຢ່າເດົາມົ່ວ ໃຫ້ເບິ່ງເອກະສານກ່ອນ.
下载	ດາວໂຫຼດ	ຂ້ອຍດາວໂຫຼດຊອບແວນີ້.
吓	ເຮັດໃຫ້ຕົກໃຈ	ສຽງທີ່ດັງຂຶ້ນທັນທີເຮັດໃຫ້ຂ້ອຍຕົກໃຈ.
夏令营	ຄ່າຍລະດູຮ້ອນ	ເດັກຄົນນັ້ນເຂົ້າຮ່ວມຄ່າຍພາສາຈີນລະດູຮ້ອນ.
鲜艳	ສີສົດ	ສີຂອງກະໂປງນີ້ສົດຫຼາຍ.
显得	ເບິ່ງຄື	ເສື້ອຜ້າຊຸດນີ້ເຮັດໃຫ້ລາວເບິ່ງໜຸ່ມຫຼາຍ.
显然	ຢ່າງຊັດເຈນ	ຢ່າງຊັດເຈນ ລາວຮູ້ຜົນແລ້ວ.
显示	ສະແດງ	ໜ້າຈໍສະແດງເວລາຜິດ.
县	ເມືອງ	ເມືອງນີ້ມີສວນຊາຫຼາຍ.
现代	ສະໄໝໃໝ່	ຊີວິດສະໄໝໃໝ່ຂາດອິນເຕີເນັດບໍ່ໄດ້.
现实	ຄວາມເປັນຈິງ	ພວກເຮົາຕ້ອງເຜີຍໜ້າກັບຄວາມເປັນຈິງ.
现象	ປະກົດການ	ປະກົດການນີ້ພົບໄດ້ທົ່ວໄປ.
