hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
3157:团队	团队	团队	zespół; drużyna	Ten zespół bardzo dobrze współpracuje.	team; ploeg	Dit team werkt heel goed samen.	team; arbetslag	Det här teamet samarbetar mycket bra.	team; lag	Dette teamet samarbeider veldig godt.	team; hold	Dette team samarbejder meget godt.	tiimi; joukkue	Tämä tiimi tekee erittäin hyvää yhteistyötä.
3158:推动	推动	推动	promować; napędzać	Nowa technologia napędziła rozwój branży.	bevorderen; voortstuwen	Nieuwe technologie heeft de ontwikkeling van de sector bevorderd.	driva på; främja	Ny teknik drev på branschens utveckling.	drive frem; fremme	Ny teknologi drev bransjeutviklingen fremover.	drive frem; fremme	Ny teknologi drev branchens udvikling frem.	edistää; viedä eteenpäin	Uusi teknologia edisti alan kehitystä.
3161:推进	推进	推进	posuwać naprzód; promować	Firma posuwa ten projekt naprzód.	vooruitbrengen; bevorderen	Het bedrijf brengt dit project vooruit.	driva framåt; föra vidare	Företaget driver projektet framåt.	drive fremover; fremme	Selskapet driver dette prosjektet fremover.	drive fremad; fremme	Virksomheden driver dette projekt fremad.	edistää; viedä eteenpäin	Yritys vie tätä projektia eteenpäin.
3163:退出	退出	退出	wycofać się; wyjść	Zdecydował się wycofać z tych zawodów.	zich terugtrekken; afsluiten	Hij besloot zich uit deze wedstrijd terug te trekken.	dra sig ur; avsluta	Han bestämde sig för att dra sig ur tävlingen.	trekke seg; avslutte	Han bestemte seg for å trekke seg fra konkurransen.	trække sig; afslutte	Han besluttede at trække sig fra konkurrencen.	vetäytyä; poistua	Hän päätti vetäytyä tästä kilpailusta.
3164:退还	退还	退还	zwrócić; refundować	Sprzedawca zgodził się zwrócić wszystkie opłaty.	teruggeven; terugbetalen	De verkoper stemde ermee in alle kosten terug te betalen.	lämna tillbaka; återbetala	Handlaren gick med på att återbetala alla avgifter.	returnere; refundere	Selgeren gikk med på å refundere alle gebyrene.	returnere; refundere	Forhandleren gik med til at refundere alle gebyrer.	palauttaa; hyvittää	Kauppias suostui palauttamaan kaikki maksut.
3166:拖鞋	拖鞋	拖鞋	kapcie; klapki	Po wejściu do domu proszę założyć kapcie.	slippers; pantoffels	Trek na binnenkomst alstublieft pantoffels aan.	tofflor	Byt till tofflor när du kommer in.	tøfler	Bytt til tøfler etter at du har kommet inn.	hjemmesko; tøfler	Skift til hjemmesko, når du kommer ind.	tohvelit	Vaihda tohvelit jalkaan sisään tultuasi.
3167:外部	外部	外部	zewnętrzny; zewnętrzna część	Zewnętrzną część maszyny trzeba regularnie czyścić.	buitenkant; extern	De buitenkant van de machine moet regelmatig worden schoongemaakt.	utsida; extern	Maskinens utsida behöver rengöras regelbundet.	utside; ekstern	Utsiden av maskinen må rengjøres regelmessig.	yderside; ekstern	Maskinens yderside skal rengøres regelmæssigt.	ulkopuoli; ulkoinen	Koneen ulkopuoli täytyy puhdistaa säännöllisesti.
3169:外观	外观	外观	wygląd; zewnętrze	Wygląd tego samochodu jest bardzo ładny.	uiterlijk; buitenkant	Het uiterlijk van deze auto is erg mooi.	utseende; exteriör	Den här bilens utseende är mycket vackert.	utseende; eksteriør	Utseendet på denne bilen er veldig pent.	udseende; eksteriør	Denne bils udseende er meget flot.	ulkonäkö; ulkopuoli	Tämän auton ulkonäkö on erittäin kaunis.
3170:外婆	外婆	外婆	babcia ze strony matki	Babcia ze strony matki przygotowała dla mnie kolację w wigilię chińskiego Nowego Roku.	grootmoeder van moederskant	Mijn grootmoeder van moederskant maakte het diner op Chinese oudejaarsavond voor mij.	mormor	Mormor lagade middag på kinesisk nyårsafton åt mig.	mormor	Mormor laget middag på kinesisk nyttårsaften til meg.	mormor	Mormor lavede middag på kinesisk nytårsaften til mig.	äidinäiti	Äidinäiti valmisti minulle kiinalaisen uudenvuodenaaton illallisen.
3171:外形	外形	外形	kształt; wygląd zewnętrzny	Ten model telefonu jest cienki i lekki z wyglądu.	vorm; uiterlijk	Dit telefoonmodel heeft een dunne en lichte vorm.	form; yttre utseende	Den här telefonmodellen har en tunn och lätt form.	form; ytre utseende	Denne telefonmodellen har en tynn og lett form.	form; ydre udseende	Denne telefonmodel har en tynd og let form.	muoto; ulkomuoto	Tämän puhelinmallin muoto on ohut ja kevyt.
3172:弯	弯	弯	zakrzywiony; zakręt	Ta mała droga jest wąska i kręta.	krom; bocht	Dit pad is smal en bochtig.	böjd; kurva	Den här lilla vägen är smal och krokig.	bøyd; sving	Denne lille veien er smal og svingete.	bøjet; kurve	Denne lille vej er smal og snoet.	kaareva; mutka	Tämä pieni tie on kapea ja mutkainen.
3183:围	围	围	otaczać; okrążać	Dzieci otoczyły nauczyciela.	omringen; omsluiten	De kinderen verzamelden zich rond de docent.	omringa; samlas runt	Barnen samlades runt läraren.	omringe; samle seg rundt	Barna samlet seg rundt læreren.	omringe; samle sig rundt	Børnene samlede sig rundt om læreren.	ympäröidä; kerääntyä ympärille	Lapset kerääntyivät opettajan ympärille.
3186:违法	违法	违法	łamać prawo; nielegalny	Jazda po alkoholu jest nielegalna.	de wet overtreden; illegaal	Rijden na het drinken is illegaal.	bryta mot lagen; olaglig	Att köra efter att ha druckit är olagligt.	bryte loven; ulovlig	Å kjøre etter å ha drukket er ulovlig.	bryde loven; ulovlig	Det er ulovligt at køre efter at have drukket.	rikkoa lakia; laiton	Alkoholin juomisen jälkeen ajaminen on laitonta.
3202:问卷	问卷	问卷	ankieta; kwestionariusz	Proszę wypełnić tę ankietę.	vragenlijst; enquête	Vul alstublieft deze vragenlijst in.	frågeformulär; enkät	Fyll i det här frågeformuläret.	spørreskjema	Fyll ut dette spørreskjemaet.	spørgeskema	Udfyld venligst dette spørgeskema.	kyselylomake	Täytä tämä kyselylomake.
3203:握	握	握	trzymać; ściskać	Trzymał mocno rękę przyjaciela.	vasthouden; grijpen	Hij hield de hand van zijn vriend stevig vast.	hålla; greppa	Han höll hårt i sin väns hand.	holde; gripe	Han holdt vennens hånd fast.	holde; gribe	Han holdt sin vens hånd fast.	pitää kiinni; tarttua	Hän piti tiukasti kiinni ystävänsä kädestä.
3206:无关	无关	无关	niezwiązany; bez związku	Ta sprawa nie ma z nim związku.	niet gerelateerd; niets mee te maken	Deze zaak heeft niets met hem te maken.	orelaterad; utan samband	Den här saken har inget med honom att göra.	urelatert; uten sammenheng	Denne saken har ingenting med ham å gjøre.	uvedkommende; uden sammenhæng	Denne sag har intet med ham at gøre.	liittymätön; ei kuulu asiaan	Tämä asia ei liity häneen.
3209:无限	无限	无限	nieograniczony; nieskończony	Młodzi ludzie mają nieograniczone możliwości.	onbeperkt; oneindig	Jonge mensen hebben onbeperkte mogelijkheden.	obegränsad; oändlig	Unga människor har obegränsade möjligheter.	ubegrenset; uendelig	Unge mennesker har ubegrensede muligheter.	ubegrænset; uendelig	Unge mennesker har ubegrænsede muligheder.	rajaton; ääretön	Nuorilla ihmisillä on rajattomat mahdollisuudet.
3210:无效	无效	无效	nieważny; nieskuteczny	Ten bilet jest już nieważny.	ongeldig; ineffectief	Dit ticket is al ongeldig.	ogiltig; ineffektiv	Den här biljetten är redan ogiltig.	ugyldig; ineffektiv	Denne billetten er allerede ugyldig.	ugyldig; ineffektiv	Denne billet er allerede ugyldig.	pätemätön; tehoton	Tämä lippu on jo mitätön.
3213:舞台	舞台	舞台	scena; estrada	Aktorzy weszli na scenę.	podium; toneel	De acteurs liepen het podium op.	scen; estrad	Skådespelarna gick upp på scenen.	scene; podium	Skuespillerne gikk opp på scenen.	scene; podium	Skuespillerne gik op på scenen.	näyttämö; lava	Näyttelijät kävelivät lavalle.
3214:五颜六色	五颜六色	五颜六色	kolorowy; wielobarwny	Ogród jest pełen kolorowych kwiatów.	kleurrijk; veelkleurig	De tuin staat vol kleurrijke bloemen.	färgglad; mångfärgad	Trädgården är full av färgglada blommor.	fargerik; mangefarget	Hagen er full av fargerike blomster.	farverig; mangefarvet	Haven er fuld af farverige blomster.	värikäs; monivärinen	Puutarha on täynnä värikkäitä kukkia.
3216:物价	物价	物价	ceny; koszty utrzymania	Ostatnio ceny rosną bardzo szybko.	prijzen; kosten van levensonderhoud	De prijzen zijn de laatste tijd snel gestegen.	priser; levnadskostnader	Priserna har stigit snabbt på sistone.	priser; levekostnader	Prisene har steget raskt i det siste.	priser; leveomkostninger	Priserne er steget hurtigt på det seneste.	hinnat; elinkustannukset	Hinnat ovat nousseet nopeasti viime aikoina.
3218:物品	物品	物品	przedmiot; rzeczy	Cenne przedmioty proszę nosić przy sobie.	voorwerp; goederen	Houd waardevolle spullen alstublieft bij u.	föremål; varor	Bär värdeföremål med dig.	gjenstand; varer	Ha verdifulle gjenstander med deg.	genstand; varer	Hav venligst værdigenstande på dig.	esine; tavarat	Pidä arvokkaat esineet mukanasi.
3221:西餐	西餐	西餐	jedzenie zachodnie; kuchnia zachodnia	Ta restauracja serwuje głównie kuchnię zachodnią.	westers eten; westerse keuken	Dit restaurant serveert vooral westers eten.	västerländsk mat	Den här restaurangen serverar främst västerländsk mat.	vestlig mat	Denne restauranten serverer hovedsakelig vestlig mat.	vestlig mad	Denne restaurant serverer hovedsageligt vestlig mad.	länsimainen ruoka	Tämä ravintola tarjoaa pääasiassa länsimaista ruokaa.
3222:吸管	吸管	吸管	słomka	Proszę dać mi jedną słomkę.	rietje	Geef me alstublieft een rietje.	sugrör	Ge mig ett sugrör, tack.	sugerør	Gi meg et sugerør, takk.	sugerør	Giv mig venligst et sugerør.	pilli	Anna minulle yksi pilli.
3224:西装	西装	西装	garnitur	Założył czarny garnitur na spotkanie.	pak; kostuum	Hij droeg een zwart pak naar de vergadering.	kostym	Han bar en svart kostym på mötet.	dress	Han hadde på seg en svart dress på møtet.	jakkesæt	Han havde sort jakkesæt på til mødet.	puku	Hän käytti kokouksessa mustaa pukua.
3225:戏	戏	戏	sztuka; dramat	Ta sztuka jest bardzo interesująca.	toneelstuk; drama	Dit toneelstuk is erg interessant.	pjäs; drama	Den här pjäsen är mycket intressant.	skuespill; drama	Dette skuespillet er veldig interessant.	teaterstykke; drama	Dette teaterstykke er meget interessant.	näytelmä; draama	Tämä näytelmä on hyvin mielenkiintoinen.
3231:先后	先后	先后	kolejno; jeden po drugim	Trzej goście kolejno weszli na scenę, aby przemawiać.	achtereenvolgens; volgorde	Drie gasten gingen achtereenvolgens het podium op om te spreken.	i tur och ordning; efter varandra	Tre gäster gick upp på scenen i tur och ordning för att tala.	etter tur; rekkefølge	Tre gjester gikk etter tur opp på scenen for å tale.	efter tur; rækkefølge	Tre gæster gik efter tur op på scenen for at tale.	peräkkäin; järjestys	Kolme vierasta nousi lavalle puhumaan peräkkäin.
3233:闲	闲	闲	wolny; bez zajęcia	W weekend jest dość wolny.	vrij; niets te doen	In het weekend heeft hij vrij veel tijd.	ledig; sysslolös	På helgen är han ganska ledig.	ledig; uten noe å gjøre	I helgen er han ganske ledig.	ledig; uden noget at lave	I weekenden har han ret god tid.	vapaa; joutilas	Viikonloppuna hänellä on melko paljon vapaata.
3240:现代化	现代化	现代化	modernizować; modernizacja	To miasto przyspiesza budowę nowoczesnej infrastruktury.	moderniseren; modernisering	Deze stad versnelt de modernisering.	modernisera; modernisering	Den här staden påskyndar moderniseringen.	modernisere; modernisering	Denne byen fremskynder moderniseringen.	modernisere; modernisering	Denne by fremskynder moderniseringen.	modernisoida; modernisaatio	Tämä kaupunki nopeuttaa modernisaatiota.
3241:线路	线路	线路	linia; trasa	Ta linia autobusowa przejeżdża obok szkoły.	lijn; route	Deze buslijn komt langs de school.	linje; rutt	Den här busslinjen passerar skolan.	linje; rute	Denne bussruten går forbi skolen.	linje; rute	Denne buslinje kører forbi skolen.	linja; reitti	Tämä bussilinja kulkee koulun ohi.
3246:乡	乡	乡	wieś; gmina wiejska	Od dziecka dorastał na wsi.	platteland; dorp	Hij groeide van jongs af aan op het platteland op.	landsbygd; kommun	Han växte upp på landsbygden från barndomen.	landsbygd; bygd	Han vokste opp på bygda fra han var liten.	landdistrikt; landsby	Han voksede op på landet fra barnsben.	maaseutu; kyläkunta	Hän kasvoi lapsesta asti maaseudulla.
3248:乡村	乡村	乡村	wieś; obszar wiejski	Powietrze na wsi jest bardzo świeże.	dorp; platteland	De lucht op het platteland is erg fris.	by; landsbygd	Luften på landsbygden är mycket frisk.	landsby; bygd	Luften på bygda er veldig frisk.	landsby; landdistrikt	Luften på landet er meget frisk.	kylä; maaseutu	Maaseudun ilma on hyvin raikasta.
3254:响声	响声	响声	dźwięk; hałas	Za drzwiami rozległ się dziwny dźwięk.	geluid; lawaai	Er kwam een vreemd geluid van buiten de deur.	ljud; oljud	Ett konstigt ljud hördes utanför dörren.	lyd; støy	Det kom en merkelig lyd utenfor døren.	lyd; støj	Der lød en mærkelig lyd uden for døren.	ääni; melu	Oven ulkopuolelta kuului outo ääni.
3257:相册	相册	相册	album fotograficzny	Włożyła zdjęcia z podróży do albumu.	fotoalbum	Ze stopte de reisfoto's in het fotoalbum.	fotoalbum	Hon satte in resefotona i fotoalbumet.	fotoalbum	Hun la reisebildene i fotoalbumet.	fotoalbum	Hun lagde rejsebillederne i fotoalbummet.	valokuva-albumi	Hän laittoi matkakuvat valokuva-albumiin.
3260:向上	向上	向上	do góry; w górę	Dziecko uniosło balon do góry.	omhoog; naar boven	Het kind hield de ballon omhoog.	uppåt	Barnet lyfte ballongen uppåt.	oppover	Barnet løftet ballongen oppover.	opad	Barnet løftede ballonen opad.	ylöspäin	Lapsi nosti ilmapallon ylöspäin.
3263:消费者	消费者	消费者	konsument	Konsumenci mają prawo znać informacje o produkcie.	consument	Consumenten hebben het recht productinformatie te kennen.	konsument	Konsumenter har rätt att känna till produktinformation.	forbruker	Forbrukere har rett til å kjenne produktinformasjon.	forbruger	Forbrugere har ret til at kende produktoplysninger.	kuluttaja	Kuluttajilla on oikeus saada tuotetietoja.
3266:销量	销量	销量	wielkość sprzedaży	Sprzedaż nowego produktu przekroczyła oczekiwania.	verkoopvolume	Het verkoopvolume van het nieuwe product overtrof de verwachtingen.	försäljningsvolym	Försäljningsvolymen för den nya produkten överträffade förväntningarna.	salgsvolum	Salgsvolumet for det nye produktet overgikk forventningene.	salgsvolumen	Salgsvolumen for det nye produkt oversteg forventningerne.	myyntimäärä	Uuden tuotteen myyntimäärä ylitti odotukset.
3270:小型	小型	小型	mały; niewielki	To jest mała kawiarnia.	klein; kleinschalig	Dit is een klein café.	liten; småskalig	Det här är ett litet kafé.	liten; småskala	Dette er en liten kafé.	lille; mindre	Dette er en lille café.	pienikokoinen; pieni	Tämä on pieni kahvila.
3271:小于	小于	小于	mniejszy niż	Dwa jest mniejsze niż pięć.	kleiner dan	Twee is kleiner dan vijf.	mindre än	Två är mindre än fem.	mindre enn	To er mindre enn fem.	mindre end	To er mindre end fem.	pienempi kuin	Kaksi on pienempi kuin viisi.
3279:新人	新人	新人	nowicjusz; nowożeniec	Firma zorganizowała szkolenie dla nowicjuszy.	nieuwkomer; pasgetrouwde	Het bedrijf regelde training voor nieuwkomers.	nykomling; nygift	Företaget ordnade utbildning för nykomlingar.	nykommer; nygift	Selskapet arrangerte opplæring for nykommere.	nyankommen; nygift	Virksomheden arrangerede oplæring for nyankomne.	tulokas; vastanaineet	Yritys järjesti koulutuksen tulokkaille.
3282:新型	新型	新型	nowy typ; nowego rodzaju	To jest nowy typ materiału przyjaznego środowisku.	nieuw type; nieuw soort	Dit is een nieuw type milieuvriendelijk materiaal.	ny typ; ny sorts	Det här är en ny typ av miljövänligt material.	ny type; ny slags	Dette er en ny type miljøvennlig materiale.	ny type; ny slags	Dette er en ny type miljøvenligt materiale.	uusi tyyppi; uudenlainen	Tämä on uudenlainen ympäristöystävällinen materiaali.
3285:信用	信用	信用	kredyt; wiarygodność	Dobra wiarygodność kredytowa jest ważna przy pożyczkach.	krediet; vertrouwen	Goed krediet is belangrijk voor leningen.	kredit; förtroende	God kreditvärdighet är viktig för lån.	kreditt; tillit	God kreditt er viktig for lån.	kredit; tillid	God kredit er vigtig for lån.	luotto; luottamus	Hyvä luottokelpoisuus on tärkeää lainoissa.
3286:行程	行程	行程	plan podróży; trasa	Przewodnik wysłał wszystkim jutrzejszy plan podróży.	reisroute; programma	De gids stuurde iedereen de reisroute voor morgen.	resplan; färd	Guiden skickade morgondagens resplan till alla.	reiserute; program	Guiden sendte morgendagens reiserute til alle.	rejseplan; forløb	Guiden sendte morgendagens rejseplan til alle.	matkasuunnitelma; matka	Opas lähetti kaikille huomisen matkasuunnitelman.
3293:行驶	行驶	行驶	jechać; poruszać się pojazdem	Pojazd jedzie autostradą.	rijden; voortbewegen	Het voertuig rijdt op de snelweg.	färdas; köra	Fordonet färdas på motorvägen.	kjøre; ferdes	Kjøretøyet kjører på motorveien.	køre; færdes	Køretøjet kører på motorvejen.	ajaa; kulkea	Ajoneuvo kulkee moottoritiellä.
3297:行走	行走	行走	chodzić; poruszać się pieszo	W deszczowe dni trzeba uważać, chodząc po ziemi.	lopen; te voet gaan	Wees voorzichtig als je op regenachtige dagen over de grond loopt.	gå; röra sig till fots	Var försiktig när du går på marken under regniga dagar.	gå; bevege seg til fots	Vær forsiktig når du går på bakken på regnværsdager.	gå; bevæge sig til fods	Vær forsigtig, når du går på jorden på regnvejrsdage.	kävellä; liikkua jalan	Ole varovainen kävellessäsi maassa sadepäivinä.
3303:需	需	需	potrzebować; wymagać	Tę sprawę trzeba omówić dalej.	nodig hebben; vereisen	Deze zaak moet verder worden besproken.	behöva; kräva	Den här saken behöver diskuteras vidare.	trenge; kreve	Denne saken må diskuteres videre.	behøve; kræve	Denne sag skal drøftes yderligere.	tarvita; vaatia	Tätä asiaa täytyy käsitellä lisää.
3309:学分	学分	学分	punkty zaliczeniowe; kredyt akademicki	Ten kurs ma trzy punkty zaliczeniowe.	studiepunten	Dit vak levert drie studiepunten op.	högskolepoäng; studiepoäng	Den här kursen ger tre studiepoäng.	studiepoeng	Dette kurset gir tre studiepoeng.	studiepoint	Dette kursus giver tre studiepoint.	opintopisteet	Tästä kurssista saa kolme opintopistettä.
3310:学科	学科	学科	przedmiot akademicki; dyscyplina	Medycyna jest ważną dyscypliną.	vakgebied; discipline	Geneeskunde is een belangrijk vakgebied.	ämne; disciplin	Medicin är ett viktigt ämne.	fag; disiplin	Medisin er et viktig fag.	fag; disciplin	Medicin er et vigtigt fag.	oppiaine; tieteenala	Lääketiede on tärkeä tieteenala.
3312:学年	学年	学年	rok szkolny; rok akademicki	Nowy rok szkolny zaczyna się we wrześniu.	schooljaar; academisch jaar	Het nieuwe schooljaar begint in september.	läsår; akademiskt år	Det nya läsåret börjar i september.	skoleår; studieår	Det nye skoleåret begynner i september.	skoleår; akademisk år	Det nye skoleår begynder i september.	lukuvuosi; kouluvuosi	Uusi lukuvuosi alkaa syyskuussa.
3314:学者	学者	学者	uczony; badacz	Ten uczony bada historię Chin.	geleerde; onderzoeker	Deze geleerde onderzoekt de Chinese geschiedenis.	forskare; lärd	Den här forskaren studerar Kinas historia.	forsker; lærd	Denne forskeren studerer Kinas historie.	forsker; lærd	Denne forsker undersøger Kinas historie.	tutkija; oppinut	Tämä tutkija tutkii Kiinan historiaa.
3315:雪糕	雪糕	雪糕	lód na patyku	Latem dzieci lubią jeść lody na patyku.	ijsje; roomijsreep	Kinderen eten in de zomer graag ijsjes.	glasspinne	Barn gillar att äta glasspinnar på sommaren.	iskrempinne	Barn liker å spise iskrempinner om sommeren.	ispind	Børn kan lide at spise ispinde om sommeren.	jäätelöpuikko	Lapset syövät kesällä mielellään jäätelöpuikkoja.
3323:鸭子	鸭子	鸭子	kaczka	W jeziorze pływa kilka kaczek.	eend	Er zwemmen een paar eenden in het meer.	anka	Några ankor simmar i sjön.	and	Noen ender svømmer i innsjøen.	and	Der svømmer nogle ænder i søen.	ankka	Järvessä ui muutama ankka.
3325:沿	沿	沿	wzdłuż	Szliśmy powoli wzdłuż rzeki.	langs	We liepen langzaam langs de rivier.	längs	Vi gick långsamt längs floden.	langs	Vi gikk sakte langs elven.	langs	Vi gik langsomt langs floden.	pitkin	Kävelimme hitaasti joen vartta pitkin.
3327:研发	研发	研发	badać i rozwijać; prace R&D	Firma opracowuje nowy typ robota.	onderzoeken en ontwikkelen	Het bedrijf ontwikkelt een nieuw type robot.	forska och utveckla	Företaget utvecklar en ny typ av robot.	forske og utvikle	Selskapet utvikler en ny type robot.	forske og udvikle	Virksomheden udvikler en ny type robot.	tutkia ja kehittää	Yritys kehittää uudenlaista robottia.
3329:研制	研制	研制	opracować; wytworzyć badawczo	Zespół badawczy opracował nowy lek.	ontwikkelen via onderzoek; vervaardigen	Het onderzoeksteam ontwikkelde een nieuw geneesmiddel.	utveckla genom forskning; framställa	Forskargruppen utvecklade ett nytt läkemedel.	utvikle gjennom forskning; fremstille	Forskerteamet utviklet en ny medisin.	udvikle gennem forskning; fremstille	Forskerholdet udviklede et nyt lægemiddel.	kehittää tutkimuksen avulla; valmistaa	Tutkimusryhmä kehitti uuden lääkkeen.
3330:眼	眼	眼	oko	Wiatr był zbyt silny, więc zmrużył oczy.	oog	De wind was te sterk, dus hij kneep zijn ogen samen.	öga	Vinden var för stark, så han kisade med ögonen.	øye	Vinden var for sterk, så han knep øynene sammen.	øje	Vinden var for kraftig, så han kneb øjnene sammen.	silmä	Tuuli oli liian voimakas, joten hän siristi silmiään.
3332:眼泪	眼泪	眼泪	łzy	Była tak poruszona, że popłynęły jej łzy.	tranen	Ze was zo ontroerd dat ze tranen liet vallen.	tårar	Hon blev så rörd att hon fällde tårar.	tårer	Hun ble så rørt at hun felte tårer.	tårer	Hun blev så rørt, at hun fældede tårer.	kyyneleet	Hän liikuttui niin paljon, että kyyneleet valuivat.
3339:要不是	要不是	要不是	gdyby nie	Gdyby nie twoje przypomnienie, prawie zapomniałbym o spotkaniu.	als het niet was voor	Als jij me niet had herinnerd, was ik de vergadering bijna vergeten.	om det inte vore för	Om du inte hade påmint mig hade jag nästan glömt mötet.	hvis det ikke var for	Hvis du ikke hadde minnet meg på det, hadde jeg nesten glemt møtet.	hvis det ikke var for	Hvis du ikke havde mindet mig om det, havde jeg næsten glemt mødet.	ellei olisi	Ellen sinä olisi muistuttanut, olisin melkein unohtanut kokouksen.
3340:药品	药品	药品	leki; produkty farmaceutyczne	Leki trzeba stosować zgodnie z ulotką.	geneesmiddelen; farmaceutische producten	Geneesmiddelen moeten volgens de bijsluiter worden gebruikt.	läkemedel; medicinska produkter	Läkemedel måste användas enligt instruktionerna.	legemidler; farmasøytiske produkter	Legemidler må brukes i henhold til bruksanvisningen.	lægemidler; farmaceutiske produkter	Lægemidler skal bruges efter vejledningen.	lääkkeet; lääkevalmisteet	Lääkkeitä täytyy käyttää ohjeiden mukaan.
3341:药物	药物	药物	lek; środek leczniczy	Tego leku nie wolno brać na pusty żołądek.	medicijn; geneesmiddel	Dit medicijn mag niet op een lege maag worden ingenomen.	läkemedel; medicin	Det här läkemedlet får inte tas på tom mage.	legemiddel; medisin	Denne medisinen kan ikke tas på tom mage.	lægemiddel; medicin	Denne medicin må ikke tages på tom mave.	lääke; lääkeaine	Tätä lääkettä ei saa ottaa tyhjään vatsaan.
3342:夜间	夜间	夜间	nocą; pora nocna	Nocą trzeba prowadzić szczególnie ostrożnie.	's nachts; nachtelijke tijd	Wees extra voorzichtig bij het rijden 's nachts.	nattetid	Var särskilt försiktig när du kör nattetid.	om natten; nattetid	Vær spesielt forsiktig når du kjører om natten.	om natten; nattetid	Vær særligt forsigtig, når du kører om natten.	yöaikaan; yö	Yöllä ajaessa täytyy olla erityisen varovainen.
3343:夜市	夜市	夜市	nocny targ	Wieczorem ta ulica zmienia się w nocny targ.	avondmarkt; nachtmarkt	Deze straat verandert 's avonds in een nachtmarkt.	nattmarknad	Den här gatan blir en nattmarknad på kvällen.	nattmarked	Denne gaten blir til et nattmarked om kvelden.	natmarked	Denne gade bliver til et natmarked om aftenen.	yömarkkinat	Tämä katu muuttuu illalla yömarkkinoiksi.
3348:医疗	医疗	医疗	opieka medyczna; leczenie	Usługi medyczne w społeczności stają się coraz wygodniejsze.	medische zorg; gezondheidszorg	Medische zorg in de buurt wordt steeds handiger.	sjukvård; medicinsk vård	Samhällets sjukvårdstjänster blir allt smidigare.	helsehjelp; medisinsk behandling	Lokale helsetjenester blir stadig mer praktiske.	sundhedspleje; medicinsk behandling	Lokale sundhedstjenester bliver mere og mere bekvemme.	terveydenhuolto; lääkehoito	Yhteisön terveyspalvelut ovat yhä kätevämpiä.
3350:医学	医学	医学	medycyna; nauki medyczne	Na uniwersytecie studiowała medycynę.	geneeskunde; medische wetenschap	Ze studeerde geneeskunde aan de universiteit.	medicin; medicinsk vetenskap	Hon studerade medicin på universitetet.	medisin; medisinsk vitenskap	Hun studerte medisin på universitetet.	medicin; lægevidenskab	Hun studerede medicin på universitetet.	lääketiede	Hän opiskeli yliopistossa lääketiedettä.
3351:移	移	移	przesunąć; przenieść	Proszę przesunąć stół trochę w lewo.	verplaatsen; verschuiven	Schuif de tafel alstublieft een beetje naar links.	flytta; förskjuta	Flytta bordet lite åt vänster.	flytte; forskyve	Flytt bordet litt mot venstre.	flytte; forskyde	Flyt bordet lidt mod venstre.	siirtää; liikuttaa	Siirrä pöytää hieman vasemmalle.
3352:一次性	一次性	一次性	jednorazowy	Restauracja nie oferuje już jednorazowych pałeczek.	wegwerp; eenmalig	Het restaurant biedt geen wegwerpstokjes meer aan.	engångs; tillfällig	Restaurangen erbjuder inte längre engångsätpinnar.	engangs; én gang	Restauranten tilbyr ikke lenger engangsspisepinner.	engangs; en gang	Restauranten tilbyder ikke længere engangsspisepinde.	kertakäyttöinen; yksittäinen	Ravintola ei enää tarjoa kertakäyttöisiä syömäpuikkoja.
3353:一代	一代	一代	pokolenie	To pokolenie młodych ludzi bardziej ceni ochronę środowiska.	generatie	Deze generatie jongeren hecht meer waarde aan milieubescherming.	generation; släktled	Den här generationen unga människor värdesätter miljöskydd mer.	generasjon	Denne generasjonen unge mennesker legger mer vekt på miljøvern.	generation; slægtled	Denne generation af unge lægger større vægt på miljøbeskyttelse.	sukupolvi	Tämä nuorten sukupolvi arvostaa ympäristönsuojelua enemmän.
3357:一路	一路	一路	całą drogę; przez cały czas	Biegł całą drogę na stację.	helemaal; de hele weg	Hij rende helemaal naar het station.	hela vägen; under hela tiden	Han sprang hela vägen till stationen.	hele veien; hele tiden	Han løp hele veien til stasjonen.	hele vejen; hele tiden	Han løb hele vejen til stationen.	koko matkan; koko ajan	Hän juoksi koko matkan asemalle.
3358:一路顺风	一路顺风	一路顺风	szczęśliwej podróży	Przed wyjazdem przyjaciela powiedziałem mu: szczęśliwej podróży.	goede reis	Voordat mijn vriend vertrok, wenste ik hem een goede reis.	trevlig resa	Innan min vän åkte önskade jag honom trevlig resa.	god tur	Før vennen min dro, ønsket jeg ham god tur.	god rejse	Før min ven rejste, ønskede jeg ham god rejse.	hyvää matkaa	Ennen ystäväni lähtöä toivotin hänelle hyvää matkaa.
3372:音量	音量	音量	głośność	Proszę trochę ściszyć telewizor.	volume; geluidssterkte	Zet het tv-volume alstublieft iets lager.	volym; ljudnivå	Sänk tv-volymen lite.	volum; lydstyrke	Skru TV-volumet litt ned.	lydstyrke; volumen	Skru venligst lidt ned for TV'ets lydstyrke.	äänenvoimakkuus	Pienennä television äänenvoimakkuutta hieman.
