hsk_key	source_word	simplified	MY	example_MY	KM	example_KM	LO	example_LO	NE	example_NE
5313:至关重要	至关重要	至关重要	အလွန်အရေးကြီးသော; မရှိမဖြစ်အရေးကြီးသော	လုံခြုံရေးသင်တန်းက ဝန်ထမ်းအသစ်တွေအတွက် အလွန်အရေးကြီးတယ်။	សំខាន់បំផុត; ចាំបាច់ខ្លាំង	ការបណ្តុះបណ្តាលសុវត្ថិភាពសំខាន់បំផុតសម្រាប់បុគ្គលិកថ្មី។	ສຳຄັນຢ່າງຍິ່ງ; ຈຳເປັນຫຼາຍ	ການຝຶກອົບຮົມດ້ານຄວາມປອດໄພສຳຄັນຢ່າງຍິ່ງສຳລັບພະນັກງານໃໝ່.	अत्यन्त महत्वपूर्ण	सुरक्षा तालिम नयाँ कर्मचारीका लागि अत्यन्त महत्वपूर्ण छ।
5316:制品	制品	制品	ထုတ်ကုန်; ပြုလုပ်ထားသောပစ္စည်း	ဒီဆိုင်က သစ်သားထုတ်ကုန်အမျိုးမျိုးကို ရောင်းတယ်။	ផលិតផល; របស់ផលិត	ហាងនេះលក់ផលិតផលឈើគ្រប់ប្រភេទ។	ຜະລິດຕະພັນ; ຂອງທີ່ຜະລິດ	ຮ້ານນີ້ຂາຍຜະລິດຕະພັນໄມ້ຫຼາຍປະເພດ.	उत्पादन; निर्मित वस्तु	यो पसलले विभिन्न काठका उत्पादन बेच्छ।
5318:质疑	质疑	质疑	မေးခွန်းထုတ်သည်; သံသယရှိသည်	သတင်းထောက်က ဒီအစီရင်ခံစာရဲ့ အချက်အလက်ကို မေးခွန်းထုတ်ခဲ့တယ်။	សង្ស័យ; សួរតវ៉ា	អ្នកសារព័ត៌មានបានសង្ស័យទិន្នន័យក្នុងរបាយការណ៍នេះ។	ຕັ້ງຄຳຖາມ; ສົງໄສ	ນັກຂ່າວຕັ້ງຄຳຖາມຕໍ່ຂໍ້ມູນໃນລາຍງານນີ້.	प्रश्न उठाउनु; शंका गर्नु	पत्रकारले यो प्रतिवेदनको तथ्यांकमाथि प्रश्न उठाए।
5320:中等	中等	中等	အလယ်အလတ်; ပျမ်းမျှ	ဒီအင်္ကျီက အလယ်အလတ်အရွယ်အစားပါ။	មធ្យម; កម្រិតមធ្យម	អាវនេះមានទំហំមធ្យម។	ຂະໜາດກາງ; ປານກາງ	ເສື້ອຜ້າຕົວນີ້ແມ່ນຂະໜາດກາງ.	मध्यम; औसत	यो कपडा मध्यम आकारको छ।
5324:钟头	钟头	钟头	နာရီ	ကျွန်တော်တို့ နာရီနှစ်နာရီ စောင့်ခဲ့တယ်။	ម៉ោង	យើងបានរង់ចាំពីរម៉ោង។	ຊົ່ວໂມງ	ພວກເຮົາລໍຖ້າສອງຊົ່ວໂມງ.	घण्टा	हामीले दुई घण्टा पर्ख्यौं।
5327:肿	肿	肿	ဖောင်းရောင်သည်; ရောင်နေသော	သူ့ခြေကျင်းဝတ် ဖောင်းရောင်လာတယ်။	ហើម; ហើមឡើង	កជើងរបស់គាត់ហើមឡើង។	ບວມ; ບວມຂຶ້ນ	ຂໍ້ຕີນຂອງລາວບວມຂຶ້ນ.	सुन्निनु; सुन्निएको	उसको गोलीगाँठो सुन्नियो।
5328:中	中	中	ထိသည်; ဆုရသည်	သူ ဆုရပြီး ဝမ်းသာလွန်းလို့ စကားမပြောနိုင်ခဲ့ဘူး။	ត្រូវ; ឈ្នះរង្វាន់	គាត់បានឈ្នះរង្វាន់ ហើយរីករាយខ្លាំងរហូតនិយាយមិនចេញ។	ຖືກ; ຊະນະລາງວັນ	ລາວຖືກລາງວັນ ແລະດີໃຈຈົນເວົ້າບໍ່ອອກ.	लाग्नु; जित्नु	उसले पुरस्कार जित्यो र खुसीले बोल्न सकेन।
5329:种地	种地	种地	လယ်ယာလုပ်သည်; မြေစိုက်ပျိုးသည်	အဘိုးက ငယ်စဉ်က ကျေးလက်မှာ အမြဲ လယ်ယာလုပ်ခဲ့တယ်။	ធ្វើស្រែចម្ការ; ដាំដុះដី	កាលនៅក្មេង ជីតាតែងធ្វើស្រែចម្ការនៅជនបទ។	ເຮັດນາ; ປູກຝັງດິນ	ຕອນໜຸ່ມ ປູ່ເຮັດນາຢູ່ຊົນນະບົດຕະຫຼອດ.	खेती गर्नु; जमिन जोत्नु	हजुरबुबा जवान हुँदा सधैं गाउँमा खेती गर्नुहुन्थ्यो।
5330:中毒	中毒	中毒	အဆိပ်သင့်သည်	ပျက်စီးနေတဲ့ အစားအစာက အဆိပ်သင့်စေနိုင်တယ်။	ពុល; ពុលអាហារ	អាហារខូចអាចបណ្តាលឱ្យពុលបាន។	ຖືກພິດ; ອາຫານເປັນພິດ	ອາຫານເສຍອາດເຮັດໃຫ້ຖືກພິດ.	विष लाग्नु; विषाक्त हुनु	बिग्रिएको खानाले विषाक्तता गराउन सक्छ।
5331:中奖	中奖	中奖	ဆုရသည်; လော့ထရီပေါက်သည်	သူမက လော့ထရီလက်မှတ်ကို ပထမဆုံးဝယ်တာနဲ့ ဆုရသွားတယ်။	ឈ្នះរង្វាន់; ត្រូវឆ្នោត	នាងទិញសំបុត្រឆ្នោតលើកដំបូង ហើយឈ្នះរង្វាន់។	ຖືກລາງວັນ; ຖືກຫວຍ	ນາງຊື້ສະຫຼາກຄັ້ງທຳອິດກໍຖືກລາງວັນ.	पुरस्कार जित्नु; लटरी पर्नु	उसले पहिलो पटक लटरी किन्दै पुरस्कार जिती।
5332:众人	众人	众人	လူအားလုံး; လူအုပ်	သတင်းကြားပြီး လူအားလုံး အလွန်အံ့သြသွားကြတယ်။	មនុស្សទាំងអស់; ហ្វូងមនុស្ស	មនុស្សទាំងអស់ភ្ញាក់ផ្អើលណាស់បន្ទាប់ពីឮដំណឹង។	ທຸກຄົນ; ຝູງຄົນ	ທຸກຄົນປະຫຼາດໃຈຫຼາຍຫຼັງຈາກໄດ້ຍິນຂ່າວ.	सबै जना; भीड	समाचार सुनेपछि सबै जना धेरै अचम्मित भए।
5333:中暑	中暑	中暑	အပူဒဏ်ခံရသည်; လေဖြတ်အပူလွန်ခြင်း	ရာသီဥတု အလွန်ပူရင် သက်ကြီးရွယ်အိုတွေ အပူဒဏ်ခံရလွယ်တယ်။	កើតហីតស្ត្រូក; ក្តៅខ្លាំងប៉ះពាល់	អាកាសធាតុក្តៅខ្លាំង មនុស្សចាស់ងាយកើតហីតស្ត្រូក។	ເປັນລົມແດດ; ຮ້ອນຈັດຈົນເຈັບ	ອາກາດຮ້ອນຫຼາຍ ຜູ້ເຖົ້າເປັນລົມແດດງ່າຍ.	लू लाग्नु; हिट स्ट्रोक हुनु	धेरै गर्मीमा वृद्धहरूलाई सजिलै लू लाग्न सक्छ।
5342:珠宝	珠宝	珠宝	လက်ဝတ်ရတနာ; ရတနာ	ဒီဆိုင်က လက်ဝတ်ရတနာဒီဇိုင်းကို အထူးပြုတယ်။	គ្រឿងអលង្ការ; គ្រឿងពេជ្រ	ហាងនេះមានជំនាញខាងរចនាគ្រឿងអលង្ការ។	ເຄື່ອງປະດັບ; ເພັດພອຍ	ຮ້ານນີ້ຊຳນານດ້ານອອກແບບເຄື່ອງປະດັບ.	गहना; रत्न	यो पसल गहना डिजाइनमा विशेषज्ञ छ।
5343:诸多	诸多	诸多	များစွာသော; အများအပြား	ဒီစီမံကိန်းက စိန်ခေါ်မှုများစွာကို ရင်ဆိုင်နေရတယ်။	ជាច្រើន; ច្រើនណាស់	គម្រោងនេះកំពុងប្រឈមនឹងបញ្ហាជាច្រើន។	ຫຼາຍ; ຈຳນວນຫຼາຍ	ໂຄງການນີ້ກຳລັງເຜີຍໜ້າກັບຄວາມທ້າທາຍຫຼາຍຢ່າງ.	धेरै; अनेक	यो परियोजनाले धेरै चुनौती सामना गरिरहेको छ।
5345:主播	主播	主播	အစီအစဉ်တင်ဆက်သူ; လိုက်ဗ်ထုတ်လွှင့်သူ	သူမက ဒီအစီအစဉ်ရဲ့ တင်ဆက်သူပါ။	អ្នកផ្សាយកម្មវិធី; អ្នកបង្ហោះផ្ទាល់	នាងជាអ្នកផ្សាយកម្មវិធីនេះ។	ພິທີກອນ; ຜູ້ດຳເນີນລາຍການ	ນາງເປັນພິທີກອນຂອງລາຍການນີ້.	सञ्चालक; लाइभ प्रसारक	उनी यो कार्यक्रमकी सञ्चालक हुन्।
5348:主角	主角	主角	အဓိကဇာတ်ကောင်; မင်းသားမင်းသမီးနေရာ	ဒီရုပ်ရှင်ရဲ့ အဓိကဇာတ်ကောင်က ဆရာဝန်တစ်ယောက်ပါ။	តួអង្គសំខាន់; តួឯក	តួអង្គសំខាន់ក្នុងភាពយន្តនេះជាវេជ្ជបណ្ឌិតម្នាក់។	ຕົວລະຄອນຫຼັກ; ຕົວເອກ	ຕົວລະຄອນຫຼັກໃນໜັງນີ້ແມ່ນທ່ານໝໍຄົນໜຶ່ງ.	मुख्य पात्र; प्रमुख भूमिका	यो फिल्मको मुख्य पात्र एक डाक्टर हो।
5350:主演	主演	主演	အဓိကပါဝင်သရုပ်ဆောင်သည်; အဓိကသရုပ်ဆောင်	ဒီပြဇာတ်မှာ လူငယ်သရုပ်ဆောင်တွေက အဓိကပါဝင်သရုပ်ဆောင်ထားတယ်။	សម្តែងជាតួឯក; តារាសម្តែងសំខាន់	ល្ខោននេះសម្តែងជាតួឯកដោយតារាសម្តែងវ័យក្មេង។	ສະແດງນຳ; ນັກສະແດງນຳ	ລະຄອນນີ້ມີນັກສະແດງໜຸ່ມເປັນຜູ້ສະແດງນຳ.	मुख्य भूमिकामा अभिनय गर्नु; प्रमुख अभिनेता	यो नाटकमा युवा कलाकारहरूले मुख्य भूमिकामा अभिनय गरेका छन्।
5355:祝愿	祝愿	祝愿	ဆုတောင်းသည်; ကောင်းချီးပေးသည်	သင်တို့ ပျော်ရွှင်ပါစေလို့ စိတ်ရင်းမှန်နဲ့ ဆုတောင်းပါတယ်။	ជូនពរ; ប្រាថ្នា	ខ្ញុំសូមជូនពរអ្នកទាំងអស់គ្នាឱ្យមានសុភមង្គលដោយស្មោះ។	ອວຍພອນ; ປາຖະໜາ	ຂ້ອຍຂໍອວຍພອນຈາກໃຈໃຫ້ພວກເຈົ້າມີຄວາມສຸກ.	शुभकामना दिनु; कामना गर्नु	म तिमीहरूलाई सुखको हार्दिक शुभकामना दिन्छु।
5359:专科	专科	专科	အထူးပြုဌာန; အထူးဘာသာရပ်	ဒီဆေးရုံမှာ မျက်စိအထူးပြု ပြင်ပလူနာဌာနရှိတယ်။	ផ្នែកឯកទេស; មុខជំនាញ	មន្ទីរពេទ្យនេះមានគ្លីនិកឯកទេសភ្នែក។	ສາຂາຊ່ຽວຊານ; ພະແນກພິເສດ	ໂຮງໝໍນີ້ມີຄລິນິກຊ່ຽວຊານດ້ານຕາ.	विशेष विभाग; विशेषज्ञता	यो अस्पतालमा आँखाको विशेष क्लिनिक छ।
5362:专用	专用	专用	သီးသန့်အသုံးပြုသော; အတွက်သာ	ဒီလမ်းကြောင်းက ဝန်ထမ်းများအတွက်သာ သီးသန့်အသုံးပြုရန် ဖြစ်တယ်။	ប្រើប្រាស់ពិសេស; សម្រាប់តែ	ផ្លូវនេះសម្រាប់តែបុគ្គលិកប្រើប្រាស់ប៉ុណ្ណោះ។	ໃຊ້ສະເພາະ; ສຳລັບເທົ່ານັ້ນ	ທາງນີ້ໃຊ້ສຳລັບພະນັກງານເທົ່ານັ້ນ.	विशेष प्रयोगको; केवलका लागि	यो बाटो कर्मचारीहरूका लागि मात्र हो।
5363:专注	专注	专注	အာရုံစိုက်သည်; စူးစိုက်သော	စမ်းသပ်မှုလုပ်နေချိန် သူမ အလွန်အာရုံစိုက်တယ်။	ផ្តោតអារម្មណ៍; យកចិត្តទុកដាក់	ពេលធ្វើពិសោធន៍ នាងផ្តោតអារម្មណ៍ខ្លាំងណាស់។	ຈົດຈໍ່; ມີສະມາທິ	ເວລາເຮັດການທົດລອງ ນາງຈົດຈໍ່ຫຼາຍ.	एकाग्र हुनु; ध्यान केन्द्रित गर्नु	प्रयोग गर्दा ऊ धेरै एकाग्र हुन्छे।
5364:转换	转换	转换	ပြောင်းလဲသည်; ပုံစံပြောင်းသည်	ကျေးဇူးပြုပြီး ဖိုင်ကို PDF ပုံစံပြောင်းပေးပါ။	បម្លែង; ប្តូរ	សូមបម្លែងឯកសារទៅជាទម្រង់ PDF។	ປ່ຽນ; ແປງຮູບແບບ	ກະລຸນາປ່ຽນໄຟລ໌ເປັນຮູບແບບ PDF.	रूपान्तरण गर्नु; बदल्नु	कृपया फाइललाई PDF ढाँचामा रूपान्तरण गर्नुहोस्।
5365:转交	转交	转交	လွှဲပေးသည်; ပေးပို့သည်	ကျေးဇူးပြုပြီး ဒီစာကို မန်နေဂျာဆီ လွှဲပေးပါ။	ផ្ទេរឱ្យ; ប្រគល់បន្ត	សូមប្រគល់សំបុត្រនេះបន្តទៅអ្នកគ្រប់គ្រង។	ສົ່ງຕໍ່; ມອບຕໍ່	ກະລຸນາສົ່ງຈົດໝາຍນີ້ຕໍ່ໃຫ້ຜູ້ຈັດການ.	हस्तान्तरण गर्नु; पुर्याइदिनु	कृपया यो चिठी प्रबन्धकलाई पुर्याइदिनुहोस्।
5367:转身	转身	转身	လှည့်သည်; ကိုယ်လှည့်သည်	အသံကြားတာနဲ့ သူ ချက်ချင်း လှည့်ကြည့်တယ်။	ងាកខ្លួន; បង្វិលខ្លួន	គាត់បានងាកខ្លួនភ្លាមៗបន្ទាប់ពីឮសំឡេង។	ຫັນຕົວ; ຫັນກັບ	ລາວຫັນຕົວທັນທີຫຼັງຈາກໄດ້ຍິນສຽງ.	फर्कनु; पछाडि फर्कनु	आवाज सुनेपछि ऊ तुरुन्तै फर्कियो।
5370:转动	转动	转动	လှည့်ပတ်သည်; လည်သည်	စက်ရဲ့ ဘီးတွေ လှည့်ပတ်လာတယ်။	បង្វិល; វិល	កង់របស់ម៉ាស៊ីនចាប់ផ្តើមវិល។	ໝຸນ; ຫັນ	ລໍ້ຂອງເຄື່ອງຈັກເລີ່ມໝຸນ.	घुम्नु; घुमाउनु	मेसिनको पाङ्ग्रा घुम्न थाल्यो।
5374:捉	捉	捉	ဖမ်းသည်; ဖမ်းယူသည်	ကလေးတွေက ခြံထဲမှာ လိပ်ပြာတွေ ဖမ်းနေကြတယ်။	ចាប់; ចាប់យក	ក្មេងៗកំពុងចាប់មេអំបៅក្នុងទីធ្លា។	ຈັບ; ຈັບເອົາ	ເດັກນ້ອຍກຳລັງຈັບຜີເສື້ອຢູ່ໃນເດີ່ນ.	समात्नु; पक्रनु	बालबालिकाहरू आँगनमा पुतली समात्दै थिए।
5378:自来水	自来水	自来水	ပိုက်ရေ; ရေပိုက်ရေ	ဒီနေရာက ပိုက်ရေကို တိုက်ရိုက်သောက်နိုင်တယ်။	ទឹកម៉ាស៊ីន; ទឹកបំពង់	ទឹកម៉ាស៊ីននៅទីនេះអាចផឹកផ្ទាល់បាន។	ນ້ຳປະປາ	ນ້ຳປະປາຢູ່ນີ້ດື່ມໂດຍກົງໄດ້.	धाराको पानी	यहाँको धाराको पानी सिधै पिउन सकिन्छ।
5379:自律	自律	自律	ကိုယ်တိုင်စည်းကမ်း; ကိုယ်ပိုင်စည်းကမ်း	လေ့လာမှုအတွက် ကိုယ်တိုင်စည်းကမ်းထားဖို့ အရေးကြီးတယ်။	វិន័យខ្លួនឯង	ការរក្សាវិន័យខ្លួនឯងសំខាន់ចំពោះការសិក្សា។	ວິໄນຕົນເອງ	ການຮັກສາວິໄນຕົນເອງສຳຄັນຕໍ່ການຮຽນ.	आत्मअनुशासन	पढाइका लागि आत्मअनुशासन कायम राख्नु महत्वपूर्ण छ।
5381:自杀	自杀	自杀	ကိုယ့်ကိုယ်ကိုသတ်သေခြင်း; အဆုံးစီရင်ခြင်း	သတင်းရေးရာမှာ အဆုံးစီရင်မှုဖြစ်ရပ်တွေကို သတိထားပြီး ကိုင်တွယ်သင့်တယ်။	ការធ្វើអត្តឃាត	របាយការណ៍ព័ត៌មានគួរដោះស្រាយករណីអត្តឃាតយ៉ាងប្រុងប្រយ័ត្ន។	ການຂ້າຕົວຕາຍ	ລາຍງານຂ່າວຄວນຈັດການກໍລະນີການຂ້າຕົວຕາຍຢ່າງລະມັດລະວັງ.	आत्महत्या	समाचार रिपोर्टहरूले आत्महत्याका घटनालाई सावधानीपूर्वक प्रस्तुत गर्नुपर्छ।
5382:自我	自我	自我	ကိုယ်တိုင်; မိမိစိတ်	ခရီးသွားခြင်းက သူ့ကို ကိုယ်တိုင်ကို ပိုနားလည်စေတယ်။	ខ្លួនឯង; អត្តសញ្ញាណខ្លួន	ការធ្វើដំណើរធ្វើឱ្យគាត់យល់ពីខ្លួនឯងកាន់តែច្បាស់។	ຕົນເອງ; ຕົວຕົນ	ການເດີນທາງເຮັດໃຫ້ລາວເຂົ້າໃຈຕົນເອງຫຼາຍຂຶ້ນ.	आफू; आत्म	यात्राले उसलाई आफूलाई अझ राम्रो बुझ्न मद्दत गर्यो।
5383:自言自语	自言自语	自言自语	တစ်ယောက်တည်းပြောသည်; ကိုယ့်ကိုယ်ကိုပြောသည်	သူမက စာအုပ်စင်ကို စီရင်း တစ်ယောက်တည်း ပြောနေတယ်။	និយាយម្នាក់ឯង; រអ៊ូរទៅខ្លួនឯង	នាងនិយាយម្នាក់ឯង ខណៈកំពុងរៀបចំធ្នើសៀវភៅ។	ເວົ້າກັບຕົນເອງ; ເວົ້າຄົນດຽວ	ນາງເວົ້າຄົນດຽວຂະນະຈັດຊັ້ນປຶ້ມ.	आफैँसँग बोल्नु	ऊ पुस्तकको तख्ता मिलाउँदै आफैँसँग बोलिरहेकी थिई।
5385:自助	自助	自助	ကိုယ်တိုင်ဝန်ဆောင်မှု; ကိုယ်တိုင်ယူ	ဒီစားသောက်ဆိုင်က ကိုယ်တိုင်ယူမနက်စာ ပေးတယ်။	សេវាខ្លួនឯង; យកដោយខ្លួនឯង	ភោជនីយដ្ឋាននេះផ្តល់អាហារពេលព្រឹកបែបសេវាខ្លួនឯង។	ບໍລິການຕົນເອງ; ເອົາເອງ	ຮ້ານອາຫານນີ້ມີອາຫານເຊົ້າແບບບໍລິການຕົນເອງ.	स्व-सेवा	यो रेस्टुरेन्टले स्व-सेवा नास्ता दिन्छ।
5388:总计	总计	总计	စုစုပေါင်း; စုစုပေါင်းတွက်သည်	ဒီလှုပ်ရှားမှုမှာ စုစုပေါင်း လူနှစ်ရာ ပါဝင်ခဲ့တယ်။	សរុប; គិតសរុប	សកម្មភាពនេះមានមនុស្សចូលរួមសរុបពីររយនាក់។	ລວມທັງໝົດ; ນັບລວມ	ກິດຈະກຳນີ້ມີຄົນເຂົ້າຮ່ວມລວມທັງໝົດສອງຮ້ອຍຄົນ.	कुल; जम्मा	यो कार्यक्रममा कुल दुई सय जना सहभागी भए।
5391:粽子	粽子	粽子	ဇုံဇီ; ရွက်ထုပ်ကောက်ညှင်းထုပ်	ဒွမ်ဝူပွဲတော်မှာ ကျွန်တော်တို့ ဇုံဇီအများကြီး ထုပ်ခဲ့တယ်။	នំចាំង; នំបាយដំណើបខ្ចប់ស្លឹក	ពេលបុណ្យទូកនាគ យើងបានធ្វើនំចាំងជាច្រើន។	ຈົງຈື່; ເຂົ້າໜຽວຫໍ່ໃບ	ໃນບຸນເຮືອມັງກອນ ພວກເຮົາຫໍ່ຈົງຈື່ຫຼາຍ.	जोङ्जी; पातमा बेरेको चामलको डल्लो	ड्र्यागन बोट पर्वमा हामीले धेरै जोङ्जी बनायौं।
5393:足	足	足	လုံလောက်သော; ပြည့်စုံသော	ဒီငွေပမာဏက လက်မှတ်ဝယ်ဖို့ လုံလောက်တယ်။	គ្រប់គ្រាន់; ពេញលេញ	ប្រាក់នេះគ្រប់គ្រាន់សម្រាប់ទិញសំបុត្រ។	ພຽງພໍ; ຄົບຖ້ວນ	ເງິນຈຳນວນນີ້ພຽງພໍສຳລັບຊື້ປີ້.	पर्याप्त; पुग्दो	यो रकम टिकट किन्न पर्याप्त छ।
5396:阻挡	阻挡	阻挡	တားဆီးသည်; ပိတ်ဆို့သည်	နှင်းထူထပ်မှုက ယာဉ်တွေ ဆက်မောင်းတာကို တားဆီးခဲ့တယ်။	រារាំង; ទប់ស្កាត់	ព្រិលធ្ងន់បានរារាំងយានយន្តមិនឱ្យបន្តទៅមុខ។	ຂັດຂວາງ; ກັ້ນ	ຫິມະໜັກຂັດຂວາງລົດບໍ່ໃຫ້ໄປຕໍ່.	रोक्नु; अवरोध गर्नु	भारी हिउँले सवारीसाधन अगाडि बढ्न रोकेको थियो।
5399:钻	钻	钻	တူးသည်; ဝင်လျှိုသည်	ကလေးက စားပွဲအောက်ထဲ ဝင်လျှိုသွားတယ်။	ខួង; លូនចូល	ក្មេងបានលូនចូលក្រោមតុ។	ເຈາະ; ມຸດເຂົ້າ	ເດັກນ້ອຍມຸດເຂົ້າໄປໃຕ້ໂຕະ.	छेड्नु; भित्र पस्नु	बालक टेबुलमुनि छिर्यो।
5400:罪	罪	罪	ရာဇဝတ်မှု; အပြစ်	သူက ကိုယ့်အပြစ်ကို ဝန်ခံခဲ့တယ်။	ឧក្រិដ្ឋកម្ម; កំហុស	គាត់បានសារភាពកំហុសរបស់ខ្លួន។	ອາຊະຍາກຳ; ຄວາມຜິດ	ລາວຍອມຮັບຄວາມຜິດຂອງຕົນ.	अपराध; दोष	उसले आफ्नो अपराध स्वीकार गर्यो।
