simplified	TH	example_TH
相处	เข้ากันได้	พวกเขาเข้ากันได้ดีมาก
相当	ค่อนข้าง; เทียบเท่า	หนังสือเล่มนี้น่าสนใจค่อนข้างมาก
相对	ค่อนข้าง; สัมพัทธ์	ราคาที่นี่ค่อนข้างถูก
相关	เกี่ยวข้อง	กรุณาจัดหาข้อมูลที่เกี่ยวข้อง
相似	คล้ายกัน	ความหมายของตัวอักษรสองตัวนี้คล้ายกันมาก
香肠	ไส้กรอก	มื้อเช้ามีไข่กับไส้กรอก
享受	เพลิดเพลินกับ	พวกเขากำลังเพลิดเพลินกับวันหยุด
想念	คิดถึง	ฉันคิดถึงครอบครัวมาก
想象	จินตนาการ	ฉันจินตนาการชีวิตแบบนั้นไม่ออก
象棋	หมากรุกจีน	คุณปู่ชอบเล่นหมากรุกจีน
象征	สัญลักษณ์; เป็นสัญลักษณ์	สีขาวมักเป็นสัญลักษณ์ของความบริสุทธิ์
项	รายการ; ลักษณนามสำหรับงาน	งานรายการนี้สำคัญมาก
项链	สร้อยคอ	เธอสวมสร้อยคอเงินหนึ่งเส้น
项目	โครงการ; รายการ	โครงการนี้ต้องใช้เวลาสามเดือน
消费	บริโภค; การใช้จ่าย	ช่วงเทศกาลการใช้จ่ายเพิ่มขึ้น
消化	ย่อยอาหาร	เดินเล่นหลังอาหารช่วยย่อยอาหาร
消极	เชิงลบ; เฉื่อยชา	อย่ามองปัญหาด้วยทัศนคติเชิงลบ
消失	หายไป	ดวงอาทิตย์ค่อย ๆ หายไปหลังภูเขา
销售	ขาย; การขาย	บริษัทนี้ขายสินค้าอิเล็กทรอนิกส์
小麦	ข้าวสาลี	ทางเหนือปลูกข้าวสาลีจำนวนมาก
小气	ขี้เหนียว	อย่าขี้เหนียวขนาดนี้
孝顺	กตัญญูต่อพ่อแม่	เขากตัญญูต่อพ่อแม่มาก
效率	ประสิทธิภาพ	ทำแบบนี้สามารถเพิ่มประสิทธิภาพได้
歇	พัก	พวกเราพักกันก่อนสักครู่เถอะ
斜	เอียง	ถนนสายนี้เอียงนิดหน่อย
写作	การเขียน	การเขียนต้องฝึกระยะยาว
心理	จิตใจ; ทางจิตวิทยา	ก่อนสอบต้องปรับสภาพจิตใจ
心脏	หัวใจ	สุขภาพหัวใจสำคัญมาก
欣赏	ชื่นชม; ชม	พวกเราชมทิวทัศน์ที่สวยงาม
信号	สัญญาณ	ที่นี่สัญญาณโทรศัพท์ไม่ดี
信任	ไว้วางใจ	ระหว่างเพื่อนต้องมีความไว้วางใจ
形成	ก่อตัว; เกิดขึ้น	นิสัยที่ดีต้องค่อย ๆ ก่อตัว
形容	บรรยาย; อธิบาย	ฉันไม่รู้จะบรรยายความรู้สึกนี้อย่างไร
形势	สถานการณ์	สถานการณ์ปัจจุบันค่อนข้างซับซ้อน
形式	รูปแบบ	การประชุมสามารถใช้รูปแบบออนไลน์ได้
形象	ภาพลักษณ์	ภาพลักษณ์สาธารณะของเขาดีมาก
形状	รูปร่าง	รูปร่างของกล่องนี้พิเศษมาก
行动	ลงมือทำ; การกระทำ	พวกเราต้องลงมือทันที
行人	คนเดินเท้า	เวลาข้ามถนนต้องระวังคนเดินเท้า
行为	พฤติกรรม	พฤติกรรมแบบนี้ไม่สุภาพ
幸亏	โชคดีที่	โชคดีที่คุณเตือนฉัน
幸运	โชคดี	เขาโชคดีที่หางานได้
性质	ลักษณะ; ธรรมชาติ	ลักษณะของปัญหานี้ร้ายแรงมาก
兄弟	พี่น้องชาย	พี่น้องชายสองคนนั้นมีความสัมพันธ์ดีมาก
胸	หน้าอก	เขารู้สึกแน่นหน้าอกนิดหน่อย
休闲	พักผ่อน; เวลาว่าง	สุดสัปดาห์เป็นเวลาที่ดีสำหรับการพักผ่อน
修改	แก้ไข	กรุณาแก้ไขบทความนี้
虚心	ถ่อมตัว; เปิดใจรับฟัง	พวกเราควรรับฟังความคิดเห็นอย่างเปิดใจ
叙述	เล่า; บรรยาย	เขาเล่าเหตุการณ์อย่างชัดเจน
宣布	ประกาศ	โรงเรียนประกาศกฎใหม่
宣传	ประชาสัมพันธ์; เผยแพร่	พวกเขากำลังเผยแพร่ความรู้ด้านสิ่งแวดล้อม
学历	วุฒิการศึกษา	งานนี้ต้องการวุฒิปริญญาตรี
学术	วิชาการ	การประชุมครั้งนี้อภิปรายปัญหาทางวิชาการ
学问	ความรู้	เขามีความรู้มาก
血	เลือด	มือของเขามีเลือดออกนิดหน่อย
寻找	ค้นหา; หา	พวกเรากำลังหาวิธีใหม่
询问	สอบถาม	เขาสอบถามเวลาสอบจากครู
训练	ฝึกซ้อม; การฝึก	นักกีฬาฝึกซ้อมทุกวัน
迅速	รวดเร็ว	ข่าวแพร่กระจายอย่างรวดเร็ว
押金	เงินมัดจำ	เช่าบ้านต้องจ่ายเงินมัดจำ
牙齿	ฟัน	กรุณาดูแลฟันให้ดีทุกวัน
严肃	จริงจัง; เคร่งขรึม	สีหน้าของครูจริงจังมาก
延长	ยืดเวลา; ขยาย	การประชุมยืดออกไปครึ่งชั่วโมง
演讲	สุนทรพจน์; การบรรยาย	เขาเตรียมสุนทรพจน์ของวันพรุ่งนี้
宴会	งานเลี้ยง	พวกเขาเข้าร่วมงานเลี้ยงหนึ่งงาน
阳台	ระเบียง	บนระเบียงมีกระถางดอกไม้อยู่หลายใบ
痒	คัน	แขนของฉันคันนิดหน่อย
样式	แบบ; รูปแบบ	แบบนี้ได้รับความนิยมมาก
腰	เอว	นั่งนานแล้วเอวจะเจ็บ
摇	เขย่า; สั่น	ลมพัดกิ่งไม้ส่ายไปมา
咬	กัด	สุนัขตัวนี้ไม่กัดคน
要不	ไม่อย่างนั้น; งั้น	งั้นพวกเราไปกันพรุ่งนี้อีกทีดีไหม
业务	ธุรกิจ; งาน	ธุรกิจของบริษัทเพิ่มขึ้นเรื่อย ๆ
业余	เวลาว่าง; นอกเวลางาน	เขาเรียนการถ่ายภาพในเวลาว่าง
夜	กลางคืน	ตอนกลางคืนถนนเงียบมาก
依然	ยังคง	เขายังคงอาศัยอยู่ที่ปักกิ่ง
一辈子	ตลอดชีวิต	เธอรักดนตรีมาตลอดชีวิต
一旦	ทันทีที่; เมื่อใดที่	เมื่อใดที่ตัดสินใจแล้ว ก็ต้องยืนหยัด
一律	ทั้งหมด; โดยไม่มีข้อยกเว้น	ระหว่างประชุมต้องปิดโทรศัพท์ทั้งหมด
一再	ซ้ำแล้วซ้ำเล่า	เขาเตือนพวกเราให้ระวังความปลอดภัยซ้ำแล้วซ้ำเล่า
一致	ตรงกัน; เป็นเอกฉันท์	ความคิดเห็นของทุกคนตรงกันอย่างสมบูรณ์
疑问	คำถาม; ข้อสงสัย	ฉันมีข้อสงสัยเกี่ยวกับคำตอบนี้
移动	เคลื่อนย้าย	กรุณาเคลื่อนย้ายโต๊ะนิดหนึ่ง
移民	อพยพ; ย้ายถิ่นฐาน	พวกเขาวางแผนจะย้ายถิ่นฐานไปต่างประเทศ
遗憾	เสียดาย; น่าเสียดาย	ไม่ได้พบคุณ ฉันเสียดายมาก
乙	ลำดับที่สอง; ฝ่าย ข	ในสัญญา ฝ่าย ข รับผิดชอบการชำระเงิน
以及	รวมทั้ง; และ	ฉันซื้อหนังสือรวมทั้งเครื่องเขียน
以来	ตั้งแต่	ตั้งแต่เรียนจบ เขาก็ทำงานที่ปักกิ่งมาตลอด
义务	หน้าที่; ภาระผูกพัน	การปกป้องสิ่งแวดล้อมเป็นหน้าที่ของทุกคน
亿	ร้อยล้าน	ประเทศนี้มีประชากรมากกว่าพันล้านคน
意外	ไม่คาดคิด; อุบัติเหตุ	การมาสายครั้งนี้เป็นเรื่องไม่คาดคิดจริง ๆ
意义	ความหมาย; ความสำคัญ	กิจกรรมครั้งนี้มีความหมายมาก
议论	วิจารณ์; พูดคุยกัน	ทุกคนกำลังพูดคุยเรื่องนี้กันอยู่
因而	ดังนั้น; จึง	เขาตั้งใจเรียน ดังนั้นคะแนนจึงดีมาก
因素	ปัจจัย	อากาศเป็นปัจจัยสำคัญอย่างหนึ่ง
银	เงิน; สีเงิน	เธอสวมกำไลเงินหนึ่งวง
印刷	พิมพ์; การพิมพ์	หนังสือเล่มนี้พิมพ์ได้ชัดเจนมาก
英俊	หล่อ	เขาหน้าตาหล่อมาก
英雄	วีรบุรุษ	นักดับเพลิงคือวีรบุรุษที่แท้จริง
营养	โภชนาการ; สารอาหาร	มื้อเช้าควรมีสารอาหารเพียงพอ
营业	เปิดทำการ; ทำธุรกิจ	ร้านนี้เริ่มเปิดทำการตอนเก้าโมง
迎接	ต้อนรับ	พวกเราไปสนามบินเพื่อต้อนรับแขก
影子	เงา	ใต้ไฟถนนมีเงาของเขา
应付	รับมือ	เขารับมือกับปัญหานี้ได้
应用	ประยุกต์ใช้; ใช้	วิธีนี้สามารถนำไปประยุกต์ใช้ในการสอนได้
硬	แข็ง	เก้าอี้ตัวนี้แข็งเกินไป
硬件	ฮาร์ดแวร์	คอมพิวเตอร์เครื่องนี้ฮาร์ดแวร์ดี
拥抱	กอด	เด็กวิ่งเข้าไปกอดแม่
拥挤	แออัด	รถไฟใต้ดินช่วงเร่งด่วนตอนเช้าแออัดมาก
勇气	ความกล้าหาญ	เขามีความกล้าหาญที่จะยอมรับความผิด
用功	ขยันเรียน	เธอเรียนอย่างขยันมาก
用途	การใช้งาน	วัสดุชนิดนี้มีการใช้งานกว้างมาก
优惠	ส่วนลด; สิทธิพิเศษ	วันนี้ร้านนี้มีส่วนลด
优美	งดงาม	สภาพแวดล้อมที่นี่งดงามมาก
优势	ข้อได้เปรียบ	ข้อได้เปรียบของเขาคือมีประสบการณ์มาก
悠久	ยาวนาน	จีนมีประวัติศาสตร์ยาวนาน
油炸	ทอดน้ำมัน	ฉันไม่ค่อยกินอาหารทอดน้ำมัน
游览	เที่ยวชม	พรุ่งนี้พวกเราจะเที่ยวชมพระราชวังต้องห้าม
犹豫	ลังเล	เขาลังเลอยู่ครู่หนึ่งก่อนตอบ
有利	เป็นประโยชน์; ได้เปรียบ	เงื่อนไขนี้เป็นประโยชน์ต่อพวกเรา
幼儿园	โรงเรียนอนุบาล	ปีหน้าเด็กจะเข้าโรงเรียนอนุบาล
娱乐	ความบันเทิง	การดูภาพยนตร์เป็นความบันเทิงอย่างหนึ่ง
与其	แทนที่จะ	แทนที่จะบ่น สู้ลงมือทำดีกว่า
语气	น้ำเสียง	น้ำเสียงที่เขาพูดอ่อนโยนมาก
玉米	ข้าวโพด	มื้อเย็นมีซุปข้าวโพด
预报	พยากรณ์	พยากรณ์อากาศบอกว่าพรุ่งนี้ฝนจะตก
预订	จองล่วงหน้า	ฉันจองโรงแรมไว้แล้ว
预防	ป้องกัน	ล้างมือบ่อย ๆ ช่วยป้องกันหวัดได้
元旦	วันปีใหม่	วันปีใหม่พวกเราหยุดหนึ่งวัน
原料	วัตถุดิบ	วัตถุดิบหลักของขนมปังคือแป้ง
原则	หลักการ	การเป็นคนต้องมีหลักการ
员工	พนักงาน	บริษัทมีพนักงานสามร้อยคน
圆	กลม	พระจันทร์ทั้งใหญ่และกลม
愿望	ความปรารถนา	ความปรารถนาของเขาคือเที่ยวรอบโลก
乐器	เครื่องดนตรี	เธอเล่นเครื่องดนตรีได้หลายชนิด
晕	เวียนหัว	เวลานั่งเรือฉันเวียนหัวนิดหน่อย
运气	โชค	วันนี้โชคของฉันดี
运输	ขนส่ง	สินค้าพวกนี้ต้องขนส่งทางรถไฟ
运用	ใช้; นำมาใช้	กรุณาใช้คำเหล่านี้อย่างยืดหยุ่น
灾害	ภัยพิบัติ	น้ำท่วมเป็นภัยพิบัติทางธรรมชาติชนิดหนึ่ง
再三	ซ้ำแล้วซ้ำอีก	ครูเตือนพวกเราให้ทบทวนซ้ำแล้วซ้ำอีก
在乎	ใส่ใจ	เขาใส่ใจความคิดเห็นของเพื่อนมาก
在于	อยู่ที่	ความสำเร็จอยู่ที่ความพากเพียร
赞成	เห็นด้วย	ฉันเห็นด้วยกับข้อเสนอของคุณ
赞美	ยกย่อง; ชมเชย	ทุกคนชมเชยความกล้าหาญของเธอ
糟糕	แย่; เลวร้าย	อากาศวันนี้แย่จริง ๆ
造成	ก่อให้เกิด	ฝนตกหนักก่อให้เกิดรถติด
则	ก็; จึง	ถ้าพยายามก็จะก้าวหน้า
责备	ตำหนิ	ครูไม่ได้ตำหนิเขา
摘	เด็ด; เก็บ	เธอเด็ดดอกไม้หนึ่งดอกในสวน
窄	แคบ	ถนนสายนี้แคบเกินไป
粘贴	แปะ; ติด	กรุณาแปะรูปถ่ายไว้ตรงนี้
展开	เริ่ม; คลี่ออก	การอภิปรายเริ่มขึ้นอย่างรวดเร็ว
展览	นิทรรศการ; จัดแสดง	พิพิธภัณฑ์มีนิทรรศการใหม่หนึ่งงาน
占	กินพื้นที่; ครอบครอง	โต๊ะตัวนี้กินพื้นที่
战争	สงคราม	สงครามนำความทุกข์มาสู่ประชาชน
掌握	เชี่ยวชาญ; ควบคุม	เขาเชี่ยวชาญไวยากรณ์พื้นฐานแล้ว
涨	ขึ้น; เพิ่มขึ้น	ช่วงนี้ค่าเช่าขึ้นอีกแล้ว
长辈	ผู้ใหญ่; ญาติผู้ใหญ่	ช่วงปีใหม่ควรทักทายญาติผู้ใหญ่
账户	บัญชี	กรุณาตรวจสอบบัญชีธนาคารของคุณ
招待	ต้อนรับ	เจ้าของบ้านต้อนรับแขกอย่างอบอุ่น
着火	ติดไฟ	ห้องครัวติดไฟกะทันหัน
着凉	เป็นหวัดจากอากาศเย็น	อากาศเย็นแล้ว อย่าเป็นหวัด
召开	จัดประชุม	พรุ่งนี้โรงเรียนจะจัดประชุม
照常	ตามปกติ	พรุ่งนี้ร้านค้าจะเปิดทำการตามปกติ
哲学	ปรัชญา	ตอนมหาวิทยาลัยเขาเรียนปรัชญา
珍惜	เห็นคุณค่า; ทะนุถนอม	พวกเราควรเห็นคุณค่าของเวลา
真实	จริง; แท้จริง	เรื่องนี้เป็นเรื่องจริง
针对	มุ่งเป้าไปที่	ข้อเสนอนี้มุ่งเป้าไปที่นักเรียนใหม่
诊断	วินิจฉัย	หมอวินิจฉัยได้อย่างรวดเร็ว
振动	สั่น	โทรศัพท์กำลังสั่นอยู่บนโต๊ะ
阵	ช่วงสั้น ๆ; ระลอก	ข้างนอกมีฝนตกช่วงสั้น ๆ
争论	โต้เถียง; ถกเถียง	พวกเขาโต้เถียงเรื่องปัญหานี้อยู่นาน
争取	พยายามให้ได้มา; ต่อสู้เพื่อ	พวกเราต้องพยายามหาโอกาสให้มากขึ้น
征求	ขอความคิดเห็น	ครูขอความคิดเห็นจากทุกคน
挣	ดิ้นหลุด; หาเงิน	นกตัวเล็กดิ้นหลุดจากเชือก
睁	ลืมตา	กรุณาลืมตาให้กว้างขึ้นหน่อย
整个	ทั้งหมด; ทั้ง	ทั้งเมืองเงียบมาก
整齐	เป็นระเบียบ	หนังสือวางไว้อย่างเป็นระเบียบมาก
整体	โดยรวม; ทั้งหมด	พวกเราต้องพิจารณาผลโดยรวม
政府	รัฐบาล	รัฐบาลออกประกาศใหม่
政治	การเมือง	เขาสนใจการเมืองมาก
正	ถูกต้อง; ตรง	คำตอบนี้ถูกต้อง
证件	เอกสารประจำตัว	กรุณาแสดงเอกสารประจำตัวของคุณ
证据	หลักฐาน	ตำรวจพบหลักฐานใหม่
支	ลักษณนามสำหรับปากกา	บนโต๊ะมีปากกาหนึ่งด้าม
支票	เช็ค	เขาชำระเงินด้วยเช็ค
执照	ใบอนุญาต	ขับรถต้องมีใบอนุญาตขับขี่
直	ตรง	เดินตรงไปข้างหน้าตามถนนสายนี้
指导	แนะนำ; ชี้แนะ	ครูชี้แนะพวกเราเขียนวิทยานิพนธ์
指挥	สั่งการ; ควบคุม	เขารับผิดชอบสั่งการปฏิบัติการครั้งนี้
制定	กำหนด; วางแผน	บริษัทกำหนดแผนใหม่
制度	ระบบ; ระเบียบ	โรงเรียนมีระเบียบเข้มงวด
制造	ผลิต	โรงงานนี้ผลิตเครื่องจักร
制作	ทำ; ผลิต	เธอกำลังทำเค้กวันเกิด
志愿者	อาสาสมัคร	อาสาสมัครจำนวนมากเข้าร่วมกิจกรรม
智慧	ปัญญา	ผู้สูงอายุท่านนี้มีปัญญามาก
治疗	รักษา	หมอกำลังรักษาผู้ป่วย
秩序	ระเบียบ	ขอให้ทุกคนรักษาระเบียบ
至今	จนถึงตอนนี้	ปัญหานี้ยังไม่ได้รับการแก้ไขจนถึงตอนนี้
至于	ส่วนเรื่อง	ส่วนเรื่องค่าใช้จ่าย พวกเราค่อยคุยกันพรุ่งนี้
中介	นายหน้า; ตัวกลาง	เขาเช่าบ้านผ่านนายหน้า
中心	ศูนย์กลาง	โรงพยาบาลอยู่ใจกลางเมือง
中旬	ช่วงกลางเดือน	การประชุมจัดไว้ช่วงกลางเดือนพฤษภาคม
种类	ชนิด; ประเภท	ที่นี่มีผลไม้หลายชนิด
重大	สำคัญมาก; ใหญ่หลวง	นี่เป็นการตัดสินใจสำคัญมาก
重量	น้ำหนัก	น้ำหนักของกล่องใบนี้เท่าไร
周到	รอบคอบ; เอาใจใส่	บริการของเขาเอาใจใส่มาก
猪	หมู	ในฟาร์มเลี้ยงหมูจำนวนมาก
竹子	ไผ่	แพนด้าชอบกินไผ่
逐步	ทีละขั้น	แผนจะดำเนินการทีละขั้น
逐渐	ค่อย ๆ	อากาศค่อย ๆ เย็นลง
主持	เป็นพิธีกร; ดำเนิน	เธอดำเนินการประชุมวันนี้
主动	เป็นฝ่ายริเริ่ม; เชิงรุก	เขาริเริ่มช่วยเพื่อนร่วมชั้น
主观	อัตวิสัย; ตามความเห็นส่วนตัว	การประเมินนี้ค่อนข้างตามความเห็นส่วนตัว
主人	เจ้าของ; เจ้าบ้าน	เจ้าบ้านต้อนรับพวกเราอย่างอบอุ่น
主任	หัวหน้า; ผู้อำนวยการ	หัวหน้าอยู่ในสำนักงาน
主题	หัวข้อ; ธีม	หัวข้อที่คุยวันนี้คือการปกป้องสิ่งแวดล้อม
主席	ประธาน	ประธานประกาศเริ่มการประชุม
主张	เสนอ; สนับสนุนแนวคิด	เขาเสนอให้แก้ปัญหาการจราจรก่อน
煮	ต้ม; ทำอาหาร	แม่กำลังต้มบะหมี่
注册	ลงทะเบียน	ผู้ใช้ใหม่ต้องลงทะเบียนก่อน
祝福	คำอวยพร	เพื่อน ๆ ส่งคำอวยพรมาให้
抓	คว้า; จับ	เด็กคว้ามือแม่ไว้
抓紧	รีบใช้ให้คุ้ม; จับให้แน่น	พวกเราต้องรีบใช้เวลาให้คุ้ม
专家	ผู้เชี่ยวชาญ	ผู้เชี่ยวชาญเสนอคำแนะนำ
专心	ตั้งใจ; มีสมาธิ	เวลาเรียนต้องตั้งใจฟัง
转变	เปลี่ยนแปลง	ทัศนคติของเขาเกิดการเปลี่ยนแปลง
转告	บอกต่อ	กรุณาบอกเขาต่อว่าพรุ่งนี้มีประชุม
装	ใส่; บรรจุ	กรุณาใส่หนังสือลงในกระเป๋า
装饰	ตกแต่ง	พวกเขาใช้ดอกไม้ตกแต่งห้อง
装修	ตกแต่งปรับปรุง	บ้านใหม่กำลังตกแต่งปรับปรุง
撞	ชน	รถสองคันชนกันที่สี่แยก
状况	สถานการณ์; สภาพ	สถานการณ์ปัจจุบันค่อนข้างมั่นคง
状态	สภาพ; ภาวะ	วันนี้เขาสภาพดีมาก
追	ไล่ตาม	เด็กกำลังไล่ตามลูกสุนัขอยู่ข้างหลัง
追求	แสวงหา; ไล่ตาม	เขาแสวงหาความฝันของตัวเองมาตลอด
咨询	ปรึกษา	คุณสามารถปรึกษาแพทย์ผู้เชี่ยวชาญได้
姿势	ท่าทาง	กรุณารักษาท่าทางที่ถูกต้อง
资格	คุณสมบัติ	เขามีคุณสมบัติเข้าร่วมการแข่งขัน
资金	เงินทุน	โครงการต้องการเงินทุนมากขึ้น
资料	ข้อมูล; เอกสาร	กรุณาส่งข้อมูลให้ฉัน
资源	ทรัพยากร	น้ำเป็นทรัพยากรธรรมชาติที่สำคัญ
紫	สีม่วง	เธอชอบสีม่วง
字母	ตัวอักษร	ภาษาอังกฤษมีตัวอักษรยี่สิบหกตัว
字幕	คำบรรยาย	ภาพยนตร์เรื่องนี้มีคำบรรยายภาษาจีน
自从	ตั้งแต่	ตั้งแต่เรียนจบ เขาก็กลับมาน้อยมาก
自动	อัตโนมัติ	ประตูบานนี้เปิดอัตโนมัติ
自豪	ภูมิใจ	ฉันภูมิใจกับความก้าวหน้าของตัวเอง
自觉	โดยสมัครใจ; รู้ตัว	เขาทำการบ้านเสร็จเองโดยสมัครใจ
自私	เห็นแก่ตัว	เป็นคนไม่ควรเห็นแก่ตัวเกินไป
自由	อิสรภาพ	ทุกคนเห็นคุณค่าของอิสรภาพ
自愿	สมัครใจ	พวกเขาสมัครใจเข้าร่วมกิจกรรม
综合	รวม; พิจารณาโดยรวม	พวกเราต้องพิจารณาปัจจัยต่าง ๆ โดยรวม
总裁	ประธานบริษัท; ผู้บริหารสูงสุด	วันนี้ประธานบริษัทกล่าวสุนทรพจน์
总共	รวมทั้งหมด	การเดินทางครั้งนี้ใช้เงินรวมทั้งหมดสามพันหยวน
总理	นายกรัฐมนตรี	นายกรัฐมนตรีเข้าร่วมการประชุม
总算	ในที่สุด	ในที่สุดปัญหาก็ได้รับการแก้ไข
总统	ประธานาธิบดี	ประธานาธิบดีกล่าวสุนทรพจน์ทางโทรทัศน์
总之	สรุปว่า	สรุปว่า พวกเราต้องทำให้เสร็จตรงเวลา
组	กลุ่ม	ครูแบ่งพวกเราออกเป็นสามกลุ่ม
组成	ประกอบด้วย	น้ำประกอบด้วยไฮโดรเจนและออกซิเจน
组合	การผสมผสาน	การผสมสีแบบนี้ดูดีมาก
组织	จัดตั้ง; องค์กร	โรงเรียนจัดทริปหนึ่งครั้ง
阻止	ขัดขวาง; หยุดยั้ง	ตำรวจหยุดยั้งพฤติกรรมอันตราย
最初	ตอนแรก	ตอนแรกฉันไม่ค่อยเข้าใจ
醉	เมา	เขาดื่มมากไปและเมานิดหน่อย
尊敬	เคารพ	นักเรียนทุกคนเคารพครูมาก
遵守	ปฏิบัติตาม	พวกเราต้องปฏิบัติตามกฎจราจร
作品	ผลงาน	ภาพวาดภาพนี้เป็นผลงานของเขา
作为	ในฐานะ	ในฐานะครู เขามีความอดทนมาก
作文	เรียงความ	ครูให้พวกเราเขียนเรียงความหนึ่งเรื่อง
