hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
3473:掌声	掌声	掌声	applause	演出结束后，掌声很热烈。	Yǎn chū jié shù hòu, zhǎng shēng hěn rè liè.	After the performance ended, the applause was enthusiastic.
3475:账号	账号	账号	account number; account	请不要把账号告诉他人。	Qǐng bú yào bǎ zhàng hào gào sù tā rén.	Please do not tell your account to others.
3479:折扣	折扣	折扣	discount	这件衣服有八折折扣。	Zhè jiàn yī fu yǒu bā zhé zhé kòu.	This piece of clothing has a twenty percent discount.
3481:真诚	真诚	真诚	sincere	他的道歉非常真诚。	Tā de dào qiàn fēi cháng zhēn chéng.	His apology was very sincere.
3488:争	争	争	to fight for; compete	两队都在争冠军。	Liǎng duì dōu zài zhēng guàn jūn.	Both teams are competing for the championship.
3492:整整	整整	整整	a full; whole	他整整等了两个小时。	Tā zhěng zhěng děng le liǎng ge xiǎo shí.	He waited for a full two hours.
3496:正如	正如	正如	just as	正如老师所说，练习很重要。	Zhèng rú lǎo shī suǒ shuō, liàn xí hěn zhòng yào.	Just as the teacher said, practice is important.
3500:知名	知名	知名	well-known	这是一家知名企业。	Zhè shì yì jiā zhī míng qǐ yè.	This is a well-known company.
3503:职场	职场	职场	workplace	新人进入职场需要学习很多东西。	Xīn rén jìn rù zhí chǎng xū yào xué xí hěn duō dōng xi.	Newcomers entering the workplace need to learn many things.
3504:职工	职工	职工	employee; staff	工厂有三百名职工。	Gōng chǎng yǒu sān bǎi míng zhí gōng.	The factory has three hundred employees.
3506:止	止	止	to stop; end	活动到晚上九点止。	Huó dòng dào wǎn shang jiǔ diǎn zhǐ.	The activity ends at nine in the evening.
3508:至	至	至	to; until	开放时间为周一至周五。	Kāi fàng shí jiān wéi zhōu yī zhì zhōu wǔ.	The opening hours are Monday to Friday.
3509:治	治	治	to treat; govern	医生说这种病可以治。	Yī shēng shuō zhè zhǒng bìng kě yǐ zhì.	The doctor said this illness can be treated.
3510:制订	制订	制订	to formulate; draw up	公司正在制订新的培训计划。	Gōng sī zhèng zài zhì dìng xīn de péi xùn jì huà.	The company is drawing up a new training plan.
3520:中华	中华	中华	China; Chinese	中华文化有着久远的历史。	Zhōng huá wén huà yǒu zhe jiǔ yuǎn de lì shǐ.	Chinese culture has a long history.
3521:中华民族	中华民族	中华民族	Chinese nation	中华民族有丰富多彩的传统。	Zhōng huá mín zú yǒu fēng fù duō cǎi de chuán tǒng.	The Chinese nation has rich and colorful traditions.
3522:中级	中级	中级	intermediate level	他正在学习中级汉语。	Tā zhèng zài xué xí zhōng jí Hàn yǔ.	He is studying intermediate Chinese.
3524:中期	中期	中期	middle period; mid-term	项目中期需要进行一次评估。	Xiàng mù zhōng qī xū yào jìn xíng yí cì píng gū.	The project needs an evaluation in the middle stage.
3525:中外	中外	中外	Chinese and foreign	会议邀请了很多中外专家。	Huì yì yāo qǐng le hěn duō zhōng wài zhuān jiā.	The meeting invited many Chinese and foreign experts.
3527:中药	中药	中药	Chinese medicine	这家药店可以买到中药。	Zhè jiā yào diàn kě yǐ mǎi dào zhōng yào.	You can buy Chinese medicine at this pharmacy.
3528:中医	中医	中医	traditional Chinese medicine; Chinese doctor	他对中医很感兴趣。	Tā duì zhōng yī hěn gǎn xìng qù.	He is very interested in traditional Chinese medicine.
3532:众多	众多	众多	numerous; many	这个平台吸引了众多用户。	Zhè ge píng tái xī yǐn le zhòng duō yòng hù.	This platform attracted many users.
3546:主食	主食	主食	staple food	米饭是南方很多人的主食。	Mǐ fàn shì nán fāng hěn duō rén de zhǔ shí.	Rice is the staple food for many people in the south.
3550:住房	住房	住房	housing	城市住房价格一直受到关注。	Chéng shì zhù fáng jià gé yì zhí shòu dào guān zhù.	Urban housing prices have always received attention.
3551:住宿	住宿	住宿	lodging; accommodation	旅行社会帮我们安排住宿。	Lǚ xíng shè huì bāng wǒ men ān pái zhù sù.	The travel agency will help us arrange accommodation.
3552:住址	住址	住址	address	请在表格上填写现在的住址。	Qǐng zài biǎo gé shang tián xiě xiàn zài de zhù zhǐ.	Please fill in your current address on the form.
3573:子女	子女	子女	children; sons and daughters	父母都希望子女健康成长。	Fù mǔ dōu xī wàng zǐ nǚ jiàn kāng chéng zhǎng.	Parents all hope their children grow up healthy.
3578:自身	自身	自身	oneself; one's own	每个人都要关注自身安全。	Měi ge rén dōu yào guān zhù zì shēn ān quán.	Everyone should pay attention to their own safety.
3581:总部	总部	总部	headquarters	公司总部设在上海。	Gōng sī zǒng bù shè zài Shàng hǎi.	The company's headquarters is located in Shanghai.
3583:总数	总数	总数	total number	报名人数总数超过一千。	Bào míng rén shù zǒng shù chāo guò yì qiān.	The total number of applicants exceeded one thousand.
3584:总体	总体	总体	overall; whole	总体来看，结果比较理想。	Zǒng tǐ lái kàn, jié guǒ bǐ jiào lǐ xiǎng.	Overall, the result is relatively satisfactory.
3587:租金	租金	租金	rent	这个房子的租金不高。	Zhè ge fáng zi de zū jīn bù gāo.	The rent for this house is not high.
3588:族	族	族	ethnic group; clan suffix	她研究过很多民族的语言。	Tā yán jiū guò hěn duō mín zú de yǔ yán.	She has studied the languages of many ethnic groups.
3589:足够	足够	足够	enough; sufficient	这些水足够大家喝。	Zhè xiē shuǐ zú gòu dà jiā hē.	This water is enough for everyone to drink.
3594:嘴巴	嘴巴	嘴巴	mouth	孩子嘴巴上沾了糖。	Hái zi zuǐ ba shang zhān le táng.	There is sugar stuck on the child's mouth.
3597:最佳	最佳	最佳	best; optimal	春天是去这里旅行的最佳季节。	Chūn tiān shì qù zhè lǐ lǚ xíng de zuì jiā jì jié.	Spring is the best season to travel here.
3600:作出	作出	作出	to make; produce	公司很快作出了决定。	Gōng sī hěn kuài zuò chū le jué dìng.	The company quickly made a decision.
