hsk_key	source_word	simplified	JA	example_JA	KO	example_KO	VI	example_VI	TH	example_TH	MS	example_MS	ID	example_ID
4738:山峰	山峰	山峰	山の峰; 山頂	遠くの山の峰は雪で覆われている。	산봉우리	멀리 있는 산봉우리는 눈으로 덮여 있다.	đỉnh núi	Đỉnh núi phía xa được tuyết phủ.	ยอดเขา	ยอดเขาที่อยู่ไกลถูกปกคลุมด้วยหิมะ	puncak gunung	Puncak gunung di kejauhan dilitupi salji.	puncak gunung	Puncak gunung di kejauhan tertutup salju.
4739:山坡	山坡	山坡	山腹; 斜面	羊が山腹で草を食べている。	산비탈	양들이 산비탈에서 풀을 먹고 있다.	sườn núi	Cừu đang ăn cỏ trên sườn núi.	เนินเขา; ลาดเขา	แกะกำลังกินหญ้าบนลาดเขา	cerun bukit	Kambing biri-biri sedang makan rumput di cerun bukit.	lereng bukit	Domba sedang makan rumput di lereng bukit.
4740:闪	闪	闪	光る; ひらめく	空に一筋の光が走った。	번쩍이다; 피하다	하늘에서 한 줄기 빛이 번쩍였다.	lóe lên; né	Trên trời lóe lên một tia sáng.	วาบ; หลบ	มีแสงวาบขึ้นบนท้องฟ้า	berkilat; menyambar	Satu kilatan cahaya muncul di langit.	berkilat; menghindar	Sekilat cahaya muncul di langit.
4742:扇	扇	扇	枚; 扉や窓の助数詞	彼は窓を一つ開けた。	짝; 개	그는 창문 한 짝을 열었다.	cánh; chiếc	Anh ấy mở một cánh cửa sổ.	บาน; ลักษณนามของประตูหน้าต่าง	เขาเปิดหน้าต่างหนึ่งบาน	keping; penjodoh tingkap atau pintu	Dia membuka satu tingkap.	buah; helai untuk pintu atau jendela	Dia membuka sebuah jendela.
4744:伤口	伤口	伤口	傷口	傷口は毎日薬を替える必要がある。	상처	상처는 매일 약을 갈아야 한다.	vết thương	Vết thương cần thay thuốc mỗi ngày.	บาดแผล	บาดแผลต้องเปลี่ยนยาทุกวัน	luka	Luka itu perlu dibalut semula setiap hari.	luka	Luka itu perlu diganti obatnya setiap hari.
4745:伤亡	伤亡	伤亡	死傷者	事故で複数の死傷者が出た。	사상자	사고로 여러 명의 사상자가 발생했다.	thương vong	Vụ tai nạn gây ra nhiều thương vong.	ผู้บาดเจ็บและเสียชีวิต	อุบัติเหตุทำให้มีผู้บาดเจ็บและเสียชีวิตหลายคน	korban cedera dan maut	Kemalangan itu menyebabkan beberapa orang cedera dan maut.	korban luka dan meninggal	Kecelakaan itu menyebabkan beberapa korban luka dan meninggal.
4746:伤员	伤员	伤员	負傷者	医療スタッフが負傷者を治療している。	부상자	의료진이 부상자들을 치료하고 있다.	người bị thương	Nhân viên y tế đang cứu chữa người bị thương.	ผู้บาดเจ็บ	บุคลากรทางการแพทย์กำลังรักษาผู้บาดเจ็บ	orang cedera	Kakitangan perubatan sedang merawat orang cedera.	orang terluka	Tenaga medis sedang merawat orang terluka.
4750:上市	上市	上市	発売される; 上場する	この新型車は来月発売される。	출시되다; 상장되다	이 신차 모델은 다음 달 출시된다.	ra mắt thị trường; niêm yết	Mẫu xe mới này sẽ ra mắt thị trường vào tháng sau.	วางตลาด; เข้าตลาดหลักทรัพย์	รถรุ่นใหม่นี้จะวางตลาดเดือนหน้า	dipasarkan; disenaraikan	Siri kereta baharu ini akan dipasarkan bulan depan.	dipasarkan; melantai di bursa	Model mobil baru ini akan dipasarkan bulan depan.
4751:上述	上述	上述	上記の	上記の問題はできるだけ早く解決する必要がある。	상술한; 위의	위의 문제들은 가능한 한 빨리 해결해야 한다.	nêu trên; kể trên	Các vấn đề nêu trên cần được giải quyết nhanh chóng.	ดังกล่าวข้างต้น	ปัญหาดังกล่าวข้างต้นต้องรีบแก้ไข	yang disebut di atas	Masalah yang disebut di atas perlu diselesaikan segera.	yang disebutkan di atas	Masalah yang disebutkan di atas perlu segera diselesaikan.
4752:上台	上台	上台	舞台に上がる; 政権に就く	俳優が舞台に上がると観客は拍手した。	무대에 오르다; 집권하다	배우가 무대에 오르자 관객들이 박수쳤다.	lên sân khấu; lên nắm quyền	Khán giả vỗ tay sau khi diễn viên lên sân khấu.	ขึ้นเวที; ขึ้นสู่อำนาจ	หลังนักแสดงขึ้นเวที ผู้ชมก็ปรบมือ	naik pentas; berkuasa	Penonton bertepuk tangan selepas pelakon naik pentas.	naik panggung; berkuasa	Penonton bertepuk tangan setelah aktor naik panggung.
4753:上旬	上旬	上旬	上旬; 月の初めの十日間	会議は6月上旬に予定されている。	상순; 초순	회의는 6월 초순으로 잡혀 있다.	thượng tuần; mười ngày đầu tháng	Cuộc họp được xếp vào thượng tuần tháng Sáu.	ต้นเดือน; ช่วงสิบวันแรกของเดือน	การประชุมกำหนดไว้ช่วงต้นเดือนมิถุนายน	awal bulan; sepuluh hari pertama	Mesyuarat dijadualkan pada awal Jun.	awal bulan; sepuluh hari pertama	Rapat dijadwalkan pada awal Juni.
4754:少儿	少儿	少儿	児童; 子ども	この番組は子どもが見るのに適している。	어린이	이 프로그램은 어린이가 보기에 적합하다.	trẻ em	Chương trình này phù hợp cho trẻ em xem.	เด็ก	รายการนี้เหมาะสำหรับเด็ก	acara kanak-kanak; kanak-kanak	Program ini sesuai untuk ditonton oleh kanak-kanak.	anak-anak	Acara ini cocok ditonton anak-anak.
4756:社	社	社	クラブ; サークル	彼は学校の文学サークルに入った。	동아리; 사	그는 학교 문학 동아리에 가입했다.	hội; câu lạc bộ	Anh ấy tham gia câu lạc bộ văn học của trường.	ชมรม; สมาคม	เขาเข้าชมรมวรรณกรรมของโรงเรียน	kelab; persatuan	Dia menyertai kelab sastera sekolah.	klub; perkumpulan	Dia bergabung dengan klub sastra sekolah.
4757:射	射	射	射る; 撃つ	選手は的を射抜いた。	쏘다; 맞히다	선수가 목표물을 맞혔다.	bắn; phóng	Vận động viên bắn trúng mục tiêu.	ยิง	นักกีฬายิงโดนเป้าหมาย	menembak	Atlet itu menembak sasaran dengan tepat.	menembak	Atlet itu menembak tepat sasaran.
4760:摄像	摄像	摄像	ビデオ撮影する	スタッフがビデオ撮影をしている。	촬영하다; 녹화하다	직원들이 영상을 촬영하고 있다.	quay video	Nhân viên đang quay video.	ถ่ายวิดีโอ	เจ้าหน้าที่กำลังถ่ายวิดีโอ	merakam video	Kakitangan sedang merakam video.	merekam video	Staf sedang merekam video.
4762:摄像头	摄像头	摄像头	カメラ; 監視カメラ	入口にカメラが設置された。	카메라; 감시 카메라	입구에 카메라가 설치되었다.	camera; máy quay	Một camera được lắp ở lối vào.	กล้อง; กล้องวงจรปิด	มีการติดตั้งกล้องไว้ที่ทางเข้า	kamera	Kamera telah dipasang di pintu masuk.	kamera	Sebuah kamera dipasang di pintu masuk.
4763:身心	身心	身心	心身	運動は心身の健康に役立つ。	몸과 마음; 심신	운동은 심신 건강에 이롭다.	thân tâm; thể chất và tinh thần	Tập thể dục có lợi cho sức khỏe thể chất và tinh thần.	กายและใจ	การออกกำลังกายดีต่อสุขภาพกายและใจ	tubuh dan minda	Senaman baik untuk kesihatan tubuh dan minda.	tubuh dan pikiran	Olahraga bermanfaat bagi kesehatan tubuh dan pikiran.
4764:深夜	深夜	深夜	深夜; 夜更け	深夜の通りはとても静かだ。	심야; 깊은 밤	심야의 거리는 매우 조용하다.	đêm khuya	Đường phố rất yên tĩnh vào đêm khuya.	ดึกดื่น; กลางดึก	ถนนเงียบมากในยามดึก	larut malam	Jalan sangat sunyi pada larut malam.	larut malam	Jalan sangat sepi pada larut malam.
4765:神	神	神	神; 精霊	昔の人は山に神がいると信じていた。	신; 영혼	옛사람들은 산에 신이 있다고 믿었다.	thần; linh hồn	Người xưa tin rằng trong núi có thần linh.	เทพ; วิญญาณ	คนโบราณเชื่อว่ามีเทพอยู่ในภูเขา	tuhan; roh	Orang zaman dahulu percaya ada roh di gunung.	dewa; roh	Orang kuno percaya ada roh di gunung.
4770:生成	生成	生成	生成する; 作り出す	システムは自動的にレポートを生成する。	생성하다	시스템이 보고서를 자동으로 생성한다.	tạo ra; sinh ra	Hệ thống sẽ tự động tạo báo cáo.	สร้างขึ้น; ก่อให้เกิด	ระบบจะสร้างรายงานโดยอัตโนมัติ	menjana	Sistem akan menjana laporan secara automatik.	menghasilkan	Sistem akan menghasilkan laporan secara otomatis.
4772:生命力	生命力	生命力	生命力; せいめいりょく	この植物は生命力がとても強い。	생명력	이 식물은 생명력이 매우 강하다.	sức sống	Loài cây này có sức sống rất mạnh.	พลังชีวิต	พืชชนิดนี้มีพลังชีวิตแข็งแรงมาก	daya hidup	Tumbuhan ini mempunyai daya hidup yang kuat.	daya hidup	Tanaman ini memiliki daya hidup yang kuat.
4774:升学	升学	升学	進学する	多くの学生が進学の準備をしている。	진학하다	많은 학생들이 진학을 준비하고 있다.	học lên; lên cấp	Nhiều học sinh chuẩn bị học lên bậc cao hơn.	เรียนต่อ	นักเรียนจำนวนมากเตรียมตัวเพื่อเรียนต่อ	melanjutkan pelajaran	Ramai pelajar membuat persediaan untuk melanjutkan pelajaran.	melanjutkan sekolah	Banyak siswa bersiap untuk melanjutkan sekolah.
4775:剩余	剩余	剩余	残りの; 残余	残りのチケットはもう多くない。	남은; 잔여	남은 표가 이미 많지 않다.	còn lại	Số vé còn lại không nhiều nữa.	ที่เหลือ	ตั๋วที่เหลือมีไม่มากแล้ว	baki	Tiket yang berbaki sudah tidak banyak.	tersisa	Tiket yang tersisa sudah tidak banyak.
4776:诗词	诗词	诗词	詩歌; 古典詩	祖父は古代の詩歌を読むのが好きだ。	시문; 고전 시가	할아버지는 고전 시가를 읽는 것을 좋아하신다.	thơ cổ; thi ca	Ông thích đọc thơ cổ.	บทกวีโบราณ; กวีนิพนธ์	คุณปู่ชอบอ่านบทกวีโบราณ	puisi klasik	Datuk suka membaca puisi klasik.	puisi klasik	Kakek suka membaca puisi klasik.
4777:湿度	湿度	湿度	湿度; しつど	今日は空気の湿度が高い。	습도	오늘은 공기 습도가 높다.	độ ẩm	Độ ẩm không khí hôm nay rất cao.	ความชื้น	วันนี้ความชื้นในอากาศสูงมาก	kelembapan	Kelembapan udara hari ini sangat tinggi.	kelembapan	Kelembapan udara hari ini sangat tinggi.
4778:师父	师父	师父	師匠; 親方	彼は師匠について木工を学んだ。	스승; 사부	그는 스승에게 목공을 배웠다.	sư phụ; thầy nghề	Anh ấy học làm mộc từ sư phụ.	อาจารย์ช่าง; ครูฝึก	เขาเรียนงานไม้กับอาจารย์ช่าง	guru; mahaguru	Dia belajar pertukangan kayu daripada gurunya.	guru; mentor ahli	Dia belajar pertukangan kayu dari gurunya.
4779:诗歌	诗歌	诗歌	詩; 詩歌	この詩は故郷を思う気持ちを表している。	시; 시가	이 시는 고향을 그리워하는 마음을 표현했다.	thơ; bài thơ	Bài thơ này thể hiện nỗi nhớ quê.	บทกวี	บทกวีบทนี้แสดงความรู้สึกคิดถึงบ้าน	puisi	Puisi ini menyatakan rasa rindu kampung halaman.	puisi	Puisi ini mengungkapkan rasa rindu kampung halaman.
4781:识	识	识	識別する; 字を知っている	彼は読める字が多くない。	알다; 알아보다	그는 아는 글자가 많지 않다.	biết; nhận ra	Anh ấy không biết nhiều chữ.	รู้จัก; อ่านออก	เขารู้จักตัวอักษรไม่มาก	mengenal; mengetahui	Dia tidak mengenal banyak aksara.	mengenal; mengetahui	Dia tidak mengenal banyak huruf.
4789:实时	实时	实时	リアルタイム	システムはデータをリアルタイムで更新する。	실시간	시스템은 데이터를 실시간으로 업데이트한다.	thời gian thực	Hệ thống cập nhật dữ liệu theo thời gian thực.	แบบเรียลไทม์	ระบบอัปเดตข้อมูลแบบเรียลไทม์	masa nyata	Sistem mengemas kini data dalam masa nyata.	waktu nyata	Sistem memperbarui data secara waktu nyata.
4790:时速	时速	时速	時速; じそく	この車は時速100キロを超える。	시속	이 차의 시속은 100킬로미터를 넘는다.	tốc độ theo giờ	Tốc độ xe này vượt quá một trăm ki-lô-mét mỗi giờ.	ความเร็วต่อชั่วโมง	รถคันนี้มีความเร็วเกินหนึ่งร้อยกิโลเมตรต่อชั่วโมง	kelajuan sejam	Kelajuan kereta ini melebihi seratus kilometer sejam.	kecepatan per jam	Kecepatan mobil ini melebihi seratus kilometer per jam.
4792:食欲	食欲	食欲	食欲; しょくよく	病気の後、彼は食欲がなかった。	식욕	그는 병이 난 뒤 식욕이 없었다.	cảm giác thèm ăn	Sau khi ốm, anh ấy không có cảm giác thèm ăn.	ความอยากอาหาร	หลังป่วยเขาไม่มีความอยากอาหาร	selera makan	Selepas sakit, dia tiada selera makan.	nafsu makan	Setelah sakit, dia tidak punya nafsu makan.
4795:使劲	使劲	使劲	力を入れる	力を入れてドアを押し開けてください。	힘을 쓰다	힘껏 문을 밀어 열어 주세요.	dùng sức	Hãy dùng sức đẩy cửa ra.	ออกแรง	กรุณาออกแรงผลักประตูให้เปิด	menggunakan tenaga	Tolong gunakan tenaga untuk menolak pintu hingga terbuka.	mengerahkan tenaga	Tolong dorong pintu kuat-kuat hingga terbuka.
4797:适度	适度	适度	適度な; ほどよい	適度な運動は健康に役立つ。	적당한; 적절한	적당한 운동은 건강에 도움이 된다.	vừa phải; điều độ	Tập thể dục vừa phải có lợi cho sức khỏe.	พอเหมาะ; เหมาะสม	การออกกำลังกายพอเหมาะช่วยเรื่องสุขภาพ	sederhana; secukupnya	Senaman sederhana membantu kesihatan.	sedang; secukupnya	Olahraga secukupnya membantu kesehatan.
4800:事后	事后	事后	事後; あとで	事後に彼は理由を説明した。	사후; 나중에	그는 나중에 이유를 설명했다.	sau đó; sau sự việc	Sau đó anh ấy giải thích nguyên nhân.	ภายหลัง; หลังเหตุการณ์	ภายหลังเขาอธิบายเหตุผล	selepas itu	Selepas itu, dia menjelaskan sebabnya.	setelah itu	Setelah itu, dia menjelaskan alasannya.
4801:视觉	视觉	视觉	視覚; しかく	この映画は視覚効果がとてもよい。	시각	이 영화는 시각 효과가 매우 좋다.	thị giác; hình ảnh	Bộ phim này có hiệu ứng hình ảnh rất tốt.	การมองเห็น; ภาพ	ภาพยนตร์เรื่องนี้มีเอฟเฟกต์ภาพดีมาก	visual; penglihatan	Filem ini mempunyai kesan visual yang sangat baik.	visual; penglihatan	Film ini memiliki efek visual yang sangat baik.
4809:收购	收购	收购	買収する; 買い取る	この会社は小さな企業を買収した。	인수하다; 매입하다	이 회사는 작은 기업 하나를 인수했다.	mua lại; thu mua	Công ty này đã mua lại một doanh nghiệp nhỏ.	เข้าซื้อ; ซื้อกิจการ	บริษัทนี้เข้าซื้อกิจการขนาดเล็กแห่งหนึ่ง	mengambil alih; membeli	Syarikat ini mengambil alih sebuah perusahaan kecil.	mengakuisisi; membeli	Perusahaan ini mengakuisisi sebuah usaha kecil.
4810:收取	收取	收取	徴収する; 受け取る	学校は登録料を徴収しない。	받다; 징수하다	학교는 등록비를 받지 않는다.	thu; tính phí	Trường không thu phí đăng ký.	เก็บเงิน; เรียกเก็บ	โรงเรียนไม่เก็บค่าสมัคร	mengenakan; mengutip	Sekolah tidak mengenakan yuran pendaftaran.	memungut; mengenakan	Sekolah tidak memungut biaya pendaftaran.
4812:手臂	手臂	手臂	腕	彼は腕をけがした。	팔	그의 팔이 다쳤다.	cánh tay	Cánh tay của anh ấy bị thương.	แขน	แขนของเขาบาดเจ็บ	lengan	Lengannya cedera.	lengan	Lengannya terluka.
4817:受灾	受灾	受灾	被災する	被災地は物資支援を必要としている。	재해를 입다; 피해를 입다	재해 지역은 물자 지원이 필요하다.	bị thiên tai; bị nạn	Vùng bị thiên tai cần viện trợ vật tư.	ประสบภัย	พื้นที่ประสบภัยต้องการความช่วยเหลือด้านสิ่งของ	terjejas bencana	Kawasan yang terjejas bencana memerlukan bantuan bekalan.	terdampak bencana	Daerah terdampak bencana membutuhkan bantuan barang.
4818:输出	输出	输出	出力する; 書き出す	コンピューターはデータを出力している。	출력하다; 내보내다	컴퓨터가 데이터를 출력하고 있다.	xuất ra; xuất dữ liệu	Máy tính đang xuất dữ liệu.	ส่งออกข้อมูล; แสดงผล	คอมพิวเตอร์กำลังส่งออกข้อมูล	mengeluarkan; mengeksport	Komputer sedang mengeluarkan data.	mengeluarkan; mengekspor	Komputer sedang mengeluarkan data.
4819:书画	书画	书画	書画; しょが	展示ホールには多くの書画作品がある。	서화; 글씨와 그림	전시장에는 서화 작품이 많다.	thư pháp và hội họa	Trong phòng triển lãm có nhiều tác phẩm thư pháp và hội họa.	งานเขียนพู่กันและภาพวาด	ในห้องจัดแสดงมีผลงานเขียนพู่กันและภาพวาดมากมาย	seni khat dan lukisan	Dewan pameran mempunyai banyak karya seni khat dan lukisan.	kaligrafi dan lukisan	Di ruang pameran ada banyak karya kaligrafi dan lukisan.
4822:输送	输送	输送	輸送する; 送る	パイプラインは水を村まで送る。	수송하다; 보내다	관은 물을 마을로 보낸다.	vận chuyển; dẫn truyền	Đường ống dẫn nước đến làng.	ลำเลียง; ส่งผ่าน	ท่อส่งน้ำนำน้ำไปยังหมู่บ้าน	mengangkut; menyalurkan	Paip menyalurkan air ke kampung.	mengalirkan; mengangkut	Pipa mengalirkan air ke desa.
4823:书写	书写	书写	書く; 記入する	答えを丁寧に書いてください。	쓰다; 필기하다	답안을 성실히 써 주세요.	viết	Hãy viết câu trả lời cẩn thận.	เขียน	กรุณาเขียนคำตอบอย่างตั้งใจ	menulis	Sila tulis jawapan dengan teliti.	menulis	Tolong tulis jawaban dengan cermat.
4824:属	属	属	属する; 所有である	この本は学校の所有である。	속하다; 소유이다	이 책은 학교 소유이다.	thuộc về	Quyển sách này thuộc sở hữu của trường.	เป็นของ; ขึ้นอยู่กับ	หนังสือเล่มนี้เป็นของโรงเรียน	milik; tergolong	Buku ini milik sekolah.	milik; termasuk	Buku ini milik sekolah.
4825:薯片	薯片	薯片	ポテトチップス	子どもたちはポテトチップスを食べるのが好きだ。	감자칩	아이들은 감자칩 먹는 것을 좋아한다.	khoai tây chiên lát	Trẻ em thích ăn khoai tây chiên lát.	มันฝรั่งทอดแผ่น	เด็กๆ ชอบกินมันฝรั่งทอดแผ่น	kerepek kentang	Kanak-kanak suka makan kerepek kentang.	keripik kentang	Anak-anak suka makan keripik kentang.
4828:数目	数目	数目	数; 数量	申し込みの数は去年より多い。	수량; 숫자	등록 수가 작년보다 많다.	số lượng	Số lượng đăng ký nhiều hơn năm ngoái.	จำนวน	จำนวนผู้สมัครมากกว่าปีที่แล้ว	bilangan	Bilangan pendaftaran lebih banyak daripada tahun lalu.	jumlah	Jumlah pendaftaran lebih banyak daripada tahun lalu.
4829:数字化	数字化	数字化	デジタル化する	病院は診療記録のデジタル化を進めている。	디지털화하다	병원은 진료 기록의 디지털화를 추진하고 있다.	số hóa	Bệnh viện đang thúc đẩy số hóa hồ sơ bệnh án.	ทำให้เป็นดิจิทัล	โรงพยาบาลกำลังผลักดันการทำเวชระเบียนให้เป็นดิจิทัล	pendigitalan; mendigitalkan	Hospital sedang memajukan pendigitalan rekod perubatan.	digitalisasi; mendigitalkan	Rumah sakit sedang mendorong digitalisasi rekam medis.
4832:率先	率先	率先	先頭に立つ; いち早く	この会社はいち早く新製品を発表した。	앞장서다; 먼저 하다	이 회사는 앞장서서 신제품을 출시했다.	dẫn đầu; đi đầu	Công ty này đi đầu trong việc ra mắt sản phẩm mới.	นำก่อน; เป็นรายแรก	บริษัทนี้เป็นรายแรกที่เปิดตัวผลิตภัณฑ์ใหม่	mendahului; menjadi yang pertama	Syarikat ini mendahului dalam melancarkan produk baharu.	memelopori; lebih dulu	Perusahaan ini lebih dulu meluncurkan produk baru.
4833:水稻	水稻	水稻	水稲; すいとう	南方では水稲が広く栽培されている。	벼; 논벼	남쪽에서는 벼가 널리 재배된다.	lúa nước	Lúa nước được trồng rộng rãi ở miền nam.	ข้าวนา; ข้าวเจ้า	ภาคใต้ปลูกข้าวนาอย่างแพร่หลาย	padi	Padi ditanam secara meluas di selatan.	padi	Padi banyak ditanam di wilayah selatan.
4834:水库	水库	水库	貯水池; ダム	貯水池の水位が上がった。	저수지	저수지의 수위가 올라갔다.	hồ chứa nước	Mực nước trong hồ chứa đã tăng.	อ่างเก็บน้ำ	ระดับน้ำในอ่างเก็บน้ำสูงขึ้น	takungan air	Paras air di takungan meningkat.	waduk	Permukaan air di waduk naik.
4835:水流	水流	水流	水流; すいりゅう	雨の後、水流が速くなった。	물살; 수류	비가 온 뒤 물살이 빨라졌다.	dòng nước	Sau mưa, dòng nước chảy nhanh hơn.	กระแสน้ำ	หลังฝนตกกระแสน้ำแรงขึ้น	aliran air	Selepas hujan, aliran air menjadi lebih deras.	arus air	Setelah hujan, arus air menjadi lebih deras.
4836:水面	水面	水面	水面; すいめん	月の光が水面を照らしている。	수면; 물 표면	달빛이 수면을 비추고 있다.	mặt nước	Ánh trăng chiếu trên mặt nước.	ผิวน้ำ	แสงจันทร์ส่องบนผิวน้ำ	permukaan air	Cahaya bulan menyinari permukaan air.	permukaan air	Cahaya bulan menyinari permukaan air.
4839:思路	思路	思路	考え方; 思考の筋道	彼の考え方はとても明確だ。	생각의 흐름; 사고방식	그의 생각의 흐름은 매우 분명하다.	mạch suy nghĩ	Mạch suy nghĩ của anh ấy rất rõ ràng.	แนวคิด; ลำดับความคิด	แนวคิดของเขาชัดเจนมาก	alur pemikiran	Alur pemikirannya sangat jelas.	alur pemikiran	Alur pikirannya sangat jelas.
4842:松	松	松	ゆるい; ゆるむ	靴ひもがゆるんだ。	헐겁다; 느슨하다	신발 끈이 풀렸다.	lỏng; nới lỏng	Dây giày bị lỏng.	หลวม; คลาย	เชือกรองเท้าหลวม	longgar	Tali kasut menjadi longgar.	longgar	Tali sepatu menjadi longgar.
4844:搜集	搜集	搜集	集める; 収集する	彼女は多くの資料を集めた。	수집하다	그녀는 많은 자료를 수집했다.	sưu tầm; thu thập	Cô ấy đã thu thập nhiều tài liệu.	รวบรวม	เธอรวบรวมเอกสารไว้มากมาย	mengumpulkan	Dia mengumpulkan banyak bahan.	mengumpulkan	Dia mengumpulkan banyak bahan.
4847:算了	算了	算了	もういい; やめておく	遅すぎるので、今日はもうやめておこう。	그만두다; 됐다	너무 늦었으니 오늘은 그만두자.	thôi; bỏ qua	Muộn quá rồi, hôm nay thôi vậy.	ช่างเถอะ; พอแค่นี้	ดึกเกินไปแล้ว วันนี้พอแค่นี้เถอะ	lupakan saja; sudahlah	Sudah terlalu lewat, hari ini sudahlah.	sudahlah; lupakan	Sudah terlalu larut, hari ini sudahlah.
4848:算是	算是	算是	みなされる; と言える	今回の経験は一つの教訓と言える。	셈이다; 간주되다	이번 경험은 하나의 교훈인 셈이다.	coi như; được xem là	Trải nghiệm lần này coi như một bài học.	ถือว่าเป็น	ประสบการณ์ครั้งนี้ถือว่าเป็นบทเรียนหนึ่ง	dikira sebagai; boleh dianggap	Pengalaman ini boleh dianggap sebagai satu pengajaran.	dianggap sebagai	Pengalaman ini bisa dianggap sebagai sebuah pelajaran.
4849:虽	虽	虽	たとえ...でも; ...だが	雨が降っていても、試合は続いた。	비록; ...지만	비록 비가 내렸지만 경기는 계속되었다.	tuy; mặc dù	Tuy trời mưa, trận đấu vẫn tiếp tục.	แม้ว่า	แม้ว่าฝนจะตก การแข่งขันก็ยังดำเนินต่อไป	walaupun	Walaupun hujan turun, perlawanan tetap diteruskan.	walaupun	Walaupun hujan, pertandingan tetap berlanjut.
4850:岁数	岁数	岁数	年齢; 歳	彼は年を取ったが、体はとても元気だ。	나이	그는 나이가 들었지만 몸은 아주 좋다.	tuổi tác	Ông ấy đã lớn tuổi, nhưng sức khỏe rất tốt.	อายุ	เขาอายุมากแล้วแต่ร่างกายยังดีมาก	umur	Dia sudah berumur, tetapi tubuhnya masih sihat.	usia	Dia sudah berusia lanjut, tetapi tubuhnya sehat.
4853:损伤	损伤	损伤	損傷する; 傷める	長時間画面を見ると目を傷める。	손상하다; 손상	오랫동안 화면을 보면 눈이 손상될 수 있다.	làm tổn thương; hư hại	Nhìn màn hình lâu có thể làm hại mắt.	ทำให้เสียหาย; บาดเจ็บ	การมองหน้าจอนานๆ อาจทำร้ายดวงตา	merosakkan; kecederaan	Melihat skrin terlalu lama boleh merosakkan mata.	merusak; cedera	Melihat layar terlalu lama bisa merusak mata.
4858:台球	台球	台球	ビリヤード	彼らは週末にビリヤードをしに行く。	당구	그들은 주말에 당구를 치러 간다.	bi-a; bida	Cuối tuần họ đi chơi bi-a.	บิลเลียด	พวกเขาไปเล่นบิลเลียดสุดสัปดาห์นี้	biliard	Mereka pergi bermain biliard pada hujung minggu.	biliar	Mereka pergi bermain biliar pada akhir pekan.
4860:太阳能	太阳能	太阳能	太陽エネルギー; 太陽光	屋根に太陽光パネルが設置された。	태양 에너지	지붕에 태양광 패널이 설치되었다.	năng lượng mặt trời	Các tấm pin năng lượng mặt trời được lắp trên mái nhà.	พลังงานแสงอาทิตย์	มีการติดตั้งแผงพลังงานแสงอาทิตย์บนหลังคา	tenaga suria	Panel tenaga suria dipasang di atas bumbung.	energi surya	Panel energi surya dipasang di atap.
4861:谈论	谈论	谈论	話し合う; 議論する	みんな旅行計画について話し合っている。	논의하다; 이야기하다	모두 여행 계획을 논의하고 있다.	bàn luận	Mọi người đang bàn luận về kế hoạch du lịch.	พูดคุย; อภิปราย	ทุกคนกำลังพูดคุยเรื่องแผนการเดินทาง	berbincang	Semua orang sedang berbincang tentang rancangan perjalanan.	membicarakan	Semua orang sedang membicarakan rencana perjalanan.
4866:汤圆	汤圆	汤圆	タンユエン; 白玉団子	元宵節にはタンユエンを食べる。	탕위안; 찹쌀 경단	원소절에 우리는 탕위안을 먹는다.	bánh trôi tàu; viên nếp ngọt	Tết Nguyên tiêu chúng tôi ăn bánh trôi tàu.	บัวลอยจีน; ถังหยวน	เทศกาลโคมไฟพวกเรากินบัวลอยจีน	tangyuan; bebola pulut	Kami makan tangyuan semasa Pesta Tanglung.	tangyuan; bola ketan	Kami makan tangyuan saat Festival Lampion.
4867:糖果	糖果	糖果	飴; キャンディー	子どもはキャンディーを友達に分けた。	사탕	아이는 사탕을 친구들에게 나눠 주었다.	kẹo	Đứa trẻ chia kẹo cho bạn bè.	ลูกอม; ขนมหวาน	เด็กแบ่งลูกอมให้เพื่อน	gula-gula	Kanak-kanak itu membahagikan gula-gula kepada kawan-kawan.	permen	Anak itu membagikan permen kepada teman-temannya.
4871:逃跑	逃跑	逃跑	逃げる; 逃走する	泥棒は警察を見ると逃げた。	도망가다	도둑은 경찰을 보자 도망갔다.	chạy trốn	Tên trộm thấy cảnh sát liền chạy trốn.	หนี	ขโมยเห็นตำรวจแล้วก็หนี	melarikan diri	Pencuri itu melarikan diri apabila melihat polis.	melarikan diri	Pencuri itu melarikan diri saat melihat polisi.
4874:套餐	套餐	套餐	セットメニュー	このセットメニューには飲み物が含まれている。	세트 메뉴	이 세트 메뉴에는 음료가 포함되어 있다.	suất ăn theo set; combo	Phần ăn theo set này bao gồm đồ uống.	ชุดอาหาร	ชุดอาหารนี้รวมเครื่องดื่มด้วย	set makanan	Set makanan ini termasuk minuman.	paket makanan	Paket makanan ini termasuk minuman.
4875:特	特	特	とても; 特に	この店の麺は特においしい。	매우; 특히	이 가게의 국수는 정말 맛있다.	rất; đặc biệt	Mì của quán này đặc biệt ngon.	มาก; เป็นพิเศษ	บะหมี่ร้านนี้อร่อยเป็นพิเศษ	sangat; khususnya	Mi di kedai ini sangat sedap.	sangat; khususnya	Mi di toko ini sangat enak.
