hsk_key	source_word	simplified	PL	example_PL	NL	example_NL	SV	example_SV	NO	example_NO	DA	example_DA	FI	example_FI
1593:区	区	区	dzielnica; obszar	W tej dzielnicy jest wiele szkół.	wijk; gebied	In deze wijk zijn veel scholen.	distrikt; område	Det finns många skolor i det här distriktet.	distrikt; område	Det er mange skoler i dette området.	distrikt; område	Der er mange skoler i dette område.	alue; kaupunginosa	Tällä alueella on paljon kouluja.
1596:取得	取得	取得	osiągnąć; uzyskać	Osiągnął dobre wyniki.	behalen; verkrijgen	Hij behaalde goede resultaten.	uppnå; få	Han uppnådde goda resultat.	oppnå; få	Han oppnådde gode resultater.	opnå; få	Han opnåede gode resultater.	saavuttaa; saada	Hän saavutti hyviä tuloksia.
1598:全	全	全	cały; wszyscy	Cała klasa wzięła udział w zawodach.	heel; allemaal	De hele klas deed mee aan de wedstrijd.	hel; alla	Hela klassen deltog i tävlingen.	hel; alle	Hele klassen deltok i konkurransen.	hel; alle	Hele klassen deltog i konkurrencen.	koko; kaikki	Koko luokka osallistui kilpailuun.
1600:全都	全都	全都	wszyscy; wszystko	Wszystkie te problemy zostały rozwiązane.	allemaal; geheel	Al deze problemen zijn opgelost.	alla; helt	Alla de här problemen har lösts.	alle sammen; helt	Alle disse problemene er løst.	alle sammen; helt	Alle disse problemer er blevet løst.	kaikki; kokonaan	Kaikki nämä ongelmat on ratkaistu.
1601:全球	全球	全球	globalny; cały świat	Turyści z całego świata lubią to miejsce.	wereldwijd; de hele wereld	Toeristen van over de hele wereld houden van deze bezienswaardigheid.	global; hela världen	Turister från hela världen tycker om den här sevärdheten.	global; hele verden	Turister fra hele verden liker denne severdigheten.	global; hele verden	Turister fra hele verden kan lide dette sted.	maailmanlaajuinen; koko maailma	Matkailijat kaikkialta maailmasta pitävät tästä nähtävyydestä.
1602:全身	全身	全身	całe ciało	Po bieganiu całe ciało miał spocone.	hele lichaam	Na het hardlopen zat zijn hele lichaam onder het zweet.	hela kroppen	Efter löpningen var hela kroppen täckt av svett.	hele kroppen	Etter løpeturen var hele kroppen dekket av svette.	hele kroppen	Efter løbeturen var hele kroppen dækket af sved.	koko keho	Juoksun jälkeen hänen koko kehonsa oli hiessä.
1603:缺	缺	缺	brakować; być bez	Brakuje nam jeszcze jednego krzesła.	ontbreken; tekortkomen	We komen nog een stoel tekort.	sakna; ha brist på	Vi saknar fortfarande en stol.	mangle; ha for lite	Vi mangler fortsatt én stol.	mangle; have for lidt	Vi mangler stadig én stol.	puuttua; olla vajaa	Meiltä puuttuu vielä yksi tuoli.
1611:人数	人数	人数	liczba osób	Na tym wydarzeniu nie ma wielu osób.	aantal mensen	Er zijn niet veel mensen bij deze activiteit.	antal personer	Det är inte många personer på det här evenemanget.	antall personer	Det er ikke mange personer på dette arrangementet.	antal personer	Der er ikke mange personer til dette arrangement.	henkilömäärä	Tässä tapahtumassa ei ole paljon ihmisiä.
1616:仍	仍	仍	wciąż; nadal	On nadal uczy się chińskiego.	nog steeds	Hij studeert nog steeds Chinees.	fortfarande	Han studerar fortfarande kinesiska.	fortsatt	Han studerer fortsatt kinesisk.	stadig	Han studerer stadig kinesisk.	yhä; edelleen	Hän opiskelee yhä kiinaa.
1622:入	入	入	wejść; wstęp	Proszę wejść przez bramę południową.	binnengaan; toegang	Ga alstublieft via de zuidpoort naar binnen.	gå in; inträde	Vänligen gå in genom södra porten.	gå inn; adgang	Vennligst gå inn gjennom sørporten.	gå ind; adgang	Gå venligst ind gennem sydporten.	mennä sisään; sisäänpääsy	Menkää sisään eteläportista.
1624:入学	入学	入学	rozpocząć szkołę	Dziecko rozpocznie szkołę we wrześniu tego roku.	naar school gaan; inschrijven	Het kind begint dit jaar in september op school.	börja skolan	Barnet börjar skolan i september i år.	begynne på skolen	Barnet begynner på skolen i september i år.	begynde i skole	Barnet begynder i skole i september i år.	aloittaa koulussa	Lapsi aloittaa koulun tämän vuoden syyskuussa.
1625:入住	入住	入住	zameldować się; wprowadzić się	Możemy zameldować się o drugiej po południu.	inchecken; intrekken	We kunnen om twee uur 's middags inchecken.	checka in; flytta in	Vi kan checka in klockan två på eftermiddagen.	sjekke inn; flytte inn	Vi kan sjekke inn klokken to på ettermiddagen.	tjekke ind; flytte ind	Vi kan tjekke ind klokken to om eftermiddagen.	kirjautua sisään; muuttaa sisään	Voimme kirjautua sisään kahdelta iltapäivällä.
1627:扫码	扫码	扫码	skanować kod	Przed zakupem biletu trzeba zeskanować kod.	een code scannen	Je moet een code scannen voordat je een kaartje koopt.	skanna kod	Man måste skanna koden innan man köper biljett.	skanne kode	Du må skanne koden før du kjøper billett.	scanne kode	Du skal scanne koden, før du køber billet.	skannata koodi	Ennen lipun ostamista täytyy skannata koodi.
1632:上门	上门	上门	do domu; z wizytą domową	Lekarz może świadczyć usługę w domu.	aan huis; thuis langskomen	De arts kan service aan huis bieden.	hembesök; till dörren	Läkaren kan erbjuda hembesök.	hjemmebesøk; på døren	Legen kan tilby hjemmebesøk.	hjemmebesøg; ved døren	Lægen kan tilbyde hjemmebesøg.	kotikäynti; kotiin tuleva	Lääkäri voi tarjota kotikäyntipalvelua.
1633:稍	稍	稍	trochę; chwilę	Proszę chwilę poczekać.	een beetje; even	Wacht alstublieft even.	något; en liten stund	Vänta lite, tack.	litt; en stund	Vennligst vent litt.	lidt; et øjeblik	Vent venligst et øjeblik.	hieman; hetki	Odota hetki, ole hyvä.
1635:少见	少见	少见	rzadki; rzadko spotykany	Taka sytuacja jest dość rzadka.	zeldzaam; weinig gezien	Dit soort situatie komt vrij zelden voor.	sällsynt; ovanlig	Den här typen av situation är ganska ovanlig.	sjelden; uvanlig	Denne typen situasjon er ganske sjelden.	sjælden; usædvanlig	Denne slags situation er ret sjælden.	harvinainen; harvoin nähty	Tällainen tilanne on melko harvinainen.
1636:少量	少量	少量	niewielka ilość	Proszę dodać niewielką ilość soli.	kleine hoeveelheid	Voeg alstublieft een kleine hoeveelheid zout toe.	liten mängd	Tillsätt en liten mängd salt.	liten mengde	Tilsett en liten mengde salt.	lille mængde	Tilsæt en lille mængde salt.	pieni määrä	Lisää pieni määrä suolaa.
1637:少数	少数	少数	niewielka liczba; mniejszość	Niewielka liczba uczniów wybiera chodzenie do szkoły pieszo.	klein aantal; minderheid	Een klein aantal leerlingen kiest ervoor lopend naar school te gaan.	litet antal; minoritet	Ett litet antal elever väljer att gå till skolan.	lite antall; mindretall	Et lite antall elever velger å gå til skolen.	lille antal; mindretal	Et lille antal elever vælger at gå i skole til fods.	pieni määrä; vähemmistö	Pieni määrä oppilaita valitsee kävellä kouluun.
1638:少年	少年	少年	nastolatek; młodzieniec	Ten nastolatek lubi grać w koszykówkę.	tiener; jongere	Deze tiener speelt graag basketbal.	tonåring; ungdom	Den här tonåringen gillar att spela basket.	tenåring; ungdom	Denne tenåringen liker å spille basketball.	teenager; ung	Den unge teenager kan lide at spille basketball.	teini; nuorukainen	Tämä teini pitää koripallon pelaamisesta.
1641:身	身	身	ciało; komplet ubrania	On miał na sobie cały czarny strój.	lichaam; set kleding	Hij droeg een volledig zwarte outfit.	kropp; uppsättning kläder	Han bar en hel uppsättning svarta kläder.	kropp; sett med klær	Han hadde på seg et helt sett med svarte klær.	krop; sæt tøj	Han havde et helt sæt sort tøj på.	vartalo; vaatekerta	Hänellä oli päällään kokonaan musta asu.
1643:身份证	身份证	身份证	dowód osobisty	Do wyrobienia karty potrzebny jest dowód osobisty.	identiteitskaart	Bij het aanvragen van de kaart is een identiteitskaart nodig.	id-kort; identitetshandling	Ett id-kort behövs när man ansöker om kortet.	id-kort; identitetskort	Du trenger ID-kort når du søker om kortet.	id-kort; identitetskort	Der kræves id-kort, når man ansøger om kortet.	henkilökortti	Korttia haettaessa tarvitaan henkilökortti.
1646:生1	生1	生	urodzić; rodzić	Wczoraj urodziła córkę.	bevallen; geboren laten worden	Zij is gisteren bevallen van een dochter.	föda; födas	Hon födde en dotter i går.	føde; bli født	Hun fødte en datter i går.	føde; blive født	Hun fødte en datter i går.	synnyttää; syntyä	Hän synnytti eilen tyttären.
1647:生2	生2	生	surowy; nieugotowany	Ten kawałek mięsa jest jeszcze surowy.	rauw; ongekookt	Dit stuk vlees is nog rauw.	rå; okokt	Den här köttbiten är fortfarande rå.	rå; ukokt	Dette kjøttstykket er fortsatt rått.	rå; utilberedt	Dette stykke kød er stadig råt.	raaka; kypsentämätön	Tämä lihanpala on vielä raaka.
1655:师生	师生	师生	nauczyciele i uczniowie	W wydarzeniu uczestniczyli nauczyciele i uczniowie z całej szkoły.	docenten en leerlingen	Alle docenten en leerlingen van de school deden mee aan de activiteit.	lärare och elever	Alla lärare och elever på skolan deltog i aktiviteten.	lærere og elever	Alle lærere og elever ved skolen deltok i arrangementet.	lærere og elever	Alle lærere og elever på skolen deltog i arrangementet.	opettajat ja oppilaat	Koko koulun opettajat ja oppilaat osallistuivat tapahtumaan.
1659:时间表	时间表	时间表	plan zajęć; harmonogram	Proszę wysłać mi harmonogram.	tijdschema; rooster	Stuur mij alstublieft het rooster.	tidsschema; schema	Skicka schemat till mig, tack.	timeplan; tidsplan	Send meg timeplanen, vær så snill.	tidsplan; skema	Send mig venligst tidsplanen.	aikataulu; lukujärjestys	Lähetä minulle aikataulu.
1660:实际上	实际上	实际上	w rzeczywistości; faktycznie	W rzeczywistości znał odpowiedź już dawno.	eigenlijk; in feite	Eigenlijk wist hij het antwoord al lang.	i själva verket; faktiskt	I själva verket visste han svaret för länge sedan.	faktisk; i virkeligheten	Faktisk visste han svaret for lenge siden.	faktisk; i virkeligheden	Faktisk kendte han svaret for længe siden.	todellisuudessa; itse asiassa	Itse asiassa hän tiesi vastauksen jo kauan sitten.
1661:食品	食品	食品	produkt spożywczy	Ten sklep sprzedaje importowane produkty spożywcze.	voedingsmiddel; voedselproduct	Deze winkel verkoopt geïmporteerde voedingsmiddelen.	livsmedel; matvara	Den här butiken säljer importerade livsmedel.	matvare; næringsmiddel	Denne butikken selger importerte matvarer.	fødevare; madprodukt	Denne butik sælger importerede fødevarer.	elintarvike; ruokatuote	Tämä kauppa myy tuontielintarvikkeita.
1662:食堂	食堂	食堂	stołówka; jadalnia	W południe jemy obiad w stołówce.	kantine; eetzaal	Wij eten 's middags in de kantine.	matsal; kafeteria	Vi äter lunch i matsalen.	kantine; spisesal	Vi spiser lunsj i kantinen.	kantine; spisesal	Vi spiser frokost i kantinen.	ruokala	Syömme lounaan ruokalassa.
1665:十字路口	十字路口	十字路口	skrzyżowanie	Na skrzyżowaniu skręć w lewo.	kruispunt	Sla linksaf bij het kruispunt.	korsning; vägkorsning	Sväng vänster vid korsningen.	kryss; veikryss	Ta til venstre i krysset.	vejkryds; kryds	Drej til venstre ved vejkrydset.	risteys	Käänny vasemmalle risteyksessä.
1667:使馆	使馆	使馆	ambasada	Poszedł do ambasady załatwić wizę.	ambassade	Hij ging naar de ambassade om zijn visum te regelen.	ambassad	Han gick till ambassaden för att ordna visum.	ambassade	Han gikk til ambassaden for å ordne visum.	ambassade	Han gik til ambassaden for at ordne visum.	suurlähetystö	Hän meni suurlähetystöön hoitamaan viisumiasiaa.
1674:市区	市区	市区	centrum miasta; obszar miejski	Transport w centrum miasta jest bardzo wygodny.	stadscentrum; stedelijk gebied	Het vervoer in het stadscentrum is erg gemakkelijk.	centrum; stadsområde	Trafiken i centrum är mycket smidig.	sentrum; byområde	Transporten i sentrum er veldig praktisk.	centrum; byområde	Transporten i byens centrum er meget praktisk.	keskusta; kaupunkialue	Keskustan liikenne on hyvin kätevää.
1675:试题	试题	试题	pytanie egzaminacyjne	To pytanie egzaminacyjne jest trochę trudne.	examenvraag	Deze examenvraag is een beetje moeilijk.	provfråga	Den här provfrågan är lite svår.	eksamensoppgave	Dette eksamensspørsmålet er litt vanskelig.	eksamensspørgsmål	Denne eksamensopgave er lidt svær.	koekysymys	Tämä koekysymys on hieman vaikea.
1677:收费	收费	收费	pobierać opłatę	Ten parking pobiera opłatę za godzinę.	kosten rekenen; een tarief vragen	Deze parkeerplaats rekent per uur af.	ta betalt	Parkeringen tar betalt per timme.	ta betalt	Denne parkeringsplassen tar betalt per time.	opkræve betaling	Denne parkeringsplads opkræver betaling pr. time.	veloittaa maksu	Tämä pysäköintialue veloittaa tuntimaksun.
1680:收听	收听	收听	słuchać audycji	Zapraszamy do słuchania dzisiejszego programu.	naar een uitzending luisteren	Welkom bij het programma van vandaag.	lyssna på sändning	Välkommen att lyssna på dagens program.	lytte til sending	Velkommen til dagens program.	lytte til udsendelse	Velkommen til dagens program.	kuunnella lähetystä	Tervetuloa kuuntelemaan tämän päivän ohjelmaa.
1685:售票员	售票员	售票员	sprzedawca biletów; kasjer biletowy	Sprzedawca biletów powiedział nam, o której jest ostatni autobus.	kaartverkoper; loketmedewerker	De kaartverkoper vertelde ons hoe laat de laatste bus rijdt.	biljettförsäljare; biljettkassör	Biljettförsäljaren berättade när sista bussen går.	billettselger; billettør	Billettselgeren fortalte oss når siste buss går.	billetsælger; billetmedarbejder	Billetsælgeren fortalte os tidspunktet for den sidste bus.	lipunmyyjä	Lipunmyyjä kertoi meille viimeisen bussin ajan.
1688:熟	熟	熟	znajomy; ugotowany	Bardzo dobrze znam tę drogę.	bekend; gaar	Ik ken deze weg heel goed.	bekant; tillagad	Jag känner den här vägen mycket väl.	kjent; ferdigkokt	Jeg kjenner denne veien veldig godt.	kendt; tilberedt	Jeg kender denne vej meget godt.	tuttu; kypsä	Tunnen tämän tien hyvin.
1690:暑假	暑假	暑假	wakacje letnie	W czasie wakacji letnich chcę pojechać nad morze.	zomervakantie	In de zomervakantie wil ik naar zee.	sommarlov	Jag vill åka till havet under sommarlovet.	sommerferie	I sommerferien vil jeg dra til sjøen.	sommerferie	I sommerferien vil jeg gerne tage til havet.	kesäloma	Haluan mennä meren rannalle kesälomalla.
1693:树林	树林	树林	las; zagajnik	Dzieci bawią się przy skraju lasu.	bosje; woud	De kinderen spelen aan de rand van het bos.	skogsdunge; skog	Barnen leker vid skogsbrynet.	skogholt; skog	Barna leker ved skogkanten.	skov; lund	Børnene leger ved skovkanten.	metsikkö; lehto	Lapset leikkivät metsän laidalla.
1699:说法	说法	说法	sposób mówienia; wyjaśnienie	Takie sformułowanie nie jest zbyt dokładne.	manier van zeggen; uitleg	Deze manier van zeggen is niet erg precies.	uttryckssätt; förklaring	Det här sättet att säga det på är inte så exakt.	måte å si det på; forklaring	Denne måten å si det på er ikke helt presis.	måde at sige det på; forklaring	Denne måde at sige det på er ikke særlig præcis.	ilmaisutapa; selitys	Tämä ilmaisutapa ei ole kovin tarkka.
1701:说明书	说明书	说明书	instrukcja obsługi	Przed użyciem proszę najpierw przeczytać instrukcję.	handleiding; gebruiksaanwijzing	Lees eerst de handleiding voordat u het gebruikt.	bruksanvisning; manual	Läs bruksanvisningen innan du använder den.	bruksanvisning; manual	Les bruksanvisningen før du bruker det.	brugsanvisning; manual	Læs brugsanvisningen, før du bruger det.	käyttöohje	Lue käyttöohje ennen käyttöä.
1705:塑料	塑料	塑料	plastik; tworzywo sztuczne	To pudełko jest zrobione z plastiku.	plastic; kunststof	Deze doos is van kunststof gemaakt.	plast; plastmaterial	Den här lådan är gjord av plast.	plast; plastmateriale	Denne boksen er laget av plast.	plast; kunststof	Denne æske er lavet af plast.	muovi; muovimateriaali	Tämä laatikko on tehty muovista.
1707:酸奶	酸奶	酸奶	jogurt	Na śniadanie wypiłem kubek jogurtu.	yoghurt	Ik had een beker yoghurt bij het ontbijt.	yoghurt	Jag drack en bägare yoghurt till frukost.	yoghurt	Jeg drakk et beger yoghurt til frokost.	yoghurt	Jeg drak et bæger yoghurt til morgenmad.	jogurtti	Join aamiaiseksi kupillisen jogurttia.
1708:算	算	算	obliczać; liczyć się jako	Źle obliczyłem to zadanie.	berekenen; meetellen	Ik heb deze opgave verkeerd berekend.	räkna; räknas som	Jag räknade fel på den här uppgiften.	regne; regnes som	Jeg regnet feil på denne oppgaven.	regne; tælle som	Jeg regnede denne opgave forkert.	laskea; lukea joksikin	Laskin tämän tehtävän väärin.
1711:孙女	孙女	孙女	wnuczka	Babcia często opowiada wnuczce historie.	kleindochter	Oma vertelt haar kleindochter vaak verhalen.	barnbarnsflicka; sondotter eller dotterdotter	Farmor berättar ofta historier för sitt barnbarn.	barnebarn; dattersønnens eller sønnens datter	Bestemor forteller ofte historier til barnebarnet sitt.	barnebarn; sønnedatter eller datterdatter	Bedstemor fortæller ofte historier til sit barnebarn.	tyttärentytär; pojantytär	Isoäiti kertoo usein tarinoita tyttärentyttärelleen.
1716:抬头	抬头	抬头	podnieść głowę; spojrzeć w górę	Proszę podnieść głowę i spojrzeć na tablicę.	opkijken; het hoofd optillen	Kijk alstublieft op naar het bord.	lyfta huvudet; titta upp	Lyft blicken och titta på tavlan.	løfte hodet; se opp	Løft hodet og se på tavlen.	løfte hovedet; se op	Løft hovedet og se på tavlen.	nostaa päätä; katsoa ylös	Nosta katseesi ja katso taululle.
1718:弹	弹	弹	grać na instrumencie strunowym lub klawiszowym	Ona umie grać na pianinie.	bespelen; tokkelen	Zij kan piano spelen.	spela sträng- eller tangentinstrument	Hon kan spela piano.	spille strenge- eller tangentinstrument	Hun kan spille piano.	spille på strenge- eller tangentinstrument	Hun kan spille klaver.	soittaa kieli- tai kosketinsoitinta	Hän osaa soittaa pianoa.
1727:提出	提出	提出	zaproponować; wysunąć	On zgłosił nowy problem.	naar voren brengen; voorstellen	Hij bracht een nieuwe vraag naar voren.	lägga fram; ta upp	Han tog upp en ny fråga.	legge fram; ta opp	Han tok opp et nytt spørsmål.	fremsætte; rejse	Han rejste et nyt spørgsmål.	esittää; ottaa esiin	Hän esitti uuden kysymyksen.
1728:提到	提到	提到	wspomnieć; poruszyć	Nauczyciel wspomniał o tej książce na lekcji.	noemen; vermelden	De docent noemde dit boek in de les.	nämna	Läraren nämnde den här boken på lektionen.	nevne	Læreren nevnte denne boken i timen.	nævne	Læreren nævnte denne bog i timen.	mainita	Opettaja mainitsi tämän kirjan tunnilla.
1732:体检	体检	体检	badanie lekarskie	Firma raz w roku organizuje badanie lekarskie.	medische keuring; gezondheidscontrole	Het bedrijf regelt elk jaar een medische keuring.	hälsokontroll	Företaget ordnar en hälsokontroll varje år.	helsekontroll	Bedriften arrangerer en helsekontroll hvert år.	helbredsundersøgelse	Virksomheden arrangerer en helbredsundersøgelse hvert år.	terveystarkastus	Yritys järjestää terveystarkastuksen kerran vuodessa.
1733:体温	体温	体温	temperatura ciała	Pielęgniarka mierzy temperaturę ciała.	lichaamstemperatuur	De verpleegkundige meet de lichaamstemperatuur.	kroppstemperatur	Sjuksköterskan mäter kroppstemperaturen.	kroppstemperatur	Sykepleieren måler kroppstemperaturen.	kropstemperatur	Sygeplejersken måler kropstemperaturen.	ruumiinlämpö	Hoitaja mittaa ruumiinlämpöä.
1734:体重	体重	体重	masa ciała; waga	Jego masa ciała wzrosła o dwa kilogramy.	lichaamsgewicht	Zijn lichaamsgewicht is met twee kilo toegenomen.	kroppsvikt	Hans kroppsvikt har ökat med två kilo.	kroppsvekt	Kroppsvekten hans har økt med to kilo.	kropsvægt	Hans kropsvægt er steget med to kilo.	ruumiinpaino	Hänen painonsa on noussut kaksi kiloa.
1735:填写	填写	填写	wypełnić; uzupełnić	Proszę wypełnić ten formularz zgłoszeniowy.	invullen; aanvullen	Vul alstublieft dit aanmeldformulier in.	fylla i; komplettera	Fyll i det här anmälningsformuläret.	fylle ut; fullføre	Vennligst fyll ut dette påmeldingsskjemaet.	udfylde; færdiggøre	Udfyld venligst denne tilmeldingsblanket.	täyttää; täydentää	Täytä tämä ilmoittautumislomake.
1737:听力	听力	听力	rozumienie ze słuchu; słuch	Jego rozumienie chińskiego ze słuchu szybko się poprawia.	luistervaardigheid; gehoor	Zijn Chinese luistervaardigheid gaat snel vooruit.	hörförståelse; hörsel	Hans kinesiska hörförståelse förbättras snabbt.	lytteforståelse; hørsel	Hans kinesiske lytteforståelse blir raskt bedre.	lytteforståelse; hørelse	Hans kinesiske lytteforståelse bliver hurtigt bedre.	kuullun ymmärtäminen; kuulo	Hänen kiinan kuullun ymmärtämisensä kehittyy nopeasti.
1738:听众	听众	听众	słuchacze; publiczność	Dzisiaj jest wyjątkowo wielu słuchaczy.	luisteraars; publiek	Er zijn vandaag bijzonder veel luisteraars.	lyssnare; publik	Det är särskilt många lyssnare i dag.	lyttere; publikum	Det er spesielt mange lyttere i dag.	lyttere; publikum	Der er særligt mange lyttere i dag.	kuuntelijat; yleisö	Tänään on erityisen paljon kuuntelijoita.
1740:停车	停车	停车	parkować; zatrzymać pojazd	Tutaj nie wolno parkować.	parkeren; stoppen	Parkeren is hier niet toegestaan.	parkera; stanna	Det är inte tillåtet att parkera här.	parkere; stoppe	Det er ikke lov å parkere her.	parkere; standse	Det er ikke tilladt at parkere her.	pysäköidä; pysähtyä	Täällä ei saa pysäköidä.
1741:停车场	停车场	停车场	parking	Za centrum handlowym jest parking.	parkeerplaats; parkeerterrein	Achter het winkelcentrum is een parkeerplaats.	parkeringsplats	Det finns en parkeringsplats bakom köpcentret.	parkeringsplass	Det er en parkeringsplass bak kjøpesenteret.	parkeringsplads	Der er en parkeringsplads bag indkøbscentret.	pysäköintialue	Kauppakeskuksen takana on pysäköintialue.
1742:停止	停止	停止	zatrzymać; przestać	Gdy deszcz ustanie, wyruszymy.	stoppen; ophouden	Nadat de regen stopt, vertrekken we.	sluta; upphöra	När regnet slutar ger vi oss av.	stoppe; opphøre	Når regnet stopper, drar vi.	stoppe; ophøre	Når regnen stopper, tager vi af sted.	lopettaa; pysähtyä	Lähdemme liikkeelle, kun sade lakkaa.
1743:通	通	通	przechodzić; być otwartym	Ta droga jest już przejezdna.	open zijn; doorgaan	Deze weg is alweer open.	gå igenom; vara öppen	Den här vägen är redan öppen.	gå gjennom; være åpen	Denne veien er allerede åpen.	gå igennem; være åben	Denne vej er allerede åben.	kulkea läpi; olla auki	Tämä tie on jo auki.
1746:童年	童年	童年	dzieciństwo	Spędziłem dzieciństwo na wsi.	kindertijd; jeugd	Ik bracht mijn kindertijd door op het platteland.	barndom	Jag tillbringade min barndom på landsbygden.	barndom	Jeg tilbrakte barndommen min på landet.	barndom	Jeg tilbragte min barndom på landet.	lapsuus	Vietin lapsuuteni maaseudulla.
1748:同样	同样	同样	taki sam; podobny	On też popełnił ten sam błąd.	hetzelfde; gelijk	Hij maakte ook dezelfde fout.	samma; likadan	Han gjorde också samma misstag.	samme; lik	Han gjorde også den samme feilen.	samme; lignende	Han begik også den samme fejl.	sama; samanlainen	Hän teki myös saman virheen.
1749:桶	桶	桶	wiadro; beczka	Przy drzwiach stoi wiadro z wodą.	emmer; vat	Er staat een emmer water bij de deur.	hink; tunna	Det står en vattenhink vid dörren.	bøtte; tønne	Det står en vannbøtte ved døren.	spand; tønde	Der står en vandspand ved døren.	ämpäri; tynnyri	Oven luona on vesiämpäri.
1750:痛	痛	痛	bolesny; boleć	Trochę boli mnie ręka.	pijnlijk; pijn doen	Mijn hand doet een beetje pijn.	ont; värka	Min hand gör lite ont.	vond; gjøre vondt	Hånden min gjør litt vondt.	øm; gøre ondt	Min hånd gør lidt ondt.	kipeä; särkeä	Käteni on hieman kipeä.
1751:头痛	头痛	头痛	ból głowy	Wczoraj mało spał i dziś boli go głowa.	hoofdpijn	Hij sliep weinig vannacht en heeft vandaag hoofdpijn.	huvudvärk	Han sov lite i går natt och har huvudvärk i dag.	hodepine	Han sov lite i natt og har hodepine i dag.	hovedpine	Han sov lidt i nat og har hovedpine i dag.	päänsärky	Hän nukkui viime yönä vähän, ja tänään häntä särkee päätä.
1752:图	图	图	obrazek; wykres; mapa	Proszę spojrzeć na obrazek w książce.	afbeelding; grafiek; kaart	Kijk alstublieft naar de afbeelding in het boek.	bild; diagram; karta	Titta på bilden i boken.	bilde; diagram; kart	Se på bildet i boken.	billede; diagram; kort	Se på billedet i bogen.	kuva; kaavio; kartta	Katso kirjan kuvaa.
1753:图片	图片	图片	obraz; zdjęcie	Ten obraz jest bardzo wyraźny.	afbeelding; foto	Deze afbeelding is heel duidelijk.	bild; foto	Den här bilden är mycket tydlig.	bilde; foto	Dette bildet er veldig tydelig.	billede; foto	Dette billede er meget tydeligt.	kuva; valokuva	Tämä kuva on hyvin selkeä.
1754:土	土	土	ziemia; gleba	Ziemia w doniczce jest zbyt sucha.	grond; aarde	De aarde in de bloempot is te droog.	jord; mylla	Jorden i blomkrukan är för torr.	jord; mold	Jorden i blomsterpotten er for tørr.	jord; muld	Jorden i urtepotten er for tør.	multa; maa	Kukkaruukun multa on liian kuivaa.
1757:推出	推出	推出	wprowadzić; wypuścić	Firma wprowadziła nowy produkt.	lanceren; introduceren	Het bedrijf introduceerde een nieuw product.	lansera; presentera	Företaget lanserade en ny produkt.	lansere; introdusere	Selskapet lanserte et nytt produkt.	lancere; introducere	Virksomheden lancerede et nyt produkt.	lanseerata; tuoda markkinoille	Yritys toi markkinoille uuden tuotteen.
1760:外出	外出	外出	wychodzić z domu	Przed wyjściem w weekend zamknij drzwi i okna.	uitgaan; naar buiten gaan	Sluit deuren en ramen voordat u in het weekend weggaat.	gå ut; lämna hemmet	Stäng dörrar och fönster innan du går ut i helgen.	gå ut; dra ut	Lukk dører og vinduer før du går ut i helgen.	gå ud; tage ud	Luk døre og vinduer, før du tager ud i weekenden.	mennä ulos; lähteä kotoa	Sulje ovet ja ikkunat ennen kuin lähdet ulos viikonloppuna.
1761:外套	外套	外套	płaszcz; kurtka	Jest zimno, pamiętaj, żeby założyć kurtkę.	jas; mantel	Het is koud, vergeet niet een jas aan te trekken.	ytterrock; jacka	Det är kallt, kom ihåg att ta på dig jacka.	jakke; frakk	Det er kaldt, husk å ta på jakke.	jakke; frakke	Det er koldt, husk at tage jakke på.	takki	Ulkona on kylmä, muista pukea takki.
1763:晚安	晚安	晚安	dobranoc	Przed snem mama mówi dziecku dobranoc.	goedenacht; welterusten	Voor het slapengaan zegt de moeder welterusten tegen het kind.	god natt	Före läggdags säger mamman god natt till barnet.	god natt	Før leggetid sier moren god natt til barnet.	godnat	Før sengetid siger mor godnat til barnet.	hyvää yötä	Ennen nukkumaanmenoa äiti sanoo lapselle hyvää yötä.
1764:晚餐	晚餐	晚餐	kolacja	Dzisiejsza kolacja jest bardzo prosta.	avondeten; diner	Het avondeten van vanavond is heel eenvoudig.	middag; kvällsmat	Kvällens middag är mycket enkel.	middag; kveldsmat	Kveldens middag er veldig enkel.	aftensmad; middag	Aftenens aftensmad er meget enkel.	illallinen	Tämän illan illallinen on hyvin yksinkertainen.
1765:网购	网购	网购	robić zakupy online	Ona lubi kupować ubrania przez internet.	online winkelen	Zij winkelt graag online voor kleding.	handla på nätet	Hon tycker om att handla kläder på nätet.	handle på nett	Hun liker å handle klær på nett.	handle på nettet	Hun kan lide at købe tøj på nettet.	tehdä ostoksia verkossa	Hän pitää vaatteiden ostamisesta verkossa.
1767:网页	网页	网页	strona internetowa	Ta strona internetowa otwiera się bardzo wolno.	webpagina	Deze webpagina opent erg langzaam.	webbsida	Den här webbsidan öppnas mycket långsamt.	nettside	Denne nettsiden åpner veldig sakte.	webside	Denne webside åbner meget langsomt.	verkkosivu	Tämä verkkosivu avautuu hyvin hitaasti.
1768:网友	网友	网友	znajomy z internetu; internauta	On rozmawia ze znajomymi z internetu o metodach nauki.	online vriend; internetgebruiker	Hij bespreekt studiemethoden met online vrienden.	nätvän; internetanvändare	Han diskuterar studiemetoder med nätvänner.	nettvenn; nettbruker	Han diskuterer studiemetoder med nettvenner.	netven; internetbruger	Han diskuterer studiemetoder med netvenner.	nettiystävä; internetin käyttäjä	Hän keskustelee opiskelutavoista nettiystävien kanssa.
