hsk_key	source_word	simplified	HI	example_HI	BN	example_BN	TL	example_TL
1850:演唱	演唱	演唱	गाना प्रस्तुत करना	गायक आज रात नया गीत प्रस्तुत करेगा।	গান পরিবেশন করা	গায়ক আজ রাতে নতুন গান পরিবেশন করবেন।	umawit; magtanghal ng kanta	Magtatanghal ng bagong kanta ang mang-aawit ngayong gabi.
1853:眼前	眼前	眼前	आँखों के सामने; वर्तमान में	मौका आँखों के सामने ही है।	চোখের সামনে; বর্তমানে	সুযোগটি চোখের সামনেই আছে।	nasa harap; sa kasalukuyan	Nasa harap na mismo ang pagkakataon.
1863:夜晚	夜晚	夜晚	रात	गर्मियों की रात बहुत शांत होती है।	রাত	গ্রীষ্মের রাত খুব শান্ত।	gabi	Tahimik ang gabi sa tag-init.
1866:已	已	已	पहले ही	पंजीकरण की संख्या पहले ही भर चुकी है।	ইতিমধ্যে	নিবন্ধনের সংখ্যা ইতিমধ্যে পূর্ণ হয়েছে।	na; mayroon na	Puno na ang bilang ng mga nagparehistro.
1867:以内	以内	以内	के भीतर	कृपया तीन दिनों के भीतर जवाब दें।	ভিতরে; মধ্যে	অনুগ্রহ করে তিন দিনের মধ্যে উত্তর দিন।	sa loob ng	Mangyaring sumagot sa loob ng tatlong araw.
1869:一生	一生	一生	जीवन भर	उसने जीवन भर संगीत से प्रेम किया।	জীবনভর	সে জীবনভর সঙ্গীত ভালোবেসেছে।	buong buhay	Buong buhay niyang minahal ang musika.
1875:赢得	赢得	赢得	जीतना; हासिल करना	टीम ने मैच जीत लिया।	জেতা; অর্জন করা	দলটি ম্যাচ জিতেছে।	manalo; makamit	Nanalo ang koponan sa laro.
1879:用来	用来	用来	के लिए इस्तेमाल होना	यह चाकू फल काटने के लिए इस्तेमाल होता है।	ব্যবহৃত হওয়া	এই ছুরিটি ফল কাটার জন্য ব্যবহৃত হয়।	ginagamit para sa	Ginagamit ang kutsilyong ito para maghiwa ng prutas.
1880:用于	用于	用于	के लिए उपयोग होना	यह पैसा किताबें खरीदने के लिए उपयोग होगा।	ব্যবহারের জন্য	এই টাকা বই কেনার জন্য ব্যবহৃত হবে।	ginagamit para sa	Ginagamit ang perang ito para bumili ng mga aklat.
1885:油	油	油	तेल	कड़ाही में थोड़ा तेल डालें।	তেল	কড়াইতে একটু তেল দিন।	langis	Maglagay ng kaunting langis sa kawali.
1887:游玩	游玩	游玩	घूमना-फिरना; मज़े करना	सप्ताहांत में हम पार्क घूमने जाएँगे।	ঘুরতে যাওয়া; আনন্দ করা	সপ্তাহান্তে আমরা পার্কে ঘুরতে যাব।	mamasyal; magsaya	Sa katapusan ng linggo, mamamasyal kami sa parke.
1890:友情	友情	友情	दोस्ती	उनकी दोस्ती बहुत गहरी है।	বন্ধুত্ব	তাদের বন্ধুত্ব খুব গভীর।	pagkakaibigan	Malalim ang kanilang pagkakaibigan.
1892:有效	有效	有效	प्रभावी; वैध	यह टिकट आज भी वैध है।	কার্যকর; বৈধ	এই টিকিটটি আজও বৈধ।	mabisa; balido	Balido pa rin ang tiket na ito ngayon.
1894:有着	有着	有着	रखना; से युक्त होना	इस शहर का इतिहास बहुत पुराना है।	থাকা; ধারণ করা	এই শহরের দীর্ঘ ইতিহাস আছে।	taglayin; magkaroon	Taglay ng lungsod na ito ang mahabang kasaysayan.
1903:远离	远离	远离	दूर रहना	कृपया खतरनाक क्षेत्र से दूर रहें।	দূরে থাকা	অনুগ্রহ করে বিপজ্জনক এলাকা থেকে দূরে থাকুন।	lumayo	Lumayo sa mapanganib na lugar.
1904:院长	院长	院长	डीन; निदेशक	डीन आज बैठक में शामिल होंगे।	ডিন; পরিচালক	ডিন আজ সভায় অংশ নেবেন।	dekano; direktor	Dadalo sa pulong ngayon ang dekano.
1905:院子	院子	院子	आँगन	आँगन में बहुत से फूल लगाए गए हैं।	আঙিনা	আঙিনায় অনেক ফুল লাগানো হয়েছে।	bakuran	Maraming bulaklak ang itinanim sa bakuran.
1906:约	约	约	समय तय करना; मिलना तय करना	मैंने दोस्त के साथ रात का खाना खाने का समय तय किया।	সময় ঠিক করা; দেখা করার ব্যবস্থা করা	আমি বন্ধুর সঙ্গে রাতের খাবার খাওয়ার সময় ঠিক করেছি।	makipagtipan; mag-ayos	Nag-ayos akong maghapunan kasama ang kaibigan.
1908:月饼	月饼	月饼	मूनकेक	मध्य-शरद उत्सव पर हम मूनकेक खाते हैं।	মুনকেক	মধ্য-শরৎ উৎসবে আমরা মুনকেক খাই।	keyk ng buwan	Kumakain kami ng keyk ng buwan sa Pista ng Gitnang Taglagas.
1910:月份	月份	月份	महीना	जुलाई में मौसम बहुत गर्म होता है।	মাস	জুলাই মাসে আবহাওয়া খুব গরম থাকে।	buwan	Mainit ang panahon sa buwan ng Hulyo.
1914:再次	再次	再次	फिर से	बीजिंग में फिर से आपका स्वागत है।	আবার	বেইজিংয়ে আপনাকে আবার স্বাগতম।	muli	Maligayang pagdating muli sa Beijing.
1915:再说	再说	再说	बाद में बात करना	इस मामले पर कल बात करेंगे।	পরে আলোচনা করা	এই বিষয়টি কাল আলোচনা করা যাক।	pag-usapan mamaya	Pag-usapan na lang natin ang bagay na ito bukas.
1917:暂停	暂停	暂停	रोकना; स्थगित करना	तेज़ बारिश के कारण मैच रोक दिया गया।	বিরতি দেওয়া; স্থগিত করা	ভারী বৃষ্টির কারণে খেলা স্থগিত হয়েছে।	pansamantalang itigil	Pansamantalang itinigil ang laro dahil sa malakas na ulan.
1918:早餐	早餐	早餐	नाश्ता	नाश्ते में मैंने अंडे और रोटी खाई।	সকালের নাশতা	সকালের নাশতায় আমি ডিম ও রুটি খেয়েছি।	almusal	Sa almusal, kumain ako ng itlog at tinapay.
1919:早晨	早晨	早晨	सुबह	सुबह की हवा बहुत ताज़ा है।	সকাল	সকালের বাতাস খুব সতেজ।	umaga	Sariwa ang hangin sa umaga.
1922:增长	增长	增长	बढ़ना; वृद्धि होना	इस साल आय बहुत तेज़ी से बढ़ी है।	বৃদ্ধি পাওয়া	এ বছর আয় দ্রুত বৃদ্ধি পেয়েছে।	tumaas; lumago	Mabilis na tumaas ang kita ngayong taon.
1924:着	着	着	लगना; सो जाना	बच्चा जल्दी सो गया।	লেগে যাওয়া; ঘুমিয়ে পড়া	শিশুটি দ্রুত ঘুমিয়ে পড়েছে।	makatulog; tamaan	Mabilis na nakatulog ang bata.
1926:者	者	者	व्यक्ति-सूचक प्रत्यय	लेखक ने अपना अनुभव बताया।	ব্যক্তি বোঝানো প্রত্যয়	লেখক নিজের অভিজ্ঞতা পরিচয় করিয়েছেন।	panlapi para sa tao	Ipinakilala ng may-akda ang sarili niyang karanasan.
1928:整	整	整	पूरा; संपूर्ण	पूरी कक्षा में वह बहुत ध्यान से रहा।	পুরো; সম্পূর্ণ	পুরো ক্লাসে সে খুব মনোযোগী ছিল।	buo; kabuuan	Buong klase siyang seryoso.
1931:证	证	证	प्रमाणपत्र; प्रमाण	कृपया अपना कार्य-प्रमाणपत्र दिखाइए।	সনদ; প্রমাণ	অনুগ্রহ করে আপনার কাজের পরিচয়পত্র দেখান।	katibayan; sertipiko	Pakitang iyong katibayan sa trabaho.
1940:支付	支付	支付	भुगतान करना	मैंने फोन से किराया भुगतान किया।	পেমেন্ট করা; পরিশোধ করা	আমি ফোন দিয়ে ভাড়া পরিশোধ করেছি।	magbayad	Nagbayad ako ng pamasahe gamit ang telepono.
1941:之后	之后	之后	के बाद	परीक्षा के बाद हम खाना खाने जाएँगे।	পরে	পরীক্ষার পরে আমরা খেতে যাব।	pagkatapos	Pagkatapos ng pagsusulit, kakain tayo.
1942:之间	之间	之间	के बीच	उन दोनों के बीच कोई गलतफ़हमी नहीं है।	মধ্যে	তাদের মধ্যে কোনো ভুল বোঝাবুঝি নেই।	sa pagitan	Walang hindi pagkakaunawaan sa pagitan nila.
1943:之前	之前	之前	से पहले	बैठक से पहले कृपया सामग्री पढ़ लें।	আগে	সভা শুরু হওয়ার আগে অনুগ্রহ করে উপকরণ পড়ুন।	bago	Bago ang pulong, basahin muna ang mga materyales.
1945:之中	之中	之中	के बीच; भीतर	इन लोगों में वह सबसे छोटा है।	মধ্যে	এই লোকদের মধ্যে সে সবচেয়ে তরুণ।	kabilang sa; gitna	Sa mga taong ito, siya ang pinakabata.
1946:值	值	值	मूल्य होना; कीमत होना	इस टिकट की कीमत सौ युआन है।	মূল্য হওয়া	এই টিকিটের মূল্য একশ ইউয়ান।	nagkakahalaga	Nagkakahalaga ng isang daang yuan ang tiket na ito.
1952:指出	指出	指出	इंगित करना; बताना	शिक्षक ने मेरी गलती बताई।	দেখিয়ে দেওয়া; নির্দেশ করা	শিক্ষক আমার ভুলটি দেখিয়ে দিয়েছেন।	ituro	Itinuro ng guro ang pagkakamali ko.
1954:纸巾	纸巾	纸巾	कागज़ी रुमाल	कृपया मुझे एक कागज़ी रुमाल दें।	টিস্যু	অনুগ্রহ করে আমাকে একটি টিস্যু দিন।	tisyu	Pakibigyan ako ng isang tisyu.
1957:中餐	中餐	中餐	चीनी भोजन	इस रेस्तराँ का चीनी भोजन बहुत स्वादिष्ट है।	চীনা খাবার	এই রেস্তোরাঁর চীনা খাবার খুব সুস্বাদু।	pagkaing Tsino	Masarap ang pagkaing Tsino sa restawrang ito.
1958:中年	中年	中年	मध्य आयु	वह अब मध्य आयु में पहुँच चुका है।	মধ্যবয়স	সে ইতিমধ্যে মধ্যবয়সে পৌঁছেছে।	gitnang gulang	Umabot na siya sa gitnang gulang.
1965:祝	祝	祝	शुभकामना देना; बधाई देना	जन्मदिन मुबारक हो!	শুভেচ্ছা জানানো; অভিনন্দন জানানো	তোমাকে জন্মদিনের শুভেচ্ছা!	batiin	Maligayang kaarawan sa iyo!
1971:转发	转发	转发	आगे भेजना; फिर से साझा करना	कृपया सूचना सबको आगे भेज दें।	ফরওয়ার্ড করা; পুনরায় ভাগ করা	অনুগ্রহ করে বিজ্ঞপ্তিটি সবার কাছে পাঠিয়ে দিন।	ipasa; muling ibahagi	Pakiipasa ang abiso sa lahat.
1972:转机1	转机1	转机	विमान बदलना; स्थानांतरण करना	हमें शंघाई में विमान बदलना होगा।	বিমান বদলানো; স্থানান্তর করা	আমাদের সাংহাইয়ে বিমান বদলাতে হবে।	magpalit ng eroplano; lumipat	Kailangan naming magpalit ng eroplano sa Shanghai.
1975:准	准	准	सटीक; ठीक	उसका जवाब बहुत सटीक है।	সঠিক; নির্ভুল	তার উত্তর খুব নির্ভুল।	tumpak	Tumpak ang sagot niya.
1980:自	自	自	से; जब से	पिछले साल से वह बीजिंग में रहता है।	থেকে; সেই থেকে	গত বছর থেকে সে বেইজিংয়ে থাকে।	mula; simula	Mula noong nakaraang taon, nakatira siya sa Beijing.
1982:自习	自习	自习	स्वाध्याय	शाम सात बजे हम कक्षा में स्वाध्याय करने जाते हैं।	নিজে পড়াশোনা	সন্ধ্যা সাতটায় আমরা শ্রেণিকক্ষে নিজে পড়াশোনা করতে যাই।	pansariling pag-aaral	Alas-siyete ng gabi, pumupunta kami sa silid-aralan para sa pansariling pag-aaral.
1984:自学	自学	自学	खुद सीखना	वह वीडियो देखकर खुद चीनी सीखता है।	নিজে শেখা	সে ভিডিও দেখে নিজে চীনা ভাষা শেখে।	mag-aral nang mag-isa	Nag-aaral siya ng Tsino nang mag-isa sa pamamagitan ng mga video.
1988:最终	最终	最终	अंततः; अंतिम	अंततः उसने रुकने का निर्णय लिया।	শেষ পর্যন্ত; চূড়ান্ত	শেষ পর্যন্ত সে থাকার সিদ্ধান্ত নিয়েছে।	sa huli; pangwakas	Sa huli, nagpasya siyang manatili.
1992:做法	做法	做法	तरीका; विधि	यह तरीका बहुत सरल है।	করার পদ্ধতি	এই করার পদ্ধতিটি খুব সহজ।	paraan	Napakasimple ng paraang ito.
1994:做梦	做梦	做梦	सपना देखना	मैंने कल रात सपने में अपने दोस्त को देखा।	স্বপ্ন দেখা	গত রাতে আমি বন্ধুকে স্বপ্নে দেখেছি।	managinip	Nanaginip ako kagabi tungkol sa isang kaibigan.
