hsk_key	source_word	simplified	ML	example_ML	KK	example_KK
2937:如下	如下	如下	താഴെപ്പറയുന്ന പോലെ	വിശദമായ ക്രമീകരണം താഴെപ്പറയുന്നതുപോലെയാണ്.	төмендегідей	Нақты жоспар төмендегідей.
2942:赛场	赛场	赛场	മത്സരവേദി; കളിസ്ഥലം	കായികതാരങ്ങൾ ഇതിനകം മത്സരവേദിയിൽ പ്രവേശിച്ചു.	жарыс алаңы; арена	Спортшылар жарыс алаңына кіріп қойды.
2945:沙子	沙子	沙子	മണൽ	കുട്ടി കടൽത്തീരത്ത് മണലുമായി കളിക്കുന്നു.	құм	Бала теңіз жағасында құммен ойнап жүр.
2948:删	删	删	നീക്കുക; മായ്ക്കുക	ആവർത്തിച്ച ഉള്ളടക്കം ദയവായി നീക്കുക.	өшіру; алып тастау	Қайталанған мазмұнды өшіріңіз.
2949:扇	扇	扇	വീശുക	അവൾ കൈവിസരി കൊണ്ട് പതുക്കെ കാറ്റുവീശി.	желпу	Ол желпуішпен өзін жайлап желпіді.
2951:山区	山区	山区	മലപ്രദേശം	മലപ്രദേശത്തിലെ രാത്രി വളരെ ശാന്തമാണ്.	таулы аймақ	Таулы аймақтың түні өте тыныш.
2956:伤	伤	伤	മുറിവ്; പരിക്കേൽപ്പിക്കുക	അവന്റെ കൈക്ക് പരിക്ക് പറ്റി.	жарақат; жаралау	Оның қолы жарақаттанды.
2958:商家	商家	商家	വ്യാപാരി; വിൽപ്പനക്കാരൻ	നിരവധി വ്യാപാരികൾ ഈ പ്രമോഷനിൽ പങ്കെടുത്തു.	саудагер; сатушы	Көп саудагер осы жеңілдік науқанына қатысты.
2959:商人	商人	商人	വ്യാപാരി; ബിസിനസുകാരൻ	ഈ വ്യാപാരി പലപ്പോഴും വിദേശത്തേക്ക് ജോലിസംബന്ധമായി പോകുന്നു.	кәсіпкер; саудагер	Бұл кәсіпкер шетелге жиі іссапарға барады.
2962:赏	赏	赏	ആസ്വദിക്കുക; പ്രശംസിച്ച് കാണുക	സഞ്ചാരികൾ തടാകക്കരയിൽ പൂക്കൾ ആസ്വദിച്ചു.	тамашалау; сүйсіну	Туристер көл жағасында гүлдерді тамашалады.
2963:上传	上传	上传	അപ്‌ലോഡ് ചെയ്യുക	ദയവായി ഫോട്ടോകൾ പ്ലാറ്റ്ഫോമിലേക്ക് അപ്‌ലോഡ് ചെയ്യുക.	жүктеу	Суреттерді платформаға жүктеңіз.
2964:上升	上升	上升	ഉയരുക; വർധിക്കുക	ഈ വർഷത്തെ വിൽപ്പന തുടർന്നും ഉയരുന്നു.	көтерілу; өсу	Биылғы сатылым әрі қарай өсіп жатыр.
2965:上下	上下	上下	മുകളിലും താഴെയും; ഏകദേശം	ഈ കെട്ടിടത്തിൽ ആകെ പത്ത് നിലകളുണ്ട്.	жоғары-төмен; шамамен	Бұл ғимаратта жалпы он қабат бар.
2966:上涨	上涨	上涨	വില ഉയരുക; വർധിക്കുക	സമീപകാലത്ത് പച്ചക്കറി വില ഉയർന്നു.	қымбаттау; көтерілу	Соңғы кезде көкөніс бағасы көтерілді.
2967:烧	烧	烧	കത്തിക്കുക; പാകം ചെയ്യുക; പനി വരുക	പാത്രത്തിലെ വെള്ളം ഇതിനകം തിളച്ചു.	жағу; пісіру; қызу көтерілу	Қазандағы су қайнап кетті.
2968:烧烤	烧烤	烧烤	ചുട്ടഭക്ഷണം	വാരാന്ത്യത്തിൽ ഞങ്ങൾ നദിക്കരയിൽ ചുട്ടഭക്ഷണം കഴിക്കാൻ പോയി.	кәуап; гриль тағам	Демалыста біз өзен жағасына кәуап жеуге бардық.
2971:舍得	舍得	舍得	വിട്ടുകൊടുക്കാൻ മനസ്സുള്ള; ചെലവിടാൻ തയ്യാറുള്ള	കുട്ടിക്കായി അവൾ സമയം ചെലവിട്ട് കൂടെയിരിക്കാൻ തയ്യാറാണ്.	қию; дайын болу	Баласы үшін ол уақыт бөліп жанында болуға дайын.
2981:深度	深度	深度	ആഴം	ഈ തടാകത്തിന്റെ ആഴം ഇരുപത് മീറ്ററിലധികമാണ്.	тереңдік	Бұл көлдің тереңдігі жиырма метрден асады.
2983:深厚	深厚	深厚	ഗാഢമായ; ആഴമുള്ള	അവർക്കിടയിൽ ഗാഢമായ സൗഹൃദമുണ്ട്.	терең; берік	Олардың арасында берік достық бар.
2985:深入	深入	深入	ആഴത്തിൽ പ്രവേശിക്കുക; വിശദമായി	പത്രപ്രവർത്തകൻ മലപ്രദേശത്ത് ആഴത്തിൽ ചെന്നു അഭിമുഖം നടത്തി.	терең кіру; жан-жақты	Журналист таулы аймаққа терең барып сұхбат алды.
2986:深远	深远	深远	ദൂരവ്യാപകമായ; ആഴമുള്ള	ഈ പരിഷ്കാരത്തിന് ദൂരവ്യാപകമായ സ്വാധീനം ഉണ്ടായി.	алысқа жететін; терең	Бұл реформа ұзақ мерзімді әсер етті.
2993:升级	升级	升级	നവീകരിക്കുക; തല ഉയർത്തുക	ഫോൺ സിസ്റ്റം നവീകരിക്കണം.	жаңарту; деңгей көтеру	Телефон жүйесін жаңарту керек.
2994:升温	升温	升温	ചൂടേറുക; താപനില ഉയരുക	നാളെയോടെ കാലാവസ്ഥ വ്യക്തമായി ചൂടേറും.	жылыну; температура көтерілу	Ертеңнен бастап ауа райы айқын жылынады.
2999:省份	省份	省份	പ്രവിശ്യ	ചൈനയിൽ പല വ്യത്യസ്ത പ്രവിശ്യകളുണ്ട്.	провинция; өлке	Қытайда әртүрлі провинциялар көп.
3001:胜	胜	胜	ജയിക്കുക; മേലായിരിക്കുക	ഹോം ടീം അതിഥി ടീമിനെ രണ്ട് പോയിന്റിന് തോൽപ്പിച്ചു.	жеңу; басым болу	Алаң иелері қонақ команданы екі ұпаймен жеңді.
3004:湿	湿	湿	നനഞ്ഞ	മഴയ്ക്ക് ശേഷം പുല്ലുമൈതാനം ഇനിയും നനഞ്ഞതാണ്.	дымқыл; ылғал	Жаңбырдан кейін шөп әлі дымқыл.
3005:失恋	失恋	失恋	പ്രണയബന്ധം തകരുക	പ്രണയബന്ധം തകർന്നശേഷം അവൾ ഏറെകാലം ദുഃഖിച്ചു.	махаббаттан айырылу; айырылысу	Айырылысқаннан кейін ол ұзақ уақыт мұңайды.
3007:诗人	诗人	诗人	കവി	ഈ കവി നിരവധി പ്രശസ്ത കവിതകൾ എഴുതി.	ақын	Бұл ақын көп танымал өлең жазған.
3023:实验室	实验室	实验室	പരീക്ഷണശാല; ലാബോറട്ടറി	വിദ്യാർത്ഥികൾ പരീക്ഷണശാലയിൽ പരിശോധന നടത്തുന്നു.	зертхана	Студенттер зертханада сынақ жасап жатыр.
3025:食用	食用	食用	ഭക്ഷിക്കാവുന്ന; ഭക്ഷണമായി ഉപയോഗിക്കുക	ഈ പൂവ് ഭക്ഷിക്കാനും ചായയാക്കി കുടിക്കാനും കഴിയും.	жеуге жарамды; тағамға қолдану	Бұл гүлді жеуге де, шайға салуға да болады.
3026:使得	使得	使得	കാരണമാകുക; ഉണ്ടാക്കുക	കനത്തമഴ മത്സരത്തെ റദ്ദാക്കാൻ കാരണമായി.	себеп болу; ету	Нөсер жаңбыр жарыстың тоқтатылуына себеп болды.
3028:式	式	式	തരം; ശൈലി; രൂപം	ഈ പുതിയ ശൈലിയിലുള്ള ഇലക്ട്രിക് വാഹനം വളരെ ജനപ്രിയമാണ്.	түр; үлгі	Мұндай жаңа үлгідегі электр көлігі өте танымал.
3029:适当	适当	适当	ഉചിതമായ; ശരിയായ	ഉചിതമായ വ്യായാമം ഉറക്കത്തിന് സഹായകരമാണ്.	лайықты; орынды	Орынды жаттығу ұйқыға көмектеседі.
3034:市民	市民	市民	നഗരവാസി; പൗരൻ	നിരവധി നഗരവാസികൾ വാരാന്ത്യ പരിപാടിയിൽ പങ്കെടുത്തു.	қала тұрғыны; азамат	Көп қала тұрғыны демалыс күнгі іс-шараға қатысты.
3036:视为	视为	视为	ആയി കാണുക; ആയി കണക്കാക്കുക	എല്ലാവരും സുരക്ഷയെ ഏറ്റവും പ്രധാനപ്പെട്ട കാര്യമെന്ന് കണക്കാക്കുന്നു.	деп санау	Барлығы қауіпсіздікті ең маңызды нәрсе деп санайды.
3041:试用	试用	试用	പരീക്ഷിച്ച് ഉപയോഗിക്കുക	പുതിയ സോഫ്റ്റ്‌വെയർ ഏഴ് ദിവസം സൗജന്യമായി പരീക്ഷിക്കാം.	сынап көру	Жаңа бағдарламаны жеті күн тегін сынап көруге болады.
3042:适用	适用	适用	ബാധകമായ; അനുയോജ്യമായ	ഈ നിയമം എല്ലാ ജീവനക്കാർക്കും ബാധകമാണ്.	қолданылатын; жарамды	Бұл ереже барлық қызметкерге қолданылады.
3044:收集	收集	收集	ശേഖരിക്കുക	ഗവേഷകർ ഡാറ്റ ശേഖരിക്കുന്നു.	жинау	Зерттеушілер деректер жинап жатыр.
3045:收看	收看	收看	കാണുക; പ്രക്ഷേപണം കാണുക	രാത്രി എട്ടിന് വാർത്താപരിപാടി കാണുക.	көру; тамашалау	Кешкі сегізде жаңалық бағдарламасын көріңіз.
3046:守	守	守	കാക്കുക; പാലിക്കുക	സുരക്ഷാ ജീവനക്കാരൻ വാതിൽക്കൽ മുഴുവൻ രാത്രി കാവലിരുന്നു.	күзету; сақтау	Күзетші кіреберісте түні бойы күзетте тұрды.
3047:首次	首次	首次	ആദ്യമായി	അവൾ ആദ്യമായി അന്താരാഷ്ട്ര മത്സരത്തിൽ പങ്കെടുക്കുന്നു.	алғаш рет; бірінші рет	Бұл оның халықаралық жарысқа алғаш қатысуы.
3048:手段	手段	手段	മാർഗം; രീതി	പ്രശ്നം പരിഹരിക്കുന്നതിനുള്ള പ്രധാന മാർഗമാണ് ആശയവിനിമയം.	құрал; әдіс	Қарым-қатынас мәселені шешудің маңызды құралы.
3054:售价	售价	售价	വിൽപ്പനവില	ഈ കമ്പ്യൂട്ടറിന്റെ വിൽപ്പനവില കുറവല്ല.	сату бағасы	Бұл компьютердің сату бағасы төмен емес.
3057:书房	书房	书房	പഠനമുറി	അച്ഛൻ വൈകുന്നേരങ്ങളിൽ പഠനമുറിയിൽ ജോലി ചെയ്യാറുണ്ട്.	жұмыс бөлмесі; кітап бөлмесі	Әкем кешке жұмыс бөлмесінде жиі жұмыс істейді.
3062:熟人	熟人	熟人	പരിചയക്കാരൻ	പുതിയ നഗരത്തിൽ പരിചയക്കാരനെ കാണുന്നത് സന്തോഷകരമാണ്.	таныс адам	Жаңа қалада таныс адамды кездестіру қуанышты.
3068:树木	树木	树木	മരങ്ങൾ	വഴിയുടെ ഇരുവശങ്ങളിലും നിരവധി മരങ്ങൾ നട്ടിട്ടുണ്ട്.	ағаштар	Жолдың екі жағына көп ағаш отырғызылған.
3069:摔	摔	摔	വീഴുക; എറിഞ്ഞിടുക	മഴയുള്ള ദിവസം അവൻ വഴുതി വീണു.	құлау; лақтыру	Ол жаңбырлы күні құлап қалды.
3071:水分	水分	水分	ഈർപ്പം; ജലാംശം	ഈ പഴത്തിൽ ജലാംശം വളരെ കൂടുതലാണ്.	ылғал; су мөлшері	Бұл жемістің су мөлшері көп.
3073:睡眠	睡眠	睡眠	ഉറക്കം	നല്ല ഉറക്കം ജോലി കാര്യക്ഷമത ഉയർത്തും.	ұйқы	Жақсы ұйқы жұмыс тиімділігін арттырады.
3074:顺	顺	顺	സുഗമമായ; അനുസരിച്ച്	ഈ വഴി വളരെ സുഗമമാണ്, കാർ ഓടിക്കാൻ സൗകര്യമുണ്ട്.	тегіс; ыңғайлы	Бұл жол тегіс, көлікпен жүруге ыңғайлы.
3081:四处	四处	四处	എല്ലായിടത്തും; ചുറ്റും	കുട്ടികൾ പറമ്പിൽ എല്ലാടവും ഓടി.	әр жерде; жан-жақта	Балалар аулада жан-жаққа жүгірді.
3083:四周	四周	四周	ചുറ്റുപാട്; ചുറ്റും	വീടിന്റെ ചുറ്റും മരങ്ങളാണ്.	айнала; төңірек	Үйдің айналасының бәрі ағаш.
3084:搜	搜	搜	തിരയുക	കാണാതായ ആളിനെക്കുറിച്ചുള്ള സൂചനകൾ പോലീസ് തിരയുകയാണ്.	іздеу	Полиция жоғалған адам туралы белгілерді іздеп жатыр.
3087:酸甜苦辣	酸甜苦辣	酸甜苦辣	പുളി മധുരം കയ്പ് കാരം; ജീവിതത്തിലെ പല അനുഭവങ്ങൾ	ഈ പുസ്തകം ജീവിതത്തിലെ പല രുചികളും ചിത്രീകരിക്കുന്നു.	қышқыл, тәтті, ащы және кермек; өмірдің ащы-тұщысы	Бұл кітап өмірдің ащы-тұщысын бейнелейді.
3088:随	随	随	പിന്തുടരുക; അനുസരിച്ച്	വില ഋതുക്കൾക്കനുസരിച്ച് മാറും.	бірге өзгеру; ілесу	Баға маусымға қарай өзгереді.
3089:随后	随后	随后	അതിനുശേഷം; ശേഷം	യോഗം അവസാനിച്ചു, എല്ലാവരും പിന്നാലെ പുറപ്പെട്ടു.	кейін; соңынан	Жиналыс аяқталды, бәрі кейін кетті.
3094:损害	损害	损害	നാശം വരുത്തുക; ഹാനി ചെയ്യുക	പുകവലി ആരോഗ്യത്തിന് ഹാനി ചെയ്യും.	зиян келтіру	Темекі шегу денсаулыққа зиян келтіреді.
3097:缩小	缩小	缩小	ചുരുക്കുക; കുറയ്ക്കുക	ചെലവ് വ്യത്യാസം കുറയ്ക്കാൻ കമ്പനി ആഗ്രഹിക്കുന്നു.	қысқарту; азайту	Компания шығын айырмасын азайтқысы келеді.
3100:他人	他人	他人	മറ്റുള്ളവർ	മറ്റുള്ളവരുടെ സാധനങ്ങൾ ഇഷ്ടംപോലെ എടുക്കരുത്.	басқа адамдар	Басқа адамдардың затын оңды-солды алмаңыз.
3101:台灯	台灯	台灯	മേശവിളക്ക്	മേശപ്പുറത്ത് ഒരു മേശവിളക്കുണ്ട്.	үстел шамы	Жазу үстелінде бір үстел шамы бар.
3104:谈话	谈话	谈话	സംഭാഷണം; സംസാരിക്കുക	ഈ സംഭാഷണം നമ്മൾ തമ്മിൽ കൂടുതൽ മനസ്സിലാക്കാൻ സഹായിച്ചു.	әңгіме; сөйлесу	Бұл әңгіме бір-бірімізді жақсырақ түсінуге көмектесті.
3107:特产	特产	特产	പ്രാദേശിക പ്രത്യേക ഉൽപ്പന്നം	ചായയില ഇവിടത്തെ പ്രാദേശിക പ്രത്യേക ഉൽപ്പന്നമാണ്.	жергілікті ерекше өнім	Шай жапырағы осы жердің жергілікті ерекше өнімі.
3110:特有	特有	特有	പ്രത്യേകമായ; സവിശേഷമായ	ഈ സസ്യത്തിന് സവിശേഷമായ സുഗന്ധമുണ്ട്.	ерекше; өзіне тән	Бұл өсімдіктің өзіне тән иісі бар.
3112:疼痛	疼痛	疼痛	വേദന	വ്യായാമത്തിന് ശേഷം കാലുകളിൽ അല്പം വേദനയുണ്ട്.	ауырсыну	Жаттығудан кейін аяқта біраз ауырсыну бар.
3114:提交	提交	提交	സമർപ്പിക്കുക	ദയവായി വെള്ളിയാഴ്ചയ്ക്കുമുമ്പ് റിപ്പോർട്ട് സമർപ്പിക്കുക.	тапсыру; ұсыну	Есепті жұмаға дейін тапсырыңыз.
3116:提起	提起	提起	പരാമർശിക്കുക; ഉയർത്തുക	ജന്മനാടിനെക്കുറിച്ച് പരാമർശിച്ചാൽ അവൻ ഉടൻ സന്തോഷിക്കും.	еске алу; көтеру	Туған жері айтылса, ол бірден қуанады.
3117:提升	提升	提升	മെച്ചപ്പെടുത്തുക; ഉയർത്തുക	പരിശീലനം ജീവനക്കാരുടെ കഴിവുകൾ മെച്ചപ്പെടുത്തും.	жақсарту; көтеру	Оқыту қызметкерлердің дағдысын жақсартады.
3120:体力	体力	体力	ശരീരശക്തി	ദീർഘദൂര ഓട്ടം ശരീരശക്തിയെ നന്നായി പരീക്ഷിക്കുന്നു.	дене күші	Ұзақ қашықтыққа жүгіру дене күшін қатты сынайды.
3123:替	替	替	പകരം; വേണ്ടി	ഞാൻ സഹപ്രവർത്തകനുവേണ്ടി ഒരു ഇമെയിലിന് മറുപടി നൽകി.	орнына; үшін	Мен әріптесімнің орнына бір хатқа жауап бердім.
3125:天上	天上	天上	ആകാശത്ത്	ആകാശത്ത് കുറച്ച് വെളുത്ത മേഘങ്ങളുണ്ട്.	аспанда	Аспанда бірнеше ақ бұлт бар.
3126:填	填	填	പൂരിപ്പിക്കുക; നിറയ്ക്കുക	ദയവായി പേര് ആദ്യ വരിയിൽ പൂരിപ്പിക്കുക.	толтыру	Атыңызды бірінші жолға толтырыңыз.
3127:甜品	甜品	甜品	മധുരപലഹാരം	ഭക്ഷണത്തിന് ശേഷം ഞങ്ങൾ ഒരു മധുരപലഹാരം ഓർഡർ ചെയ്തു.	десерт; тәтті тағам	Тамақтан кейін біз бір десертке тапсырыс бердік.
3128:挑	挑	挑	തിരഞ്ഞെടുക്കുക	അവൻ ചാരനിറത്തിലുള്ള ഒരു കോട്ട് തിരഞ്ഞെടുത്തു.	таңдау	Ол сұр түсті пальто таңдады.
3129:挑选	挑选	挑选	തിരഞ്ഞെടുക്കുക; തെരഞ്ഞെടുക്കുക	അവൾ ജന്മദിന സമ്മാനം തിരഞ്ഞെടുക്കുകയാണ്.	таңдап алу	Ол туған күн сыйлығын таңдап жатыр.
3130:调	调	调	ക്രമീകരിക്കുക	ദയവായി എയർ കണ്ടീഷണറിന്റെ താപനില അല്പം ഉയർത്തി ക്രമീകരിക്കുക.	реттеу	Кондиционер температурасын сәл көтеріп реттеңіз.
3134:跳高	跳高	跳高	ഉയർച്ചാട്ടം	അവൻ സ്കൂൾ മത്സരത്തിൽ ഉയർച്ചാട്ടത്തിൽ പങ്കെടുത്തു.	биіктікке секіру	Ол мектеп жарысында биіктікке секіруге қатысты.
3135:跳远	跳远	跳远	നീളംചാട്ടം	നീളംചാട്ടത്തിന് വേഗവും ശക്തിയും വേണം.	ұзындыққа секіру	Ұзындыққа секіруге жылдамдық пен күш керек.
3136:贴	贴	贴	ഒട്ടിക്കുക	അവൾ ഫോട്ടോ മതിലിൽ ഒട്ടിച്ചു.	жапсыру	Ол суретті қабырғаға жапсырды.
3137:铁路	铁路	铁路	റെയിൽപാത	ഈ റെയിൽപാത വടക്കും തെക്കും നഗരങ്ങളെ ബന്ധിപ്പിക്കുന്നു.	темір жол	Бұл темір жол солтүстік пен оңтүстіктегі екі қаланы байланыстырады.
3138:停留	停留	停留	തങ്ങുക; നിർത്തുക	സഞ്ചാരികൾ തടാകക്കരയിൽ അരമണിക്കൂർ തങ്ങി.	аялдау; қалу	Туристер көл жағасында жарты сағат аялдады.
3140:通行	通行	通行	കടന്നുപോകുക; ഗതാഗതം തുറക്കുക	ഈ പാലത്തിൽ നാളെ ഗതാഗതം വീണ്ടും തുറക്കും.	өту; қозғалысқа ашылу	Бұл көпір ертең қайта қозғалысқа ашылады.
3141:同	同	同	അതേ; കൂടെ	ഞാൻ സുഹൃത്തിനൊപ്പം നാടകശാലയിലേക്ക് പോയി.	бірдей; бірге	Мен досыммен бірге театрға бардым.
3143:同一	同一	同一	അതേ; ഒരേ	അവർ ഒരേ കെട്ടിടത്തിലാണ് താമസിക്കുന്നത്.	бірдей; бір	Олар бір ғимаратта тұрады.
3147:投	投	投	എറിയുക; നിക്ഷേപിക്കുക; വോട്ട് ചെയ്യുക	അവൻ പന്ത് ബാസ്കറ്റിലേക്ക് എറിഞ്ഞു.	лақтыру; инвестиция салу; дауыс беру	Ол допты себетке лақтырды.
3149:头	头	头	അകത്ത്; തല	പെട്ടിക്കുള്ളിൽ ഇനിയും ഒരു പുസ്തകം ഉണ്ട്.	ішінде; бас	Қораптың ішінде тағы бір кітап бар.
3151:图画	图画	图画	ചിത്രം; വര	മതിലിൽ കുട്ടിയുടെ ചിത്രം തൂങ്ങിയിരിക്കുന്നു.	сурет	Қабырғада баланың суреті ілулі тұр.
3152:图书	图书	图书	പുസ്തകങ്ങൾ	ലൈബ്രറി പുതിയതായി നിരവധി പുസ്തകങ്ങൾ വാങ്ങി.	кітаптар	Кітапхана көп жаңа кітап сатып алды.
3157:团队	团队	团队	സംഘം; ടീം	ഈ സംഘം വളരെ നന്നായി സഹകരിക്കുന്നു.	команда; ұжым	Бұл команда өте жақсы бірге жұмыс істейді.
3158:推动	推动	推动	മുന്നോട്ട് നയിക്കുക; പ്രോത്സാഹിപ്പിക്കുക	പുതിയ സാങ്കേതികവിദ്യ വ്യവസായവികസനത്തെ മുന്നോട്ട് നയിച്ചു.	ілгерілету; дамыту	Жаңа технология саланың дамуын ілгерілетті.
3161:推进	推进	推进	മുന്നോട്ട് കൊണ്ടുപോകുക	കമ്പനി ഈ പദ്ധതി മുന്നോട്ട് കൊണ്ടുപോകുകയാണ്.	алға жылжыту	Компания бұл жобаны алға жылжытып жатыр.
3163:退出	退出	退出	പിന്മാറുക; പുറത്തുകടക്കുക	അവൻ ഈ മത്സരത്തിൽ നിന്ന് പിന്മാറാൻ തീരുമാനിച്ചു.	шығу; бас тарту	Ол осы жарыстан шығуға шешім қабылдады.
3164:退还	退还	退还	തിരികെ നൽകുക; പണം മടക്കുക	വ്യാപാരി മുഴുവൻ ഫീസും തിരികെ നൽകാൻ സമ്മതിച്ചു.	қайтару; ақшаны қайтару	Саудагер барлық төлемді қайтаруға келісті.
3166:拖鞋	拖鞋	拖鞋	വീട്ടുചെരിപ്പ്	വീട്ടിൽ കയറുമ്പോൾ ദയവായി വീട്ടുചെരിപ്പ് ധരിക്കുക.	үй тәпішкесі	Үйге кірген соң үй тәпішкесін киіңіз.
3167:外部	外部	外部	പുറംഭാഗം; ബാഹ്യമായ	യന്ത്രത്തിന്റെ പുറംഭാഗം നിശ്ചിത ഇടവേളകളിൽ വൃത്തിയാക്കണം.	сыртқы бөлік; сыртқы	Машинаның сыртқы бөлігін тұрақты тазалау керек.
3169:外观	外观	外观	പുറംരൂപം; രൂപഭംഗി	ഈ കാറിന്റെ പുറംരൂപം വളരെ മനോഹരമാണ്.	сыртқы көрініс	Бұл көліктің сыртқы көрінісі әдемі.
3170:外婆	外婆	外婆	അമ്മമ്മ	അമ്മമ്മ എനിക്ക് വർഷാവസാന വിരുന്ന് തയ്യാറാക്കി.	нағашы әже	Нағашы әжем маған жаңа жыл қарсаңындағы ас әзірледі.
3171:外形	外形	外形	പുറംരൂപം; ആകൃതി	ഈ ഫോണിന്റെ പുറംരൂപം വളരെ നേർത്തും ലഘുവുമാണ്.	сыртқы пішін	Бұл телефонның сыртқы пішіні жұқа әрі жеңіл.
3172:弯	弯	弯	വളഞ്ഞ; വളവ്	ഈ ചെറിയ വഴി ഇടുങ്ങിയും വളഞ്ഞതുമാണ്.	иілген; бұрылыс	Бұл шағын жол тар әрі бұралаң.
3183:围	围	围	വളയുക; ചുറ്റുക	കുട്ടികൾ അധ്യാപകനെ ചുറ്റി നിന്നു.	қоршау; айнала жиналу	Балалар мұғалімнің қасына жиналды.
3186:违法	违法	违法	നിയമവിരുദ്ധം; നിയമം ലംഘിക്കുക	മദ്യപിച്ച് വാഹനം ഓടിക്കുന്നത് നിയമവിരുദ്ധമാണ്.	заңсыз; заң бұзу	Ішімдік ішіп көлік жүргізу заңсыз.
3202:问卷	问卷	问卷	ചോദ്യാവലി	ദയവായി ഈ ചോദ്യാവലി പൂരിപ്പിക്കുക.	сауалнама	Осы сауалнаманы толтырыңыз.
3203:握	握	握	പിടിക്കുക; മുറുകെ പിടിക്കുക	അവൻ സുഹൃത്തിന്റെ കൈ മുറുകെ പിടിച്ചു.	ұстау; қыса ұстау	Ол досының қолын қатты ұстады.
3206:无关	无关	无关	ബന്ധമില്ലാത്ത	ഈ കാര്യത്തിന് അവനുമായി ബന്ധമില്ല.	қатысы жоқ	Бұл істің оған қатысы жоқ.
3209:无限	无限	无限	പരിധിയില്ലാത്ത; അനന്തമായ	യുവാക്കൾക്ക് പരിധിയില്ലാത്ത സാധ്യതകളുണ്ട്.	шексіз	Жастардың мүмкіндігі шексіз.
3210:无效	无效	无效	അസാധു; ഫലപ്രദമല്ലാത്ത	ഈ ടിക്കറ്റ് ഇതിനകം അസാധുവാണ്.	жарамсыз; тиімсіз	Бұл билет әлдеқашан жарамсыз.
3213:舞台	舞台	舞台	വേദി	നടന്മാർ വേദിയിലേക്ക് കയറി.	сахна	Актерлер сахнаға шықты.
3214:五颜六色	五颜六色	五颜六色	വർണ്ണശബളമായ; പലനിറമുള്ള	തോട്ടം വർണ്ണശബളമായ പൂക്കളാൽ നിറഞ്ഞിരിക്കുന്നു.	түрлі-түсті	Бақ түрлі-түсті гүлге толы.
3216:物价	物价	物价	വിലനിലവാരം; ജീവിതച്ചെലവ്	സമീപകാലത്ത് വിലനിലവാരം വേഗത്തിൽ ഉയരുന്നു.	баға деңгейі; тұрмыс құны	Соңғы кезде баға тез көтеріліп жатыр.
3218:物品	物品	物品	സാധനം; വസ്തു	വിലപ്പെട്ട സാധനങ്ങൾ ദയവായി കൂടെ കൊണ്ടുനടക്കുക.	зат; бұйым	Қымбат заттарды өзіңізбен бірге алып жүріңіз.
3221:西餐	西餐	西餐	പാശ്ചാത്യഭക്ഷണം	ഈ റെസ്റ്റോറന്റ് പ്രധാനമായും പാശ്ചാത്യഭക്ഷണം നൽകുന്നു.	батыс тағамы	Бұл мейрамхана негізінен батыс тағамын ұсынады.
3222:吸管	吸管	吸管	കുടിവള്ളി	ദയവായി എനിക്ക് ഒരു കുടിവള്ളി തരൂ.	түтікше	Маған бір түтікше беріңізші.
3224:西装	西装	西装	സ്യൂട്ട്	അവൻ കറുത്ത സ്യൂട്ട് ധരിച്ച് യോഗത്തിൽ പങ്കെടുത്തു.	костюм	Ол жиналысқа қара костюм киіп қатысты.
3225:戏	戏	戏	നാടകം	ഈ നാടകം വളരെ രസകരമാണ്.	пьеса; драма	Бұл пьеса өте қызық.
3231:先后	先后	先后	ക്രമമായി; തുടർച്ചയായി	മൂന്ന് അതിഥികൾ തുടർച്ചയായി വേദിയിൽ പ്രസംഗിച്ചു.	бірінен соң бірі; ретімен	Үш қонақ бірінен соң бірі сахнаға шығып сөйледі.
3233:闲	闲	闲	ഒഴിവുള്ള; തിരക്കില്ലാത്ത	വാരാന്ത്യത്തിൽ അവൻ കൂടുതലായി ഒഴിവുള്ളവനാണ്.	бос	Демалыс күндері ол біршама бос.
3240:现代化	现代化	现代化	ആധുനികവൽക്കരണം; ആധുനികമാക്കുക	ഈ നഗരം ആധുനികവൽക്കരണം വേഗത്തിലാക്കുകയാണ്.	жаңғырту; модернизация	Бұл қала жаңғырту құрылысын жеделдетіп жатыр.
3241:线路	线路	线路	പാത; റൂട്ട്	ഈ ബസ് റൂട്ട് സ്കൂളിന് സമീപം കടന്നുപോകുന്നു.	бағыт; желі	Бұл автобус бағыты мектептің жанынан өтеді.
3246:乡	乡	乡	ഗ്രാമപ്രദേശം; നാട്ടുപ്രദേശം	അവൻ ചെറുപ്പം മുതൽ ഗ്രാമപ്രദേശത്ത് വളർന്നു.	ауыл; ауылдық жер	Ол кішкентайынан ауылда өсті.
3248:乡村	乡村	乡村	ഗ്രാമം; ഗ്രാമപ്രദേശം	ഗ്രാമത്തിലെ വായു വളരെ പുതുമയുള്ളതാണ്.	ауыл; ауылдық жер	Ауылдың ауасы өте таза.
3254:响声	响声	响声	ശബ്ദം; മുഴക്കം	വാതിലിന് പുറത്തുനിന്ന് വിചിത്രമായ ശബ്ദം കേട്ടു.	дыбыс; шу	Есіктің сыртынан бір оғаш дыбыс естілді.
3257:相册	相册	相册	ഫോട്ടോ ആൽബം	അവൾ യാത്രാ ഫോട്ടോകൾ ആൽബത്തിൽ വെച്ചു.	фотоальбом	Ол саяхат суреттерін фотоальбомға салды.
