hsk_key	source_word	simplified	TR	example_TR	SW	example_SW	AZ	example_AZ	UZ	example_UZ
4655:青春期	青春期	青春期	ergenlik dönemi	Ergenlik dönemindeki çocukların anlayış ve desteğe ihtiyacı var.	ujana balehe	Watoto walio katika ujana balehe wanahitaji uelewa na msaada.	yeniyetməlik dövrü	Yeniyetməlik dövründə uşaqlar anlayış və dəstəyə ehtiyac duyurlar.	o‘smirlik davri; balog‘at	O‘smirlik davridagi bolalarga tushunish va yordam kerak.
4659:清扫	清扫	清扫	süpürmek; temizlemek	Gönüllüler sokağı temizledi.	kufagia; kusafisha	Wajitoleaji walisafisha barabara.	süpürmək; təmizləmək	Könüllülər küçəni təmizlədilər.	supurmoq; tozalamoq	Ko‘ngillilar ko‘chani tozalashdi.
4661:清洗	清洗	清洗	yıkamak; temizlemek	Lütfen meyveleri iyice yıkayın.	kuosha; kusafisha	Tafadhali osha matunda vizuri.	yumaq; təmizləmək	Zəhmət olmasa meyvələri yaxşı yuyun.	yuvmoq; tozalamoq	Iltimos, mevalarni yaxshilab yuving.
4668:求	求	求	istemek; aramak	Öğretmenden bir şans daha istedi.	kuomba; kutafuta	Alimwomba mwalimu nafasi nyingine.	istəmək; axtarmaq	O, müəllimdən daha bir fürsət istədi.	so‘ramoq; izlamoq	U o‘qituvchidan yana bir imkoniyat so‘radi.
4669:求婚	求婚	求婚	evlenme teklif etmek	Deniz kenarında kız arkadaşına evlenme teklif etti.	kuomba uchumba; kutaka ndoa	Alimchumbia mpenzi wake kando ya bahari.	evlilik təklifi etmək	O, dəniz kənarında sevgilisinə evlilik təklifi etdi.	turmush qurishni taklif qilmoq	U dengiz bo‘yida sevgilisiga turmush qurishni taklif qildi.
4670:求救	求救	求救	yardım çağırmak	Mürettebat telsizle yardım çağırdı.	kuomba msaada	Wafanyakazi wa meli waliomba msaada kwa redio.	kömək çağırmaq	Gəmi heyəti radio ilə kömək çağırdı.	yordam so‘ramoq	Ekipaj radio orqali yordam so‘radi.
4671:求职	求职	求职	iş aramak	İnternetten iş arıyor.	kutafuta kazi	Anatafuta kazi mtandaoni.	iş axtarmaq	O, internetdə iş axtarır.	ish qidirmoq	U internetda ish qidirmoqda.
4672:求助	求助	求助	yardım istemek	Zorlukla karşılaşınca öğretmenden yardım isteyebilirsin.	kuomba msaada	Ukikumbana na shida, unaweza kumuomba mwalimu msaada.	kömək istəmək	Çətinliklə qarşılaşanda müəllimdən kömək istəyə bilərsən.	yordam so‘ramoq	Qiyinchilikka duch kelsang, o‘qituvchidan yordam so‘rashing mumkin.
4675:曲	曲	曲	ezgi; müzik parçası	Bir klasik parça çalabilir.	wimbo; kipande cha muziki	Anaweza kupiga kipande cha muziki wa klasiki.	melodiya; musiqi parçası	O, klassik bir parça ifa edə bilir.	kuy; musiqa asari	U klassik bir kuyni chala oladi.
4677:取代	取代	取代	yerine geçmek; değiştirmek	Yeni teknoloji eski yöntemin yerini alabilir.	kuchukua nafasi	Teknolojia mpya inaweza kuchukua nafasi ya mbinu ya zamani.	əvəz etmək	Yeni texnologiya köhnə üsulu əvəz edə bilər.	o‘rnini bosmoq	Yangi texnologiya eski usulning o‘rnini bosishi mumkin.
4680:全程	全程	全程	tüm süreç; baştan sona	Yarışmanın tamamı canlı yayınlanıyor.	mchakato mzima; safari yote	Mashindano yote yanatangazwa moja kwa moja.	bütün proses; tam yol	Yarışın hamısı canlı yayımlanır.	butun jarayon; to‘liq yo‘l	Musobaqa to‘liq jonli efirda beriladi.
4682:券	券	券	kupon; bilet	Bir sinema kuponum var.	kuponi; vocha	Nina vocha ya filamu.	kupon; vauçer	Məndə kino kuponu var.	kupon; chegirma bileti	Menda kino kuponi bor.
4686:燃料	燃料	燃料	yakıt	Bu araç temiz yakıt kullanıyor.	mafuta; nishati ya kuendesha	Gari hili linatumia mafuta safi.	yanacaq	Bu avtomobil təmiz yanacaqdan istifadə edir.	yoqilg‘i	Bu mashina toza yoqilg‘idan foydalanadi.
4688:热点	热点	热点	gündem konusu; sıcak nokta	Çevre koruma bugünkü tartışmanın gündem konusu.	mada moto; eneo lenye shughuli nyingi	Ulinzi wa mazingira ndiyo mada moto ya mjadala wa leo.	aktual mövzu; qaynar nöqtə	Ətraf mühitin qorunması bugünkü müzakirənin aktual mövzusudur.	dolzarb mavzu; qaynoq nuqta	Atrof-muhitni himoya qilish bugungi muhokamaning dolzarb mavzusi.
4689:热度	热度	热度	popülerlik; ilgi düzeyi	Bu dizinin popülerliği çok yüksek.	umaarufu; kiwango cha joto	Tamthilia hii ina umaarufu mkubwa.	populyarlıq; maraq səviyyəsi	Bu serialın populyarlığı çox yüksəkdir.	mashhurlik; qizish darajasi	Bu serialning mashhurligi juda yuqori.
4691:热水器	热水器	热水器	su ısıtıcısı; şofben	Banyodaki su ısıtıcısı bozuldu.	hita ya maji	Hita ya maji bafuni imeharibika.	su qızdırıcısı	Hamamdakı su qızdırıcısı xarab olub.	suv isitgich	Hammomdagi suv isitgich buzildi.
4692:热线	热线	热线	yardım hattı; çağrı hattı	Müşteri hizmetleri hattı yirmi dört saat açık.	simu ya huduma; laini ya dharura	Laini ya huduma kwa wateja ipo wazi saa ishirini na nne.	qaynar xətt	Müştəri xidməti qaynar xətti iyirmi dörd saat açıqdır.	ishonch telefoni	Mijozlarga xizmat ishonch telefoni yigirma to‘rt soat ishlaydi.
4693:热议	热议	热议	hararetle tartışmak	Bu olay internette hararetli tartışma yarattı.	kujadili kwa hamasa	Jambo hili lilizua mjadala mkali mtandaoni.	qızğın müzakirə etmək	Bu hadisə internetdə qızğın müzakirə doğurdu.	qizg‘in muhokama qilmoq	Bu voqea internetda qizg‘in muhokamaga sabab bo‘ldi.
4694:人工智能	人工智能	人工智能	yapay zeka	Yapay zeka birçok sektörü değiştiriyor.	akili bandia	Akili bandia inabadilisha sekta nyingi.	süni intellekt	Süni intellekt bir çox sahəni dəyişir.	sun'iy intellekt	Sun'iy intellekt ko‘plab sohalarni o‘zgartirmoqda.
4696:人均	人均	人均	kişi başına	Bu şehirde kişi başına gelir arttı.	kwa kila mtu	Mapato kwa kila mtu katika mji huu yameongezeka.	adambaşına	Bu şəhərdə adambaşına gəlir artıb.	jon boshiga	Bu shaharda jon boshiga daromad oshdi.
4697:人山人海	人山人海	人山人海	kalabalık; insan seli	Bayram meydanı tıklım tıklım doluydu.	umati mkubwa	Uwanja wa sikukuu ulikuwa umejaa watu.	böyük izdiham	Bayram meydanı insanla dolu idi.	odam gavjumligi; ulkan olomon	Bayram maydoni odam bilan liq to‘la edi.
4701:人行道	人行道	人行道	kaldırım	Yayalar kaldırımdan yürümeli.	njia ya watembea kwa miguu	Watembea kwa miguu wanapaswa kutembea kwenye njia yao.	səki	Piyadalar səkidə getməlidir.	piyodalar yo‘lagi	Piyodalar piyodalar yo‘lagidan yurishi kerak.
4703:认错	认错	认错	hatasını kabul etmek; özür dilemek	Gönüllü olarak hatasını kabul edip özür diledi.	kukiri kosa; kuomba msamaha	Alikiri kosa lake kwa hiari na akaomba msamaha.	səhvini etiraf etmək; üzr istəmək	O, könüllü olaraq səhvini etiraf etdi və üzr istədi.	xatosini tan olmoq; kechirim so‘ramoq	U o‘z xatosini ixtiyoriy tan olib, kechirim so‘radi.
4706:认同	认同	认同	katılmak; benimsemek	Görüşüne katılıyorum.	kukubaliana; kujitambulisha na	Ninakubaliana na mtazamo wako.	razılaşmaq; özününküləşdirmək	Mən sənin fikrinlə razıyam.	qo‘shilmoq; tan olmoq	Men sening fikringga qo‘shilaman.
4707:认知	认知	认知	anlamak; biliş	Bu meseleyi yeniden anlamamız gerekiyor.	kuelewa; utambuzi	Tunahitaji kulielewa suala hili upya.	dərk etmək; idrak	Bu məsələni yenidən dərk etməliyik.	anglamoq; idrok	Bu masalani qayta anglashimiz kerak.
4709:日后	日后	日后	ileride; gelecekte	İleride fırsat olursa tekrar görüşürüz.	baadaye; siku zijazo	Tukipata nafasi baadaye, tutaonana tena.	gələcəkdə; sonralar	Gələcəkdə imkan olsa, yenə görüşərik.	kelajakda; keyinchalik	Kelajakda imkon bo‘lsa, yana uchrashamiz.
4710:日前	日前	日前	birkaç gün önce; geçenlerde	Şirket geçenlerde bir duyuru yayımladı.	siku chache zilizopita; karibuni	Kampuni ilitoa tangazo siku chache zilizopita.	bir neçə gün əvvəl; bu yaxınlarda	Şirkət bir neçə gün əvvəl bildiriş yayımladı.	bir necha kun oldin; yaqinda	Kompaniya yaqinda bildirishnoma chiqardi.
4711:日夜	日夜	日夜	gece gündüz	İşçiler yolu gece gündüz onardı.	mchana na usiku	Wafanyakazi walitengeneza barabara mchana na usiku.	gecə-gündüz	İşçilər yolu gecə-gündüz təmir etdilər.	kecha-kunduz	Ishchilar yo‘lni kecha-kunduz ta'mirlashdi.
4713:融合	融合	融合	kaynaşmak; birleştirmek	Geleneksel kültür ve modern tasarım bir araya geliyor.	kuunganika; kuchanganyika	Utamaduni wa jadi na usanifu wa kisasa vinaungana.	birləşmək; qarışmaq	Ənənəvi mədəniyyət və müasir dizayn birləşir.	uyg‘unlashmoq; qo‘shilmoq	An'anaviy madaniyat va zamonaviy dizayn uyg‘unlashadi.
4715:容量	容量	容量	kapasite	Bu sabit diskin kapasitesi çok büyük.	uwezo	Diski hii kuu ina uwezo mkubwa.	tutum; həcm	Bu sərt diskin tutumu çox böyükdür.	sig‘im	Bu qattiq diskning sig‘imi katta.
4716:融入	融入	融入	uyum sağlamak; içine katılmak	Yeni çalışan takıma hızla uyum sağladı.	kujiunga; kuzoea	Mfanyakazi mpya alijiunga na timu haraka.	inteqrasiya olmaq; uyğunlaşmaq	Yeni işçi komandaya tez uyğunlaşdı.	moslashmoq; qo‘shilmoq	Yangi xodim jamoaga tez moslashdi.
4718:柔软	柔软	柔软	yumuşak	Bu havlu çok yumuşak.	laini	Taulo hili ni laini sana.	yumşaq	Bu dəsmal çox yumşaqdır.	yumshoq	Bu sochiq juda yumshoq.
4719:入境	入境	入境	ülkeye giriş yapmak	Yolcular ülkeye girerken pasaport göstermelidir.	kuingia nchini	Wasafiri wanahitaji kuonyesha pasipoti wanapoingia nchini.	ölkəyə daxil olmaq	Sərnişinlər ölkəyə daxil olarkən pasport göstərməlidirlər.	mamlakatga kirish	Sayohatchilar mamlakatga kirayotganda pasport ko‘rsatishi kerak.
4720:入门	入门	入门	başlamak; giriş seviyesi	Bu kitap Çinceye başlamak için uygun.	kuanza; kiwango cha mwanzo	Kitabu hiki kinafaa kwa kuanza kujifunza Kichina.	başlamaq; başlanğıc səviyyəsi	Bu kitab Çin dilinə başlamaq üçün uyğundur.	boshlamoq; boshlang‘ich daraja	Bu kitob xitoy tilini boshlash uchun mos.
4721:入选	入选	入选	seçilmek	Eseri sergiye seçildi.	kuchaguliwa	Kazi yake ilichaguliwa kwa maonyesho.	seçilmək	Onun əsəri sərgiyə seçildi.	tanlanmoq	Uning asari ko‘rgazmaga tanlandi.
4723:撒	撒	撒	serpmek; saçmak	Aşçı çorbanın üstüne doğranmış yeşil soğan serpti.	kunyunyiza; kutawanya	Mpishi alinyunyiza vitunguu vya kijani vilivyokatwa juu ya supu.	səpmək; dağıtmaq	Aşpaz şorbanın üstünə doğranmış yaşıl soğan səpdi.	sepmoq; sochmoq	Oshpaz sho‘rva ustiga maydalangan ko‘k piyoz sepdi.
4724:塞	塞	塞	tıkmak; doldurmak	Giysileri valizin içine tıktı.	kusukuma ndani; kuziba	Alisukuma nguo ndani ya sanduku.	soxmaq; tıxamaq	O, paltarları çamadana soxdu.	tiqmoq; berkitmoq	U kiyimlarni chamadonga tiqdi.
4725:赛事	赛事	赛事	spor etkinliği; yarışma	Bu yarışma birçok izleyiciyi çekti.	tukio la michezo; mashindano	Mashindano haya yaliwavutia watazamaji wengi.	idman yarışı; tədbir	Bu yarış çoxlu tamaşaçı cəlb etdi.	sport musobaqasi; tadbir	Bu musobaqa ko‘p tomoshabinni jalb qildi.
4726:散	散	散	dağılmak; gevşemek	Kağıtlar yere saçıldı.	kutawanyika; kulegea	Karatasi zilitawanyika sakafuni.	dağılmaq; boşalmaq	Kağızlar bütün yerə dağıldı.	sochilmoq; bo‘shashmoq	Qog‘ozlar yerga sochilib ketdi.
4728:散	散	散	dağılmak; ayrılmak	Toplantı bittikten sonra herkes dağıldı.	kutawanyika; kuondoka	Baada ya mkutano kuisha, kila mtu alitawanyika.	dağılmaq; ayrılmaq	İclas bitəndən sonra hamı dağıldı.	tarqalmoq; ajralmoq	Yig‘ilish tugagach, hamma tarqaldi.
4732:扫描	扫描	扫描	taramak	Lütfen ödeme için QR kodunu tarayın.	kuchanganua; kuskani	Tafadhali changanua msimbo wa QR ili kulipa.	skan etmək	Ödəniş etmək üçün QR kodunu skan edin.	skanerlamoq	Iltimos, to‘lash uchun QR kodni skanerlang.
4735:鲨鱼	鲨鱼	鲨鱼	köpek balığı	Denizde bir köpek balığı var.	papa	Bahari ina papa mmoja.	köpəkbalığı	Dənizdə bir köpəkbalığı var.	akula	Dengizda bitta akula bor.
4737:山顶	山顶	山顶	dağ zirvesi	Sonunda dağın zirvesine çıktık.	kilele cha mlima	Hatimaye tulipanda hadi kilele cha mlima.	dağın zirvəsi	Nəhayət dağın zirvəsinə qalxdıq.	tog‘ cho‘qqisi	Nihoyat tog‘ cho‘qqisiga chiqdik.
4738:山峰	山峰	山峰	dağ zirvesi	Uzaktaki dağ zirvesi karla kaplı.	kilele cha mlima	Kilele cha mlima kilicho mbali kimefunikwa na theluji.	dağ zirvəsi	Uzaqdakı dağ zirvəsi qarla örtülüb.	tog‘ cho‘qqisi	Uzoqdagi tog‘ cho‘qqisi qor bilan qoplangan.
4739:山坡	山坡	山坡	yamaç	Koyunlar yamaçta ot yiyor.	mteremko wa mlima	Kondoo wanakula nyasi kwenye mteremko wa mlima.	yamac	Qoyunlar yamacda ot yeyir.	tog‘ yonbag‘ri	Qo‘ylar tog‘ yonbag‘rida o‘tlayapti.
4740:闪	闪	闪	parlamak; sıyrılmak	Gökyüzünde bir ışık parladı.	kumweka; kukwepa	Mwanga ulimweka angani.	parıldamaq; yayınmaq	Göydə bir işıq parladı.	chaqnamoq; chetlab o‘tmoq	Osmonda bir nur chaqnadi.
4742:扇	扇	扇	kapı veya pencere için adet ölçüsü	Bir pencere açtı.	kihesabio cha mlango au dirisha	Alifungua dirisha moja.	qapı və pəncərə üçün say sözü	O, bir pəncərə açdı.	eshik yoki deraza sanog‘i	U bitta derazani ochdi.
4744:伤口	伤口	伤口	yara	Yaranın pansumanı her gün değiştirilmeli.	jeraha	Jeraha linahitaji kufungwa upya kila siku.	yara	Yaranın sarğısı hər gün dəyişdirilməlidir.	jarohat	Jarohatga har kuni dori qo‘yish kerak.
4745:伤亡	伤亡	伤亡	can kaybı ve yaralılar	Kaza birçok kişinin yaralanmasına veya ölmesine yol açtı.	majeruhi na vifo	Ajali ilisababisha majeruhi na vifo kadhaa.	xəsarət alanlar və ölənlər	Qəza bir neçə nəfərin xəsarət almasına və ölməsinə səbəb oldu.	jarohatlanganlar va halok bo‘lganlar	Avariya bir necha kishining jarohatlanishi yoki halok bo‘lishiga sabab bo‘ldi.
4746:伤员	伤员	伤员	yaralı	Sağlık personeli yaralıları tedavi ediyor.	majeruhi	Wahudumu wa afya wanawatibu majeruhi.	yaralı şəxs	Tibb işçiləri yaralıları müalicə edirlər.	yaralangan odam	Tibbiyot xodimlari yaralanganlarni davolashyapti.
4750:上市	上市	上市	piyasaya çıkmak; halka açılmak	Bu yeni araba modeli gelecek ay piyasaya çıkacak.	kuingia sokoni; kuorodheshwa	Mfano huu mpya wa gari utaingia sokoni mwezi ujao.	bazara çıxmaq; birjada listinqə çıxmaq	Bu yeni avtomobil modeli gələn ay bazara çıxacaq.	bozorga chiqmoq; birjada ro‘yxatga olinmoq	Bu yangi avtomobil modeli keyingi oy bozorga chiqadi.
4751:上述	上述	上述	yukarıda belirtilen	Yukarıda belirtilen sorunlar en kısa sürede çözülmeli.	iliyotajwa hapo juu	Matatizo yaliyotajwa hapo juu yanahitaji kutatuliwa haraka.	yuxarıda qeyd olunan	Yuxarıda qeyd olunan problemlər tezliklə həll edilməlidir.	yuqorida aytilgan	Yuqorida aytilgan muammolar tezroq hal qilinishi kerak.
4752:上台	上台	上台	sahneye çıkmak; iktidara gelmek	Oyuncu sahneye çıkınca seyirciler alkışladı.	kupanda jukwaani; kuingia madarakani	Mwigizaji alipanda jukwaani, watazamaji walipiga makofi.	səhnəyə çıxmaq; hakimiyyətə gəlmək	Aktyor səhnəyə çıxandan sonra tamaşaçılar əl çaldılar.	sahnaga chiqmoq; hokimiyatga kelmoq	Aktyor sahnaga chiqqach, tomoshabinlar qarsak chaldi.
4753:上旬	上旬	上旬	ayın ilk on günü	Toplantı haziran ayının ilk on gününe planlandı.	siku kumi za mwanzo wa mwezi	Mkutano umepangwa kufanyika mwanzoni mwa Juni.	ayın ilk ongünlüyü	İclas iyunun ilk ongünlüyünə təyin edilib.	oyning birinchi o‘n kuni	Yig‘ilish iyun oyining boshlariga belgilangan.
4754:少儿	少儿	少儿	çocuklar; küçükler	Bu program çocukların izlemesi için uygun.	watoto	Kipindi hiki kinafaa watoto kutazama.	uşaqlar; azyaşlılar	Bu veriliş uşaqların baxması üçün uyğundur.	bolalar	Bu dastur bolalar ko‘rishi uchun mos.
4756:社	社	社	topluluk; kulüp	Okulun edebiyat kulübüne katıldı.	chama; klabu	Alijiunga na klabu ya fasihi ya shule.	cəmiyyət; klub	O, məktəbin ədəbiyyat klubuna qoşuldu.	jamiyat; klub	U maktabning adabiyot klubiga qo‘shildi.
4757:射	射	射	atış yapmak; vurmak	Sporcu hedefi vurdu.	kupiga shabaha	Mwanariadha alipiga shabaha.	atmaq; nişan almaq	İdmançı hədəfi vurdu.	otmoq; nishonga urmoq	Sportchi nishonni urdi.
4760:摄像	摄像	摄像	video çekmek	Personel video çekiyor.	kurekodi video	Wafanyakazi wanarekodi video.	video çəkmək	İşçilər video çəkirlər.	video yozmoq	Xodimlar video yozishyapti.
4762:摄像头	摄像头	摄像头	kamera	Girişe kamera takıldı.	kamera	Kamera imewekwa mlangoni.	kamera	Girişdə kamera quraşdırılıb.	kamera	Kirish joyiga kamera o‘rnatildi.
4763:身心	身心	身心	beden ve zihin	Egzersiz beden ve zihin sağlığına yararlıdır.	mwili na akili	Mazoezi yanafaa afya ya mwili na akili.	bədən və ruh	İdman bədən və ruh sağlamlığına faydalıdır.	tana va ruh	Mashq tana va ruh salomatligiga foydali.
4764:深夜	深夜	深夜	gece yarısı; geç saat	Gece geç saatte sokak çok sessiz.	usiku sana	Mtaa ni mtulivu sana usiku sana.	gecə yarısı; gecə vaxtı	Gecəyarısı küçə çox sakitdir.	tun yarmi; kechasi	Tunda ko‘cha juda tinch.
4765:神	神	神	tanrı; ruh	Eski insanlar dağlarda ruhlar olduğuna inanırdı.	mungu; roho	Watu wa zamani waliamini kuwa milimani kuna roho.	tanrı; ruh	Qədim insanlar dağlarda ruhların olduğuna inanırdılar.	xudo; ruh	Qadimgi odamlar tog‘larda ruhlar borligiga ishonishgan.
4770:生成	生成	生成	oluşturmak; üretmek	Sistem raporu otomatik olarak oluşturur.	kuzalisha; kutengeneza	Mfumo utazalisha ripoti kiotomatiki.	yaratmaq; generasiya etmək	Sistem hesabatı avtomatik yaradır.	yaratmoq; hosil qilmoq	Tizim hisobotni avtomatik yaratadi.
4772:生命力	生命力	生命力	yaşam gücü; canlılık	Bu bitkinin yaşam gücü çok güçlü.	nguvu ya uhai	Mmea huu una nguvu kubwa ya uhai.	həyat gücü; canlılıq	Bu bitkinin həyat gücü çox güclüdür.	hayotiy kuch; yashovchanlik	Bu o‘simlikning hayotiy kuchi juda kuchli.
4774:升学	升学	升学	üst okula geçmek	Birçok öğrenci üst okula geçmek için hazırlanıyor.	kujiunga na shule ya juu	Wanafunzi wengi wanajiandaa kujiunga na shule ya juu.	daha yuxarı məktəbə keçmək	Bir çox şagird daha yuxarı məktəbə keçməyə hazırlaşır.	yuqori bosqich maktabiga o‘tmoq	Ko‘p o‘quvchilar yuqori bosqichga o‘tishga tayyorlanmoqda.
4775:剩余	剩余	剩余	kalan	Kalan biletler artık çok değil.	iliyobaki	Tiketi zilizobaki si nyingi tena.	qalan	Qalan biletlər artıq çox deyil.	qolgan	Qolgan chiptalar ko‘p emas.
4776:诗词	诗词	诗词	klasik şiir	Dedesi eski klasik şiirleri okumayı sever.	ushairi wa kale	Babu hupenda kusoma mashairi ya kale.	klassik şeir	Baba qədim klassik şeirləri oxumağı sevir.	mumtoz she'riyat	Bobosi qadimgi mumtoz she'rlarni o‘qishni yaxshi ko‘radi.
4777:湿度	湿度	湿度	nem	Bugün havadaki nem çok yüksek.	unyevu	Unyevu wa hewa leo ni mkubwa.	rütubət	Bu gün havanın rütubəti çox yüksəkdir.	namlik	Bugun havoning namligi juda yuqori.
4778:师父	师父	师父	usta; hoca	Marangozluğu ustasından öğrendi.	fundi mkuu; mwalimu stadi	Alijifunza useremala kutoka kwa fundi wake.	usta; müəllim	O, dülgərliyi ustasından öyrəndi.	usta; murabbiy	U duradgorlikni ustasidan o‘rgandi.
4779:诗歌	诗歌	诗歌	şiir; manzume	Bu şiir memleket özlemini ifade ediyor.	ushairi; shairi	Shairi hili linaonyesha hamu ya nyumbani.	şeir; poeziya	Bu şeir vətən həsrətini ifadə edir.	she'r; she'riyat	Bu she'r vatan sog‘inchini ifodalaydi.
4781:识	识	识	bilmek; tanımak	Çok fazla yazı karakteri bilmiyor.	kujua; kutambua	Hajui herufi nyingi za maandishi.	bilmək; tanımaq	O, çox yazı işarəsi bilmir.	bilmoq; tanimoq	U ko‘p yozuv belgilarini bilmaydi.
4789:实时	实时	实时	gerçek zamanlı	Sistem verileri gerçek zamanlı güncelliyor.	wakati halisi	Mfumo unasasisha data kwa wakati halisi.	real vaxt	Sistem məlumatları real vaxtda yeniləyir.	real vaqt	Tizim ma'lumotlarni real vaqtda yangilaydi.
4790:时速	时速	时速	saatlik hız	Bu arabanın hızı saatte yüz kilometreyi aşıyor.	kasi kwa saa	Kasi ya gari hili inazidi kilomita mia moja kwa saa.	saatlıq sürət	Bu maşının sürəti saatda yüz kilometrdən çoxdur.	soatiga tezlik	Bu mashinaning tezligi soatiga yuz kilometrdan oshadi.
4792:食欲	食欲	食欲	iştah	Hastalandıktan sonra iştahı yoktu.	hamu ya kula	Baada ya kuugua, hakuwa na hamu ya kula.	iştaha	Xəstələndikdən sonra iştahası yox idi.	ishtaha	Kasallangandan keyin uning ishtahasi yo‘q edi.
4795:使劲	使劲	使劲	güç kullanmak; zorlamak	Lütfen kapıyı kuvvetlice itip açın.	kutumia nguvu	Tafadhali sukuma mlango kwa nguvu uufungue.	güc vermək; zorla itələmək	Zəhmət olmasa qapını güclə itələyib açın.	kuch ishlatmoq	Iltimos, eshikni kuch bilan itarib oching.
4797:适度	适度	适度	ölçülü; uygun derece	Ölçülü egzersiz sağlığa yardımcı olur.	wastani; kiwango kinachofaa	Mazoezi ya wastani husaidia afya.	mülayim; uyğun dərəcə	Mülayim idman sağlamlığa kömək edir.	me'yorida; munosib daraja	Me'yorida mashq sog‘liqqa yordam beradi.
4800:事后	事后	事后	sonrasında	Sonrasında nedenini açıkladı.	baadaye	Baadaye, alieleza sababu.	sonradan	Sonradan səbəbini izah etdi.	keyin; voqeadan so‘ng	Keyin u sababini tushuntirdi.
4801:视觉	视觉	视觉	görsel; görme duyusu	Bu filmin görsel efektleri çok iyi.	uoni; hisia ya kuona	Filamu hii ina athari nzuri sana za kuona.	görmə; vizual duyğu	Bu filmin vizual effektləri çox yaxşıdır.	ko‘rish; vizual sezgi	Bu filmning vizual effektlari juda yaxshi.
4809:收购	收购	收购	satın almak; devralmak	Bu şirket küçük bir işletmeyi satın aldı.	kununua; kumiliki	Kampuni hii ilinunua biashara ndogo.	satın almaq; əldə etmək	Bu şirkət kiçik bir müəssisəni satın aldı.	sotib olmoq; egallamoq	Bu kompaniya kichik bir korxonani sotib oldi.
4810:收取	收取	收取	tahsil etmek; ücret almak	Okul kayıt ücreti almıyor.	kukusanya; kutoza	Shule haitozi ada ya usajili.	toplamaq; ödəniş almaq	Məktəb qeydiyyat haqqı almır.	yig‘moq; haq undirmoq	Maktab ro‘yxatdan o‘tish to‘lovini olmaydi.
4812:手臂	手臂	手臂	kol	Kolu yaralandı.	mkono	Mkono wake ulijeruhiwa.	qol	Onun qolu yaralandı.	qo‘l; bilak	Uning qo‘li jarohatlandi.
4817:受灾	受灾	受灾	afetten zarar görmek	Afet bölgesinin malzeme yardımına ihtiyacı var.	kuathiriwa na maafa	Eneo lililoathiriwa na maafa linahitaji msaada wa vifaa.	fəlakətdən zərər çəkmək	Fəlakətdən zərər çəkən bölgəyə maddi yardım lazımdır.	ofatdan zarar ko‘rmoq	Ofatdan zarar ko‘rgan hudud moddiy yordamga muhtoj.
4818:输出	输出	输出	çıktı vermek; dışa aktarmak	Bilgisayar veri çıktısı veriyor.	kutoa; kuhamisha nje	Kompyuta inatoa data.	çıxış vermək; ixrac etmək	Kompüter məlumat çıxarır.	chiqarmoq; eksport qilmoq	Kompyuter ma'lumot chiqarmoqda.
4819:书画	书画	书画	hat ve resim	Sergi salonunda birçok hat ve resim eseri var.	kaligrafia na uchoraji	Ukumbi wa maonyesho una kazi nyingi za kaligrafia na uchoraji.	xəttatlıq və rəsm	Sərgi zalında çoxlu xəttatlıq və rəsm əsəri var.	xattotlik va rasm	Ko‘rgazma zalida ko‘p xattotlik va rasm asarlari bor.
4822:输送	输送	输送	taşımak; iletmek	Boru hattı suyu köye taşıyor.	kusafirisha; kufikisha	Bomba linasafirisha maji hadi kijijini.	daşımaq; ötürmək	Boru xətti suyu kəndə daşıyır.	tashimoq; yetkazmoq	Quvur suvni qishloqqa yetkazadi.
4823:书写	书写	书写	yazmak	Lütfen cevapları dikkatlice yazın.	kuandika	Tafadhali andika majibu kwa makini.	yazmaq	Zəhmət olmasa cavabları diqqətlə yazın.	yozmoq	Iltimos, javoblarni diqqat bilan yozing.
4824:属	属	属	ait olmak	Bu kitap okula aittir.	kuwa mali ya	Kitabu hiki ni mali ya shule.	aid olmaq	Bu kitab məktəbə məxsusdur.	tegishli bo‘lmoq	Bu kitob maktabga tegishli.
4825:薯片	薯片	薯片	patates cipsi	Çocuklar patates cipsi yemeyi sever.	chipsi za viazi	Watoto wanapenda kula chipsi za viazi.	kartof çipsi	Uşaqlar kartof çipsi yeməyi sevir.	kartoshka chipslari	Bolalar kartoshka chipslarini yeyishni yaxshi ko‘radi.
4828:数目	数目	数目	sayı; miktar	Kayıt sayısı geçen yıldan fazla.	idadi; kiasi	Idadi ya waliojiandikisha ni kubwa kuliko mwaka jana.	say; miqdar	Qeydiyyat sayı keçən ildən çoxdur.	son; miqdor	Ro‘yxatdan o‘tganlar soni o‘tgan yilgidan ko‘p.
4829:数字化	数字化	数字化	dijitalleştirmek	Hastane tıbbi kayıtların dijitalleştirilmesini ilerletiyor.	kuweka kidijitali	Hospitali inaendeleza uwekaji wa rekodi za matibabu kidijitali.	rəqəmsallaşdırmaq	Xəstəxana tibbi qeydlərin rəqəmsallaşdırılmasını irəli aparır.	raqamlashtirmoq	Shifoxona tibbiy yozuvlarni raqamlashtirishni ilgari surmoqda.
4832:率先	率先	率先	öncülük etmek	Bu şirket yeni ürünü piyasaya sürmede öncülük etti.	kuongoza; kuwa wa kwanza	Kampuni hii ilikuwa ya kwanza kuzindua bidhaa mpya.	öncül olmaq	Bu şirkət yeni məhsulu təqdim etməkdə öncül oldu.	birinchi bo‘lib qilmoq; yetakchilik qilmoq	Bu kompaniya yangi mahsulotni birinchi bo‘lib chiqardi.
