hsk_key	source_word	simplified	gloss	example_zh	example_pinyin	example_en
4795:使劲	使劲	使劲	to exert force	请使劲把门推开。	Qǐng shǐjìn bǎ mén tuī kāi.	Please push the door open hard.
4797:适度	适度	适度	moderate; proper degree	适度运动有助于健康。	Shìdù yùn dòng yǒu zhù yú jiàn kāng.	Moderate exercise helps health.
4800:事后	事后	事后	afterwards	事后他解释了原因。	Shìhòu tā jiě shì le yuán yīn.	Afterwards, he explained the reason.
4801:视觉	视觉	视觉	vision; visual sense	这部电影的视觉效果很好。	Zhè bù diàn yǐng de shìjué xiào guǒ hěn hǎo.	This film has very good visual effects.
4809:收购	收购	收购	to acquire; purchase	这家公司收购了一家小企业。	Zhè jiā gōng sī shōugòu le yì jiā xiǎo qǐ yè.	This company acquired a small business.
4810:收取	收取	收取	to collect; charge	学校不收取报名费。	Xué xiào bù shōuqǔ bào míng fèi.	The school does not charge a registration fee.
4812:手臂	手臂	手臂	arm	他的手臂受伤了。	Tā de shǒubì shòu shāng le.	His arm was injured.
4817:受灾	受灾	受灾	to be hit by a disaster	受灾地区需要物资援助。	Shòuzāi dì qū xū yào wù zī yuán zhù.	The disaster-hit area needs material aid.
4818:输出	输出	输出	to output; export	电脑正在输出数据。	Diàn nǎo zhèng zài shūchū shù jù.	The computer is outputting data.
4819:书画	书画	书画	calligraphy and painting	展厅里有很多书画作品。	Zhǎn tīng lǐ yǒu hěn duō shūhuà zuò pǐn.	There are many calligraphy and painting works in the exhibition hall.
4822:输送	输送	输送	to transport; convey	管道把水输送到村里。	Guǎn dào bǎ shuǐ shūsòng dào cūn lǐ.	The pipeline transports water to the village.
4823:书写	书写	书写	to write	请认真书写答案。	Qǐng rèn zhēn shūxiě dá'àn.	Please write the answers carefully.
4824:属	属	属	to belong to	这本书属学校所有。	Zhè běn shū shǔ xué xiào suǒ yǒu.	This book belongs to the school.
4825:薯片	薯片	薯片	potato chips	孩子们喜欢吃薯片。	Hái zi men xǐ huan chī shǔpiàn.	The children like eating potato chips.
4828:数目	数目	数目	number; amount	报名的数目比去年多。	Bào míng de shùmù bǐ qù nián duō.	The number of registrations is higher than last year.
4829:数字化	数字化	数字化	to digitize	医院正在推进病历数字化。	Yī yuàn zhèng zài tuī jìn bìng lì shùzìhuà.	The hospital is promoting digitization of medical records.
4832:率先	率先	率先	to take the lead	这家公司率先推出新产品。	Zhè jiā gōng sī shuàixiān tuī chū xīn chǎn pǐn.	This company took the lead in launching a new product.
4833:水稻	水稻	水稻	paddy rice	南方广泛种植水稻。	Nán fāng guǎng fàn zhòng zhí shuǐdào.	Paddy rice is widely grown in the south.
4834:水库	水库	水库	reservoir	水库里的水位上升了。	Shuǐkù lǐ de shuǐ wèi shàng shēng le.	The water level in the reservoir has risen.
4835:水流	水流	水流	water current	雨后水流变急了。	Yǔ hòu shuǐliú biàn jí le.	The water current became faster after the rain.
4836:水面	水面	水面	water surface	月光照在水面上。	Yuè guāng zhào zài shuǐmiàn shang.	Moonlight shines on the water surface.
4839:思路	思路	思路	line of thought	他的思路很清楚。	Tā de sīlù hěn qīng chu.	His line of thought is very clear.
4842:松	松	松	loose; to loosen	鞋带松了。	Xié dài sōng le.	The shoelace came loose.
4844:搜集	搜集	搜集	to collect; gather	她搜集了很多资料。	Tā sōují le hěn duō zī liào.	She collected a lot of materials.
4847:算了	算了	算了	forget it; let it go	太晚了，今天就算了。	Tài wǎn le, jīn tiān jiù suànle.	It is too late; let's leave it for today.
4848:算是	算是	算是	to count as; be regarded as	这次经历算是一次教训。	Zhè cì jīng lì suànshì yí cì jiào xun.	This experience can be regarded as a lesson.
4849:虽	虽	虽	although	虽下着雨，比赛仍然继续。	Suī xià zhe yǔ, bǐ sài réng rán jì xù.	Although it was raining, the match still continued.
4850:岁数	岁数	岁数	age	他岁数大了，但身体很好。	Tā suìshu dà le, dàn shēn tǐ hěn hǎo.	He is older now, but he is in good health.
4853:损伤	损伤	损伤	to damage; injury	长时间看屏幕会损伤眼睛。	Cháng shí jiān kàn píng mù huì sǔnshāng yǎn jing.	Looking at a screen for a long time can damage the eyes.
4858:台球	台球	台球	billiards	他们周末去打台球。	Tā men zhōu mò qù dǎ táiqiú.	They go to play billiards on weekends.
4860:太阳能	太阳能	太阳能	solar energy	屋顶上安装了太阳能板。	Wū dǐng shang ān zhuāng le tàiyángnéng bǎn.	Solar panels were installed on the roof.
4861:谈论	谈论	谈论	to discuss	大家正在谈论旅行计划。	Dà jiā zhèng zài tánlùn lǚ xíng jì huà.	Everyone is discussing the travel plan.
4866:汤圆	汤圆	汤圆	tangyuan; glutinous rice balls	元宵节我们吃汤圆。	Yuán xiāo Jié wǒ men chī tāngyuán.	We eat tangyuan during the Lantern Festival.
4867:糖果	糖果	糖果	candy	孩子把糖果分给朋友。	Hái zi bǎ tángguǒ fēn gěi péng you.	The child shared the candy with friends.
4871:逃跑	逃跑	逃跑	to run away	小偷看到警察就逃跑了。	Xiǎo tōu kàn dào jǐng chá jiù táopǎo le.	The thief ran away when he saw the police.
4874:套餐	套餐	套餐	set meal	这个套餐包括饮料。	Zhè ge tàocān bāo kuò yǐn liào.	This set meal includes a drink.
4875:特	特	特	especially; very	这家店的面条特好吃。	Zhè jiā diàn de miàn tiáo tè hǎo chī.	The noodles at this restaurant are especially tasty.
4877:特地	特地	特地	specially; on purpose	他特地来机场接我。	Tā tèdì lái jī chǎng jiē wǒ.	He came to the airport specially to pick me up.
4879:特性	特性	特性	feature; property	这种材料有防水特性。	Zhè zhǒng cái liào yǒu fáng shuǐ tèxìng.	This material has waterproof properties.
4882:提取	提取	提取	to extract; withdraw	他从报告中提取了关键数据。	Tā cóng bào gào zhōng tíqǔ le guān jiàn shù jù.	He extracted key data from the report.
4884:体操	体操	体操	gymnastics	她从小练体操。	Tā cóng xiǎo liàn tǐcāo.	She has practiced gymnastics since childhood.
4887:添	添	添	to add	请给我添一点水。	Qǐng gěi wǒ tiān yì diǎn shuǐ.	Please add a little water for me.
4889:添加	添加	添加	to add	软件添加了新功能。	Ruǎn jiàn tiānjiā le xīn gōng néng.	The software added new features.
4890:天然	天然	天然	natural	这里有天然温泉。	Zhè lǐ yǒu tiānrán wēn quán.	There are natural hot springs here.
4893:天下	天下	天下	the world; all under heaven	天下没有免费的午餐。	Tiānxià méi yǒu miǎn fèi de wǔ cān.	There is no free lunch in the world.
4895:田	田	田	field	爷爷在田里种菜。	Yé ye zài tián lǐ zhòng cài.	Grandpa grows vegetables in the field.
4898:跳水	跳水	跳水	diving	中国队在跳水项目上很强。	Zhōng guó duì zài tiàoshuǐ xiàng mù shang hěn qiáng.	The Chinese team is strong in diving events.
4899:贴近	贴近	贴近	to be close to	这部电影很贴近生活。	Zhè bù diàn yǐng hěn tiējìn shēng huó.	This film is very close to real life.
4900:听话	听话	听话	obedient	这个孩子很听话。	Zhè ge hái zi hěn tīnghuà.	This child is very obedient.
4901:听觉	听觉	听觉	hearing	听觉受损会影响交流。	Tīngjué shòu sǔn huì yǐng xiǎng jiāo liú.	Damaged hearing can affect communication.
4902:听取	听取	听取	to listen to; hear out	领导认真听取了大家的意见。	Lǐng dǎo rèn zhēn tīngqǔ le dà jiā de yì jiàn.	The leader carefully listened to everyone's opinions.
4903:通道	通道	通道	passage; channel	请保持安全通道畅通。	Qǐng bǎo chí ān quán tōngdào chàng tōng.	Please keep the safety passage clear.
4904:通风	通风	通风	to ventilate	房间需要经常通风。	Fáng jiān xū yào jīng cháng tōngfēng.	The room needs to be ventilated often.
4905:通话	通话	通话	to talk by phone	他们每天晚上通话。	Tā men měi tiān wǎn shang tōnghuà.	They talk by phone every evening.
4906:通信	通信	通信	communication; telecommunications	卫星可以用于通信。	Wèi xīng kě yǐ yòng yú tōngxìn.	Satellites can be used for communication.
4910:同伴	同伴	同伴	companion	他和同伴一起完成任务。	Tā hé tóngbàn yì qǐ wán chéng rèn wù.	He completed the task together with his companion.
4911:同行	同行	同行	same trade; colleague in the same field	他们是同行，经常交流经验。	Tā men shì tóngháng, jīng cháng jiāo liú jīng yàn.	They are in the same field and often exchange experience.
4913:同类	同类	同类	same kind; similar type	同类产品价格差别很大。	Tónglèi chǎn pǐn jià gé chā bié hěn dà.	Prices differ greatly among similar products.
4914:铜牌	铜牌	铜牌	bronze medal	他在比赛中获得铜牌。	Tā zài bǐ sài zhōng huò dé tóngpái.	He won a bronze medal in the competition.
4917:偷偷	偷偷	偷偷	secretly	他偷偷把礼物放在桌上。	Tā tōutōu bǎ lǐ wù fàng zài zhuō shang.	He secretly put the gift on the table.
4918:头脑	头脑	头脑	mind; brains	他头脑冷静。	Tā tóunǎo lěng jìng.	He has a calm mind.
4922:透	透	透	through; thoroughly	这件衣服被雨淋透了。	Zhè jiàn yī fu bèi yǔ lín tòu le.	This piece of clothing was soaked through by the rain.
4923:透过	透过	透过	to pass through; look through	阳光透过窗帘照进来。	Yáng guāng tòuguò chuāng lián zhào jìn lái.	Sunlight shines in through the curtain.
4926:突发	突发	突发	to occur suddenly	事故突发，大家马上撤离。	Shì gù tūfā, dà jiā mǎ shàng chè lí.	The accident occurred suddenly, and everyone evacuated at once.
4929:图表	图表	图表	chart; graph	报告里有清楚的图表。	Bào gào lǐ yǒu qīng chu de túbiǎo.	The report contains clear charts.
4932:图像	图像	图像	image	屏幕上的图像很清晰。	Píng mù shang de túxiàng hěn qīng xī.	The image on the screen is very clear.
4941:推行	推行	推行	to implement; carry out	政府推行垃圾分类。	Zhèng fǔ tuīxíng lā jī fēn lèi.	The government is implementing waste sorting.
4942:退税	退税	退税	tax refund	游客可以在机场办理退税。	Yóu kè kě yǐ zài jī chǎng bàn lǐ tuìshuì.	Tourists can handle tax refunds at the airport.
4943:吞	吞	吞	to swallow	他把药片吞了下去。	Tā bǎ yào piàn tūn le xià qù.	He swallowed the pill.
4944:拖	拖	拖	to drag; delay	他拖着箱子走进酒店。	Tā tuō zhe xiāng zi zǒu jìn jiǔ diàn.	He dragged the suitcase into the hotel.
4947:挖	挖	挖	to dig	工人在路边挖了一条沟。	Gōng rén zài lù biān wā le yì tiáo gōu.	The workers dug a ditch by the road.
4954:外科	外科	外科	surgery department	他在医院外科工作。	Tā zài yī yuàn wàikē gōng zuò.	He works in the surgery department of a hospital.
4955:外来	外来	外来	external; incoming	外来游客给小镇带来收入。	Wàilái yóu kè gěi xiǎo zhèn dài lái shōu rù.	Incoming tourists bring income to the town.
4956:外甥	外甥	外甥	nephew; sister's son	我的外甥今年上小学。	Wǒ de wàisheng jīn nián shàng xiǎo xué.	My nephew is starting primary school this year.
4957:弯曲	弯曲	弯曲	curved; winding	这条小路很弯曲。	Zhè tiáo xiǎo lù hěn wānqū.	This small road is very winding.
4959:万物	万物	万物	all things	春天来了，万物复苏。	Chūn tiān lái le, wànwù fù sū.	Spring has come, and all things revive.
4961:网	网	网	net; web	渔民把网收了起来。	Yú mín bǎ wǎng shōu le qǐ lái.	The fisherman gathered up the net.
4962:往后	往后	往后	later; afterward	往后我们要更加小心。	Wǎnghòu wǒ men yào gèng jiā xiǎo xīn.	From now on, we need to be more careful.
4963:往来	往来	往来	to have contact; come and go	两家公司往来多年。	Liǎng jiā gōng sī wǎnglái duō nián.	The two companies have had contact for many years.
4964:往年	往年	往年	past years	往年这里冬天很冷。	Wǎngnián zhè lǐ dōng tiān hěn lěng.	In past years, winter here was very cold.
4965:望	望	望	to look; hope	他站在窗前望着远方。	Tā zhàn zài chuāng qián wàng zhe yuǎn fāng.	He stood by the window looking into the distance.
4967:微小	微小	微小	tiny; very small	这个微小的变化很重要。	Zhè ge wēixiǎo de biàn huà hěn zhòng yào.	This tiny change is very important.
4968:违规	违规	违规	to violate rules	司机违规停车被罚款。	Sī jī wéiguī tíng chē bèi fá kuǎn.	The driver was fined for parking in violation of the rules.
4971:围棋	围棋	围棋	Go; weiqi	他每周学习围棋。	Tā měi zhōu xué xí wéiqí.	He studies Go every week.
4974:为止	为止	为止	until; up to	活动到下午五点为止。	Huó dòng dào xià wǔ wǔ diǎn wéizhǐ.	The event lasts until five in the afternoon.
4977:未	未	未	not yet	问题未得到解决。	Wèn tí wèi dé dào jiě jué.	The problem has not yet been solved.
4979:未成年人	未成年人	未成年人	minor; underage person	未成年人需要家长保护。	Wèichéngniánrén xū yào jiā zhǎng bǎo hù.	Minors need protection from guardians.
4980:为此	为此	为此	therefore; for this reason	为此，我们制定了新的计划。	Wèicǐ, wǒ men zhì dìng le xīn de jì huà.	For this reason, we made a new plan.
4981:为何	为何	为何	why	你为何这么着急？	Nǐ wèihé zhè me zháo jí?	Why are you in such a hurry?
4982:味觉	味觉	味觉	sense of taste	感冒会影响味觉。	Gǎn mào huì yǐng xiǎng wèijué.	A cold can affect the sense of taste.
4986:文档	文档	文档	document	请把文档发给我。	Qǐng bǎ wéndàng fā gěi wǒ.	Please send me the document.
4988:文科	文科	文科	humanities; liberal arts	她大学读文科。	Tā dà xué dú wénkē.	She studied humanities at university.
4990:闻名	闻名	闻名	to be well known	这座城市以美食闻名。	Zhè zuò chéng shì yǐ měi shí wénmíng.	This city is well known for its food.
4994:乌龟	乌龟	乌龟	turtle; tortoise	池塘里有一只乌龟。	Chí táng lǐ yǒu yì zhī wūguī.	There is a turtle in the pond.
4995:污水	污水	污水	sewage; wastewater	工厂不能随意排放污水。	Gōng chǎng bù néng suí yì pái fàng wūshuǐ.	Factories must not discharge wastewater at will.
4997:无疑	无疑	无疑	undoubtedly	这个决定无疑是正确的。	Zhè ge jué dìng wúyí shì zhèng què de.	This decision is undoubtedly correct.
4999:误	误	误	to miss; delay by mistake	请不要误了火车。	Qǐng bù yào wù le huǒ chē.	Please do not miss the train.
