hsk_key	source_word	simplified	KA	example_KA	HY	example_HY
4680:全程	全程	全程	მთელი პროცესი; სრული გზა	მთელი შეჯიბრი პირდაპირ ეთერში გადაიცემა.	ամբողջ ընթացք; ամբողջ ճանապարհ	Ամբողջ մրցույթը ուղիղ եթերով է հեռարձակվում։
4682:券	券	券	კუპონი; ვაუჩერი	ერთი კინოს ვაუჩერი მაქვს.	կտրոն; վաուչեր	Ես կինոյի մեկ կտրոն ունեմ։
4686:燃料	燃料	燃料	საწვავი	ეს მანქანა სუფთა საწვავს იყენებს.	վառելիք	Այս մեքենան մաքուր վառելիք է օգտագործում։
4688:热点	热点	热点	აქტუალური თემა; ცხელი წერტილი	გარემოს დაცვა დღევანდელი განხილვის აქტუალური თემაა.	թեժ թեմա; կենտրոնական կետ	Բնապահպանությունը այսօրվա քննարկման թեժ թեման է։
4689:热度	热度	热度	პოპულარობა; ინტერესი	ამ სერიალს დიდი პოპულარობა აქვს.	ժողովրդականություն; հետաքրքրության աստիճան	Այս սերիալը շատ սիրված է։
4691:热水器	热水器	热水器	წყლის გამაცხელებელი	აბაზანაში წყლის გამაცხელებელი გაფუჭდა.	ջրատաքացուցիչ	Լոգարանի ջրատաքացուցիչը փչացել է։
4692:热线	热线	热线	ცხელი ხაზი	მომხმარებელთა ცხელი ხაზი ოცდაოთხი საათის განმავლობაში მუშაობს.	թեժ գիծ	Հաճախորդների սպասարկման թեժ գիծը բաց է քսանչորս ժամ։
4693:热议	热议	热议	ცხარე განხილვა; აქტიურად განხილვა	ამ ამბავმა ინტერნეტში ცხარე განხილვა გამოიწვია.	բուռն քննարկել	Այս դեպքը համացանցում բուռն քննարկում առաջացրեց։
4694:人工智能	人工智能	人工智能	ხელოვნური ინტელექტი	ხელოვნური ინტელექტი ბევრ დარგს ცვლის.	արհեստական բանականություն	Արհեստական բանականությունը փոխում է շատ ոլորտներ։
4696:人均	人均	人均	ერთ სულ მოსახლეზე; ერთ ადამიანზე	ამ ქალაქში ერთ სულ მოსახლეზე შემოსავალი გაიზარდა.	մեկ շնչի հաշվով; մեկ մարդու համար	Այս քաղաքում մեկ շնչի հաշվով եկամուտն աճել է։
4697:人山人海	人山人海	人山人海	ხალხის ზღვა; უზარმაზარი ბრბო	დღესასწაულზე მოედანი ხალხით იყო სავსე.	մարդկանց հսկայական բազմություն	Տոնի հրապարակը լի էր մարդկանցով։
4701:人行道	人行道	人行道	ტროტუარი	ქვეითებმა ტროტუარზე უნდა იარონ.	մայթ	Հետիոտները պետք է մայթով քայլեն։
4703:认错	认错	认错	შეცდომის აღიარება; ბოდიშის მოხდა	მან თავად აღიარა შეცდომა და ბოდიში მოიხადა.	սխալն ընդունել; ներողություն խնդրել	Նա ինքն ընդունեց սխալը և ներողություն խնդրեց։
4706:认同	认同	认同	დათანხმება; გაზიარება	შენს მოსაზრებას ვეთანხმები.	համաձայնվել; ընդունել	Ես համաձայն եմ քո տեսակետի հետ։
4707:认知	认知	认知	შეცნობა; გაგება	ეს საკითხი თავიდან უნდა გავიაზროთ.	ճանաչել; ընկալել	Մենք պետք է այս հարցը նորից ընկալենք։
4709:日后	日后	日后	მომავალში; შემდგომ	მომავალში შესაძლებლობა თუ იქნება, ისევ შევხვდეთ.	ապագայում; հետո	Ապագայում առիթ լինի, նորից կհանդիպենք։
4710:日前	日前	日前	რამდენიმე დღის წინ; ახლახან	კომპანიამ რამდენიმე დღის წინ შეტყობინება გამოაქვეყნა.	օրեր առաջ; վերջերս	Ընկերությունը օրեր առաջ ծանուցում հրապարակեց։
4711:日夜	日夜	日夜	დღე და ღამე	მუშები გზას დღე და ღამე არემონტებდნენ.	օր ու գիշեր	Աշխատողները օր ու գիշեր վերանորոգում էին ճանապարհը։
4713:融合	融合	融合	შერწყმა; შერევა	ტრადიციული კულტურა და თანამედროვე დიზაინი ერთმანეთს ერწყმის.	միաձուլվել; համադրվել	Ավանդական մշակույթը և ժամանակակից դիզայնը միաձուլվել են։
4715:容量	容量	容量	მოცულობა; ტევადობა	ამ მყარ დისკს დიდი ტევადობა აქვს.	տարողություն	Այս կոշտ սկավառակը մեծ տարողություն ունի։
4716:融入	融入	融入	შერწყმა; გუნდში შესვლა	ახალი თანამშრომელი გუნდში სწრაფად ჩაერთო.	ինտեգրվել; ձուլվել	Նոր աշխատակիցը արագ ինտեգրվեց թիմին։
4718:柔软	柔软	柔软	რბილი	ეს პირსახოცი ძალიან რბილია.	փափուկ	Այս սրբիչը շատ փափուկ է։
4719:入境	入境	入境	ქვეყანაში შესვლა	მგზავრებმა ქვეყანაში შესვლისას პასპორტი უნდა აჩვენონ.	երկիր մուտք գործել	Ճանապարհորդները երկիր մտնելիս պետք է անձնագիր ցույց տան։
4720:入门	入门	入门	დაწყება; საწყისი დონე	ეს წიგნი ჩინურის შესწავლის დასაწყებად გამოდგება.	սկսնակ մակարդակ; սկսել	Այս գիրքը հարմար է չինարեն սկսելու համար։
4721:入选	入选	入选	შერჩევა; არჩევა	მისი ნამუშევარი გამოფენაზე შეარჩიეს.	ընտրվել	Նրա աշխատանքը ընտրվեց ցուցահանդեսի համար։
4723:撒	撒	撒	მოყრა; გაფანტვა	მზარეულმა სუპს დაჭრილი მწვანე ხახვი მოაყარა.	շաղ տալ; ցանել	Խոհարարը ապուրի վրա մանր կտրած կանաչ սոխ շաղ տվեց։
4724:塞	塞	塞	ჩატენა; დახშობა	მან ტანსაცმელი ჩემოდანში ჩატენა.	խցկել; խցանել	Նա հագուստը խցկեց ճամպրուկի մեջ։
4725:赛事	赛事	赛事	შეჯიბრი; სპორტული ღონისძიება	ამ შეჯიბრმა ბევრი მაყურებელი მიიზიდა.	մարզական միջոցառում; մրցույթ	Այս մրցույթը շատ հանդիսատես գրավեց։
4726:散	散	散	გაფანტვა; დაშლა	ქაღალდები მთელ იატაკზე გაიფანტა.	ցրվել; բացվել	Թղթերը ցրվեցին ամբողջ հատակով մեկ։
4728:散	散	散	დაშლა; გაფანტვა	შეხვედრის შემდეგ ყველა დაიშალა.	ցրվել; բաժանվել	Ժողովից հետո բոլորը ցրվեցին։
4732:扫描	扫描	扫描	სკანირება	გთხოვ, გადასახდელად კვადრატული კოდი დაასკანერო.	սկանավորել	Խնդրում եմ վճարելու համար սկանավորիր քառակուսի կոդը։
4735:鲨鱼	鲨鱼	鲨鱼	ზვიგენი	ზღვაში ერთი ზვიგენია.	շնաձուկ	Ծովում մի շնաձուկ կա։
4737:山顶	山顶	山顶	მთის მწვერვალი	ბოლოს მთის მწვერვალზე ავედით.	լեռան գագաթ	Մենք վերջապես բարձրացանք լեռան գագաթը։
4738:山峰	山峰	山峰	მწვერვალი	შორეული მწვერვალი თოვლით არის დაფარული.	լեռնագագաթ	Հեռավոր լեռնագագաթը ձյունով է ծածկված։
4739:山坡	山坡	山坡	მთის ფერდობი	ცხვრები ფერდობზე ბალახს ძოვენ.	լանջ	Ոչխարները լանջին խոտ են արածում։
4740:闪	闪	闪	გაელვება; არიდება	ცაში სინათლემ გაიელვა.	փայլատակել; խուսափել	Երկնքում լույս փայլատակեց։
4742:扇	扇	扇	კარის ან ფანჯრის სათვლელი სიტყვა	მან ერთი ფანჯარა გააღო.	դռան կամ պատուհանի հաշվիչ բառ	Նա մի պատուհան բացեց։
4744:伤口	伤口	伤口	ჭრილობა	ჭრილობას ყოველდღე სახვევის გამოცვლა სჭირდება.	վերք	Վերքը պետք է ամեն օր մշակել։
4745:伤亡	伤亡	伤亡	მსხვერპლი; დაშავებულები და დაღუპულები	ავარიამ რამდენიმე ადამიანის დაშავება და დაღუპვა გამოიწვია.	զոհեր ու վիրավորներ	Վթարը մի քանի զոհ ու վիրավոր ունեցավ։
4746:伤员	伤员	伤员	დაჭრილი; დაშავებული	მედპერსონალი დაშავებულებს მკურნალობს.	վիրավոր	Բուժանձնակազմը բուժում է վիրավորներին։
4750:上市	上市	上市	ბაზარზე გამოსვლა; საჯარო კომპანიად გახდომა	ეს ახალი მანქანის მოდელი მომავალ თვეში გამოვა ბაზარზე.	շուկա դուրս գալ; բորսայում ցուցակվել	Այս նոր մեքենայի մոդելը հաջորդ ամիս շուկա դուրս կգա։
4751:上述	上述	上述	ზემოხსენებული	ზემოხსენებული პრობლემები სწრაფად უნდა მოგვარდეს.	վերը նշված	Վերը նշված խնդիրները պետք է արագ լուծվեն։
4752:上台	上台	上台	სცენაზე გასვლა; ხელისუფლებაში მოსვლა	მსახიობი სცენაზე რომ ავიდა, მაყურებელმა ტაში დაუკრა.	բեմ բարձրանալ; իշխանության գալ	Դերասանը բեմ բարձրացավ, և հանդիսատեսը ծափահարեց։
4753:上旬	上旬	上旬	თვის პირველი დეკადა	შეხვედრა ივნისის დასაწყისშია დაგეგმილი.	ամսվա առաջին տասնօրյակ	Ժողովը նախատեսված է հունիսի սկզբին։
4754:少儿	少儿	少儿	ბავშვები	ეს გადაცემა ბავშვებისთვის შესაფერისია.	երեխաներ	Այս հաղորդումը հարմար է երեխաների դիտելու համար։
4756:社	社	社	საზოგადოება; კლუბი	ის სკოლის ლიტერატურულ კლუბში გაწევრიანდა.	միություն; ակումբ	Նա միացավ դպրոցի գրական ակումբին։
4757:射	射	射	სროლა	სპორტსმენმა მიზანს გაარტყა.	կրակել; արձակել	Մարզիկը դիպուկ խոցեց թիրախը։
4760:摄像	摄像	摄像	ვიდეოგადაღება	თანამშრომლები ვიდეოს იღებენ.	տեսագրել	Աշխատակիցները տեսագրում են։
4762:摄像头	摄像头	摄像头	კამერა	შესასვლელთან კამერა დაამონტაჟეს.	տեսախցիկ	Մուտքի մոտ տեսախցիկ տեղադրեցին։
4763:身心	身心	身心	სხეული და გონება	ვარჯიში სხეულისა და გონების ჯანმრთელობას აუმჯობესებს.	մարմին և հոգի	Մարզանքը օգտակար է մարմնի և հոգու առողջությանը։
4764:深夜	深夜	深夜	ღრმა ღამე	ღრმა ღამით ქუჩა ძალიან ჩუმია.	ուշ գիշեր	Ուշ գիշերին փողոցը շատ հանգիստ է։
4765:神	神	神	ღმერთი; სული	ძველ ხალხს სჯეროდა, რომ მთებში სულები ცხოვრობდნენ.	աստված; ոգի	Հին մարդիկ հավատում էին, որ լեռներում ոգիներ կան։
4770:生成	生成	生成	შექმნა; გენერირება	სისტემა ანგარიშს ავტომატურად შექმნის.	ստեղծել; գեներացնել	Համակարգը հաշվետվությունը ավտոմատ կստեղծի։
4772:生命力	生命力	生命力	სიცოცხლისუნარიანობა	ამ მცენარეს ძლიერი სიცოცხლისუნარიანობა აქვს.	կենսունակություն	Այս բույսը մեծ կենսունակություն ունի։
4774:升学	升学	升学	სწავლის მაღალ საფეხურზე გადასვლა	ბევრი მოსწავლე სწავლის გაგრძელებისთვის ემზადება.	ուսումը շարունակել; բարձր դպրոց ընդունվել	Շատ աշակերտներ պատրաստվում են ուսումը շարունակելու։
4775:剩余	剩余	剩余	დარჩენილი	დარჩენილი ბილეთები უკვე ცოტაა.	մնացած	Մնացած տոմսերը արդեն շատ չեն։
4776:诗词	诗词	诗词	კლასიკური პოეზია	ბაბუას ძველი პოეზიის კითხვა უყვარს.	դասական պոեզիա	Պապիկը սիրում է հին դասական պոեզիա կարդալ։
4777:湿度	湿度	湿度	ტენიანობა	დღეს ჰაერის ტენიანობა მაღალია.	խոնավություն	Այսօր օդի խոնավությունը բարձր է։
4778:师父	师父	师父	ოსტატი; მასწავლებელი	მან ხის დამუშავება ოსტატისგან ისწავლა.	վարպետ; ուսուցիչ	Նա ատաղձագործություն սովորեց իր վարպետից։
4779:诗歌	诗歌	诗歌	ლექსი; პოეზია	ეს ლექსი სამშობლოს მონატრებას გამოხატავს.	բանաստեղծություն; պոեզիա	Այս բանաստեղծությունը արտահայտում է հայրենիքի կարոտ։
4781:识	识	识	ცნობა; კითხვა-წერის ცოდნა	მან ბევრი იეროგლიფი არ იცის.	ճանաչել; գրաճանաչ լինել	Նա շատ գրավոր նշաններ չի ճանաչում։
4789:实时	实时	实时	რეალურ დროში	სისტემა მონაცემებს რეალურ დროში აახლებს.	իրական ժամանակում	Համակարգը տվյալները թարմացնում է իրական ժամանակում։
4790:时速	时速	时速	საათობრივი სიჩქარე	ამ მანქანის სიჩქარე საათში ას კილომეტრს აღემატება.	ժամային արագություն	Այս մեքենայի արագությունը ժամում հարյուր կիլոմետրից ավելի է։
4792:食欲	食欲	食欲	მადა	ავადმყოფობის შემდეგ მადა არ ჰქონდა.	ախորժակ	Հիվանդանալուց հետո նա ախորժակ չուներ։
4795:使劲	使劲	使劲	ძალის დატანება	გთხოვ, კარი ძლიერად მიაწვე და გააღო.	ուժ գործադրել	Խնդրում եմ ուժով հրիր դուռը բացելու համար։
4797:适度	适度	适度	ზომიერი; სათანადო	ზომიერი ვარჯიში ჯანმრთელობას ეხმარება.	չափավոր; պատշաճ	Չափավոր մարզանքը օգտակար է առողջությանը։
4800:事后	事后	事后	შემდეგ; მომხდარის შემდეგ	შემდეგ მან მიზეზი ახსნა.	հետո; դեպքից հետո	Հետո նա բացատրեց պատճառը։
4801:视觉	视觉	视觉	მხედველობა; ვიზუალური შეგრძნება	ამ ფილმს ძალიან კარგი ვიზუალური ეფექტები აქვს.	տեսողություն; տեսողական զգացում	Այս ֆիլմի տեսողական էֆեկտները շատ լավն են։
4809:收购	收购	收购	შეძენა; შესყიდვა	ამ კომპანიამ პატარა საწარმო შეიძინა.	ձեռք բերել; գնել	Այս ընկերությունը ձեռք բերեց փոքր ձեռնարկություն։
4810:收取	收取	收取	აღება; გადასახადის დაწესება	სკოლა რეგისტრაციის საფასურს არ იღებს.	գանձել; հավաքել	Դպրոցը գրանցման վճար չի գանձում։
4812:手臂	手臂	手臂	მკლავი	მას მკლავი დაუზიანდა.	բազուկ; ձեռք	Նրա ձեռքը վնասվեց։
4817:受灾	受灾	受灾	სტიქიით დაზარალება	სტიქიით დაზარალებულ რეგიონს მატერიალური დახმარება სჭირდება.	աղետից տուժել	Աղետից տուժած տարածքին նյութական օգնություն է պետք։
4818:输出	输出	输出	გამოტანა; ექსპორტი	კომპიუტერი მონაცემებს გამოაქვს.	արտածել; դուրս բերել	Համակարգիչը տվյալներ է արտածում։
4819:书画	书画	书画	კალიგრაფია და ფერწერა	საგამოფენო დარბაზში ბევრი კალიგრაფიისა და ფერწერის ნამუშევარია.	գեղագրություն և նկարչություն	Ցուցասրահում շատ գեղագրության և նկարչության գործեր կան։
4822:输送	输送	输送	გადატანა; მიწოდება	მილსადენი წყალს სოფელში აწვდის.	տեղափոխել; փոխանցել	Խողովակաշարը ջուրը գյուղ է հասցնում։
4823:书写	书写	书写	წერა	გთხოვ, პასუხები ყურადღებით დაწერო.	գրել	Խնդրում եմ պատասխանները ուշադիր գրիր։
4824:属	属	属	ეკუთვნოდეს	ეს წიგნი სკოლას ეკუთვნის.	պատկանել	Այս գիրքը պատկանում է դպրոցին։
4825:薯片	薯片	薯片	კარტოფილის ჩიფსი	ბავშვებს კარტოფილის ჩიფსი უყვართ.	կարտոֆիլի չիփս	Երեխաները սիրում են կարտոֆիլի չիփս։
4828:数目	数目	数目	რაოდენობა; რიცხვი	რეგისტრაციების რაოდენობა შარშანდელზე მეტია.	թիվ; քանակ	Գրանցումների թիվը անցյալ տարվանից մեծ է։
4829:数字化	数字化	数字化	ციფრულ ფორმატზე გადაყვანა	საავადმყოფო სამედიცინო ჩანაწერების გაციფრულებას აწარმოებს.	թվայնացնել	Հիվանդանոցը առաջ է տանում բժշկական գրառումների թվայնացումը։
4832:率先	率先	率先	პირველობა; წინ წასვლა	ამ კომპანიამ პირველმა გამოუშვა ახალი პროდუქტი.	առաջատար լինել; առաջինը անել	Այս ընկերությունը առաջինը թողարկեց նոր արտադրանքը։
4833:水稻	水稻	水稻	ბრინჯის კულტურა; წყლის ბრინჯი	სამხრეთში ბრინჯის კულტურას ფართოდ აშენებენ.	բրնձի դաշտային մշակաբույս; բրինձ	Հարավում բրինձը լայնորեն են մշակում։
4834:水库	水库	水库	წყალსაცავი	წყალსაცავში წყლის დონემ აიწია.	ջրամբար	Ջրամբարում ջրի մակարդակը բարձրացել է։
4835:水流	水流	水流	წყლის დინება	წვიმის შემდეგ წყლის დინება აჩქარდა.	ջրի հոսանք	Անձրևից հետո ջրի հոսանքը արագացավ։
4836:水面	水面	水面	წყლის ზედაპირი	მთვარის შუქი წყლის ზედაპირს ანათებს.	ջրի մակերես	Լուսնի լույսը ընկնում է ջրի մակերեսին։
4839:思路	思路	思路	აზროვნების ხაზი; ფიქრის წყობა	მისი აზროვნების ხაზი ძალიან ნათელია.	մտածողության ընթացք	Նրա մտածողության ընթացքը շատ պարզ է։
4842:松	松	松	მოშვებული; მოშვება	ფეხსაცმლის თასმა მოეშვა.	արձակ; թուլացնել	Կոշիկի քուղը թուլացավ։
4844:搜集	搜集	搜集	შეგროვება	მან ბევრი მასალა შეაგროვა.	հավաքել	Նա շատ նյութեր հավաքեց։
4847:算了	算了	算了	იყოს ასე; თავი დავანებოთ	ძალიან გვიანია, დღეს ამას თავი დავანებოთ.	թողնենք; լավ, անցնենք	Շատ ուշ է, այսօր թողնենք։
4848:算是	算是	算是	ითვლება; შეიძლება ჩაითვალოს	ეს გამოცდილება გაკვეთილად შეიძლება ჩაითვალოს.	համարվել; կարելի է համարել	Այս փորձը կարելի է համարել դաս։
4849:虽	虽	虽	თუმცა; მიუხედავად იმისა, რომ	თუმცა წვიმდა, შეჯიბრი მაინც გაგრძელდა.	թեև; չնայած	Թեև անձրև էր գալիս, մրցույթը շարունակվեց։
4850:岁数	岁数	岁数	ასაკი	ის ასაკშია, მაგრამ ჯანმრთელობა კარგი აქვს.	տարիք	Նա տարիքով մեծ է, բայց առողջությունը լավ է։
4853:损伤	损伤	损伤	დაზიანება; ზიანის მიყენება	ეკრანზე დიდხანს ყურება თვალებს აზიანებს.	վնասել; վնասվածք	Էկրանին երկար նայելը վնասում է աչքերին։
4858:台球	台球	台球	ბილიარდი	ისინი შაბათ-კვირას ბილიარდის სათამაშოდ მიდიან.	բիլիարդ	Նրանք հանգստյան օրերին գնում են բիլիարդ խաղալու։
4860:太阳能	太阳能	太阳能	მზის ენერგია	სახურავზე მზის პანელები დაამონტაჟეს.	արեգակնային էներգիա	Տանիքի վրա արեգակնային վահանակներ տեղադրեցին։
4861:谈论	谈论	谈论	განხილვა	ყველა მოგზაურობის გეგმას განიხილავს.	քննարկել	Բոլորը քննարկում են ճանապարհորդության պլանը։
4866:汤圆	汤圆	汤圆	ტანიუანი; წებოვანი ბრინჯის ბურთულები	ფარნების დღესასწაულზე ტანიუანს ვჭამთ.	թանյուան; կպչուն բրնձի գնդիկներ	Լապտերների տոնին մենք թանյուան ենք ուտում։
4867:糖果	糖果	糖果	ტკბილეული; კანფეტი	ბავშვმა ტკბილეული მეგობრებს გაუყო.	կոնֆետ; քաղցրավենիք	Երեխան կոնֆետը բաժանեց ընկերներին։
4871:逃跑	逃跑	逃跑	გაქცევა	ქურდი პოლიციელის დანახვისთანავე გაიქცა.	փախչել	Գողը ոստիկան տեսնելուն պես փախավ։
4874:套餐	套餐	套餐	კომპლექსური მენიუ	ამ კომპლექსურ მენიუში სასმელიც შედის.	համալիր ճաշացանկ	Այս համալիր ճաշացանկը ներառում է խմիչք։
4875:特	特	特	განსაკუთრებით; ძალიან	ამ რესტორნის ლაფშა განსაკუთრებით გემრიელია.	հատկապես; շատ	Այս խանութի լապշան հատկապես համեղ է։
4877:特地	特地	特地	სპეციალურად; განზრახ	ის სპეციალურად აეროპორტში მოვიდა ჩემს დასახვედრად.	հատուկ; դիտմամբ	Նա հատուկ եկավ օդանավակայան ինձ դիմավորելու։
4879:特性	特性	特性	თვისება; მახასიათებელი	ამ მასალას წყალგაუმტარი თვისება აქვს.	հատկություն; հատկանիշ	Այս նյութը ունի ջրակայուն հատկություն։
4882:提取	提取	提取	ამოღება; გამოტანა	მან ანგარიშიდან მთავარი მონაცემები ამოიღო.	հանել; դուրս բերել	Նա զեկույցից հանեց հիմնական տվյալները։
4884:体操	体操	体操	ტანვარჯიში	ის ბავშვობიდან ტანვარჯიშს ვარჯიშობს.	մարմնամարզություն	Նա մանկուց մարմնամարզությամբ է զբաղվում։
4887:添	添	添	დამატება	გთხოვ, ცოტა წყალი დამიმატო.	ավելացնել	Խնդրում եմ ինձ մի քիչ ջուր ավելացրու։
4889:添加	添加	添加	დამატება	პროგრამას ახალი ფუნქციები დაემატა.	ավելացնել	Ծրագրում նոր գործառույթներ ավելացվեցին։
4890:天然	天然	天然	ბუნებრივი	აქ ბუნებრივი ცხელი წყაროებია.	բնական	Այստեղ բնական տաք աղբյուրներ կան։
4893:天下	天下	天下	ქვეყნიერება; მსოფლიო	ქვეყნიერებაში უფასო სადილი არ არსებობს.	աշխարհ; երկնքի տակ ամեն ինչ	Աշխարհում անվճար ճաշ չկա։
4895:田	田	田	ყანა; მინდორი	ბაბუა ყანაში ბოსტნეულს რგავს.	դաշտ; արտ	Պապիկը դաշտում բանջարեղեն է աճեցնում։
4898:跳水	跳水	跳水	წყალში ხტომა	ჩინეთის გუნდი წყალში ხტომის შეჯიბრებებში ძლიერია.	սուզացատկ	Չինաստանի թիմը սուզացատկի մրցաձևում ուժեղ է։
4899:贴近	贴近	贴近	ახლოს ყოფნა; მიახლოება	ეს ფილმი რეალურ ცხოვრებასთან ძალიან ახლოსაა.	մոտ լինել	Այս ֆիլմը շատ մոտ է իրական կյանքին։
4900:听话	听话	听话	დამჯერი	ეს ბავშვი ძალიან დამჯერია.	լսող; հնազանդ	Այս երեխան շատ հնազանդ է։
4901:听觉	听觉	听觉	სმენა	სმენის დაზიანება ურთიერთობას ართულებს.	լսողություն	Լսողության վնասումը ազդում է հաղորդակցության վրա։
4902:听取	听取	听取	მოსმენა; ყურად მიღება	ხელმძღვანელმა ყველას აზრი ყურადღებით მოისმინა.	լսել; հաշվի առնել	Ղեկավարը ուշադիր լսեց բոլորի կարծիքները։
4903:通道	通道	通道	გასასვლელი; არხი	გთხოვ, უსაფრთხოების გასასვლელი თავისუფალი დატოვო.	անցուղի; ուղի	Խնդրում եմ անվտանգության անցուղին բաց պահիր։
4904:通风	通风	通风	განიავება	ოთახი ხშირად უნდა განიავდეს.	օդափոխել	Սենյակը պետք է հաճախ օդափոխել։
4905:通话	通话	通话	ტელეფონით საუბარი	ისინი ყოველ საღამოს ტელეფონით საუბრობენ.	հեռախոսով խոսել	Նրանք ամեն երեկո հեռախոսով խոսում են։
4906:通信	通信	通信	კომუნიკაცია; კავშირგაბმულობა	თანამგზავრები კომუნიკაციისთვის შეიძლება გამოიყენონ.	հաղորդակցություն; հեռահաղորդակցություն	Արբանյակները կարող են օգտագործվել հաղորդակցության համար։
4910:同伴	同伴	同伴	თანამგზავრი; ამხანაგი	მან დავალება თავის ამხანაგთან ერთად შეასრულა.	ուղեկից; ընկերակից	Նա առաջադրանքը կատարեց իր ուղեկցի հետ։
4911:同行	同行	同行	კოლეგა; იმავე დარგის ადამიანი	ისინი ერთ დარგში მუშაობენ და ხშირად გამოცდილებას ცვლიან.	նույն ոլորտի գործընկեր	Նրանք նույն ոլորտում են և հաճախ փորձ են փոխանակում։
4913:同类	同类	同类	მსგავსი სახეობა; იგივე ტიპი	მსგავსი პროდუქტების ფასები ძალიან განსხვავდება.	նույն տեսակի; նմանատիպ	Նմանատիպ ապրանքների գները շատ են տարբերվում։
4914:铜牌	铜牌	铜牌	ბრინჯაოს მედალი	მან შეჯიბრში ბრინჯაოს მედალი მოიპოვა.	բրոնզե մեդալ	Նա մրցույթում բրոնզե մեդալ շահեց։
4917:偷偷	偷偷	偷偷	ფარულად	მან საჩუქარი ფარულად მაგიდაზე დადო.	գաղտնի	Նա նվերը գաղտնի դրեց սեղանի վրա։
4918:头脑	头脑	头脑	გონება; აზროვნება	მას მშვიდი გონება აქვს.	միտք; ուղեղ	Նա հանգիստ միտք ունի։
4922:透	透	透	ბოლომდე; მთლიანად	ეს ტანსაცმელი წვიმამ სულ დაასველა.	ամբողջությամբ; միջով	Այս հագուստը անձրևից ամբողջությամբ թրջվեց։
4923:透过	透过	透过	გავლით; შუაში გავლა	მზის შუქი ფარდიდან შემოდის.	միջով; միջոցով	Արևի լույսը վարագույրի միջով ներս է ընկնում։
4926:突发	突发	突发	მოულოდნელად მოხდენა	ავარია მოულოდნელად მოხდა და ყველა მაშინვე გაიყვანეს.	հանկարծ պատահել	Վթարը հանկարծ պատահեց, և բոլորը անմիջապես տարհանվեցին։
4929:图表	图表	图表	დიაგრამა; გრაფიკი	ანგარიშში მკაფიო დიაგრამებია.	գծապատկեր; աղյուսակ	Զեկույցում կան հստակ գծապատկերներ։
4932:图像	图像	图像	გამოსახულება	ეკრანზე გამოსახულება ძალიან მკაფიოა.	պատկեր	Էկրանի պատկերը շատ հստակ է։
4941:推行	推行	推行	დანერგვა; განხორციელება	მთავრობა ნარჩენების დახარისხებას ნერგავს.	իրականացնել; գործարկել	Կառավարությունը իրականացնում է աղբի տեսակավորում։
4942:退税	退税	退税	გადასახადის დაბრუნება	ტურისტებს აეროპორტში გადასახადის დაბრუნების გაფორმება შეუძლიათ.	հարկի վերադարձ	Զբոսաշրջիկները կարող են օդանավակայանում հարկի վերադարձ ձևակերպել։
4943:吞	吞	吞	გადაყლაპვა	მან აბი გადაყლაპა.	կուլ տալ	Նա հաբը կուլ տվեց։
4944:拖	拖	拖	თრევა; გაჭიანურება	მან ჩემოდანი სასტუმროში შეათრია.	քաշել; ձգձգել	Նա ճամպրուկը քաշելով մտավ հյուրանոց։
4947:挖	挖	挖	თხრა	მუშებმა გზის პირას თხრილი გათხარეს.	փորել	Աշխատողները ճանապարհի եզրին խրամատ փորեցին։
4954:外科	外科	外科	ქირურგიული განყოფილება	ის საავადმყოფოს ქირურგიულ განყოფილებაში მუშაობს.	վիրաբուժական բաժին	Նա աշխատում է հիվանդանոցի վիրաբուժական բաժնում։
4955:外来	外来	外来	გარე; შემოსული	შემოსული ტურისტები პატარა ქალაქს შემოსავალს უტანენ.	արտաքին; եկող	Եկող զբոսաշրջիկները փոքր քաղաքին եկամուտ են բերում։
4956:外甥	外甥	外甥	დისშვილი; დის ვაჟი	ჩემი დისშვილი წელს დაწყებით სკოლაში შედის.	քրոջ որդի	Իմ քրոջ որդին այս տարի տարրական դպրոց է գնում։
4957:弯曲	弯曲	弯曲	მოღუნული; დაკლაკნილი	ეს პატარა გზა ძალიან დაკლაკნილია.	կոր; ոլորուն	Այս փոքր ճանապարհը շատ ոլորուն է։
4959:万物	万物	万物	ყველაფერი; ყოველივე	გაზაფხული მოვიდა და ყველაფერი გამოცოცხლდა.	ամեն ինչ; բոլոր էակները	Գարունը եկավ, և ամեն ինչ կենդանացավ։
4961:网	网	网	ბადე; ქსელი	მეთევზემ ბადე აკეცა.	ցանց	Ձկնորսը հավաքեց ցանցը։
4962:往后	往后	往后	შემდეგ; ამის შემდეგ	ამის შემდეგ უფრო ფრთხილად უნდა ვიყოთ.	հետո; այսուհետ	Այսուհետ մենք պետք է ավելի զգույշ լինենք։
4963:往来	往来	往来	ურთიერთობა; მიმოსვლა	ორ კომპანიას მრავალი წელია ურთიერთობა აქვს.	կապ ունենալ; երթևեկել	Երկու ընկերությունները տարիներ շարունակ կապ ունեն։
4964:往年	往年	往年	გასული წლები	გასულ წლებში აქ ზამთარი ძალიან ცივი იყო.	անցած տարիներ	Անցած տարիներին այստեղ ձմեռը շատ ցուրտ էր։
4965:望	望	望	ყურება; იმედი	ის ფანჯარასთან იდგა და შორს იყურებოდა.	նայել; հույս ունենալ	Նա կանգնած էր պատուհանի մոտ և նայում էր հեռուն։
