simplified	KM	example_KM
讨好	ផ្គាប់ចិត្ត	គាត់មិនចង់ផ្គាប់ចិត្តមេដោយចេតនាទេ។
特长	ជំនាញពិសេស	គំនូរជាជំនាញពិសេសរបស់នាង។
特定	ជាក់លាក់	សូមដាក់ពាក្យក្នុងពេលវេលាជាក់លាក់។
特意	ដោយចេតនាពិសេស	ខ្ញុំមកដោយចេតនាពិសេសដើម្បីអរគុណអ្នក។
提拔	តំឡើងតំណែង	ក្រុមហ៊ុនបានតំឡើងតំណែងនាងជាប្រធាននាយកដ្ឋាន។
提炼	ចម្រាញ់	រោងចក្រចម្រាញ់លោហៈពីរ៉ែ។
提示	រំលឹកប្រាប់	ប្រព័ន្ធនឹងរំលឹកប្រាប់ឲ្យបញ្ចូលពាក្យសម្ងាត់។
提议	ស្នើ	នាងស្នើឲ្យបន្តពិភាក្សាថ្ងៃស្អែក។
题材	ប្រធានបទស្នាដៃ	ប្រធានបទស្នាដៃនៃខ្សែភាពយន្តនេះថ្មីប្លែក។
体裁	ប្រភេទស្នាដៃ	ប្រលោមលោកនិងកំណាព្យជាប្រភេទស្នាដៃខុសគ្នា។
体积	មាឌ	ប្រអប់នេះមានមាឌធំ។
体谅	យល់ចិត្ត	សូមយល់ចិត្តចំពោះការលំបាករបស់គាត់។
体面	សមរម្យមានកិត្តិយស	គាត់ចង់រកការងារសមរម្យមានកិត្តិយសមួយ។
体系	ប្រព័ន្ធ	ក្រុមហ៊ុនបានកសាងប្រព័ន្ធបណ្តុះបណ្តាលពេញលេញ។
天才	ទេពកោសល្យ	ក្មេងនេះត្រូវបានចាត់ទុកថាជាទេពកោសល្យតន្ត្រី។
天赋	ទេពកោសល្យពីកំណើត	នាងមានទេពកោសល្យពីកំណើតក្នុងការរៀនភាសា។
天伦之乐	សុភមង្គលគ្រួសារ	មនុស្សចាស់រីករាយនឹងសុភមង្គលគ្រួសារ។
天然气	ឧស្ម័នធម្មជាតិ	ប្រជាជនទីក្រុងប្រើឧស្ម័នធម្មជាតិសម្រាប់ចម្អិនអាហារ។
天生	ពីកំណើត	គាត់មានចិត្តសុទិដ្ឋិនិយមពីកំណើត។
天堂	ឋានសួគ៌	ទីនេះដូចជាឋានសួគ៌លើផែនដី។
天文	តារាសាស្ត្រ	គាត់ចូលចិត្តតារាសាស្ត្រតាំងពីកុមារ។
田径	កីឡាអត្តពលកម្ម	សាលាបានរៀបចំការប្រកួតកីឡាអត្តពលកម្ម។
田野	វាលស្រែ	វាលស្រែនៅរដូវផ្ការីកមានពណ៌បៃតងពេញ។
舔	លិទ្ធ	កូនឆ្កែលិទ្ធដៃម្ចាស់របស់វា។
挑剔	រើសខ្លាំង	នាងរើសខ្លាំងចំពោះអាហារ។
条款	ប្រការ	ប្រការក្នុងកិច្ចសន្យាត្រូវអានយ៉ាងប្រុងប្រយ័ត្ន។
条理	លំដាប់លំដោយ	សុន្ទរកថារបស់គាត់មានលំដាប់លំដោយល្អណាស់។
条约	សន្ធិសញ្ញា	ប្រទេសទាំងពីរបានចុះហត្ថលេខាលើសន្ធិសញ្ញាសន្តិភាព។
调和	សមស្របគ្នា	ពណ៌ទាំងពីរនេះសមស្របគ្នាខ្លាំង។
调剂	កែសម្រួលឲ្យមានតុល្យភាព	ការហាត់ប្រាណអាចកែសម្រួលជីវិតតានតឹងឲ្យមានតុល្យភាព។
调节	កែសម្រួល	ម៉ាស៊ីនត្រជាក់អាចកែសម្រួលសីតុណ្ហភាពក្នុងបន្ទប់។
调解	សម្របសម្រួលជម្លោះ	បុគ្គលិកសហគមន៍ជួយភាគីទាំងពីរសម្របសម្រួលជម្លោះ។
调料	គ្រឿងទេស	ស៊ុបត្រូវបន្ថែមគ្រឿងទេសបន្តិច។
挑拨	ញុះញង់បំបែក	កុំញុះញង់បំបែកទំនាក់ទំនងរវាងមិត្តរួមការងារ។
挑衅	បង្កហេតុ	ពាក្យសម្តីបែបនេះមានការបង្កហេតុច្បាស់។
跳跃	លោត	កីឡាករបានលោតជាប់ៗគ្នាបីដង។
亭子	សាលាតូច	ក្បែរបឹងមានសាលាតូចមួយ។
停泊	ចតនាវា	ទូកនេសាទចតនៅក្នុងឈូងសមុទ្រ។
停顿	ឈប់សម្រាកខ្លី	គាត់ឈប់សម្រាកខ្លីមួយពេលកំពុងនិយាយ។
停滞	ជាប់គាំង	គម្រោងជាប់គាំងដោយសារថវិកាមិនគ្រប់គ្រាន់។
挺拔	ត្រង់ខ្ពស់	ដើមស្រល់លូតលាស់ត្រង់ខ្ពស់។
通货膨胀	អតិផរណា	អតិផរណាបានរុញថ្លៃរស់នៅឲ្យកើនឡើង។
通缉	ប្រកាសតាមចាប់ខ្លួន	ប៉ូលិសកំពុងប្រកាសតាមចាប់ខ្លួនជនសង្ស័យនេះ។
通俗	ងាយយល់សាមញ្ញ	ភាសានៃសៀវភៅនេះងាយយល់សាមញ្ញណាស់។
通讯	ទំនាក់ទំនង	បច្ចេកវិទ្យាទំនាក់ទំនងសម័យទំនើបកំពុងអភិវឌ្ឍលឿន។
通用	ប្រើបានទូទៅ	ឆ្នាំងសាកប្រភេទនេះប្រើបានទូទៅជាង។
同胞	ជនរួមជាតិ	ជនរួមជាតិនៅក្រៅប្រទេសក៏យកចិត្តទុកដាក់ការអភិវឌ្ឍស្រុកកំណើត។
同志	សមមិត្ត	សមមិត្តចាស់បានចែករំលែកបទពិសោធន៍ការងារ។
童话	រឿងនិទានកុមារ	កុមារចូលចិត្តស្តាប់រឿងនិទានកុមារមុនគេង។
铜	ស្ពាន់	រូបចម្លាក់នេះធ្វើពីស្ពាន់។
统筹兼顾	រៀបចំសម្របសម្រួលគ្រប់ផ្នែក	ការធ្វើផែនការទីក្រុងត្រូវរៀបចំសម្របសម្រួលផលប្រយោជន៍គ្រប់ផ្នែក។
统计	ស្ថិតិរាប់ចំនួន	យើងត្រូវស្ថិតិរាប់ចំនួនអ្នកចុះឈ្មោះ។
统统	ទាំងអស់	ឯកសារចាស់ទាំងនេះទាំងអស់ត្រូវដាក់បណ្ណសារ។
统治	គ្រប់គ្រងអំណាច	រាជវង្សនេះគ្រប់គ្រងអំណាចអស់បីរយឆ្នាំ។
投机	ទិញលក់រកចំណេញឱកាស	គាត់រកប្រាក់បានមួយចំនួនដោយការទិញលក់រកចំណេញឱកាស។
投票	បោះឆ្នោត	ប្រជាជននឹងចូលរួមបោះឆ្នោតថ្ងៃស្អែក។
投诉	បណ្តឹងតវ៉ា	អតិថិជនបានដាក់បណ្តឹងតវ៉ាអំពីពាណិជ្ជករទៅវេទិកា។
投降	ចុះចាញ់	កងទ័ពសត្រូវចុងក្រោយបានជ្រើសរើសចុះចាញ់។
投掷	បោះចោលឆ្ងាយ	កីឡាករហាត់បោះលំពែងឆ្ងាយ។
透露	បង្ហើបប្រាប់	គាត់មិនបានបង្ហើបប្រាប់លម្អិតកិច្ចប្រជុំទេ។
秃	ទំពែក	គាត់ទំពែកតាំងពីវ័យក្មេង។
突破	បំបែកឆ្លងកាត់	ការស្រាវជ្រាវទទួលបានការបំបែកឆ្លងកាត់ដ៏សំខាន់។
图案	លំនាំរូបភាព	លំនាំរូបភាពលើក្រណាត់នេះស្អាតណាស់។
徒弟	សិស្សជាង	គ្រូជាងកំពុងបង្រៀនសិស្សជាងជួសជុលនាឡិកា។
涂抹	លាប	សូមលាបថ្នាំជុំវិញរបួស។
途径	មធ្យោបាយ	អ៊ីនធឺណិតជាមធ្យោបាយសំខាន់សម្រាប់ទទួលព័ត៌មាន។
土壤	ដី	ដីមានជីជាតិសមស្របសម្រាប់ដាំបន្លែ។
团结	រួបរួម	ក្រុមត្រូវរួបរួមសហការ។
团体	ក្រុមអង្គការ	ក្រុមអង្គការនេះរៀបចំសកម្មភាពជាប្រចាំ។
团圆	ជួបជុំគ្រួសារ	បុណ្យចូលឆ្នាំចិនជាថ្ងៃជួបជុំគ្រួសារ។
推测	សន្និដ្ឋានប៉ាន់ស្មាន	អ្នកជំនាញសន្និដ្ឋានប៉ាន់ស្មានថាតម្លៃនឹងនៅតែកើនឡើង។
推翻	ផ្តួលរំលំ	ប្រជាជនបានផ្តួលរំលំប្រព័ន្ធចាស់។
推理	ការគិតយុត្តិវិធី	ប្រលោមលោកនេះពោរពេញដោយគ្រោងការគិតយុត្តិវិធី។
推论	សេចក្តីសន្និដ្ឋាន	សេចក្តីសន្និដ្ឋាននេះនៅត្រូវការភស្តុតាងគាំទ្រ។
推销	ផ្សព្វផ្សាយលក់	គាត់ទទួលខុសត្រូវផ្សព្វផ្សាយលក់ផលិតផលថ្មី។
吞吞吐吐	និយាយអាក់អន់ស្រពន់	ពេលឆ្លើយសំណួរ គាត់និយាយអាក់អន់ស្រពន់។
托运	ផ្ញើឥវ៉ាន់	អ្នកដំណើរអាចផ្ញើឥវ៉ាន់នៅបញ្ជរ។
拖延	ពន្យារពេល	កុំបន្តពន្យារពេលបង់ប្រាក់ទៀត។
脱离	ផ្តាច់ចេញ	ទ្រឹស្តីមិនអាចផ្តាច់ចេញពីការពិតបានទេ។
妥当	សមរម្យត្រឹមត្រូវ	ការរៀបចំនេះសមរម្យត្រឹមត្រូវណាស់។
妥善	យ៉ាងត្រឹមត្រូវ	សូមរក្សាទុកឯកសារសំខាន់ៗយ៉ាងត្រឹមត្រូវ។
妥协	សម្របសម្រួលព្រមព្រៀង	ភាគីទាំងពីរចុងក្រោយបានសម្របសម្រួលព្រមព្រៀង។
椭圆	រាងពងក្រពើ	គន្លងផែនដីជិតរាងពងក្រពើ។
唾弃	មើលងាយបោះបង់	សង្គមមើលងាយបោះបង់អំពើបន្លំបែបនេះ។
哇	វ៉ាវ	វ៉ាវ ស្ពាននេះអស្ចារ្យមែនទែន!
挖掘	ជីករក	ក្រុមបុរាណវិទ្យាកំពុងជីករកផ្នូរបុរាណ។
娃娃	តុក្កតា	ក្មេងស្រីតូចកំពុងឱបតុក្កតាមួយ។
瓦解	បែកបាក់រលំ	ជម្លោះផ្ទៃក្នុងធ្វើឲ្យសម្ព័ន្ធភាពបែកបាក់រលំ។
歪曲	បកស្រាយបំភ្លៃ	របាយការណ៍មិនគួរបកស្រាយបំភ្លៃការពិតទេ។
外表	រូបរាងខាងក្រៅ	កុំវិនិច្ឆ័យមនុស្សត្រឹមតែរូបរាងខាងក្រៅ។
外行	អ្នកមិនជំនាញ	ខ្ញុំជាអ្នកមិនជំនាញទាំងស្រុងខាងច្បាប់។
外界	ពិភពខាងក្រៅ	ក្រុមហ៊ុនកម្រឆ្លើយតបការរិះគន់ពីពិភពខាងក្រៅ។
外向	រួសរាយខាងក្រៅ	នាងមានចរិតរួសរាយខាងក្រៅ ហើយមានមិត្តច្រើន។
丸	គ្រាប់ថ្នាំ	វេជ្ជបណ្ឌិតបានចេញវេជ្ជបញ្ជាគ្រាប់ថ្នាំពីរបីគ្រាប់ឲ្យគាត់។
完备	ពេញលេញ	សំណុំឯកសារនេះពេញលេញណាស់។
完毕	បញ្ចប់	កិច្ចប្រជុំបានបញ្ចប់រួចហើយ។
玩弄	លេងសើចបំពាន	កុំលេងសើចបំពានអារម្មណ៍អ្នកដទៃ។
玩意儿	របស់លេងថ្មី	នេះជារបស់លេងថ្មីអ្វី?
顽固	រឹងរូស	អាកប្បកិរិយារបស់គាត់រឹងរូសខ្លាំង។
顽强	រឹងមាំមិនចុះចាញ់	អ្នករងរបួសបង្ហាញភាពរឹងមាំមិនចុះចាញ់យ៉ាងខ្លាំង។
惋惜	សោកស្តាយ	គ្រប់គ្នាសោកស្តាយចំពោះការបរាជ័យ។
挽回	ស្តារត្រឡប់	គាត់ខិតខំស្តារការខាតបង់របស់ក្រុមហ៊ុនត្រឡប់វិញ។
挽救	ជួយសង្គ្រោះ	វេជ្ជបណ្ឌិតបានជួយសង្គ្រោះជីវិតអ្នកជំងឺដោយជោគជ័យ។
万分	យ៉ាងខ្លាំង	ខ្ញុំអរគុណយ៉ាងខ្លាំងចំពោះជំនួយរបស់អ្នក។
往常	ធម្មតាដូចមុន	ថ្ងៃនេះក្តៅជាងធម្មតាដូចមុន។
往事	រឿងអតីតកាល	មនុស្សចាស់ជាញឹកញាប់រំលឹករឿងអតីតកាល។
妄想	ស្រមៃឥតប្រយោជន៍	គាត់ស្រមៃឥតប្រយោជន៍ថានឹងមានទ្រព្យសម្បត្តិពេញមួយយប់។
危机	វិបត្តិ	ក្រុមហ៊ុនកំពុងប្រឈមមុខនឹងវិបត្តិធ្ងន់ធ្ងរ។
威风	អំណាចគួរឲ្យកោតខ្លាច	ឧត្តមសេនីយ៍ជិះលើសេះមើលទៅមានអំណាចគួរឲ្យកោតខ្លាច។
威力	កម្លាំងអានុភាព	អាវុធប្រភេទនេះមានកម្លាំងអានុភាពខ្លាំង។
威望	កិត្យានុភាព	គាត់មានកិត្យានុភាពខ្លាំងក្នុងភូមិ។
威信	ជំនឿទុកចិត្តសាធារណៈ	មេដឹកនាំត្រូវរក្សាជំនឿទុកចិត្តសាធារណៈចំពោះរដ្ឋាភិបាល។
微不足道	តូចតាចមិនសំខាន់	ការខាតបង់បន្តិចនេះតូចតាចមិនសំខាន់។
微观	ខ្នាតតូច	មុខវិជ្ជានេះណែនាំសេដ្ឋកិច្ចខ្នាតតូច។
为难	ធ្វើឲ្យពិបាក	កុំធ្វើឲ្យអ្នកបម្រើពិបាកទៀត។
为期	មានរយៈពេល	វគ្គបណ្តុះបណ្តាលមានរយៈពេលបីខែ។
唯独	លើកលែងតែ	គ្រប់គ្នាមកដល់ហើយ លើកលែងតែគាត់។
维持	រក្សា	ប៉ូលិសរក្សាសណ្ដាប់ធ្នាប់នៅកន្លែងកើតហេតុ។
维护	ការពារ	យើងត្រូវការពារសិទ្ធិនិងផលប្រយោជន៍ស្របច្បាប់។
维生素	វីតាមីន	ផ្លែឈើមានវីតាមីនច្រើន។
违背	ផ្ទុយរំលោភ	ការសម្រេចចិត្តនេះផ្ទុយរំលោភស្មារតីកិច្ចសន្យា។
伪造	ក្លែងបន្លំ	មានមនុស្សក្លែងបន្លំហត្ថលេខារបស់គាត់។
委托	ប្រគល់ឲ្យទទួលខុសត្រូវ	អតិថិជនប្រគល់ឲ្យមេធាវីទទួលខុសត្រូវដោះស្រាយករណី។
委员	សមាជិកគណៈកម្មាធិការ	សមាជិកគណៈកម្មាធិការគ្រប់រូបបានបញ្ចេញមតិ។
卫星	ផ្កាយរណប	ផ្កាយរណបបានចូលគន្លងដែលបានកំណត់។
喂	បំបៅ	ក្មេងកំពុងបំបៅកូនឆ្មា។
慰问	សួរសុខទុក្ខលើកទឹកចិត្ត	មេដឹកនាំទៅមន្ទីរពេទ្យសួរសុខទុក្ខលើកទឹកចិត្តអ្នករងរបួស។
未免	ហាក់ដូចជាពេក	តម្រូវការនេះហាក់ដូចជាខ្ពស់ពេក។
畏惧	ខ្លាចក្រែង	គាត់មិនដែលខ្លាចក្រែងការលំបាកទេ។
蔚蓝	ខៀវស្រងាត់	មេឃបង្ហាញពណ៌ខៀវស្រងាត់។
温带	តំបន់អាកាសធាតុក្តៅល្មម	រុក្ខជាតិនេះសមស្របនឹងអាកាសធាតុតំបន់ក្តៅល្មម។
温和	សមរម្យទន់ភ្លន់	ជំហរគោលនយោបាយរបស់គាត់សមរម្យទន់ភ្លន់ជាង។
文凭	សញ្ញាបត្រ	ការងារនេះត្រូវការសញ្ញាបត្រសាកលវិទ្យាល័យ។
文物	វត្ថុបុរាណវប្បធម៌	សារមន្ទីរបានបង្ហាញវត្ថុបុរាណវប្បធម៌មានតម្លៃ។
文献	ឯកសារយោង	អត្ថបទស្រាវជ្រាវបានយោងឯកសារយោងច្រើន។
文雅	សុភាពថ្លៃថ្នូរ	អាកប្បកិរិយារបស់នាងសុភាពថ្លៃថ្នូរ។
文艺	សិល្បៈនិងអក្សរសាស្ត្រ	ទីក្រុងនេះមានបរិយាកាសសិល្បៈនិងអក្សរសាស្ត្រខ្លាំង។
问世	ចេញផ្សាយលើទីផ្សារ	ទូរស័ព្ទម៉ូដែលនេះជិតចេញផ្សាយលើទីផ្សារ។
窝	សំបុក	លើដើមឈើមានសំបុកបក្សីមួយ។
乌黑	ខ្មៅរលោង	នាងមានសក់វែងខ្មៅរលោង។
污蔑	បរិហារកេរ្តិ៍	គាត់បដិសេធថាបានបរិហារកេរ្តិ៍គូប្រជែង។
诬陷	បង្កើតភស្តុតាងក្លែងដាក់បន្ទុក	ភស្តុតាងបង្ហាញថាគាត់ត្រូវបានគេបង្កើតភស្តុតាងក្លែងដាក់បន្ទុក។
无比	យ៉ាងខ្លាំងឥតប្រៀប	ពេលឮដំណឹង គាត់រំភើបយ៉ាងខ្លាំងឥតប្រៀប។
无偿	ដោយឥតគិតថ្លៃ	អ្នកស្ម័គ្រចិត្តផ្តល់សេវាដោយឥតគិតថ្លៃ។
无耻	គ្មានអៀនខ្មាស	អំពើបោកប្រាស់បែបនេះគ្មានអៀនខ្មាសខ្លាំងណាស់។
无动于衷	មិនរំភើបចិត្ត	នៅមុខការរិះគន់ គាត់មិនរំភើបចិត្តទេ។
无非	គ្រាន់តែ	គាត់ធ្វើបែបនេះគ្រាន់តែចង់សន្សំប្រាក់ប៉ុណ្ណោះ។
无辜	គ្មានកំហុស	តុលាការបានកំណត់ថាគាត់គ្មានកំហុស។
无精打采	អស់កម្លាំងគ្មានស្មារតី	ថ្ងៃនេះគាត់មើលទៅអស់កម្លាំងគ្មានស្មារតី។
无赖	មនុស្សពាល	អ្នកភូមិមិនចង់ទាក់ទងជាមួយមនុស្សពាលនោះទេ។
无理取闹	បង្ករឿងគ្មានហេតុផល	សូមកុំបង្ករឿងគ្មានហេតុផលនៅទីនេះ។
无能为力	គ្មានសមត្ថភាពជួយបាន	នៅមុខទឹកជំនន់ អ្នកភូមិគ្មានសមត្ថភាពជួយបាន។
无穷无尽	គ្មានទីបញ្ចប់	វាលខ្សាច់មើលទៅគ្មានទីបញ្ចប់។
无微不至	យកចិត្តទុកដាក់គ្រប់លម្អិត	គិលានុបដ្ឋាយិកាយកចិត្តទុកដាក់គ្រប់លម្អិតចំពោះអ្នកជំងឺ។
无忧无虑	គ្មានកង្វល់	កុមារលេងលើវាលស្មៅដោយគ្មានកង្វល់។
无知	ភាពល្ងង់មិនដឹង	ភាពល្ងង់មិនដឹងមិនមែនជាហេតុផលបដិសេធការរៀនទេ។
侮辱	ប្រមាថ	ពាក្យរបស់គាត់បានប្រមាថភាគីម្ខាងទៀត។
武器	អាវុធ	អាវុធទាំងនេះត្រូវបានរក្សាទុករួមគ្នា។
武侠	វីរបុរសក្បាច់គុន	គាត់ចូលចិត្តអានប្រលោមលោកវីរបុរសក្បាច់គុនតាំងពីកុមារ។
武装	បំពាក់អាវុធ	តំបន់ព្រំដែនបានពង្រឹងការល្បាតបំពាក់អាវុធ។
舞蹈	របាំ	របាំនេះមានលក្ខណៈជាតិសាសន៍ខ្លាំង។
务必	ត្រូវតែ	សូមត្រូវតែមកដល់ទាន់ពេល។
物美价廉	គុណភាពល្អតម្លៃថោក	ទំនិញនៅហាងនេះគុណភាពល្អតម្លៃថោក។
物业	ការគ្រប់គ្រងអចលនទ្រព្យ	ការគ្រប់គ្រងអចលនទ្រព្យទទួលខុសត្រូវជួសជុលក្នុងបុរី។
物资	សម្ភារៈផ្គត់ផ្គង់	សម្ភារៈផ្គត់ផ្គង់សង្គ្រោះបានបញ្ជូនទៅតំបន់គ្រោះមហន្តរាយហើយ។
误差	កំហុសវាស់វែង	លទ្ធផលវាស់វែងមានកំហុសតិចតួច។
误解	ការយល់ច្រឡំ	ភាគីទាំងពីរបំបាត់ការយល់ច្រឡំតាមការប្រាស្រ័យទាក់ទង។
夕阳	ព្រះអាទិត្យលិច	ព្រះអាទិត្យលិចបានពណ៌មេឃជាមាស។
昔日	កាលពីមុន	ភូមិតូចកាលពីមុនបានក្លាយជាទីក្រុង។
溪	អូរ	អូរតូចហូរកាត់ចន្លោះភ្នំ។
熄灭	ពន្លត់	សូមពន្លត់ទៀន។
牺牲	លះបង់	ពួកគេបានលះបង់ដើម្បីជួយសង្គ្រោះមនុស្ស។
膝盖	ជង្គង់	ជង្គង់របស់គាត់រងរបួស។
习俗	ទំនៀមទម្លាប់	បុណ្យចូលឆ្នាំចិនមានទំនៀមទម្លាប់ប្រពៃណីជាច្រើន។
媳妇	ប្រពន្ធ	ប្រពន្ធរបស់គាត់ធ្វើការនៅមន្ទីរពេទ្យ។
袭击	វាយប្រហារ	ព្យុះបានវាយប្រហារទីក្រុងតាមឆ្នេរ។
喜闻乐见	ពេញនិយមចូលចិត្តមើល	កម្មវិធីប្រភេទនេះពេញនិយមចូលចិត្តមើលដោយទស្សនិកជន។
喜悦	ភាពរីករាយ	លើមុខនាងមានស្នាមញញឹមនៃភាពរីករាយ។
系列	ស៊េរី	ក្រុមហ៊ុនបានបញ្ចេញផលិតផលថ្មីមួយស៊េរី។
细菌	បាក់តេរី	សីតុណ្ហភាពខ្ពស់អាចសម្លាប់បាក់តេរី។
细胞	កោសិកា	រាងកាយមនុស្សបង្កើតឡើងពីកោសិការាប់មិនអស់។
细致	លម្អិតម៉ត់ចត់	ការសង្កេតរបស់នាងលម្អិតម៉ត់ចត់ណាស់។
峡谷	ជ្រលងភ្នំជ្រៅ	ទន្លេហូរកាត់ជ្រលងភ្នំជ្រៅ។
狭隘	ចង្អៀតចិត្ត	ទស្សនៈចង្អៀតចិត្តបែបនេះត្រូវតែផ្លាស់ប្តូរ។
狭窄	ចង្អៀត	ផ្លូវតូចនេះចង្អៀតណាស់។
霞	ពពកពណ៌ល្ងាច	ពពកពណ៌ល្ងាចបានឆ្លុះឲ្យមេឃក្រហម។
下属	អ្នកក្រោមបង្គាប់	អ្នកគ្រប់គ្រងស្តាប់យោបល់អ្នកក្រោមបង្គាប់យ៉ាងយកចិត្តទុកដាក់។
先进	ទំនើបឈានមុខ	រោងចក្របានប្រើឧបករណ៍ទំនើបឈានមុខ។
先前	មុននេះ	ផែនការមុននេះបានផ្លាស់ប្តូររួចហើយ។
掀起	បង្កើតរលក	សៀវភៅនេះបានបង្កើតរលកពិភាក្សា។
纤维	សរសៃ	ក្រណាត់នេះមានសរសៃធម្មជាតិ។
鲜明	ច្បាស់លាស់ខ្លាំង	ជំហររបស់គាត់ច្បាស់លាស់ខ្លាំង។
嫌	មិនពេញចិត្ត	នាងមិនពេញចិត្តថាបន្ទប់តូចពេក។
嫌疑	ការសង្ស័យ	បុរសម្នាក់នេះមានការសង្ស័យធ្ងន់។
弦	ខ្សែឧបករណ៍តន្ត្រី	ខ្សែហ្គីតាមួយបានដាច់។
衔接	ភ្ជាប់បន្ត	មាតិកាវគ្គសិក្សាទាំងពីរភ្ជាប់បន្តគ្នាបានល្អ។
贤惠	ល្អប្រពៃនិងមានសមត្ថភាព	នាងត្រូវបានចាត់ទុកថាល្អប្រពៃនិងមានសមត្ថភាព។
闲话	ពាក្យនិយាយដើម	កុំនិយាយដើមអ្នកដទៃពីក្រោយខ្នង។
显著	ច្បាស់លេចធ្លោ	ប្រសិទ្ធភាពព្យាបាលច្បាស់លេចធ្លោណាស់។
宪法	រដ្ឋធម្មនុញ្ញ	រដ្ឋធម្មនុញ្ញធានាសិទ្ធិមូលដ្ឋានរបស់ពលរដ្ឋ។
现场	កន្លែងកើតហេតុ	អ្នកសារព័ត៌មានបានទៅដល់កន្លែងកើតហេតុរួចហើយ។
现成	រួចជាស្រេច	ក្នុងផ្ទះបាយមានម្ហូបរួចជាស្រេច។
现状	ស្ថានភាពបច្ចុប្បន្ន	យើងត្រូវយល់ស្ថានភាពបច្ចុប្បន្ននៃឧស្សាហកម្ម។
线索	តម្រុយ	ប៉ូលិសរកឃើញតម្រុយថ្មីមួយ។
陷害	រៀបចំបង្កប់ទោស	គាត់អះអាងថាមានមនុស្សរៀបចំបង្កប់ទោសគាត់។
陷阱	អន្ទាក់	អ្នកប្រមាញ់បានដាក់អន្ទាក់មួយ។
陷入	ធ្លាក់ចូល	ក្រុមហ៊ុនធ្លាក់ចូលការលំបាកហិរញ្ញវត្ថុ។
馅儿	ស្នូលបំពេញ	ស្នូលបំពេញនំប៉ាវនេះក្រអូបណាស់។
乡镇	ឃុំសង្កាត់ជនបទ	លក្ខខណ្ឌសាលាឃុំសង្កាត់ជនបទកំពុងប្រសើរឡើង។
相差	ខុសគ្នា	សីតុណ្ហភាពកន្លែងទាំងពីរខុសគ្នាដប់អង្សា។
相等	ស្មើគ្នា	ផ្ទៃត្រីកោណទាំងពីរស្មើគ្នា។
相辅相成	បំពេញគ្នាទៅវិញទៅមក	ទ្រឹស្តីនិងការអនុវត្តបំពេញគ្នាទៅវិញទៅមក។
相应	សមស្របតាម	ក្រុមហ៊ុននឹងចាត់វិធានការសមស្របតាមស្ថានភាព។
镶嵌	ដាក់បង្កប់	លើចិញ្ចៀនមានត្បូងមួយដាក់បង្កប់។
响亮	ឮច្បាស់ខ្លាំង	សំឡេងចម្លើយរបស់គាត់ឮច្បាស់ខ្លាំង។
响应	ឆ្លើយតប	មនុស្សជាច្រើនបានឆ្លើយតបនឹងការផ្តួចផ្តើមការពារបរិស្ថាន។
想方设法	រកគ្រប់វិធី	ពួកគេរកគ្រប់វិធីដើម្បីកាត់បន្ថយចំណាយ។
向导	មគ្គុទេសក៍	មគ្គុទេសក៍ក្នុងតំបន់នាំយើងចូលភ្នំ។
向来	តែងតែ	គាត់តែងតែឲ្យតម្លៃលើភាពជឿទុកចិត្ត។
向往	ប្រាថ្នាចង់បាន	នាងប្រាថ្នាចង់បានជីវិតស្ងប់ស្ងាត់។
巷	ផ្លូវតូច	ក្នុងផ្លូវតូចចាស់មានហាងតូចៗជាច្រើនបើក។
相声	ការសន្ទនាកំប្លែងប្រពៃណី	លោកតាចូលចិត្តស្តាប់ការសន្ទនាកំប្លែងប្រពៃណី។
消除	បំបាត់	ការប្រាស្រ័យទាក់ទងអាចបំបាត់ការយល់ច្រឡំ។
消毒	សម្លាប់មេរោគ	វេជ្ជបណ្ឌិតសម្លាប់មេរោគលើរបួស។
消防	ពន្លត់អគ្គីភ័យ	អ្នកពន្លត់អគ្គីភ័យបានទៅដល់កន្លែងកើតហេតុយ៉ាងលឿន។
消耗	ប្រើអស់	ការធ្វើដំណើរឆ្ងាយប្រើអស់កម្លាំងកាយច្រើន។
消灭	កម្ចាត់	បុគ្គលិកកំពុងកម្ចាត់សត្វល្អិត។
潇洒	ទំនុកចិត្តស្រួលខ្លួន	របៀបដើររបស់គាត់មើលទៅទំនុកចិត្តស្រួលខ្លួន។
销毁	បំផ្លាញចោល	គយបានបំផ្លាញចោលទំនិញក្លែងក្លាយ។
小心翼翼	ប្រុងប្រយ័ត្នខ្លាំង	នាងបើកប្រអប់ដោយប្រុងប្រយ័ត្នខ្លាំង។
效益	ប្រសិទ្ធផល	ឧបករណ៍ថ្មីបានបង្កើនប្រសិទ្ធផលផលិតកម្ម។
肖像	រូបគំនូរមុខ	លើជញ្ជាំងព្យួររូបគំនូរមុខរបស់គាត់។
协会	សមាគម	សមាគមនេះជួយសហគ្រិនវ័យក្មេង។
协商	ពិគ្រោះចរចា	ភាគីទាំងពីរសុខចិត្តបន្តពិគ្រោះចរចា។
协调	សម្របសម្រួល	អ្នកគ្រប់គ្រងគម្រោងទទួលខុសត្រូវសម្របសម្រួលធនធាន។
协议	កិច្ចព្រមព្រៀង	ភាគីទាំងពីរបានចុះហត្ថលេខាលើកិច្ចព្រមព្រៀងសហការ។
协助	ជួយសម្រួល	អ្នកស្ម័គ្រចិត្តជួយសម្រួលឲ្យមនុស្សចាស់ឆ្លងផ្លូវ។
携带	យកតាមខ្លួន	អ្នកដំណើរមិនអាចយកវត្ថុគ្រោះថ្នាក់តាមខ្លួនបានទេ។
