hsk_key	source_word	simplified	CS	example_CS	SK	example_SK	HU	example_HU	RO	example_RO	BG	example_BG	HR	example_HR
4764:深夜	深夜	深夜	hluboká noc; pozdě v noci	Pozdě v noci je ulice velmi tichá.	hlboká noc; neskoro v noci	Neskoro v noci je ulica veľmi tichá.	késő éjszaka	Késő éjszaka nagyon csendes az utca.	noapte târzie; târziu în noapte	Strada este foarte liniștită târziu în noapte.	късна нощ; посред нощ	Късно през нощта улицата е много тиха.	kasno noću; duboka noć	Ulica je vrlo tiha kasno noću.
4765:神	神	神	bůh; duch	Staří lidé věřili, že v horách žijí duchové.	boh; duch	Starí ľudia verili, že v horách žijú duchovia.	isten; szellem	Az ókori emberek hitték, hogy szellemek élnek a hegyekben.	zeu; spirit	Oamenii din vechime credeau că în munți trăiesc spirite.	бог; дух	Древните хора вярвали, че в планината има духове.	bog; duh	Stari su ljudi vjerovali da u planinama žive duhovi.
4770:生成	生成	生成	vygenerovat; vytvořit	Systém automaticky vygeneruje zprávu.	vygenerovať; vytvoriť	Systém automaticky vygeneruje správu.	létrehozni; generálni	A rendszer automatikusan jelentést készít.	a genera; a crea	Sistemul va genera automat raportul.	генерирам; създавам	Системата автоматично ще генерира отчет.	generirati; stvoriti	Sustav će automatski generirati izvješće.
4772:生命力	生命力	生命力	životní síla; vitalita	Tato rostlina má silnou životní sílu.	životná sila; vitalita	Táto rastlina má silnú životnú silu.	életerő	Ennek a növénynek erős az életereje.	vitalitate; forță de viață	Această plantă are o vitalitate puternică.	жизненост; жизнена сила	Това растение има силна жизненост.	životna snaga; vitalnost	Ova biljka ima snažnu životnu snagu.
4774:升学	升学	升学	postoupit na vyšší školu; pokračovat ve studiu	Mnoho studentů se připravuje na další studium.	postúpiť na vyššiu školu; pokračovať v štúdiu	Mnohí študenti sa pripravujú na ďalšie štúdium.	továbbtanulni	Sok diák készül a továbbtanulásra.	a continua studiile; a intra la o școală superioară	Mulți elevi se pregătesc să continue studiile.	продължавам образованието си	Много ученици се подготвят да продължат образованието си.	nastaviti školovanje; upisati višu školu	Mnogi se učenici pripremaju za nastavak školovanja.
4775:剩余	剩余	剩余	zbývající; zbytek	Zbývajících lístků už není mnoho.	zostávajúci; zvyšok	Zostávajúcich lístkov už nie je veľa.	fennmaradó; maradék	Már nem sok jegy maradt.	rămas; rest	Nu mai sunt multe bilete rămase.	оставащ; остатъчен	Оставащите билети вече не са много.	preostali; ostatak	Nema više mnogo preostalih ulaznica.
4776:诗词	诗词	诗词	klasická poezie; básně a písně	Dědeček rád čte starou poezii.	klasická poézia; básne a piesne	Dedko rád číta starú poéziu.	klasszikus költészet; versek	A nagyapa szeret régi verseket olvasni.	poezie clasică; versuri	Bunicului îi place să citească poezie veche.	класическа поезия; стихове	Дядо обича да чете стара поезия.	klasična poezija; pjesništvo	Djed voli čitati staru poeziju.
4777:湿度	湿度	湿度	vlhkost	Dnes je vysoká vlhkost vzduchu.	vlhkosť	Dnes je vysoká vlhkosť vzduchu.	páratartalom	Ma magas a levegő páratartalma.	umiditate	Umiditatea aerului este ridicată astăzi.	влажност	Днес влажността на въздуха е висока.	vlažnost	Danas je vlažnost zraka visoka.
4778:师父	师父	师父	mistr; učitel řemesla	Učil se truhlařinu u mistra.	majster; učiteľ remesla	Učil sa stolárstvu od majstra.	mester; szakmai tanító	A mesterétől tanulta az asztalosmunkát.	maestru; îndrumător de meserie	A învățat tâmplărie de la maestrul său.	майстор; наставник	Той учи дърводелство от майстора си.	majstor; učitelj zanata	Učio je stolarstvo od majstora.
4779:诗歌	诗歌	诗歌	poezie; báseň	Tato báseň vyjadřuje stesk po domově.	poézia; báseň	Táto báseň vyjadruje túžbu po domove.	költészet; vers	Ez a vers a honvágyat fejezi ki.	poezie; poem	Această poezie exprimă dorul de casă.	поезия; стихотворение	Това стихотворение изразява тъга по родния дом.	poezija; pjesma	Ova pjesma izražava čežnju za domom.
4781:识	识	识	znát; rozpoznat	Nezná mnoho čínských znaků.	poznať; rozpoznať	Nepozná veľa čínskych znakov.	ismerni; felismerni	Nem ismer sok írásjegyet.	a cunoaște; a recunoaște	El nu cunoaște multe caractere scrise.	познавам; разпознавам	Той не познава много писмени знаци.	poznavati; prepoznati	Ne poznaje mnogo pisanih znakova.
4789:实时	实时	实时	v reálném čase; okamžitý	Systém aktualizuje data v reálném čase.	v reálnom čase; okamžitý	Systém aktualizuje údaje v reálnom čase.	valós idejű	A rendszer valós időben frissíti az adatokat.	în timp real	Sistemul actualizează datele în timp real.	в реално време	Системата обновява данните в реално време.	u stvarnom vremenu	Sustav ažurira podatke u stvarnom vremenu.
4790:时速	时速	时速	hodinová rychlost; rychlost za hodinu	Rychlost tohoto auta přesahuje sto kilometrů za hodinu.	hodinová rýchlosť; rýchlosť za hodinu	Rýchlosť tohto auta presahuje sto kilometrov za hodinu.	óránkénti sebesség	Ez az autó óránként több mint száz kilométeres sebességgel halad.	viteză pe oră	Viteza acestei mașini depășește o sută de kilometri pe oră.	скорост на час	Скоростта на тази кола надхвърля сто километра в час.	brzina na sat	Brzina ovog automobila prelazi sto kilometara na sat.
4792:食欲	食欲	食欲	chuť k jídlu	Po nemoci neměl chuť k jídlu.	chuť do jedla	Po chorobe nemal chuť do jedla.	étvágy	A betegség után nem volt étvágya.	poftă de mâncare	După boală nu avea poftă de mâncare.	апетит	След болестта той нямаше апетит.	apetit; tek	Nakon bolesti nije imao apetita.
4795:使劲	使劲	使劲	zabrat; použít sílu	Prosím zaberte a odtlačte dveře.	zabrať; použiť silu	Prosím, zaberte a odtlačte dvere.	erőt kifejteni; erősen tolni	Kérlek, nyomd ki erősen az ajtót.	a împinge cu putere; a depune efort	Te rog să împingi ușa cu putere.	напрягам сили; бутам силно	Моля, бутни силно вратата.	upotrijebiti snagu; snažno gurnuti	Molim te, snažno gurni vrata.
4797:适度	适度	适度	přiměřený; v rozumné míře	Přiměřený pohyb pomáhá zdraví.	primeraný; v rozumnej miere	Primeraný pohyb pomáha zdraviu.	mérsékelt; megfelelő mértékű	A mérsékelt mozgás segíti az egészséget.	moderat; potrivit	Mișcarea moderată ajută sănătatea.	умерен; в подходяща степен	Умереното движение помага за здравето.	umjeren; prikladan	Umjerena tjelovježba pomaže zdravlju.
4800:事后	事后	事后	poté; dodatečně	Poté vysvětlil důvod.	potom; dodatočne	Potom vysvetlil dôvod.	utólag; később	Utólag elmagyarázta az okot.	după aceea; ulterior	După aceea, el a explicat motivul.	след това; впоследствие	След това той обясни причината.	nakon toga; naknadno	Nakon toga objasnio je razlog.
4801:视觉	视觉	视觉	zrak; vizuální vnímání	Tento film má velmi dobré vizuální efekty.	zrak; vizuálne vnímanie	Tento film má veľmi dobré vizuálne efekty.	látás; vizuális érzékelés	Ennek a filmnek nagyon jók a vizuális hatásai.	vedere; percepție vizuală	Acest film are efecte vizuale foarte bune.	зрение; визуално възприятие	Този филм има много добри визуални ефекти.	vid; vizualni dojam	Ovaj film ima vrlo dobre vizualne efekte.
4809:收购	收购	收购	odkoupit; převzít	Tato firma odkoupila malý podnik.	odkúpiť; prevziať	Táto firma odkúpila malý podnik.	felvásárolni; megvásárolni	Ez a vállalat felvásárolt egy kis céget.	a achiziționa; a cumpăra	Această companie a achiziționat o întreprindere mică.	придобивам; изкупувам	Тази компания придоби малко предприятие.	preuzeti; otkupiti	Ova je tvrtka preuzela malo poduzeće.
4810:收取	收取	收取	vybírat; účtovat	Škola nevybírá poplatek za registraci.	vyberať; účtovať	Škola nevyberá registračný poplatok.	beszedni; felszámítani	Az iskola nem szed be jelentkezési díjat.	a percepe; a încasa	Școala nu percepe taxă de înscriere.	събирам; начислявам	Училището не събира такса за регистрация.	naplatiti; prikupljati	Škola ne naplaćuje prijavnu pristojbu.
4812:手臂	手臂	手臂	paže; ruka	Poranil si paži.	rameno; ruka	Poranil si ruku.	kar	Megsérült a karja.	braț	Brațul lui a fost rănit.	ръка	Ръката му беше наранена.	ruka	Ozlijedio je ruku.
4817:受灾	受灾	受灾	být postižen katastrofou; utrpět pohromu	Oblast postižená katastrofou potřebuje materiální pomoc.	byť postihnutý katastrofou; utrpieť pohromu	Oblasť postihnutá katastrofou potrebuje materiálnu pomoc.	katasztrófa sújtotta; bajba jutott	A katasztrófa sújtotta területnek anyagi segítségre van szüksége.	a fi afectat de dezastru	Zona afectată de dezastru are nevoie de ajutor material.	пострадал от бедствие	Пострадалият от бедствие район се нуждае от материална помощ.	biti pogođen katastrofom	Području pogođenom katastrofom potrebna je materijalna pomoć.
4818:输出	输出	输出	vydávat; výstup dat	Počítač právě vydává data.	vydávať; výstup údajov	Počítač práve vydáva údaje.	kimenetet adni; adatot kiadni	A számítógép éppen adatokat ad ki.	a produce ieșire; a exporta	Calculatorul transmite datele acum.	извеждам; експортирам	Компютърът в момента извежда данни.	ispisati; izvesti	Računalo upravo ispisuje podatke.
4819:书画	书画	书画	kaligrafie a malba	Ve výstavním sále je mnoho děl kaligrafie a malby.	kaligrafia a maľba	Vo výstavnej sále je mnoho diel kaligrafie a maľby.	kalligráfia és festészet	A kiállítóteremben sok kalligráfiai és festészeti alkotás van.	caligrafie și pictură	În sala de expoziție sunt multe lucrări de caligrafie și pictură.	калиграфия и живопис	В изложбената зала има много произведения на калиграфията и живописта.	kaligrafija i slikarstvo	U izložbenoj dvorani ima mnogo djela kaligrafije i slikarstva.
4822:输送	输送	输送	přepravovat; dopravovat	Potrubí dopravuje vodu do vesnice.	prepravovať; dopravovať	Potrubie dopravuje vodu do dediny.	szállítani; továbbítani	A csővezeték vizet szállít a faluba.	a transporta; a conduce	Conducta transportă apa în sat.	транспортирам; пренасям	Тръбопроводът пренася вода до селото.	transportirati; dovoditi	Cjevovod dovodi vodu u selo.
4823:书写	书写	书写	psát; zapisovat	Prosím pište odpovědi pečlivě.	písať; zapisovať	Prosím, odpovede píšte pozorne.	írni; leírni	Kérlek, gondosan írd le a válaszokat.	a scrie; a nota	Te rog să scrii răspunsurile cu atenție.	пиша; изписвам	Моля, пишете отговорите внимателно.	pisati; zapisivati	Molim vas, pažljivo napišite odgovore.
4824:属	属	属	patřit; náležet	Tato kniha patří škole.	patriť; náležať	Táto kniha patrí škole.	tartozni; valakié lenni	Ez a könyv az iskoláé.	a aparține	Această carte aparține școlii.	принадлежа	Тази книга принадлежи на училището.	pripadati; biti u vlasništvu	Ova knjiga pripada školi.
4825:薯片	薯片	薯片	bramborové lupínky	Děti rády jedí bramborové lupínky.	zemiakové lupienky	Deti rady jedia zemiakové lupienky.	burgonyaszirom; chipsz	A gyerekek szeretnek burgonyaszirmot enni.	chipsuri de cartofi	Copiilor le place să mănânce chipsuri de cartofi.	картофен чипс	Децата обичат да ядат картофен чипс.	čips od krumpira	Djeca vole jesti čips od krumpira.
4828:数目	数目	数目	počet; množství	Počet přihlášek je vyšší než loni.	počet; množstvo	Počet prihlášok je vyšší než vlani.	szám; mennyiség	A jelentkezések száma magasabb, mint tavaly.	număr; cantitate	Numărul înscrierilor este mai mare decât anul trecut.	брой; количество	Броят на регистрациите е по-голям от миналата година.	broj; količina	Broj prijava veći je nego prošle godine.
4829:数字化	数字化	数字化	digitalizovat; převést do digitální podoby	Nemocnice prosazuje digitalizaci zdravotních záznamů.	digitalizovať; previesť do digitálnej podoby	Nemocnica podporuje digitalizáciu zdravotných záznamov.	digitalizálni; digitálissá tenni	A kórház előmozdítja a kórlapok digitalizálását.	a digitaliza	Spitalul promovează digitalizarea dosarelor medicale.	дигитализирам	Болницата насърчава дигитализацията на медицинските досиета.	digitalizirati	Bolnica potiče digitalizaciju medicinske dokumentacije.
4832:率先	率先	率先	ujmout se vedení; být první	Tato firma jako první uvedla nový výrobek.	ujímať sa vedenia; byť prvý	Táto firma ako prvá uviedla nový výrobok.	élen járni; elsőként tenni	Ez a vállalat elsőként vezette be az új terméket.	a lua inițiativa; a fi primul	Această companie a fost prima care a lansat noul produs.	повеждам; първи правя	Тази компания първа пусна новия продукт.	preuzeti vodstvo; biti prvi	Ova je tvrtka prva predstavila novi proizvod.
4833:水稻	水稻	水稻	rýže; rýžovník	Na jihu se široce pěstuje rýže.	ryža; ryžovník	Na juhu sa vo veľkom pestuje ryža.	rizs; rizsnövény	Délen széles körben termesztenek rizst.	orez; plantă de orez	În sud se cultivă mult orez.	ориз; оризова култура	На юг широко се отглежда ориз.	riža; rižina kultura	Na jugu se široko uzgaja riža.
4834:水库	水库	水库	vodní nádrž; přehrada	Hladina vody v nádrži stoupla.	vodná nádrž; priehrada	Hladina vody v nádrži stúpla.	víztározó; gát tava	A víztározó vízszintje emelkedett.	lac de acumulare; rezervor de apă	Nivelul apei din lacul de acumulare a crescut.	язовир; водохранилище	Нивото на водата в язовира се повиши.	akumulacijsko jezero; spremnik vode	Razina vode u akumulaciji porasla je.
4835:水流	水流	水流	proud vody	Po dešti proud vody zesílil.	prúd vody	Po daždi sa prúd vody zrýchlil.	vízáramlás	Az eső után gyorsabb lett a vízáramlás.	curent de apă	După ploaie, curentul de apă a devenit mai rapid.	водно течение	След дъжда водното течение стана по-бързо.	vodena struja	Nakon kiše vodena je struja postala brža.
4836:水面	水面	水面	vodní hladina	Měsíční světlo dopadá na vodní hladinu.	vodná hladina	Mesačné svetlo dopadá na vodnú hladinu.	vízfelszín	A holdfény a vízfelszínre vetül.	suprafața apei	Lumina lunii strălucește pe suprafața apei.	водна повърхност	Лунната светлина пада върху водната повърхност.	površina vode	Mjesečina obasjava površinu vode.
4839:思路	思路	思路	myšlenkový postup; úvaha	Jeho myšlenkový postup je velmi jasný.	myšlienkový postup; úvaha	Jeho myšlienkový postup je veľmi jasný.	gondolatmenet	Az ő gondolatmenete nagyon világos.	fir logic; mod de gândire	Firul lui logic este foarte clar.	ход на мисълта	Ходът на мисълта му е много ясен.	tijek misli; način razmišljanja	Njegov tijek misli vrlo je jasan.
4842:松	松	松	volný; uvolnit	Tkanička se uvolnila.	voľný; uvoľniť	Šnúrka na topánke sa uvoľnila.	laza; kilazulni	Kilazult a cipőfűző.	larg; a se slăbi	Șiretul s-a desfăcut.	хлабав; разхлабвам	Връзката на обувката се разхлаби.	labav; olabaviti	Vezica se olabavila.
4844:搜集	搜集	搜集	shromáždit; sesbírat	Shromáždila mnoho materiálů.	zhromaždiť; zozbierať	Zozbierala veľa materiálov.	összegyűjteni	Sok anyagot gyűjtött össze.	a colecta; a aduna	Ea a adunat multe materiale.	събирам	Тя събра много материали.	prikupiti; sakupiti	Prikupila je mnogo materijala.
4847:算了	算了	算了	nechat být; zapomeň na to	Je příliš pozdě, dnes to necháme být.	nechať tak; zabudni na to	Je príliš neskoro, dnes to necháme tak.	hagyjuk; mindegy	Túl késő van, ma hagyjuk.	las-o baltă; renunță	Este prea târziu, las-o pe azi.	остави; няма значение	Твърде късно е, днес го оставяме.	pusti; zaboravi	Prekasno je, pustimo to za danas.
4848:算是	算是	算是	považovat za; počítat jako	Tuto zkušenost lze považovat za ponaučení.	považovať za; počítať ako	Túto skúsenosť možno považovať za poučenie.	számít valaminek; tekinthető	Ez a tapasztalat tanulságnak tekinthető.	a fi considerat; a conta drept	Această experiență poate fi considerată o lecție.	смята се за; брои се като	Този опит може да се смята за урок.	smatrati se; računati kao	Ovo se iskustvo može smatrati poukom.
4849:虽	虽	虽	ačkoli; i když	Ačkoli pršelo, zápas pokračoval.	hoci; aj keď	Hoci pršalo, zápas pokračoval.	bár; noha	Bár esett az eső, a mérkőzés folytatódott.	deși; cu toate că	Deși ploua, meciul a continuat.	макар че; въпреки че	Макар че валеше, мачът продължи.	iako; premda	Iako je padala kiša, utakmica se nastavila.
4850:岁数	岁数	岁数	věk; léta	Je už starší, ale má dobré zdraví.	vek; roky	Je už starší, ale má dobré zdravie.	életkor; kor	Ő már idősebb, de jó egészségnek örvend.	vârstă	Este mai în vârstă, dar este sănătos.	възраст	Той е вече възрастен, но е в добро здраве.	godine; dob	Stariji je, ali je dobrog zdravlja.
4853:损伤	损伤	损伤	poškodit; poškození	Dlouhé sledování obrazovky může poškodit oči.	poškodiť; poškodenie	Dlhé pozeranie na obrazovku môže poškodiť oči.	károsítani; sérülés	A képernyő hosszú nézése károsíthatja a szemet.	a deteriora; leziune	Privitul îndelungat la ecran poate afecta ochii.	увреждам; увреждане	Дългото гледане на екран може да увреди очите.	oštetiti; ozljeda	Dugo gledanje u zaslon može oštetiti oči.
4858:台球	台球	台球	kulečník	O víkendu chodí hrát kulečník.	biliard	Cez víkend chodia hrať biliard.	biliárd	Hétvégén biliárdozni mennek.	biliard	Ei merg să joace biliard în weekend.	билярд	През уикенда те ходят да играят билярд.	biljar	Vikendom idu igrati biljar.
4860:太阳能	太阳能	太阳能	sluneční energie	Na střeše byly nainstalovány panely na sluneční energii.	slnečná energia	Na streche boli nainštalované solárne panely.	napenergia	Napelemeket szereltek fel a tetőre.	energie solară	Pe acoperiș au fost instalate panouri solare.	слънчева енергия	На покрива бяха поставени слънчеви панели.	sunčeva energija	Na krovu su postavljeni solarni paneli.
4861:谈论	谈论	谈论	diskutovat; probírat	Všichni právě probírají plán cesty.	diskutovať; preberať	Všetci práve preberajú plán cesty.	megvitatni; beszélni róla	Mindenki az utazási tervről beszélget.	a discuta	Toți discută acum planul de călătorie.	обсъждам	Всички обсъждат плана за пътуване.	raspravljati; razgovarati	Svi razgovaraju o planu putovanja.
4866:汤圆	汤圆	汤圆	sladké lepkavé rýžové knedlíčky	Na Svátek lampionů jíme sladké rýžové knedlíčky.	sladké lepkavé ryžové guľky	Na Sviatok lampiónov jeme sladké ryžové guľky.	édes ragacsos rizsgombóc	A Lámpásünnepen édes ragacsos rizsgombócot eszünk.	bile dulci din orez glutinos	De Festivalul Felinarelor mâncăm bile dulci din orez glutinos.	сладки лепкави оризови топчета	На Празника на фенерите ядем сладки оризови топчета.	slatke ljepljive rižine kuglice	Za Festival lampiona jedemo slatke ljepljive rižine kuglice.
4867:糖果	糖果	糖果	sladkost; bonbon	Dítě rozdělilo sladkosti mezi přátele.	sladkosť; cukrík	Dieťa rozdelilo sladkosti medzi priateľov.	édesség; cukorka	A gyerek megosztotta az édességet a barátaival.	bomboană; dulciuri	Copilul a împărțit dulciurile cu prietenii.	бонбон; сладкиш	Детето раздели бонбоните с приятелите си.	slatkiš; bombon	Dijete je podijelilo slatkiše prijateljima.
4871:逃跑	逃跑	逃跑	utéct; uprchnout	Zloděj utekl, jakmile uviděl policii.	utiecť; ujsť	Zlodej ušiel, keď uvidel políciu.	elszaladni; elmenekülni	A tolvaj elszaladt, amikor meglátta a rendőrt.	a fugi; a scăpa	Hoțul a fugit când a văzut poliția.	бягам; избягвам	Крадецът избяга, щом видя полицията.	pobjeći; uteći	Lopov je pobjegao kad je vidio policiju.
4874:套餐	套餐	套餐	zvýhodněné menu; kombinované jídlo	Toto menu zahrnuje nápoj.	zvýhodnené menu; kombinované jedlo	Toto menu zahŕňa nápoj.	menüajánlat; összeállított étel	Ez a menü italt is tartalmaz.	meniu fix; meniu complet	Acest meniu include o băutură.	комбинирано меню	Това меню включва напитка.	meni; komplet obrok	Ovaj meni uključuje piće.
4875:特	特	特	obzvlášť; velmi	Nudle v této restauraci jsou obzvlášť chutné.	obzvlášť; veľmi	Rezance v tejto reštaurácii sú obzvlášť chutné.	különösen; nagyon	Ennek az étteremnek a tésztája különösen finom.	foarte; deosebit de	Tăițeii de la acest restaurant sunt deosebit de gustoși.	много; особено	Юфката в този ресторант е особено вкусна.	posebno; jako	Rezanci u ovom restoranu posebno su ukusni.
4877:特地	特地	特地	speciálně; schválně	Speciálně přijel na letiště, aby mě vyzvedl.	špeciálne; zámerne	Špeciálne prišiel na letisko, aby ma vyzdvihol.	külön; szándékosan	Külön kijött a repülőtérre, hogy felvegyen.	special; intenționat	A venit special la aeroport să mă ia.	специално; нарочно	Той специално дойде на летището да ме посрещне.	posebno; namjerno	Posebno je došao na aerodrom po mene.
4879:特性	特性	特性	vlastnost; rys	Tento materiál má voděodolnou vlastnost.	vlastnosť; črta	Tento materiál má vodoodolnú vlastnosť.	tulajdonság; jellemző	Ennek az anyagnak vízálló tulajdonsága van.	proprietate; caracteristică	Acest material are proprietăți impermeabile.	свойство; особеност	Този материал има водоустойчиво свойство.	svojstvo; značajka	Ovaj materijal ima vodootporno svojstvo.
4882:提取	提取	提取	získat; vyjmout	Získal z reportu klíčová data.	získať; vybrať	Získal zo správy kľúčové údaje.	kinyerni; kivonni	Kinyerte a jelentésből a kulcsadatokat.	a extrage; a retrage	A extras datele-cheie din raport.	извличам; изтеглям	Той извлече ключовите данни от доклада.	izdvojiti; izvući	Izdvojio je ključne podatke iz izvješća.
4884:体操	体操	体操	gymnastika	Od dětství cvičí gymnastiku.	gymnastika	Od detstva cvičí gymnastiku.	torna	Gyerekkora óta tornázik.	gimnastică	Ea practică gimnastica din copilărie.	гимнастика	Тя тренира гимнастика от малка.	gimnastika	Od djetinjstva trenira gimnastiku.
4887:添	添	添	přidat; dolít	Prosím dolijte mi trochu vody.	pridať; doliať	Prosím, dolejte mi trochu vody.	hozzáadni; tölteni	Kérlek, tölts nekem egy kis vizet.	a adăuga	Te rog să-mi mai adaugi puțină apă.	добавям; доливам	Моля, долей ми малко вода.	dodati; doliti	Molim te, dodaj mi malo vode.
4889:添加	添加	添加	přidat	Program přidal novou funkci.	pridať	Softvér pridal novú funkciu.	hozzáadni	A szoftver új funkciót adott hozzá.	a adăuga	Programul a adăugat funcții noi.	добавям	Софтуерът добави нови функции.	dodati	Program je dodao nove funkcije.
4890:天然	天然	天然	přírodní; přirozený	Jsou tu přírodní horké prameny.	prírodný; prirodzený	Sú tu prírodné horúce pramene.	természetes	Itt természetes meleg források vannak.	firesc; de origine naturală	Aici există izvoare termale naturale.	естествен; природен	Тук има естествени топли извори.	prirodan	Ovdje postoje prirodni topli izvori.
4893:天下	天下	天下	svět; vše pod nebem	Na světě není nic zadarmo.	svet; všetko pod nebom	Na svete nie je nič zadarmo.	világ; ég alatti világ	A világon nincs ingyen ebéd.	lumea; tot ce este sub cer	În lume nu există prânz gratuit.	светът; всичко под небето	На света няма безплатен обяд.	svijet; sve pod nebom	Na svijetu nema besplatnog ručka.
4895:田	田	田	pole	Dědeček pěstuje zeleninu na poli.	pole	Dedko pestuje zeleninu na poli.	föld; szántóföld	A nagyapa zöldséget termeszt a földön.	câmp; ogor	Bunicul cultivă legume pe câmp.	нива; поле	Дядо отглежда зеленчуци на нивата.	polje	Djed uzgaja povrće na polju.
4898:跳水	跳水	跳水	skoky do vody	Čínský tým je silný ve skocích do vody.	skoky do vody	Čínsky tím je silný v skokoch do vody.	műugrás	A kínai csapat erős a műugrásban.	sărituri în apă	Echipa chineză este puternică la sărituri în apă.	скокове във вода	Китайският отбор е силен в скоковете във вода.	skokovi u vodu	Kineska je reprezentacija jaka u skokovima u vodu.
4899:贴近	贴近	贴近	být blízký; přiblížit se	Tento film je velmi blízký životu.	byť blízky; priblížiť sa	Tento film je veľmi blízky životu.	közel állni; közelíteni	Ez a film nagyon közel áll az élethez.	a fi aproape de; a se apropia de	Acest film este foarte aproape de viața reală.	близък съм до; доближавам се	Този филм е много близък до живота.	biti blizak; približiti se	Ovaj je film vrlo blizak stvarnom životu.
4900:听话	听话	听话	poslušný	Toto dítě je velmi poslušné.	poslušný	Toto dieťa je veľmi poslušné.	engedelmes	Ez a gyerek nagyon engedelmes.	ascultător	Acest copil este foarte ascultător.	послушен	Това дете е много послушно.	poslušan	Ovo je dijete vrlo poslušno.
4901:听觉	听觉	听觉	sluch	Poškozený sluch může ovlivnit komunikaci.	sluch	Poškodený sluch môže ovplyvniť komunikáciu.	hallás	A halláskárosodás befolyásolhatja a kommunikációt.	auz	Auzul afectat poate influența comunicarea.	слух	Увреденият слух може да повлияе на общуването.	sluh	Oštećen sluh može utjecati na komunikaciju.
4902:听取	听取	听取	vyslechnout; naslouchat	Vedoucí pečlivě vyslechl názory všech.	vypočuť; načúvať	Vedúci si pozorne vypočul názory všetkých.	meghallgatni	A vezető figyelmesen meghallgatta mindenki véleményét.	a asculta; a lua în considerare	Liderul a ascultat cu atenție opiniile tuturor.	изслушвам; вземам предвид	Ръководителят внимателно изслуша мненията на всички.	saslušati; poslušati	Voditelj je pažljivo saslušao svačija mišljenja.
4903:通道	通道	通道	průchod; kanál	Prosím udržujte bezpečnostní průchod volný.	priechod; kanál	Prosím, udržiavajte bezpečnostný priechod voľný.	átjáró; csatorna	Kérjük, tartsák szabadon a biztonsági átjárót.	pasaj; canal	Vă rugăm să păstrați pasajul de siguranță liber.	проход; канал	Моля, поддържайте аварийния проход свободен.	prolaz; kanal	Molimo održavajte sigurnosni prolaz slobodnim.
4904:通风	通风	通风	větrat; odvětrávat	Místnost je třeba často větrat.	vetrať; odvetrávať	Izbu treba často vetrať.	szellőztetni	A szobát gyakran kell szellőztetni.	a aerisi; a ventila	Camera trebuie aerisită des.	проветрявам; вентилирам	Стаята трябва често да се проветрява.	prozračivati; ventilirati	Sobu treba često prozračivati.
4905:通话	通话	通话	telefonovat; mluvit po telefonu	Každý večer spolu telefonují.	telefonovať; hovoriť po telefóne	Každý večer spolu telefonujú.	telefonon beszélni	Minden este telefonon beszélnek.	a vorbi la telefon	Ei vorbesc la telefon în fiecare seară.	говоря по телефона	Те говорят по телефона всяка вечер.	razgovarati telefonom	Svake večeri razgovaraju telefonom.
4906:通信	通信	通信	komunikace; telekomunikace	Satelity lze používat ke komunikaci.	komunikácia; telekomunikácie	Satelity možno používať na komunikáciu.	kommunikáció; távközlés	A műholdak kommunikációra használhatók.	comunicare; telecomunicații	Sateliții pot fi folosiți pentru comunicații.	комуникация; телекомуникации	Сателитите могат да се използват за комуникация.	komunikacija; telekomunikacije	Sateliti se mogu koristiti za komunikaciju.
4910:同伴	同伴	同伴	společník; druh	Dokončil úkol společně se svým společníkem.	spoločník; druh	Dokončil úlohu spolu so svojím spoločníkom.	társ; útitárs	A feladatot a társával együtt fejezte be.	tovarăș; însoțitor	A terminat sarcina împreună cu însoțitorul său.	спътник; другар	Той изпълни задачата заедно със своя спътник.	pratilac; suputnik	Zadatak je dovršio zajedno sa svojim suputnikom.
4911:同行	同行	同行	kolega z oboru; stejný obor	Jsou ze stejného oboru a často si vyměňují zkušenosti.	kolega z odboru; rovnaký odbor	Sú z rovnakého odboru a často si vymieňajú skúsenosti.	azonos szakmabeli; kolléga	Ugyanabban a szakmában dolgoznak, és gyakran cserélnek tapasztalatot.	coleg de domeniu; aceeași profesie	Sunt din același domeniu și schimbă des experiență.	колега от бранша; същата професия	Те са от един и същи бранш и често обменят опит.	kolega iz struke; ista djelatnost	Oni su iz iste struke i često razmjenjuju iskustva.
4913:同类	同类	同类	stejný druh; podobný typ	Ceny podobných výrobků se velmi liší.	rovnaký druh; podobný typ	Ceny podobných výrobkov sa veľmi líšia.	azonos fajta; hasonló típus	A hasonló termékek árai nagyon eltérnek.	același fel; tip similar	Prețurile produselor similare diferă mult.	същия вид; подобен тип	Цените на подобни продукти се различават много.	ista vrsta; sličan tip	Cijene sličnih proizvoda jako se razlikuju.
4914:铜牌	铜牌	铜牌	bronzová medaile	V soutěži získal bronzovou medaili.	bronzová medaila	V súťaži získal bronzovú medailu.	bronzérem	A versenyen bronzérmet nyert.	medalie de bronz	A câștigat medalia de bronz în competiție.	бронзов медал	Той спечели бронзов медал в състезанието.	brončana medalja	Na natjecanju je osvojio brončanu medalju.
4917:偷偷	偷偷	偷偷	tajně; potají	Tajně položil dárek na stůl.	tajne; potajomky	Tajne položil darček na stôl.	titokban; lopva	Titokban az asztalra tette az ajándékot.	pe ascuns; în secret	A pus cadoul pe masă pe ascuns.	тайно; скришом	Той тайно остави подаръка на масата.	tajno; krišom	Tajno je stavio poklon na stol.
