simplified	KM	example_KM
始终	ជានិច្ច	គាត់ជឿជានិច្ចថាគាត់អាចជោគជ័យ។
事实	ការពិត	ការពិតបញ្ជាក់ថាគាត់ត្រឹមត្រូវ។
事物	វត្ថុ និងរឿងរ៉ាវ	កុមារចង់ដឹងចង់ឃើញចំពោះវត្ថុ និងរឿងរ៉ាវថ្មីៗ។
事先	ជាមុន	សូមប្រាប់ពេលវេលាឲ្យខ្ញុំជាមុន។
似的	ដូចជា	គាត់ហាក់ដូចជានឿយហត់ខ្លាំង ដល់ថ្នាក់មិនចង់និយាយមួយពាក្យ។
士兵	ទាហាន	ទាហានកំពុងហ្វឹកហាត់។
市场	ទីផ្សារ	ទីផ្សារនេះអ៊ូអរណាស់។
试卷	ក្រដាសប្រឡង	គ្រូកំពុងកែពិន្ទុក្រដាសប្រឡង។
收获	ទទួលបានផល	ខ្ញុំទទួលបានច្រើនពីដំណើរនេះ។
收据	វិក្កយបត្រ	បន្ទាប់ពីបង់ប្រាក់ សូមរក្សាវិក្កយបត្រ។
手工	ធ្វើដោយដៃ	អំណោយនេះធ្វើដោយដៃ។
手术	វះកាត់	គ្រូពេទ្យនឹងវះកាត់ឲ្យគាត់ថ្ងៃស្អែក។
手套	ស្រោមដៃ	ពេលចេញក្រៅរដូវរងារ ត្រូវពាក់ស្រោមដៃ។
手续	បែបបទ	ដើម្បីធ្វើបែបបទ អ្នកត្រូវការអត្តសញ្ញាណប័ណ្ណ។
手指	ម្រាមដៃ	ម្រាមដៃរបស់គាត់រងរបួស។
首	បទ	នាងបានច្រៀងចម្រៀងមួយបទ។
受伤	រងរបួស	គាត់រងរបួសក្នុងពេលប្រកួត។
寿命	អាយុកាល	ម៉ាស៊ីនប្រភេទនេះមានអាយុកាលវែង។
书架	ធ្នើសៀវភៅ	ធ្នើសៀវភៅពេញដោយសៀវភៅ។
梳子	ក្រាស់សក់	នាងសិតសក់ដោយក្រាស់សក់។
舒适	ស្រួល	បន្ទប់នេះស្រួលណាស់។
蔬菜	បន្លែ	ញ៉ាំបន្លែច្រើនល្អសម្រាប់សុខភាព។
输入	បញ្ចូល	សូមបញ្ចូលពាក្យសម្ងាត់ទៅក្នុងកុំព្យូទ័រ។
熟练	ស្ទាត់ជំនាញ	គាត់អាចប្រើកុំព្យូទ័របានយ៉ាងស្ទាត់ជំនាញ។
属于	ជាកម្មសិទ្ធិរបស់	សៀវភៅនេះជាកម្មសិទ្ធិរបស់បណ្ណាល័យ។
数	រាប់	សូមរាប់ថាមានមនុស្សប៉ុន្មាននាក់។
鼠标	កណ្តុរកុំព្យូទ័រ	កណ្តុរកុំព្យូទ័ររបស់ខ្ញុំខូចហើយ។
数据	ទិន្នន័យ	ទិន្នន័យទាំងនេះសំខាន់ណាស់។
数码	ឌីជីថល	គាត់បានទិញកាមេរ៉ាឌីជីថលមួយ។
摔倒	ដួល	នាងបានដួលនៅលើផ្លូវ។
甩	រលាស់	គាត់បានរលាស់ទឹកចេញពីដៃ។
双方	ភាគីទាំងពីរ	ភាគីទាំងពីរបានយល់ព្រមលើផែនការនេះ។
税	ពន្ធ	ពេលទិញទំនិញ អ្នកត្រូវបង់ពន្ធ។
说不定	ប្រហែលជា	ប្រហែលជាថ្ងៃស្អែកនឹងធ្លាក់ព្រិល។
说服	បញ្ចុះបញ្ចូល	ទីបំផុតគាត់បានបញ្ចុះបញ្ចូលឪពុកម្តាយរបស់គាត់។
丝绸	សូត្រ	កន្សែងកនេះធ្វើពីសូត្រ។
丝毫	បន្តិចសោះ	គាត់មិនបានផ្លាស់ប្តូរគំនិតបន្តិចសោះ។
思考	គិតពិចារណា	សូមគិតពិចារណាបញ្ហានេះឲ្យបានម៉ត់ចត់។
思想	គំនិត	គំនិតរបស់គាត់បើកចំហណាស់។
撕	ហែក	សូមកុំហែកក្រដាសមួយសន្លឹកនេះ។
私人	ឯកជន	នេះជាកន្លែងឯកជនរបស់ខ្ញុំ។
似乎	ហាក់ដូចជា	គាត់ហាក់ដូចជាមិនសប្បាយចិត្តណាស់។
搜索	ស្វែងរក	ខ្ញុំបានស្វែងរកឯកសារនៅលើអ៊ីនធឺណិត។
宿舍	អន្តេវាសិកដ្ឋាន	សិស្សរស់នៅក្នុងអន្តេវាសិកដ្ឋានរបស់សាលា។
随身	ជាប់ខ្លួន	សូមរក្សាលិខិតឆ្លងដែនជាប់ខ្លួន។
随时	គ្រប់ពេល	អ្នកអាចទូរស័ព្ទមកខ្ញុំបានគ្រប់ពេល។
随手	ដោយងាយដៃ	ពេលចេញទៅ សូមបិទទ្វារដោយងាយដៃ។
碎	បែក	ពែងធ្លាក់លើដីហើយបែក។
损失	ការខាតបង់	គ្រោះថ្នាក់នេះបណ្តាលឲ្យមានការខាតបង់ធំ។
缩短	បង្រួមឲ្យខ្លី	ផ្លូវថ្មីបានបង្រួមដំណើរឲ្យខ្លី។
所	កន្លែង	សាលានេះល្បីណាស់។
锁	ចាក់សោ	សូមចាក់សោទ្វារមុនចេញក្រៅ។
台阶	ជណ្ដើរ	មនុស្សចាស់បានដើរឡើងជណ្ដើរយឺតៗ។
太极拳	តៃជី	មនុស្សខ្លះកំពុងហាត់តៃជីនៅក្នុងឧទ្យាន។
太太	លោកស្រី	លោកស្រីវ៉ាងកំពុងចម្អិនម្ហូប។
谈判	ចរចា	ភាគីទាំងពីរកំពុងចរចា។
坦率	ត្រង់ៗ	គាត់បានបង្ហាញគំនិតរបស់គាត់ត្រង់ៗ។
烫	ក្តៅខ្លាំង	តែមួយពែងនេះក្តៅខ្លាំងណាស់។
桃	ផ្លែប៉ែស	មានផ្លែប៉ែសជាច្រើនដុះលើដើម។
淘气	រពិស	កុមារនេះរពិសបន្តិច។
逃	រត់គេច	កូនឆ្កែបានរត់គេចពីទីធ្លា។
逃避	គេចវេះ	កុំគេចវេះពីការទទួលខុសត្រូវ។
讨价还价	តថ្លៃ	គាត់ចូលចិត្តតថ្លៃពេលទិញទំនិញ។
套	ឈុត	គាត់បានទិញសម្លៀកបំពាក់ឈុតថ្មីមួយ។
特色	លក្ខណៈពិសេស	ភោជនីយដ្ឋាននេះមានលក្ខណៈពិសេសក្នុងតំបន់។
特殊	ពិសេស	ថ្ងៃនេះជាថ្ងៃពិសេស។
特征	លក្ខណៈសម្គាល់	សត្វប្រភេទនេះមានលក្ខណៈសម្គាល់ច្បាស់។
疼爱	ស្រឡាញ់ថ្នាក់ថ្នម	ជីដូនជីតាស្រឡាញ់ថ្នាក់ថ្នមកុមារនេះណាស់។
提倡	លើកទឹកចិត្ត	សាលាលើកទឹកចិត្តឲ្យសន្សំសំចៃទឹក។
提纲	គ្រោង	មុនសរសេរអត្ថបទ ត្រូវធ្វើគ្រោងជាមុន។
提问	សួរសំណួរ	សិស្សអាចសួរសំណួរបានគ្រប់ពេល។
题目	សំណួរ	សំណួរនេះមិនពិបាកណាស់ទេ។
体会	យល់ឃើញ	តាមរយៈការធ្វើដំណើរ ខ្ញុំទទួលបានការយល់ឃើញថ្មី។
体贴	យកចិត្តទុកដាក់	គាត់យកចិត្តទុកដាក់ចំពោះគ្រួសារណាស់។
体现	បង្ហាញ	រឿងនេះបង្ហាញពីស្មារតីក្រុម។
体验	បទពិសោធ	ខ្ញុំចង់មានបទពិសោធជីវិតក្នុងតំបន់។
天空	មេឃ	ថ្ងៃនេះមេឃខៀវណាស់។
天真	ស្លូតត្រង់	គំនិតរបស់កុមារនេះស្លូតត្រង់ណាស់។
调皮	រពិស	ឆ្មានោះរពិសណាស់។
调整	កែសម្រួល	យើងត្រូវកែសម្រួលផែនការ។
挑战	បញ្ហាប្រឈម	នេះជាបញ្ហាប្រឈមធំមួយ។
通常	ជាធម្មតា	ជាធម្មតាគាត់ក្រោកម៉ោងប្រាំពីរ។
统一	ឯកភាព	មតិរបស់មនុស្សគ្រប់គ្នាត្រូវការឲ្យឯកភាព។
痛苦	ឈឺចាប់	ការបាត់បង់មិត្តធ្វើឲ្យគាត់ឈឺចាប់ណាស់។
痛快	សប្បាយចិត្តខ្លាំង	ថ្ងៃនេះយើងសប្បាយចិត្តខ្លាំងណាស់។
偷	លួច	កុំលួចរបស់អ្នកដទៃ។
投入	ផ្តោតអារម្មណ៍	គាត់ធ្វើការដោយផ្តោតអារម្មណ៍ខ្លាំង។
投资	វិនិយោគ	ពួកគេបានវិនិយោគក្នុងគម្រោងថ្មីមួយ។
透明	ថ្លា	ពែងនេះថ្លា។
突出	លេចធ្លោ	ចំណុចខ្លាំងរបស់គាត់លេចធ្លោណាស់។
土地	ដី	ដីមួយកន្លែងនេះមានជីជាតិណាស់។
土豆	ដំឡូងបារាំង	ខ្ញុំបានទិញដំឡូងបារាំងប៉ុន្មានផ្លែ។
兔子	ទន្សាយ	កុមារនេះចិញ្ចឹមទន្សាយមួយ។
吐	ក្អួត	គាត់មានអារម្មណ៍មិនស្រួល ហើយចង់ក្អួត។
团	ក្រុម	យើងបានចូលរួមក្រុមទេសចរណ៍មួយ។
推辞	បដិសេធដោយសុភាព	គាត់បានបដិសេធការអញ្ជើញរបស់មិត្តដោយសុភាព។
推广	ផ្សព្វផ្សាយ	ក្រុមហ៊ុនកំពុងផ្សព្វផ្សាយផលិតផលថ្មី។
推荐	ណែនាំ	គ្រូបានណែនាំសៀវភៅនេះ។
退	ថយ	សូមថយក្រោយមួយជំហាន។
退步	ថយចុះ	បើអ្នកមិនហាត់ទេ កម្រិតរបស់អ្នកនឹងថយចុះ។
退休	ចូលនិវត្តន៍	គាត់នឹងចូលនិវត្តន៍នៅឆ្នាំក្រោយ។
歪	វៀច	គំនូរនេះព្យួរវៀច។
外公	ជីតាខាងម្តាយ	ជីតាខាងម្តាយរបស់ខ្ញុំឆ្នាំនេះអាយុប៉ែតសិបឆ្នាំ។
外交	ការទូត	គាត់សិក្សាទំនាក់ទំនងអន្តរជាតិ និងការទូត។
完美	ល្អឥតខ្ចោះ	ផែនការនេះមិនល្អឥតខ្ចោះទេ។
完善	កែលម្អ	យើងត្រូវកែលម្អដំណើរការសេវាកម្ម។
完整	ពេញលេញ	សូមផ្តល់របាយការណ៍ពេញលេញមួយឲ្យខ្ញុំ។
玩具	ប្រដាប់ក្មេងលេង	កុមារបានដាក់ប្រដាប់ក្មេងលេងចូលក្នុងប្រអប់។
万一	ក្នុងករណី	ក្នុងករណីភ្លៀង យើងនឹងទៅថ្ងៃផ្សេង។
王子	ព្រះអង្គម្ចាស់	ព្រះអង្គម្ចាស់ក្នុងរឿងនេះក្លាហានណាស់។
往返	ទៅមក	សំបុត្រនេះអាចធ្វើដំណើរទៅមកក្នុងថ្ងៃតែមួយ។
网络	បណ្តាញអ៊ីនធឺណិត	បណ្តាញអ៊ីនធឺណិតនៅទីនេះមានស្ថេរភាពណាស់។
危害	បង្កគ្រោះថ្នាក់	ការជក់បារីអាចបង្កគ្រោះថ្នាក់ដល់សុខភាព។
威胁	គំរាមកំហែង	ការបំពុលកំពុងគំរាមកំហែងទន្លេ។
微笑	ញញឹម	នាងបានញញឹមដាក់ខ្ញុំ។
唯一	តែមួយគត់	នេះជាវិធីតែមួយគត់។
围巾	កន្សែងក	រដូវរងារ គាត់ពាក់កន្សែងក។
围绕	ជុំវិញ	ការពិភាក្សាផ្តោតជុំវិញបញ្ហានេះ។
维修	ជួសជុល	ជណ្តើរយន្តកំពុងជួសជុល។
违反	ល្មើស	ធ្វើបែបនេះល្មើសនឹងច្បាប់។
伟大	អស្ចារ្យ	នេះជាការរកឃើញអស្ចារ្យមួយ។
委屈	អន់ចិត្ត	នាងមានអារម្មណ៍អន់ចិត្តណាស់។
尾巴	កន្ទុយ	កូនឆ្កែគ្រវីកន្ទុយ។
位于	ស្ថិតនៅ	សាលាស្ថិតនៅកណ្តាលទីក្រុង។
位置	ទីតាំង	ទីតាំងនេះស្ងប់ស្ងាត់ណាស់។
未必	មិនប្រាកដថា	អ្វីដែលគាត់និយាយមិនប្រាកដថាពិតទេ។
未来	អនាគត	យើងត្រូវរៀបចំសម្រាប់អនាគត។
胃	ក្រពះ	ក្រពះរបស់ខ្ញុំមានអារម្មណ៍មិនស្រួលបន្តិច។
胃口	ចំណង់អាហារ	ថ្ងៃនេះគាត់មានចំណង់អាហារល្អ។
温暖	កក់ក្តៅ	ពន្លឺថ្ងៃរដូវផ្ការីកកក់ក្តៅណាស់។
温柔	ទន់ភ្លន់	នាងនិយាយយ៉ាងទន់ភ្លន់។
文件	ឯកសារ	សូមផ្ញើឯកសារឲ្យខ្ញុំ។
文具	សម្ភារៈសិក្សា	ក្នុងកាបូបសាលាមានសម្ភារៈសិក្សាច្រើន។
文明	មានអរិយធម៌	ការតម្រង់ជួរជាអាកប្បកិរិយាមានអរិយធម៌។
文学	អក្សរសាស្ត្រ	នាងចូលចិត្តអក្សរសាស្ត្រចិន។
文字	អក្សរ	អក្សរទាំងនេះអានពិបាក។
闻	ហិត	ខ្ញុំបានហិតក្លិនផ្កា។
吻	ថើប	ម្តាយបានថើបមុខកូន។
稳定	មានស្ថេរភាព	តម្លៃនៅតែមានស្ថេរភាព។
问候	សួរសុខទុក្ខ	សូមផ្ញើការសួរសុខទុក្ខរបស់ខ្ញុំទៅគ្រួសាររបស់អ្នក។
卧室	បន្ទប់គេង	ក្នុងបន្ទប់គេងមានគ្រែធំមួយ។
握手	ចាប់ដៃ	ពួកគេចាប់ដៃគ្នាពេលជួប។
屋子	បន្ទប់	ក្នុងបន្ទប់មានភាពកក់ក្តៅ។
无奈	អស់សង្ឃឹម	គាត់បានគ្រវីក្បាលដោយអស់សង្ឃឹម។
无数	រាប់មិនអស់	នៅលើមេឃយប់មានផ្កាយរាប់មិនអស់។
无所谓	មិនអីទេ	អ្នកចង់ញ៉ាំអ្វីក៏មិនអីទេ។
武术	ក្បាច់គុន	គាត់បានរៀនក្បាច់គុនតាំងពីកុមារភាព។
勿	កុំ	សូមកុំជក់បារីនៅទីនេះ។
物理	រូបវិទ្យា	ម៉ោងរៀនរូបវិទ្យាគួរឲ្យចាប់អារម្មណ៍ណាស់។
物质	សារធាតុ	ទឹកជាសារធាតុសំខាន់មួយ។
雾	អ័ព្ទ	ពេលព្រឹកមានអ័ព្ទក្រាស់។
吸取	ទាញយក	យើងគួរទាញយកបទពិសោធន៍ពីមេរៀននេះ។
吸收	ស្រូបយក	រុក្ខជាតិស្រូបយកទឹក។
戏剧	ល្ខោន	គាត់ចូលចិត្តមើលល្ខោនប្រពៃណី។
系	ដេប៉ាតឺម៉ង់	នាងសិក្សានៅដេប៉ាតឺម៉ង់ភាសាចិន។
系统	ប្រព័ន្ធ	ប្រព័ន្ធនេះដំណើរការមានស្ថេរភាព។
细节	លម្អិត	សូមយកចិត្តទុកដាក់លើលម្អិតទាំងនេះ។
瞎	ដោយងងឹតងងុល	កុំទាយដោយងងឹតងងុល ត្រូវមើលឯកសារជាមុន។
下载	ទាញយក	ខ្ញុំបានទាញយកកម្មវិធីនេះ។
吓	បន្លាច	សំឡេងភ្លាមៗបានបន្លាចខ្ញុំ។
夏令营	ជំរុំរដូវក្តៅ	កុមារបានចូលរួមជំរុំរដូវក្តៅភាសាចិន។
鲜艳	ភ្លឺស្រស់	ពណ៌សំពត់នេះភ្លឺស្រស់ណាស់។
显得	មើលទៅ	សម្លៀកបំពាក់នេះធ្វើឲ្យគាត់មើលទៅក្មេងណាស់។
显然	ជាក់ស្តែង	ជាក់ស្តែង គាត់ដឹងលទ្ធផលរួចហើយ។
显示	បង្ហាញ	អេក្រង់បង្ហាញម៉ោងខុស។
县	ស្រុក	ស្រុកនេះមានចម្ការតែច្រើន។
现代	ទំនើប	ជីវិតទំនើបមិនអាចដាច់ពីអ៊ីនធឺណិតបានទេ។
现实	ការពិតជាក់ស្តែង	យើងត្រូវប្រឈមមុខនឹងការពិតជាក់ស្តែង។
现象	បាតុភូត	បាតុភូតនេះជាទូទៅណាស់។
限制	កំណត់	ការចូលរថយន្តត្រូវបានកំណត់នៅទីនេះ។
相处	រស់នៅជាមួយគ្នា	ពួកគេរស់នៅជាមួយគ្នាបានល្អណាស់។
相当	គួរសម	សៀវភៅនេះគួរឲ្យចាប់អារម្មណ៍គួរសម។
相对	ប្រៀបធៀប	តម្លៃនៅទីនេះថោកប្រៀបធៀប។
相关	ពាក់ព័ន្ធ	សូមផ្តល់ឯកសារពាក់ព័ន្ធ។
相似	ស្រដៀង	អត្ថន័យអក្សរទាំងពីរនេះស្រដៀងគ្នាណាស់។
香肠	សាច់ក្រក	អាហារពេលព្រឹកមានស៊ុត និងសាច់ក្រក។
享受	រីករាយនឹង	ពួកគេកំពុងរីករាយនឹងវិស្សមកាល។
想念	នឹក	ខ្ញុំនឹកគ្រួសារខ្លាំងណាស់។
想象	ស្រមៃ	ខ្ញុំមិនអាចស្រមៃជីវិតបែបនោះបានទេ។
象棋	អុកចិន	ជីតាចូលចិត្តលេងអុកចិន។
象征	និមិត្តសញ្ញា	ពណ៌សជាញឹកញាប់ជានិមិត្តសញ្ញានៃភាពបរិសុទ្ធ។
项	ចំណុច	ភារកិច្ចចំណុចនេះសំខាន់ណាស់។
项链	ខ្សែក	នាងពាក់ខ្សែកប្រាក់មួយ។
项目	គម្រោង	គម្រោងនេះត្រូវការរយៈពេលបីខែ។
消费	ការប្រើប្រាស់	ការប្រើប្រាស់បានកើនឡើងក្នុងអំឡុងថ្ងៃឈប់សម្រាក។
消化	រំលាយអាហារ	ដើរលេងបន្ទាប់ពីញ៉ាំអាហារជួយដល់ការរំលាយអាហារ។
消极	អវិជ្ជមាន	កុំមើលបញ្ហាដោយអាកប្បកិរិយាអវិជ្ជមាន។
消失	បាត់ទៅ	ព្រះអាទិត្យបានបាត់ទៅយឺតៗនៅខាងក្រោយភ្នំ។
销售	លក់	ក្រុមហ៊ុននេះលក់ផលិតផលអេឡិចត្រូនិក។
小麦	ស្រូវសាលី	នៅភាគខាងជើងដាំស្រូវសាលីច្រើន។
小气	កំណាញ់	កុំកំណាញ់បែបនេះ។
孝顺	កតញ្ញូ	គាត់កតញ្ញូចំពោះឪពុកម្តាយណាស់។
效率	ប្រសិទ្ធភាព	ធ្វើបែបនេះអាចបង្កើនប្រសិទ្ធភាព។
歇	សម្រាក	យើងសម្រាកបន្តិចសិន។
斜	ទ្រេត	ផ្លូវនេះទ្រេតបន្តិច។
写作	សរសេរ	ការសរសេរត្រូវការការហាត់រយៈពេលវែង។
心理	ផ្លូវចិត្ត	មុនប្រឡង អ្នកត្រូវកែសម្រួលស្ថានភាពផ្លូវចិត្ត។
心脏	បេះដូង	សុខភាពបេះដូងសំខាន់ណាស់។
欣赏	គយគន់	យើងបានគយគន់ទេសភាពស្រស់ស្អាត។
信号	សញ្ញា	សញ្ញាទូរស័ព្ទនៅទីនេះខ្សោយ។
信任	ទំនុកចិត្ត	រវាងមិត្តភក្តិត្រូវការទំនុកចិត្ត។
形成	បង្កើតឡើង	ទម្លាប់ល្អត្រូវបង្កើតឡើងបន្តិចម្តងៗ។
形容	ពិពណ៌នា	ខ្ញុំមិនដឹងថាត្រូវពិពណ៌នាអារម្មណ៍នេះយ៉ាងដូចម្តេចទេ។
形势	ស្ថានការណ៍	ស្ថានការណ៍បច្ចុប្បន្នស្មុគស្មាញគួរសម។
形式	ទម្រង់	កិច្ចប្រជុំអាចប្រើទម្រង់អនឡាញ។
形象	រូបភាព	រូបភាពសាធារណៈរបស់គាត់ល្អណាស់។
形状	រាង	រាងប្រអប់នេះពិសេសណាស់។
行动	សកម្មភាព	យើងត្រូវចាប់ផ្តើមសកម្មភាពភ្លាមៗ។
行人	អ្នកថ្មើរជើង	ពេលឆ្លងផ្លូវ ត្រូវប្រយ័ត្នអ្នកថ្មើរជើង។
行为	អាកប្បកិរិយា	អាកប្បកិរិយាបែបនេះមិនសុភាពទេ។
幸亏	សំណាងល្អ	សំណាងល្អដែលអ្នកបានរំលឹកខ្ញុំ។
幸运	មានសំណាង	គាត់មានសំណាងដែលរកបានការងារ។
性质	លក្ខណៈ	លក្ខណៈនៃបញ្ហានេះធ្ងន់ធ្ងរណាស់។
兄弟	បងប្អូនប្រុស	បងប្អូនប្រុសទាំងពីរមានទំនាក់ទំនងល្អ។
胸	ទ្រូង	គាត់មានអារម្មណ៍តឹងទ្រូងបន្តិច។
休闲	កម្សាន្ត	ចុងសប្តាហ៍ជាពេលល្អសម្រាប់កម្សាន្ត។
修改	កែប្រែ	សូមកែប្រែអត្ថបទនេះ។
虚心	បើកចិត្ត	យើងគួរស្តាប់មតិដោយបើកចិត្ត។
叙述	រៀបរាប់	គាត់បានរៀបរាប់រឿងដែលកើតឡើងយ៉ាងច្បាស់។
宣布	ប្រកាស	សាលាបានប្រកាសច្បាប់ថ្មី។
宣传	ផ្សព្វផ្សាយ	ពួកគេកំពុងផ្សព្វផ្សាយចំណេះដឹងការពារបរិស្ថាន។
学历	កម្រិតអប់រំ	ការងារនេះត្រូវការកម្រិតអប់រំបរិញ្ញាបត្រ។
学术	វិជ្ជាសាស្ត្រ	កិច្ចប្រជុំនេះពិភាក្សាបញ្ហាវិជ្ជាសាស្ត្រ។
学问	ចំណេះដឹង	គាត់មានចំណេះដឹងច្រើនណាស់។
血	ឈាម	ដៃរបស់គាត់ហូរឈាមបន្តិច។
寻找	ស្វែងរក	យើងកំពុងស្វែងរកវិធីសាស្ត្រថ្មី។
询问	សួរ	គាត់បានសួរគ្រូអំពីពេលប្រឡង។
训练	ហ្វឹកហាត់	កីឡាករហ្វឹកហាត់រៀងរាល់ថ្ងៃ។
迅速	យ៉ាងលឿន	ព័ត៌មានបានរីករាលដាលយ៉ាងលឿន។
押金	ប្រាក់កក់	ជួលផ្ទះត្រូវបង់ប្រាក់កក់។
牙齿	ធ្មេញ	សូមថែរក្សាធ្មេញរបស់អ្នកឲ្យបានល្អរៀងរាល់ថ្ងៃ។
严肃	ម៉ឺងម៉ាត់	ទឹកមុខគ្រូម៉ឺងម៉ាត់ណាស់។
延长	ពន្យារ	កិច្ចប្រជុំត្រូវបានពន្យារកន្លះម៉ោង។
演讲	សុន្ទរកថា	គាត់កំពុងរៀបចំសុន្ទរកថាថ្ងៃស្អែក។
宴会	ពិធីជប់លៀង	ពួកគេបានចូលរួមពិធីជប់លៀង។
阳台	យ៉រ	មានផើងផ្កាច្រើននៅលើយ៉រ។
痒	រមាស់	ដៃរបស់ខ្ញុំរមាស់បន្តិច។
样式	ម៉ូត	ម៉ូតនេះពេញនិយមណាស់។
腰	ចង្កេះ	អង្គុយយូរអាចធ្វើឲ្យឈឺចង្កេះ។
摇	រង្គើ	ខ្យល់បានធ្វើឲ្យមែកឈើរង្គើទៅមក។
咬	ខាំ	ឆ្កែនេះមិនខាំមនុស្សទេ។
要不	បើមិនដូច្នោះទេ	បើមិនដូច្នោះទេ យើងទៅម្តងទៀតថ្ងៃស្អែកមែនទេ?
业务	អាជីវកម្ម	អាជីវកម្មរបស់ក្រុមហ៊ុនកំពុងរីកចម្រើន។
业余	ក្រៅម៉ោងការងារ	គាត់រៀនថតរូបនៅពេលក្រៅម៉ោងការងារ។
夜	យប់	ផ្លូវស្ងប់ស្ងាត់ណាស់នៅពេលយប់។
依然	នៅតែ	គាត់នៅតែរស់នៅប៉េកាំង។
一辈子	មួយជីវិត	នាងស្រឡាញ់តន្ត្រីមួយជីវិត។
一旦	ពេលណាដែល	ពេលណាដែលអ្នកសម្រេចចិត្តហើយ គួរតែបន្តឲ្យបានខ្ជាប់ខ្ជួន។
一律	ទាំងអស់ដោយស្មើ	ក្នុងពេលប្រជុំ ទូរស័ព្ទទាំងអស់ត្រូវបិទ។
一再	ម្តងហើយម្តងទៀត	គាត់បានរំលឹកយើងម្តងហើយម្តងទៀតឲ្យប្រយ័ត្នសុវត្ថិភាព។
一致	ស្របគ្នា	មតិរបស់មនុស្សគ្រប់គ្នាស្របគ្នាទាំងស្រុង។
疑问	សំណួរ	ខ្ញុំមានសំណួរមួយអំពីចម្លើយនេះ។
移动	ផ្លាស់ទី	សូមផ្លាស់ទីតុបន្តិច។
移民	ធ្វើអន្តោប្រវេសន៍	ពួកគេមានគម្រោងធ្វើអន្តោប្រវេសន៍ទៅបរទេស។
遗憾	សោកស្តាយ	ខ្ញុំសោកស្តាយដែលមិនអាចជួបអ្នកបាន។
乙	ភាគីខ	ក្នុងកិច្ចសន្យា ភាគីខទទួលខុសត្រូវលើការបង់ប្រាក់។
以及	ក៏ដូចជា	ខ្ញុំបានទិញសៀវភៅ ក៏ដូចជាសម្ភារៈសិក្សា។
以来	ចាប់តាំងពី	ចាប់តាំងពីបញ្ចប់ការសិក្សា គាត់ធ្វើការនៅប៉េកាំង។
义务	កាតព្វកិច្ច	ការពារបរិស្ថានជាកាតព្វកិច្ចរបស់មនុស្សគ្រប់គ្នា។
亿	រយលាន	ប្រទេសនេះមានប្រជាជនលើសពីដប់រយលាននាក់។
意外	មិននឹកស្មានដល់	ការមកយឺតលើកនេះមិននឹកស្មានដល់ទាំងស្រុង។
意义	អត្ថន័យ	ព្រឹត្តិការណ៍នេះមានអត្ថន័យណាស់។
议论	ពិភាក្សា	មនុស្សគ្រប់គ្នាកំពុងពិភាក្សារឿងនេះ។
因而	ដូច្នេះ	គាត់រៀនខិតខំ ដូច្នេះពិន្ទុរបស់គាត់ល្អ។
因素	កត្តា	អាកាសធាតុជាកត្តាសំខាន់មួយ។
银	ប្រាក់	នាងពាក់ខ្សែដៃប្រាក់មួយ។
印刷	បោះពុម្ព	សៀវភៅនេះបោះពុម្ពបានច្បាស់ណាស់។
英俊	សង្ហា	គាត់សង្ហាណាស់។
英雄	វីរបុរស	អ្នកពន្លត់អគ្គីភ័យជាវីរបុរសពិតប្រាកដ។
营养	អាហារូបត្ថម្ភ	អាហារពេលព្រឹកគួរមានអាហារូបត្ថម្ភគ្រប់គ្រាន់។
营业	បើកអាជីវកម្ម	ហាងនេះចាប់ផ្តើមបើកអាជីវកម្មម៉ោងប្រាំបួន។
迎接	ទទួលស្វាគមន៍	យើងបានទៅព្រលានយន្តហោះដើម្បីទទួលស្វាគមន៍ភ្ញៀវ។
影子	ស្រមោល	ស្រមោលរបស់គាត់ស្ថិតនៅក្រោមភ្លើងផ្លូវ។
应付	ដោះស្រាយ	គាត់អាចដោះស្រាយបញ្ហានេះបាន។
应用	អនុវត្តប្រើ	វិធីសាស្ត្រនេះអាចអនុវត្តប្រើក្នុងការបង្រៀន។
硬	រឹង	កៅអីនេះរឹងពេក។
硬件	ផ្នែករឹង	កុំព្យូទ័រនេះមានផ្នែករឹងល្អ។
拥抱	ឱប	កុមារបានរត់មកឱបម៉ាក់។
拥挤	កកស្ទះ	រថភ្លើងក្រោមដីកកស្ទះណាស់ពេលព្រឹកមនុស្សច្រើន។
勇气	ភាពក្លាហាន	គាត់មានភាពក្លាហានទទួលស្គាល់កំហុសរបស់ខ្លួន។
用功	ខិតខំរៀន	នាងខិតខំរៀនណាស់។
用途	ការប្រើប្រាស់	សម្ភារៈនេះមានការប្រើប្រាស់ច្រើន។
优惠	បញ្ចុះតម្លៃ	ហាងនេះមានការបញ្ចុះតម្លៃថ្ងៃនេះ។
优美	ស្រស់ស្អាត	បរិស្ថាននៅទីនេះស្រស់ស្អាតណាស់។
优势	អត្ថប្រយោជន៍	អត្ថប្រយោជន៍របស់គាត់គឺបទពិសោធន៍ច្រើន។
悠久	យូរអង្វែង	ចិនមានប្រវត្តិសាស្ត្រយូរអង្វែង។
油炸	បំពងប្រេង	ខ្ញុំកម្រញ៉ាំអាហារបំពងប្រេង។
游览	ទស្សនា	ថ្ងៃស្អែកយើងនឹងទៅទស្សនាវាំងហាមឃាត់។
犹豫	ស្ទាក់ស្ទើរ	គាត់ស្ទាក់ស្ទើរមួយភ្លែត មុនឆ្លើយ។
